"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Finance","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","EO","Female","55","[c]","25280","27130"
"Leaver CS","2022","20-29","Human Resources","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","AA/AO","Female","45","[c]","21700","22200"
"Leaver CS","2022","20-29","Legal","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","AA/AO","Female","1920","[c]","21090","21260"
"Leaver CS","2022","20-29","No function","AA/AO","Male","1680","[c]","21140","21260"
"Leaver CS","2022","20-29","No function","EO","Female","900","[c]","27460","27570"
"Leaver CS","2022","20-29","No function","EO","Male","545","[c]","27000","27570"
"Leaver CS","2022","20-29","No function","G6/G7","Female","60","[c]","53940","53370"
"Leaver CS","2022","20-29","No function","G6/G7","Male","55","[c]","53450","53380"
"Leaver CS","2022","20-29","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","SEO/HEO","Female","470","[c]","33830","33370"
"Leaver CS","2022","20-29","No function","SEO/HEO","Male","375","[c]","33130","32790"
"Leaver CS","2022","20-29","No function","Unknown","Female","380","[c]","[c]","[c]"
"Leaver CS","2022","20-29","No function","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","EO","Female","30","[c]","23400","24090"
"Leaver CS","2022","20-29","Project Delivery","EO","Male","65","[c]","22850","23600"
"Leaver CS","2022","20-29","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","SEO/HEO","Female","40","[c]","31340","30320"
"Leaver CS","2022","20-29","Project Delivery","SEO/HEO","Male","65","[c]","32010","31950"
"Leaver CS","2022","20-29","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Property","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","AA/AO","Male","70","[c]","25780","25680"
"Leaver CS","2022","20-29","Security","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","Female","705","[c]","21910","21260"
"Leaver CS","2022","20-29","Unknown","AA/AO","Male","650","[c]","21870","21260"
"Leaver CS","2022","20-29","Unknown","EO","Female","305","[c]","26700","27570"
"Leaver CS","2022","20-29","Unknown","EO","Male","260","[c]","26530","27230"
"Leaver CS","2022","20-29","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","Female","155","[c]","36360","35070"
"Leaver CS","2022","20-29","Unknown","SEO/HEO","Male","165","[c]","36540","35250"
"Leaver CS","2022","20-29","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Male","60","[c]","28810","28980"
"Leaver CS","2022","30-39","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Analysis","SEO/HEO","Female","35","[c]","36340","36690"
"Leaver CS","2022","30-39","Analysis","SEO/HEO","Male","45","[c]","34970","33490"
"Leaver CS","2022","30-39","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","SEO/HEO","Female","50","[c]","39190","40000"
"Leaver CS","2022","30-39","Communications","SEO/HEO","Male","35","[c]","39910","38800"
"Leaver CS","2022","30-39","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","G6/G7","Female","35","[c]","56690","54700"
"Leaver CS","2022","30-39","Digital, Data & Technology","G6/G7","Male","80","[c]","57000","55420"
"Leaver CS","2022","30-39","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Female","50","[c]","37200","36760"
"Leaver CS","2022","30-39","Digital, Data & Technology","SEO/HEO","Male","120","[c]","37730","36840"
"Leaver CS","2022","30-39","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Finance","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","SEO/HEO","Female","40","[c]","36600","36770"
"Leaver CS","2022","30-39","Human Resources","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","G6/G7","Female","65","[c]","55030","53050"
"Leaver CS","2022","30-39","Legal","G6/G7","Male","40","[c]","55460","54190"
"Leaver CS","2022","30-39","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","AA/AO","Female","855","[c]","21210","21260"
"Leaver CS","2022","30-39","No function","AA/AO","Male","1105","[c]","21660","21260"
"Leaver CS","2022","30-39","No function","EO","Female","610","[c]","27890","27570"
"Leaver CS","2022","30-39","No function","EO","Male","455","[c]","28350","27570"
"Leaver CS","2022","30-39","No function","G6/G7","Female","225","[c]","55720","53830"
"Leaver CS","2022","30-39","No function","G6/G7","Male","205","[c]","56830","53860"
"Leaver CS","2022","30-39","No function","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","SEO/HEO","Female","520","[c]","35940","36330"
"Leaver CS","2022","30-39","No function","SEO/HEO","Male","310","[c]","36660","36740"
"Leaver CS","2022","30-39","No function","Unknown","Female","295","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","Male","95","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","SEO/HEO","Female","60","[c]","35990","34950"
"Leaver CS","2022","30-39","Project Delivery","SEO/HEO","Male","75","[c]","36150","37020"
"Leaver CS","2022","30-39","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","Male","30","[c]","37660","33500"
"Leaver CS","2022","30-39","Property","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","EO","Male","5","[c]","[c]","[c]"
