"Status","Year","Profession_of_post","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Heterosexual / straight","85","85","33820","33000"
"In post","2022","Commercial","Glasgow City","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Glasgow City","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Heterosexual / straight","50","50","42790","40520"
"In post","2022","Commercial","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Undeclared","10","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Haringey and Islington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heart of Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Lambeth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Lambeth","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leeds","Heterosexual / straight","195","190","42070","36820"
"In post","2022","Commercial","Leeds","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Leeds","Undeclared","50","45","40420","36820"
"In post","2022","Commercial","Leeds","Unknown","30","30","41460","36820"
"In post","2022","Commercial","Leicester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Liverpool","Heterosexual / straight","135","135","36100","38330"
"In post","2022","Commercial","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Liverpool","Unknown","45","45","34010","31250"
"In post","2022","Commercial","Manchester","Heterosexual / straight","115","115","40100","36500"
"In post","2022","Commercial","Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Manchester","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Medway","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Heterosexual / straight","65","60","43430","41160"
"In post","2022","Commercial","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Monmouthshire and Newport","Heterosexual / straight","75","75","36120","31250"
"In post","2022","Commercial","Monmouthshire and Newport","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Monmouthshire and Newport","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Monmouthshire and Newport","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Lanarkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Norwich and East Norfolk","Heterosexual / straight","50","50","36190","38330"
"In post","2022","Commercial","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Norwich and East Norfolk","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Norwich and East Norfolk","Unknown","15","10","[c]","[c]"
"In post","2022","Commercial","Nottingham","Heterosexual / straight","35","30","41730","38550"
"In post","2022","Commercial","Nottingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Nottingham","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Overseas","Heterosexual / straight","35","35","49380","42130"
"In post","2022","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
