"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","615","560","32760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","45","40","28770","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Undeclared","95","90","33130","31850"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","115","110","26740","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","1400","1330","27770","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","115","110","25930","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Undeclared","210","200","29010","25810"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","190","175","26910","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","30","30","34140","30730"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Heterosexual / straight","410","390","32050","28270"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","LGBO","30","30","27980","24370"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Undeclared","70","65","36470","33510"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","60","55","29280","24370"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Heterosexual / straight","220","215","42660","38300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Undeclared","55","55","46480","47550"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","50","45","41350","37910"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Legal","Unknown","15","10","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Other","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Attorney General's Departments","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Heterosexual / straight","4640","4510","47770","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","LGBO","510","505","44510","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Undeclared","525","510","47990","42260"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","4195","4155","46820","34550"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Unknown","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","Unknown","10","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Unknown","10","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Heterosexual / straight","170","160","34160","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Undeclared","30","25","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","260","250","34470","30220"
"In post","2022","Charity Commission","Charity Commission","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Legal","Unknown","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","Heterosexual / straight","160","150","33010","29160"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","Undeclared","10","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Operational Delivery","Unknown","110","105","28860","26860"
"In post","2022","Charity Commission","Charity Commission","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Project Delivery","Unknown","10","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Heterosexual / straight","110","100","25190","24500"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","40","35","23960","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","175","170","40230","38000"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Undeclared","30","25","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","40","40","36920","36530"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Heterosexual / straight","50","45","32520","29060"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Unknown","15","15","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Heterosexual / straight","50","45","37310","39820"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","315","290","25520","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Undeclared","35","30","24770","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","110","95","22970","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Other","Unknown","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Statistics","Unknown","[c]","[c]","[c]","[c]"
