"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Government Property Agency","Yorkshire and The Humber","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Yorkshire and The Humber","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","EO","Heterosexual / straight","45","45","27270","26410"
"In post","2022","Health and Safety Executive","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G7","Heterosexual / straight","55","55","56890","53430"
"In post","2022","Health and Safety Executive","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","G7","Unknown","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","HEO","Heterosexual / straight","60","55","32730","31710"
"In post","2022","Health and Safety Executive","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SEO","Heterosexual / straight","80","75","42370","42300"
"In post","2022","Health and Safety Executive","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","East Midlands (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","SEO","Heterosexual / straight","35","30","49040","46320"
"In post","2022","Health and Safety Executive","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","East of England","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SEO","Heterosexual / straight","40","40","47770","44990"
"In post","2022","Health and Safety Executive","London","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","London","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","SEO","Heterosexual / straight","30","30","46480","46320"
"In post","2022","Health and Safety Executive","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","AO","Heterosexual / straight","80","70","21740","22410"
"In post","2022","Health and Safety Executive","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","AO","Unknown","15","10","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","EO","Heterosexual / straight","170","160","27260","26410"
"In post","2022","Health and Safety Executive","North West (England)","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","G6","Heterosexual / straight","40","40","67090","65840"
"In post","2022","Health and Safety Executive","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","G7","Heterosexual / straight","130","125","56580","53430"
"In post","2022","Health and Safety Executive","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","HEO","Heterosexual / straight","125","120","33210","31710"
"In post","2022","Health and Safety Executive","North West (England)","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","SEO","Heterosexual / straight","175","165","45100","42600"
"In post","2022","Health and Safety Executive","North West (England)","SEO","LGBO","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","North West (England)","SEO","Undeclared","35","30","45850","44820"
"In post","2022","Health and Safety Executive","North West (England)","SEO","Unknown","30","30","44540","40490"
"In post","2022","Health and Safety Executive","Scotland","AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","SEO","Heterosexual / straight","95","90","70210","83660"
"In post","2022","Health and Safety Executive","Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Scotland","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","SEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","SEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","South West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","SEO","Heterosexual / straight","30","30","47590","46320"
"In post","2022","Health and Safety Executive","Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","EO","Heterosexual / straight","70","70","26810","26370"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G7","Heterosexual / straight","35","35","55420","53430"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G7","Undeclared","10","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","HEO","Heterosexual / straight","45","40","33050","31710"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SEO","Heterosexual / straight","90","90","45050","42850"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Health and Safety Executive","Yorkshire and The Humber","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AA","Heterosexual / straight","95","80","19200","19200"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AA","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AA","Undeclared","25","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AA","Unknown","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AO","Heterosexual / straight","575","495","20980","20970"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AO","LGBO","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AO","Undeclared","90","80","20980","20970"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","AO","Unknown","130","115","20970","20970"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","EO","Heterosexual / straight","160","145","25120","25120"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","EO","LGBO","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","EO","Undeclared","35","35","25250","25120"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","EO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G6","LGBO","[c]","[c]","[c]","[c]"
