"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","HEO","Heterosexual / straight","65","60","30650","30450"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SEO","Heterosexual / straight","65","60","38870","36050"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East Midlands (England)","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","AA","Heterosexual / straight","125","100","19330","19200"
"In post","2022","HM Courts and Tribunals Service","East of England","AA","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","AA","Undeclared","15","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","AA","Unknown","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","AO","Heterosexual / straight","375","325","21370","20970"
"In post","2022","HM Courts and Tribunals Service","East of England","AO","LGBO","20","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","AO","Undeclared","60","55","21400","20970"
"In post","2022","HM Courts and Tribunals Service","East of England","AO","Unknown","45","40","21510","20970"
"In post","2022","HM Courts and Tribunals Service","East of England","EO","Heterosexual / straight","120","105","25700","25120"
"In post","2022","HM Courts and Tribunals Service","East of England","EO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","EO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","HEO","Heterosexual / straight","55","50","31440","30450"
"In post","2022","HM Courts and Tribunals Service","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","SEO","Heterosexual / straight","55","50","39760","38090"
"In post","2022","HM Courts and Tribunals Service","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","AA","Heterosexual / straight","235","215","21650","21650"
"In post","2022","HM Courts and Tribunals Service","London","AA","LGBO","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","AA","Undeclared","35","30","21650","21650"
"In post","2022","HM Courts and Tribunals Service","London","AA","Unknown","80","80","21600","21650"
"In post","2022","HM Courts and Tribunals Service","London","AO","Heterosexual / straight","1130","1035","23920","23720"
"In post","2022","HM Courts and Tribunals Service","London","AO","LGBO","35","35","23890","23720"
"In post","2022","HM Courts and Tribunals Service","London","AO","Undeclared","175","155","24020","23720"
"In post","2022","HM Courts and Tribunals Service","London","AO","Unknown","405","380","23860","23720"
"In post","2022","HM Courts and Tribunals Service","London","EO","Heterosexual / straight","595","570","28520","28310"
"In post","2022","HM Courts and Tribunals Service","London","EO","LGBO","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","EO","Undeclared","105","100","28620","28310"
"In post","2022","HM Courts and Tribunals Service","London","EO","Unknown","100","100","28460","28310"
"In post","2022","HM Courts and Tribunals Service","London","G6","Heterosexual / straight","55","55","68010","67780"
"In post","2022","HM Courts and Tribunals Service","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","G6","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","G7","Heterosexual / straight","160","150","58360","57540"
"In post","2022","HM Courts and Tribunals Service","London","G7","LGBO","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","G7","Undeclared","30","30","59800","59470"
"In post","2022","HM Courts and Tribunals Service","London","G7","Unknown","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","HEO","Heterosexual / straight","325","315","34540","34260"
"In post","2022","HM Courts and Tribunals Service","London","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","HEO","Undeclared","45","45","34760","34260"
"In post","2022","HM Courts and Tribunals Service","London","HEO","Unknown","105","105","34460","34260"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","Heterosexual / straight","30","30","84500","81880"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","SEO","Heterosexual / straight","280","265","43400","41750"
"In post","2022","HM Courts and Tribunals Service","London","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","London","SEO","Undeclared","55","50","45900","43810"
"In post","2022","HM Courts and Tribunals Service","London","SEO","Unknown","70","65","44560","41750"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AA","Heterosexual / straight","50","40","19200","19200"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AA","Unknown","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AO","Heterosexual / straight","275","230","20980","20970"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AO","Undeclared","35","30","20980","20970"
"In post","2022","HM Courts and Tribunals Service","North East (England)","AO","Unknown","30","25","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","EO","Heterosexual / straight","90","80","25160","25120"
"In post","2022","HM Courts and Tribunals Service","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","HEO","Heterosexual / straight","45","40","30640","30450"
"In post","2022","HM Courts and Tribunals Service","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SEO","Heterosexual / straight","65","55","40770","40840"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North East (England)","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AA","Heterosexual / straight","180","150","19200","19200"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AA","LGBO","10","10","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AA","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AA","Unknown","60","55","19200","19200"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AO","Heterosexual / straight","760","660","21160","20970"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AO","LGBO","60","55","21090","20970"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AO","Undeclared","140","120","21240","20970"
"In post","2022","HM Courts and Tribunals Service","North West (England)","AO","Unknown","105","90","21110","20970"
"In post","2022","HM Courts and Tribunals Service","North West (England)","EO","Heterosexual / straight","270","255","25260","25120"
"In post","2022","HM Courts and Tribunals Service","North West (England)","EO","LGBO","15","15","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","North West (England)","EO","Undeclared","45","45","25250","25120"
"In post","2022","HM Courts and Tribunals Service","North West (England)","EO","Unknown","30","30","25140","25120"
"In post","2022","HM Courts and Tribunals Service","North West (England)","G6","Heterosexual / straight","25","25","[c]","[c]"
