"Status","Year","Age","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","London","AA/AO","Female","865","765","26140","25110"
"In post","2022","30-39","London","AA/AO","Male","920","910","28500","25800"
"In post","2022","30-39","London","EO","Female","2150","2010","30070","30600"
"In post","2022","30-39","London","EO","Male","1650","1645","30500","30980"
"In post","2022","30-39","London","G6/G7","Female","5305","5090","58920","57430"
"In post","2022","30-39","London","G6/G7","Male","4750","4715","59610","57620"
"In post","2022","30-39","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","London","SCS level","Female","430","410","79160","75030"
"In post","2022","30-39","London","SCS level","Male","420","415","80180","75740"
"In post","2022","30-39","London","SEO/HEO","Female","4410","4270","38950","39420"
"In post","2022","30-39","London","SEO/HEO","Male","3770","3750","39210","39440"
"In post","2022","30-39","London","Unknown","Female","415","395","33410","34100"
"In post","2022","30-39","London","Unknown","Male","120","120","33310","33950"
"In post","2022","30-39","Outside London","AA/AO","Female","12445","10650","22250","21260"
"In post","2022","30-39","Outside London","AA/AO","Male","11095","10895","23850","21680"
"In post","2022","30-39","Outside London","EO","Female","12420","11335","27220","27380"
"In post","2022","30-39","Outside London","EO","Male","10290","10215","27600","27230"
"In post","2022","30-39","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Outside London","G6/G7","Female","4040","3840","54900","53440"
"In post","2022","30-39","Outside London","G6/G7","Male","4030","4000","55370","54160"
"In post","2022","30-39","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Outside London","SCS level","Female","100","95","81820","76950"
"In post","2022","30-39","Outside London","SCS level","Male","95","90","80540","75350"
"In post","2022","30-39","Outside London","SEO/HEO","Female","13370","12655","35810","34260"
"In post","2022","30-39","Outside London","SEO/HEO","Male","12410","12330","36190","35050"
"In post","2022","30-39","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Outside London","Unknown","Female","3220","2925","28900","27410"
"In post","2022","30-39","Outside London","Unknown","Male","1105","1080","31540","30210"
"In post","2022","30-39","Overseas","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","30-39","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Female","25","20","[c]","[c]"
"In post","2022","30-39","Overseas","EO","Male","25","25","[c]","[c]"
"In post","2022","30-39","Overseas","G6/G7","Female","200","200","56010","54590"
"In post","2022","30-39","Overseas","G6/G7","Male","250","245","56680","55060"
"In post","2022","30-39","Overseas","SCS level","Female","20","20","[c]","[c]"
"In post","2022","30-39","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","SEO/HEO","Female","165","165","37310","36510"
"In post","2022","30-39","Overseas","SEO/HEO","Male","275","270","38440","35560"
"In post","2022","30-39","Overseas","Unknown","Female","30","30","[c]","[c]"
"In post","2022","30-39","Overseas","Unknown","Male","30","30","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","30-39","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","EO","Female","35","35","28670","27570"
"In post","2022","30-39","Unknown","EO","Male","50","50","27460","27570"
"In post","2022","30-39","Unknown","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","30-39","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","SEO/HEO","Female","55","55","34880","33280"
"In post","2022","30-39","Unknown","SEO/HEO","Male","35","35","35040","34550"
"In post","2022","30-39","Unknown","Unknown","Female","55","50","36780","36180"
"In post","2022","30-39","Unknown","Unknown","Male","355","355","37080","34460"
"In post","2022","40-49","London","AA/AO","Female","1135","960","25220","25110"
"In post","2022","40-49","London","AA/AO","Male","935","915","27630","25630"
"In post","2022","40-49","London","EO","Female","2335","2120","30240","30570"
"In post","2022","40-49","London","EO","Male","1495","1480","30480","30700"
"In post","2022","40-49","London","G6/G7","Female","4245","3915","61420","60470"
"In post","2022","40-49","London","G6/G7","Male","3705","3665","62520","61900"
"In post","2022","40-49","London","SCS level","Female","1010","940","86460","79590"
"In post","2022","40-49","London","SCS level","Male","955","945","91040","84000"
"In post","2022","40-49","London","SEO/HEO","Female","3500","3320","39860","39960"
"In post","2022","40-49","London","SEO/HEO","Male","2930","2915","40380","40230"
"In post","2022","40-49","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","London","Unknown","Female","355","330","37490","38230"
"In post","2022","40-49","London","Unknown","Male","170","170","36930","34100"
"In post","2022","40-49","Outside London","AA/AO","Female","13915","11660","21970","21260"
"In post","2022","40-49","Outside London","AA/AO","Male","9790","9540","23820","21550"
"In post","2022","40-49","Outside London","EO","Female","13865","12325","27360","27570"
"In post","2022","40-49","Outside London","EO","Male","10045","9920","27890","27570"
"In post","2022","40-49","Outside London","G6/G7","Female","6505","6115","57660","55210"
"In post","2022","40-49","Outside London","G6/G7","Male","6435","6385","58130","55420"
"In post","2022","40-49","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Outside London","SCS level","Female","410","400","86170","78840"
"In post","2022","40-49","Outside London","SCS level","Male","445","435","87930","82050"
"In post","2022","40-49","Outside London","SEO/HEO","Female","13920","13010","36910","36130"
"In post","2022","40-49","Outside London","SEO/HEO","Male","12020","11915","37450","36850"
"In post","2022","40-49","Outside London","Unknown","Female","3380","3060","32340","31420"
"In post","2022","40-49","Outside London","Unknown","Male","1170","1145","35600","34340"
"In post","2022","40-49","Overseas","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","40-49","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","40-49","Overseas","EO","Female","45","45","27480","26870"
"In post","2022","40-49","Overseas","EO","Male","40","40","27190","26940"
"In post","2022","40-49","Overseas","G6/G7","Female","205","205","61040","61440"
"In post","2022","40-49","Overseas","G6/G7","Male","245","245","60010","58030"
"In post","2022","40-49","Overseas","SCS level","Female","60","60","82190","75380"
"In post","2022","40-49","Overseas","SCS level","Male","75","75","82220","74650"
"In post","2022","40-49","Overseas","SEO/HEO","Female","160","155","39680","39750"
"In post","2022","40-49","Overseas","SEO/HEO","Male","235","235","40600","37090"
"In post","2022","40-49","Overseas","Unknown","Female","30","30","[c]","[c]"
"In post","2022","40-49","Overseas","Unknown","Male","45","45","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Female","30","25","[c]","[c]"
"In post","2022","40-49","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","40-49","Unknown","EO","Female","60","55","28060","27570"
"In post","2022","40-49","Unknown","EO","Male","30","30","27930","27570"
"In post","2022","40-49","Unknown","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","SCS level","Male","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","SEO/HEO","Female","45","45","36630","35310"
"In post","2022","40-49","Unknown","SEO/HEO","Male","40","40","38920","39510"
"In post","2022","40-49","Unknown","Unknown","Female","50","50","36650","32700"
"In post","2022","40-49","Unknown","Unknown","Male","340","335","40740","35380"
"In post","2022","50-59","London","AA/AO","Female","1955","1765","25140","25110"
"In post","2022","50-59","London","AA/AO","Male","1395","1365","26680","25330"
"In post","2022","50-59","London","EO","Female","3415","3190","30510","30700"
"In post","2022","50-59","London","EO","Male","2250","2195","30980","30780"
"In post","2022","50-59","London","G6/G7","Female","2840","2720","62870","62120"
"In post","2022","50-59","London","G6/G7","Male","3265","3235","64230","62590"
"In post","2022","50-59","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","London","SCS level","Female","625","605","94500","85500"
"In post","2022","50-59","London","SCS level","Male","750","740","101950","93490"
"In post","2022","50-59","London","SEO/HEO","Female","3585","3460","40020","39440"
"In post","2022","50-59","London","SEO/HEO","Male","3490","3460","41240","40910"
"In post","2022","50-59","London","Unknown","Female","380","365","36540","36140"
"In post","2022","50-59","London","Unknown","Male","210","205","37340","34100"
"In post","2022","50-59","Outside London","AA/AO","Female","20620","17660","21820","21260"
"In post","2022","50-59","Outside London","AA/AO","Male","14365","13705","23970","21520"
"In post","2022","50-59","Outside London","EO","Female","19015","17040","27480","27570"
"In post","2022","50-59","Outside London","EO","Male","13730","13275","28660","27570"
"In post","2022","50-59","Outside London","G6/G7","Female","6160","5925","58840","55610"
"In post","2022","50-59","Outside London","G6/G7","Male","7350","7260","59860","57510"
"In post","2022","50-59","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Outside London","SCS level","Female","515","505","90320","83230"
"In post","2022","50-59","Outside London","SCS level","Male","645","640","94310","86530"
"In post","2022","50-59","Outside London","SEO/HEO","Female","15135","14325","36840","35610"
"In post","2022","50-59","Outside London","SEO/HEO","Male","15000","14740","38570","37710"
"In post","2022","50-59","Outside London","Unknown","Female","2935","2720","31160","28200"
"In post","2022","50-59","Outside London","Unknown","Male","1595","1520","36400","33550"
"In post","2022","50-59","Overseas","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","50-59","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","50-59","Overseas","EO","Female","45","45","28220","27370"
"In post","2022","50-59","Overseas","EO","Male","60","60","28370","27370"
"In post","2022","50-59","Overseas","G6/G7","Female","110","110","62450","61170"
"In post","2022","50-59","Overseas","G6/G7","Male","205","205","63010","61980"
"In post","2022","50-59","Overseas","SCS level","Female","35","35","89610","78760"
"In post","2022","50-59","Overseas","SCS level","Male","65","65","88010","83540"
"In post","2022","50-59","Overseas","SEO/HEO","Female","100","100","41540","40350"
"In post","2022","50-59","Overseas","SEO/HEO","Male","265","265","42590","39770"
"In post","2022","50-59","Overseas","Unknown","Female","15","15","[c]","[c]"
"In post","2022","50-59","Overseas","Unknown","Male","35","35","[c]","[c]"
"In post","2022","50-59","Unknown","AA/AO","Female","50","45","22710","21830"
"In post","2022","50-59","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","50-59","Unknown","EO","Female","80","75","28770","27570"
"In post","2022","50-59","Unknown","EO","Male","40","40","28710","27570"
"In post","2022","50-59","Unknown","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","50-59","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","SEO/HEO","Female","55","55","38790","36460"
"In post","2022","50-59","Unknown","SEO/HEO","Male","60","55","38980","38010"
"In post","2022","50-59","Unknown","Unknown","Female","20","20","[c]","[c]"
"In post","2022","50-59","Unknown","Unknown","Male","500","495","41730","37000"
"In post","2022","60-64","London","AA/AO","Female","835","725","24800","25110"
"In post","2022","60-64","London","AA/AO","Male","565","520","26030","25110"
"In post","2022","60-64","London","EO","Female","990","855","30690","31020"
"In post","2022","60-64","London","EO","Male","660","595","30860","30780"
"In post","2022","60-64","London","G6/G7","Female","430","390","63250","62140"
"In post","2022","60-64","London","G6/G7","Male","660","595","65680","64220"
"In post","2022","60-64","London","SCS level","Female","80","75","104600","93000"
"In post","2022","60-64","London","SCS level","Male","145","140","105340","95500"
"In post","2022","60-64","London","SEO/HEO","Female","720","645","40270","39440"
"In post","2022","60-64","London","SEO/HEO","Male","865","790","41690","40910"
"In post","2022","60-64","London","Unknown","Female","145","135","35850","33700"
"In post","2022","60-64","London","Unknown","Male","80","75","37350","35270"
"In post","2022","60-64","Outside London","AA/AO","Female","8065","6205","21580","21260"
"In post","2022","60-64","Outside London","AA/AO","Male","5275","4530","22890","21260"
"In post","2022","60-64","Outside London","EO","Female","5425","4135","27590","27570"
"In post","2022","60-64","Outside London","EO","Male","4170","3425","28520","27570"
"In post","2022","60-64","Outside London","G6/G7","Female","840","725","59700","56620"
"In post","2022","60-64","Outside London","G6/G7","Male","1500","1320","60790","58710"
"In post","2022","60-64","Outside London","SCS level","Female","55","50","97510","93740"
"In post","2022","60-64","Outside London","SCS level","Male","115","105","105100","101710"
"In post","2022","60-64","Outside London","SEO/HEO","Female","2960","2430","36700","35180"
"In post","2022","60-64","Outside London","SEO/HEO","Male","4010","3440","38760","37330"
"In post","2022","60-64","Outside London","Unknown","Female","950","800","29310","28200"
"In post","2022","60-64","Outside London","Unknown","Male","605","535","34990","32000"
"In post","2022","60-64","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Overseas","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","60-64","Overseas","G6/G7","Male","35","35","64800","64840"
"In post","2022","60-64","Overseas","SCS level","Female","10","10","[c]","[c]"
"In post","2022","60-64","Overseas","SCS level","Male","20","20","[c]","[c]"
"In post","2022","60-64","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","60-64","Overseas","SEO/HEO","Male","55","55","42600","40580"
"In post","2022","60-64","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","AA/AO","Female","20","15","[c]","[c]"
"In post","2022","60-64","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","EO","Female","25","20","[c]","[c]"
"In post","2022","60-64","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Male","120","120","39660","37170"
"In post","2022","65+","London","AA/AO","Female","485","390","24740","25110"
"In post","2022","65+","London","AA/AO","Male","360","310","25280","24900"
"In post","2022","65+","London","EO","Female","330","260","30490","31020"
"In post","2022","65+","London","EO","Male","285","235","30760","31030"
"In post","2022","65+","London","G6/G7","Female","115","95","63510","62290"
"In post","2022","65+","London","G6/G7","Male","215","175","66220","63500"
"In post","2022","65+","London","SCS level","Female","25","20","[c]","[c]"
"In post","2022","65+","London","SCS level","Male","35","30","121170","107050"
"In post","2022","65+","London","SEO/HEO","Female","155","130","40880","40060"
"In post","2022","65+","London","SEO/HEO","Male","310","265","42250","40910"
"In post","2022","65+","London","Unknown","Female","75","60","34430","32090"
"In post","2022","65+","London","Unknown","Male","40","35","40890","38230"
"In post","2022","65+","Outside London","AA/AO","Female","2375","1715","21480","21260"
"In post","2022","65+","Outside London","AA/AO","Male","2085","1685","22110","21260"
"In post","2022","65+","Outside London","EO","Female","1310","930","27670","27570"
"In post","2022","65+","Outside London","EO","Male","1365","1025","28330","27570"
"In post","2022","65+","Outside London","G6/G7","Female","145","110","61890","59970"
"In post","2022","65+","Outside London","G6/G7","Male","445","335","62230","59710"
"In post","2022","65+","Outside London","SCS level","Female","15","10","[c]","[c]"
"In post","2022","65+","Outside London","SCS level","Male","30","20","[c]","[c]"
"In post","2022","65+","Outside London","SEO/HEO","Female","580","440","36920","35360"
"In post","2022","65+","Outside London","SEO/HEO","Male","1230","960","39120","36560"
"In post","2022","65+","Outside London","Unknown","Female","270","200","29580","28200"
"In post","2022","65+","Outside London","Unknown","Male","225","170","32590","28620"
"In post","2022","65+","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","65+","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","Female","10","5","[c]","[c]"
"In post","2022","65+","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2022","65+","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Unknown","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","EO","Female","5","5","[c]","[c]"
"In post","2022","Unknown","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","AA/AO","Female","80","[c]","20970","21260"
"Leaver CS","2022","16-19","Outside London","AA/AO","Male","50","[c]","20730","21050"
"Leaver CS","2022","16-19","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","AA/AO","Female","495","[c]","22690","23070"
"Leaver CS","2022","20-29","London","AA/AO","Male","370","[c]","22790","23110"
"Leaver CS","2022","20-29","London","EO","Female","585","[c]","28510","28650"
"Leaver CS","2022","20-29","London","EO","Male","320","[c]","28830","28670"
"Leaver CS","2022","20-29","London","G6/G7","Female","85","[c]","54900","53560"
"Leaver CS","2022","20-29","London","G6/G7","Male","100","[c]","54190","53760"
"Leaver CS","2022","20-29","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","SEO/HEO","Female","555","[c]","35490","34670"
"Leaver CS","2022","20-29","London","SEO/HEO","Male","445","[c]","35940","35050"
"Leaver CS","2022","20-29","London","Unknown","Female","85","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","AA/AO","Female","2335","[c]","21010","21260"
"Leaver CS","2022","20-29","Outside London","AA/AO","Male","2240","[c]","21340","21260"
"Leaver CS","2022","20-29","Outside London","EO","Female","850","[c]","26120","27570"
"Leaver CS","2022","20-29","Outside London","EO","Male","745","[c]","25510","26350"
"Leaver CS","2022","20-29","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","SEO/HEO","Female","315","[c]","32750","31980"
"Leaver CS","2022","20-29","Outside London","SEO/HEO","Male","425","[c]","33460","32440"
"Leaver CS","2022","20-29","Outside London","Unknown","Female","270","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Outside London","Unknown","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA/AO","Female","65","[c]","20380","21430"
"Leaver CS","2022","20-29","Unknown","AA/AO","Male","50","[c]","20610","21720"
