"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Economics","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Hampshire","Outside London","15","15","38740","30760"
"In post","2022","Analysis","Economics","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tower Hamlets","London","190","180","57190","55860"
"In post","2022","Analysis","Economics","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Westminster","London","830","815","46770","40840"
"In post","2022","Analysis","Economics","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Croydon","London","15","15","50690","50590"
"In post","2022","Analysis","Finance","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Tower Hamlets","London","25","25","48180","45670"
"In post","2022","Analysis","Finance","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Staffordshire CC","Outside London","10","10","35850","33300"
"In post","2022","Analysis","Geography","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Leeds","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sheffield","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Westminster","London","25","25","47350","46050"
"In post","2022","Analysis","Intelligence Analysis","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Central Hampshire","Outside London","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Monmouthshire and Newport","Outside London","25","20","29520","30350"
"In post","2022","Analysis","Intelligence Analysis","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Tower Hamlets","London","30","30","55030","54320"
"In post","2022","Analysis","Intelligence Analysis","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wiltshire","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Westminster","London","25","25","48290","44630"
"In post","2022","Analysis","Knowledge and Information Management","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Westminster","London","10","10","53280","53360"
"In post","2022","Analysis","Operational Delivery","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Camden and City of London","London","10","10","60090","52090"
"In post","2022","Analysis","Operational Delivery","Central Hampshire","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Cumbria","Outside London","10","10","32600","33700"
"In post","2022","Analysis","Operational Delivery","Glasgow City","Outside London","15","15","33060","34500"
"In post","2022","Analysis","Operational Delivery","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leeds","Outside London","30","30","42800","41100"
"In post","2022","Analysis","Operational Delivery","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Liverpool","Outside London","10","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Manchester","Outside London","15","15","41760","40520"
"In post","2022","Analysis","Operational Delivery","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Monmouthshire and Newport","Outside London","375","355","32200","30710"
"In post","2022","Analysis","Operational Delivery","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Sefton","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South and West Derbyshire","Outside London","10","10","38070","31680"
"In post","2022","Analysis","Operational Delivery","South Hampshire","Outside London","130","125","31470","30210"
"In post","2022","Analysis","Operational Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Tower Hamlets","London","55","55","45090","43370"
"In post","2022","Analysis","Operational Delivery","Tyneside","Outside London","10","10","31110","29180"
"In post","2022","Analysis","Operational Delivery","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Westminster","London","95","90","40360","36650"
"In post","2022","Analysis","Operational Delivery","Wiltshire","Outside London","10","10","40410","38070"
"In post","2022","Analysis","Operational Delivery","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","York","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Bristol, City of","Outside London","20","20","33080","31380"
"In post","2022","Analysis","Operational Research","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Central Hampshire","Outside London","260","245","43170","47010"
"In post","2022","Analysis","Operational Research","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Croydon","London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Hackney and Newham","London","15","15","46000","37930"
"In post","2022","Analysis","Operational Research","Leeds","Outside London","25","25","33150","32680"
"In post","2022","Analysis","Operational Research","Liverpool","Outside London","20","20","44120","40520"
"In post","2022","Analysis","Operational Research","Manchester","Outside London","40","35","42850","40350"
"In post","2022","Analysis","Operational Research","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Monmouthshire and Newport","Outside London","20","20","35670","31480"
"In post","2022","Analysis","Operational Research","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Tower Hamlets","London","95","95","50000","47100"
"In post","2022","Analysis","Operational Research","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Westminster","London","140","135","52450","54170"
"In post","2022","Analysis","Operational Research","Wiltshire","Outside London","15","15","43590","47010"
"In post","2022","Analysis","Operational Research","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Camden and City of London","London","175","160","69360","65470"
"In post","2022","Analysis","Other","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","City of Edinburgh","Outside London","10","10","73790","69690"
"In post","2022","Analysis","Other","Glasgow City","Outside London","30","30","37340","35000"
"In post","2022","Analysis","Other","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Tower Hamlets","London","90","90","44220","37070"
"In post","2022","Analysis","Other","Westminster","London","65","65","48980","49060"
"In post","2022","Analysis","Policy","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Camden and City of London","London","10","10","79980","65000"
"In post","2022","Analysis","Policy","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Darlington","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Leeds","Outside London","55","50","43350","41540"
"In post","2022","Analysis","Policy","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Manchester","Outside London","30","30","37550","32930"
"In post","2022","Analysis","Policy","Nottingham","Outside London","10","10","38430","39240"
"In post","2022","Analysis","Policy","Sheffield","Outside London","90","85","48850","50400"
"In post","2022","Analysis","Policy","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Tyneside","Outside London","20","15","39900","35970"
"In post","2022","Analysis","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Westminster","London","330","315","51420","53360"
"In post","2022","Analysis","Project Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Central Hampshire","Outside London","90","85","39690","38070"
"In post","2022","Analysis","Science and Engineering","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Dorset","Outside London","125","120","34110","29990"
"In post","2022","Analysis","Science and Engineering","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Suffolk CC","Outside London","320","305","34670","30220"
"In post","2022","Analysis","Science and Engineering","Tower Hamlets","London","10","10","58850","61750"
"In post","2022","Analysis","Science and Engineering","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Westminster","London","30","30","61710","65620"
"In post","2022","Analysis","Science and Engineering","Wiltshire","Outside London","75","70","36250","38070"
"In post","2022","Analysis","Security","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Bristol, City of","Outside London","10","10","47360","45470"
"In post","2022","Analysis","Social Research","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Croydon","London","15","15","52970","58600"
"In post","2022","Analysis","Social Research","Darlington","Outside London","10","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Greater Manchester South West","Outside London","10","10","41460","40180"
"In post","2022","Analysis","Social Research","Hackney and Newham","London","35","30","48130","43430"
