"Status","Year","Organisation","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Commercial Service","Cabinet Office","London","London","75","70","54220","56160"
"In post","2022","Crown Commercial Service","Cabinet Office","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","North West (England)","Outside London","390","385","38050","38330"
"In post","2022","Crown Commercial Service","Cabinet Office","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Cabinet Office","Wales","Outside London","115","115","36290","31250"
"In post","2022","Crown Commercial Service","Cabinet Office","West Midlands (England)","Outside London","30","30","32780","30420"
"In post","2022","Crown Commercial Service","Cabinet Office","Yorkshire and The Humber","Outside London","10","10","45790","42480"
"In post","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Scotland","Outside London","2350","2210","36710","31540"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","East Midlands (England)","Outside London","490","450","39250","38000"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","East of England","Outside London","515","465","41490","36240"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","London","London","1785","1690","44290","39750"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","North East (England)","Outside London","355","325","39240","34480"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","North West (England)","Outside London","1010","940","39330","33460"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","South East (England)","Outside London","735","685","42520","39540"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","South West (England)","Outside London","325","305","40800","38180"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Wales","Outside London","395","365","40850","38180"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","West Midlands (England)","Outside London","590","555","40870","38180"
"In post","2022","Crown Prosecution Service","Attorney General's Departments","Yorkshire and The Humber","Outside London","835","775","39530","34480"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","Wales","Outside London","380","365","29870","29470"
"In post","2022","Defence Electronics and Components Agency","Ministry of Defence","West Midlands (England)","Outside London","55","55","26080","25830"
"In post","2022","Defence Equipment and Support","Ministry of Defence","East Midlands (England)","Outside London","210","205","36220","35020"
"In post","2022","Defence Equipment and Support","Ministry of Defence","East of England","Outside London","195","190","34820","33710"
"In post","2022","Defence Equipment and Support","Ministry of Defence","London","London","190","185","25590","22050"
"In post","2022","Defence Equipment and Support","Ministry of Defence","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","North West (England)","Outside London","145","140","30280","27370"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Overseas","Overseas","65","65","42420","41450"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Scotland","Outside London","500","485","29700","26290"
"In post","2022","Defence Equipment and Support","Ministry of Defence","South East (England)","Outside London","450","430","29840","27280"
"In post","2022","Defence Equipment and Support","Ministry of Defence","South West (England)","Outside London","8745","8425","38130","35780"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Wales","Outside London","20","20","33710","35260"
"In post","2022","Defence Equipment and Support","Ministry of Defence","West Midlands (England)","Outside London","195","190","26880","23390"
"In post","2022","Defence Equipment and Support","Ministry of Defence","Yorkshire and The Humber","Outside London","20","20","32400","32010"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","East of England","Outside London","15","15","46450","44510"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","South East (England)","Outside London","1710","1635","41990","42020"
"In post","2022","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","Outside London","2925","2830","40510","38070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","15","15","42450","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","East of England","Outside London","10","10","45630","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","London","5235","5130","49670","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","25","20","51460","49860"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","245","240","41130","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","120","115","51010","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","15","15","58090","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","Outside London","95","90","34540","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","240","235","42520","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","10","10","44580","38000"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","London","1785","1755","47680","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North East (England)","Outside London","20","20","39160","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","Outside London","120","120","41400","34580"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Scotland","Outside London","25","25","39030","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","South West (England)","Outside London","15","15","45280","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Wales","Outside London","15","15","46060","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Outside London","15","15","42040","38020"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","Outside London","285","275","41660","37100"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East of England","Outside London","75","75","48130","50400"
"In post","2022","Department for Education (excl. agencies)","Department for Education","London","London","2090","2010","50250","53420"
"In post","2022","Department for Education (excl. agencies)","Department for Education","North East (England)","Outside London","715","685","38650","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","North West (England)","Outside London","1015","990","40980","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","South East (England)","Outside London","30","30","62580","65180"
"In post","2022","Department for Education (excl. agencies)","Department for Education","South West (England)","Outside London","230","220","46070","42980"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","Outside London","590","575","40120","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","Outside London","1255","1200","41210","36780"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","Outside London","130","125","37670","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","Outside London","205","200","37910","36630"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","London","2790","2710","44590","39420"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","Outside London","290","280","39370","36170"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","Outside London","415","400","40040","36730"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","Outside London","40","40","37780","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","Outside London","365","350","42730","38800"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","Outside London","1175","1120","40270","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","Outside London","35","35","37290","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","Outside London","285","270","41100","37080"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","750","725","39760","36520"
"In post","2022","Department for International Trade","Department for International Trade","East Midlands (England)","Outside London","10","10","40560","35180"
"In post","2022","Department for International Trade","Department for International Trade","East of England","Outside London","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","London","London","2500","2475","46310","41250"
"In post","2022","Department for International Trade","Department for International Trade","North East (England)","Outside London","50","45","38370","34430"
"In post","2022","Department for International Trade","Department for International Trade","North West (England)","Outside London","20","20","44850","39410"
"In post","2022","Department for International Trade","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Overseas","Overseas","175","175","55360","53470"
"In post","2022","Department for International Trade","Department for International Trade","Scotland","Outside London","30","30","45300","47980"
"In post","2022","Department for International Trade","Department for International Trade","South East (England)","Outside London","10","10","42610","38350"
"In post","2022","Department for International Trade","Department for International Trade","South West (England)","Outside London","10","10","47900","48220"
"In post","2022","Department for International Trade","Department for International Trade","Wales","Outside London","20","20","46840","47980"
"In post","2022","Department for International Trade","Department for International Trade","West Midlands (England)","Outside London","25","25","41000","44050"
"In post","2022","Department for International Trade","Department for International Trade","Yorkshire and The Humber","Outside London","20","20","41920","40300"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Midlands (England)","Outside London","55","50","41540","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East of England","Outside London","100","95","41140","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","London","2205","2165","48630","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North East (England)","Outside London","90","90","41940","36580"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North West (England)","Outside London","180","175","38060","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Scotland","Outside London","35","35","41380","36820"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South East (England)","Outside London","20","15","33080","31070"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South West (England)","Outside London","155","150","41590","38710"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Wales","Outside London","20","20","46770","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Midlands (England)","Outside London","320","310","37060","33950"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Outside London","120","120","42790","37300"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","East Midlands (England)","Outside London","30","30","56970","53300"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","London","London","3015","2940","49640","45280"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","North East (England)","Outside London","20","15","28720","26780"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","South East (England)","Outside London","250","235","47600","38650"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Wales","Outside London","55","55","43280","39040"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","Outside London","150","145","37710","31870"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","Outside London","140","140","39030","38650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","Outside London","4530","4015","25910","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","Outside London","4490","4020","28210","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","London","9965","9315","33980","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","Outside London","10175","9105","28250","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","Outside London","18340","16600","27570","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","Outside London","8635","7645","25460","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","Outside London","6350","5700","27520","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","Outside London","5505","4785","26350","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","Unknown","600","555","31150","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","Outside London","5715","5145","26050","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","Outside London","7640","6730","26200","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","Outside London","9505","8490","30000","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East Midlands (England)","Outside London","40","40","51290","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East of England","Outside London","50","45","49530","51320"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","London","2675","2600","48640","45570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North East (England)","Outside London","25","25","49790","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","Outside London","90","85","43750","37780"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","Outside London","55","50","50940","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South West (England)","Outside London","80","80","49480","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","40","40","44780","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Midlands (England)","Outside London","55","55","48610","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","Outside London","955","920","43840","40500"
"In post","2022","Disclosure Scotland","Scottish Government","Scotland","Outside London","355","335","29150","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Wales","Outside London","6205","5495","26380","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands (England)","Outside London","120","110","23630","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","Outside London","555","535","32030","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East of England","Outside London","375","350","28940","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","London","London","365","350","32150","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","Outside London","350","325","26990","26470"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","Outside London","465","435","28310","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Scotland","Outside London","285","265","28770","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","Outside London","510","485","29580","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","Outside London","575","540","32010","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Wales","Outside London","570","540","29370","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","Outside London","410","390","28350","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","Outside London","460","430","27310","26780"
"In post","2022","Education and Skills Funding Agency","Department for Education","East Midlands (England)","Outside London","75","75","42510","37100"
"In post","2022","Education and Skills Funding Agency","Department for Education","East of England","Outside London","5","5","[c]","[c]"
