"Status","Year","Age","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Devon","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Devon","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Dorset and Somerset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Anglia","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Anglia","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Anglia","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","East Wales","Outside London","Heterosexual / straight","35","35","20830","20890"
"In post","2022","16-19","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Wales","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","Outside London","Unknown","30","30","22210","21250"
"In post","2022","16-19","Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Essex","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","75","75","19880","19460"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","60","60","18570","17140"
"In post","2022","16-19","Greater Manchester","Outside London","Heterosexual / straight","30","30","22500","21260"
"In post","2022","16-19","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Inner London - East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","Heterosexual / straight","55","55","25090","25110"
"In post","2022","16-19","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","Undeclared","5","5","[c]","[c]"
"In post","2022","16-19","Inner London - West","London","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","Heterosexual / straight","30","30","22040","21250"
"In post","2022","16-19","Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Unknown","30","30","21420","21250"
"In post","2022","16-19","Outer London - East and North East","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","Undeclared","5","0","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","West Central Scotland","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Central Scotland","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","Outside London","Heterosexual / straight","35","30","20170","18310"
"In post","2022","16-19","West Wales and The Valleys","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Wales and The Valleys","Outside London","Unknown","45","35","19280","18310"
"In post","2022","16-19","West Yorkshire","Outside London","Heterosexual / straight","40","40","22350","21250"
"In post","2022","16-19","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","Outside London","Unknown","30","25","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","500","500","28700","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","LGBO","55","55","28660","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Unknown","115","115","26980","25030"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","970","960","27800","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","115","115","27870","27680"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","90","90","28410","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","290","290","27080","27570"
"In post","2022","20-29","Cheshire","Outside London","Heterosexual / straight","445","440","27550","27570"
"In post","2022","20-29","Cheshire","Outside London","LGBO","60","60","26880","26610"
"In post","2022","20-29","Cheshire","Outside London","Undeclared","40","40","28770","28840"
"In post","2022","20-29","Cheshire","Outside London","Unknown","130","125","24690","23720"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","105","105","24170","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","Heterosexual / straight","120","115","25650","24920"
"In post","2022","20-29","Cumbria","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Cumbria","Outside London","Unknown","95","95","22800","21300"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","1340","1320","27340","26590"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","LGBO","165","165","26860","26590"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Undeclared","95","90","28140","26820"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Unknown","605","595","26280","26590"
"In post","2022","20-29","Devon","Outside London","Heterosexual / straight","705","695","26210","25000"
"In post","2022","20-29","Devon","Outside London","LGBO","100","100","25150","24260"
"In post","2022","20-29","Devon","Outside London","Undeclared","65","65","26810","24920"
"In post","2022","20-29","Devon","Outside London","Unknown","215","210","25380","23140"
"In post","2022","20-29","Dorset and Somerset","Outside London","Heterosexual / straight","380","370","25920","26140"
"In post","2022","20-29","Dorset and Somerset","Outside London","LGBO","55","55","24930","24180"
"In post","2022","20-29","Dorset and Somerset","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","Outside London","Unknown","140","135","24930","23170"
"In post","2022","20-29","East Anglia","Outside London","Heterosexual / straight","1090","1070","26330","26140"
"In post","2022","20-29","East Anglia","Outside London","LGBO","115","115","25100","24260"
"In post","2022","20-29","East Anglia","Outside London","Undeclared","95","90","25960","26330"
"In post","2022","20-29","East Anglia","Outside London","Unknown","370","365","25640","25010"
"In post","2022","20-29","East Wales","Outside London","Heterosexual / straight","2110","2085","27750","26590"
"In post","2022","20-29","East Wales","Outside London","LGBO","320","315","27550","26590"
"In post","2022","20-29","East Wales","Outside London","Undeclared","165","160","28910","26820"
"In post","2022","20-29","East Wales","Outside London","Unknown","930","920","26780","24880"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","465","455","24730","24730"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","45","45","24350","23700"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Undeclared","35","35","24730","24910"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","160","160","23640","23140"
"In post","2022","20-29","Eastern Scotland","Outside London","Heterosexual / straight","1715","1690","29100","27230"
"In post","2022","20-29","Eastern Scotland","Outside London","LGBO","315","310","28510","27230"
"In post","2022","20-29","Eastern Scotland","Outside London","Undeclared","115","115","28940","27230"
"In post","2022","20-29","Eastern Scotland","Outside London","Unknown","1215","1185","27160","25270"
"In post","2022","20-29","Essex","Outside London","Heterosexual / straight","425","420","27380","25400"
"In post","2022","20-29","Essex","Outside London","LGBO","45","45","26290","25010"
"In post","2022","20-29","Essex","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Essex","Outside London","Unknown","180","180","25430","24800"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","3565","3530","28360","27540"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","415","410","28530","27570"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","320","310","28790","27690"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","1230","1215","28450","27540"
"In post","2022","20-29","Greater Manchester","Outside London","Heterosexual / straight","2300","2275","28590","26820"
"In post","2022","20-29","Greater Manchester","Outside London","LGBO","340","340","28180","26820"
"In post","2022","20-29","Greater Manchester","Outside London","Undeclared","155","155","27710","26590"
"In post","2022","20-29","Greater Manchester","Outside London","Unknown","1135","1120","27650","26590"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","1175","1160","28170","26820"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","LGBO","150","145","27730","27570"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Undeclared","85","85","27770","26840"
"In post","2022","20-29","Hampshire and Isle of Wight","Outside London","Unknown","580","570","28750","29230"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","340","340","24790","24260"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","45","45","24750","24090"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","115","115","24070","23140"
"In post","2022","20-29","Highlands and Islands","Outside London","Heterosexual / straight","115","115","25450","24920"
"In post","2022","20-29","Highlands and Islands","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Highlands and Islands","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Highlands and Islands","Outside London","Unknown","50","50","25950","24020"
"In post","2022","20-29","Inner London - East","London","Heterosexual / straight","2140","2125","34950","32260"
"In post","2022","20-29","Inner London - East","London","LGBO","255","255","36560","33400"
"In post","2022","20-29","Inner London - East","London","Undeclared","225","220","35290","32330"
"In post","2022","20-29","Inner London - East","London","Unknown","755","750","34670","32040"
"In post","2022","20-29","Inner London - West","London","Heterosexual / straight","9610","9570","38600","35240"
"In post","2022","20-29","Inner London - West","London","LGBO","1525","1520","39540","36650"
"In post","2022","20-29","Inner London - West","London","Undeclared","1350","1340","38950","35050"
"In post","2022","20-29","Inner London - West","London","Unknown","4310","4295","36450","33250"
"In post","2022","20-29","Kent","Outside London","Heterosexual / straight","775","765","26920","25220"
"In post","2022","20-29","Kent","Outside London","LGBO","85","85","27720","28140"
"In post","2022","20-29","Kent","Outside London","Undeclared","50","45","27820","27790"
"In post","2022","20-29","Kent","Outside London","Unknown","325","325","25290","24880"
"In post","2022","20-29","Lancashire","Outside London","Heterosexual / straight","1145","1115","24860","23170"
"In post","2022","20-29","Lancashire","Outside London","LGBO","120","120","24090","23140"
"In post","2022","20-29","Lancashire","Outside London","Undeclared","65","65","25670","25220"
"In post","2022","20-29","Lancashire","Outside London","Unknown","385","375","24490","23140"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","670","660","24570","24090"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","65","65","24130","22870"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","40","40","25110","25300"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","200","190","23350","22600"
"In post","2022","20-29","Lincolnshire","Outside London","Heterosexual / straight","240","240","25600","25700"
"In post","2022","20-29","Lincolnshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Lincolnshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Lincolnshire","Outside London","Unknown","35","35","23560","23140"
"In post","2022","20-29","Merseyside","Outside London","Heterosexual / straight","2005","1970","26010","24890"
"In post","2022","20-29","Merseyside","Outside London","LGBO","220","220","25790","24880"
"In post","2022","20-29","Merseyside","Outside London","Undeclared","120","115","25810","24880"
"In post","2022","20-29","Merseyside","Outside London","Unknown","850","835","24980","24440"
"In post","2022","20-29","North Eastern Scotland","Outside London","Heterosexual / straight","135","135","28430","27230"
"In post","2022","20-29","North Eastern Scotland","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","North Eastern Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","North Eastern Scotland","Outside London","Unknown","75","75","27840","27230"
"In post","2022","20-29","North Yorkshire","Outside London","Heterosexual / straight","365","360","27440","26370"
"In post","2022","20-29","North Yorkshire","Outside London","LGBO","70","65","27860","26640"
"In post","2022","20-29","North Yorkshire","Outside London","Undeclared","40","40","28020","26370"
"In post","2022","20-29","North Yorkshire","Outside London","Unknown","130","130","25330","24610"
"In post","2022","20-29","Northern Ireland","Outside London","Heterosexual / straight","270","265","26530","26590"
"In post","2022","20-29","Northern Ireland","Outside London","LGBO","30","30","26330","23500"
"In post","2022","20-29","Northern Ireland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Outside London","Unknown","240","235","24100","21250"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","1850","1820","26990","26590"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","LGBO","290","285","26160","24890"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Undeclared","110","110","28540","26820"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Unknown","970","945","26180","26130"
"In post","2022","20-29","Outer London - East and North East","London","Heterosexual / straight","505","495","29230","31060"
"In post","2022","20-29","Outer London - East and North East","London","LGBO","40","40","30300","31060"
"In post","2022","20-29","Outer London - East and North East","London","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Outer London - East and North East","London","Unknown","180","180","28670","29020"
"In post","2022","20-29","Outer London - South","London","Heterosexual / straight","885","875","34000","31060"
"In post","2022","20-29","Outer London - South","London","LGBO","70","70","34640","31020"
"In post","2022","20-29","Outer London - South","London","Undeclared","70","70","34930","31060"
"In post","2022","20-29","Outer London - South","London","Unknown","580","575","32670","30600"
"In post","2022","20-29","Outer London - West and North West","London","Heterosexual / straight","970","945","30200","30110"
"In post","2022","20-29","Outer London - West and North West","London","LGBO","95","90","29070","29250"
"In post","2022","20-29","Outer London - West and North West","London","Undeclared","85","75","29960","29250"
"In post","2022","20-29","Outer London - West and North West","London","Unknown","290","290","29380","28700"
"In post","2022","20-29","Overseas","Overseas","Heterosexual / straight","205","205","34300","32800"
"In post","2022","20-29","Overseas","Overseas","LGBO","30","30","37950","33930"
"In post","2022","20-29","Overseas","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","Overseas","Unknown","70","70","38710","38300"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","Heterosexual / straight","815","795","25830","25120"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","LGBO","90","90","25370","25120"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","Undeclared","35","35","26300","27120"
"In post","2022","20-29","Shropshire and Staffordshire","Outside London","Unknown","250","245","25390","24260"
"In post","2022","20-29","South Yorkshire","Outside London","Heterosexual / straight","970","950","27590","25480"
"In post","2022","20-29","South Yorkshire","Outside London","LGBO","120","120","28480","26610"
"In post","2022","20-29","South Yorkshire","Outside London","Undeclared","65","65","27240","27120"
"In post","2022","20-29","South Yorkshire","Outside London","Unknown","335","330","26200","24880"
"In post","2022","20-29","Southern Scotland","Outside London","Heterosexual / straight","425","415","26630","26120"
"In post","2022","20-29","Southern Scotland","Outside London","LGBO","35","35","25140","22000"
"In post","2022","20-29","Southern Scotland","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Southern Scotland","Outside London","Unknown","330","320","25380","23780"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","Heterosexual / straight","770","760","27820","27570"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","LGBO","135","135","26360","26250"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","Undeclared","85","85","28160","27570"
"In post","2022","20-29","Surrey, East and West Sussex","Outside London","Unknown","205","200","27710","25770"
"In post","2022","20-29","Tees Valley and Durham","Outside London","Heterosexual / straight","905","880","25460","24620"
"In post","2022","20-29","Tees Valley and Durham","Outside London","LGBO","95","95","25680","24260"
"In post","2022","20-29","Tees Valley and Durham","Outside London","Undeclared","55","55","27790","25000"
"In post","2022","20-29","Tees Valley and Durham","Outside London","Unknown","325","320","24500","23140"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","155","155","30150","28000"
"In post","2022","20-29","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","600","600","29060","28980"
"In post","2022","20-29","West Central Scotland","Outside London","Heterosexual / straight","1630","1605","27720","26670"
