"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Defence Science and Technology Laboratory","Ministry of Defence","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Department for Education","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","15","15","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Department for Transport","Female","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Department for Transport","Male","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","80","75","23380","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","65","65","22700","21260"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Department for Transport","Female","40","35","19090","18310"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Department for Transport","Male","30","25","19190","18310"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Department for Transport","Female","5","5","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Department for Transport","Male","5","5","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2022","16-19","FCDO Services","Foreign, Commonwealth and Development Office","Male","20","20","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Ministry of Justice","Female","20","20","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Ministry of Justice","Female","100","100","23290","23140"
"In post","2022","16-19","HM Prison and Probation Service","Ministry of Justice","Male","65","65","23180","23140"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","95","95","21980","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","105","95","21920","21250"
"In post","2022","16-19","HM Treasury (excl. agencies)","HM Treasury","Female","5","5","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","HM Treasury","Male","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Home Office","Female","30","30","23640","21680"
"In post","2022","16-19","Home Office","Home Office","Male","25","25","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Ministry of Defence","Female","10","10","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Ministry of Defence","Male","25","25","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Scottish Government","Female","20","20","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Scottish Government","Male","10","10","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Ministry of Defence","Male","15","15","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","UK Statistics Authority","Female","10","10","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","HM Revenue and Customs","Male","15","15","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Welsh Government (excl. agencies)","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Scottish Government","Female","5","5","[c]","[c]"
"In post","2022","20-29","Accountant in Bankruptcy","Scottish Government","Male","5","5","[c]","[c]"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","65","60","27460","24250"
"In post","2022","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","35","35","27190","24250"
"In post","2022","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","345","340","25590","24920"
"In post","2022","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","185","185","25700","24920"
"In post","2022","20-29","Attorney General's Office","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2022","20-29","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Female","1940","1935","33910","29250"
"In post","2022","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Male","1425","1420","34910","32000"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","60","60","25970","25010"
"In post","2022","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","55","55","26270","25460"
"In post","2022","20-29","Charity Commission","Charity Commission","Female","50","45","25840","24440"
"In post","2022","20-29","Charity Commission","Charity Commission","Male","25","20","[c]","[c]"
"In post","2022","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Female","80","80","25960","24500"
"In post","2022","20-29","Companies House","Department for Business, Energy and Industrial Strategy","Male","80","80","25680","21120"
"In post","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","Female","85","85","38610","33610"
"In post","2022","20-29","Competition and Markets Authority","Competition and Markets Authority","Male","65","65","39760","33610"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","Female","20","20","[c]","[c]"
"In post","2022","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","Male","15","15","[c]","[c]"
"In post","2022","20-29","Crown Commercial Service","Cabinet Office","Female","75","75","31170","30420"
"In post","2022","20-29","Crown Commercial Service","Cabinet Office","Male","75","75","30550","30420"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","Female","390","380","28120","27230"
"In post","2022","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","Male","165","165","28390","27230"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Female","775","765","27740","25480"
"In post","2022","20-29","Crown Prosecution Service","Attorney General's Departments","Male","265","265","27940","25480"
"In post","2022","20-29","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Defence Electronics and Components Agency","Ministry of Defence","Male","30","30","21170","20550"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Female","705","695","26750","26000"
"In post","2022","20-29","Defence Equipment and Support","Ministry of Defence","Male","1195","1195","27410","27540"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Female","355","350","29690","29230"
"In post","2022","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Male","710","705","29560","29230"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","1045","1045","40440","40050"
"In post","2022","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","990","990","41670","40050"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","430","425","38160","34020"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","340","340","39470","34020"
"In post","2022","20-29","Department for Education (excl. agencies)","Department for Education","Female","895","890","36320","33190"
"In post","2022","20-29","Department for Education (excl. agencies)","Department for Education","Male","495","490","35300","32940"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","830","825","34850","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","630","625","34530","32560"
"In post","2022","20-29","Department for International Trade","Department for International Trade","Female","530","530","38000","34920"
"In post","2022","20-29","Department for International Trade","Department for International Trade","Male","495","495","38250","38160"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","505","500","37750","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","460","460","38090","33990"
"In post","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","Female","480","480","38620","34710"
"In post","2022","20-29","Department for Transport (excl. agencies)","Department for Transport","Male","465","460","39450","35060"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","6130","5955","26940","27570"
"In post","2022","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","4600","4575","26900","27570"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","840","835","37970","32790"
"In post","2022","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","410","405","38070","32790"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","Female","35","30","24390","21050"
"In post","2022","20-29","Disclosure Scotland","Scottish Government","Male","35","35","23130","21050"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","Female","425","390","22160","21840"
"In post","2022","20-29","Driver and Vehicle Licensing Agency","Department for Transport","Male","365","360","23730","21840"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","Female","130","125","25440","26130"
"In post","2022","20-29","Driver and Vehicle Standards Agency","Department for Transport","Male","175","170","26650","26130"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","Female","180","180","32410","29360"
"In post","2022","20-29","Education and Skills Funding Agency","Department for Education","Male","155","155","33700","30200"
"In post","2022","20-29","Education Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2022","20-29","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","Female","50","50","27660","26010"
"In post","2022","20-29","FCDO Services","Foreign, Commonwealth and Development Office","Male","100","100","27310","26560"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","Female","95","95","32930","30810"
"In post","2022","20-29","Food Standards Agency","Food Standards Agency","Male","40","40","31100","30350"
"In post","2022","20-29","Food Standards Scotland","Scottish Government","Female","25","25","[c]","[c]"
"In post","2022","20-29","Food Standards Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","650","650","35680","34710"
"In post","2022","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","450","450","35290","34190"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","Female","45","45","27880","25940"
"In post","2022","20-29","Forestry and Land Scotland","Scottish Government","Male","50","50","26440","25940"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","Female","20","20","[c]","[c]"
"In post","2022","20-29","Government Actuary's Department","Chancellor's other departments","Male","40","40","38820","35710"
"In post","2022","20-29","Government Internal Audit Agency","HM Treasury","Female","20","20","[c]","[c]"
"In post","2022","20-29","Government Internal Audit Agency","HM Treasury","Male","10","10","[c]","[c]"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","Female","230","225","36590","32730"
"In post","2022","20-29","Government Legal Department","Attorney General's Departments","Male","135","130","35870","30720"
"In post","2022","20-29","Government Property Agency","Cabinet Office","Female","25","25","[c]","[c]"
"In post","2022","20-29","Government Property Agency","Cabinet Office","Male","25","25","[c]","[c]"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","Female","190","185","28640","26370"
"In post","2022","20-29","Health and Safety Executive","Department for Work and Pensions","Male","125","125","29170","26370"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","Female","1465","1420","24500","21490"
"In post","2022","20-29","HM Courts and Tribunals Service","Ministry of Justice","Male","695","690","24840","23720"
"In post","2022","20-29","HM Land Registry","HM Land Registry","Female","650","635","25870","25660"
"In post","2022","20-29","HM Land Registry","HM Land Registry","Male","475","470","26470","27130"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","Female","7595","7460","25890","24730"
"In post","2022","20-29","HM Prison and Probation Service","Ministry of Justice","Male","4420","4400","26360","25700"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","5630","5480","28620","26590"
"In post","2022","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","5880","5820","28980","26820"
"In post","2022","20-29","HM Treasury (excl. agencies)","HM Treasury","Female","475","470","38040","32320"
"In post","2022","20-29","HM Treasury (excl. agencies)","HM Treasury","Male","505","500","39230","33570"
"In post","2022","20-29","Home Office","Home Office","Female","3030","2970","29590","25170"
"In post","2022","20-29","Home Office","Home Office","Male","2515","2490","29150","24890"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","Department for Education","Female","20","20","[c]","[c]"
"In post","2022","20-29","Institute for Apprenticeships and Technical Education","Department for Education","Male","10","10","[c]","[c]"
"In post","2022","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","160","155","28050","24030"
"In post","2022","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","175","175","31080","30410"
"In post","2022","20-29","Legal Aid Agency","Ministry of Justice","Female","75","70","23040","20970"
"In post","2022","20-29","Legal Aid Agency","Ministry of Justice","Male","40","35","22720","20970"
"In post","2022","20-29","Maritime and Coastguard Agency","Department for Transport","Female","80","80","28570","26840"
"In post","2022","20-29","Maritime and Coastguard Agency","Department for Transport","Male","105","105","30150","26840"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","90","90","34500","32640"
"In post","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","55","55","30560","27510"
"In post","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","Female","160","155","28730","30930"
"In post","2022","20-29","Met Office","Department for Business, Energy and Industrial Strategy","Male","160","160","27730","25780"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1735","1715","30240","27200"
"In post","2022","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1995","1985","30130","27570"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","700","700","36150","34260"
"In post","2022","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","410","405","37000","34260"
"In post","2022","20-29","National Crime Agency","National Crime Agency","Female","545","545","33330","32770"
"In post","2022","20-29","National Crime Agency","National Crime Agency","Male","325","325","34080","34060"
"In post","2022","20-29","National Infrastructure Commission","HM Treasury","Female","10","10","[c]","[c]"
"In post","2022","20-29","National Infrastructure Commission","HM Treasury","Male","5","5","[c]","[c]"
"In post","2022","20-29","National Records of Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2022","20-29","National Records of Scotland","Scottish Government","Male","25","25","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2022","20-29","National Savings and Investments","Chancellor's other departments","Male","15","15","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Northern Ireland Office","Female","20","20","[c]","[c]"
"In post","2022","20-29","Northern Ireland Office","Northern Ireland Office","Male","20","20","[c]","[c]"
"In post","2022","20-29","Office for Budget Responsibility","HM Treasury","Female","5","5","[c]","[c]"
"In post","2022","20-29","Office for Budget Responsibility","HM Treasury","Male","10","10","[c]","[c]"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","85","85","29100","25880"
"In post","2022","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","45","45","28040","25880"
