"Status","Year","Ethnicity","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","London","Female","100","[c]","44210","39960"
"Leaver CS","2022","Asian","Unknown","London","Male","75","[c]","47120","38990"
"Leaver CS","2022","Asian","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Outside London","Female","150","[c]","24900","27570"
"Leaver CS","2022","Asian","Unknown","Outside London","Male","140","[c]","30020","21260"
"Leaver CS","2022","Asian","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","International Trade","London","Female","[c]","[c]","[c]","[c]"
