"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Other","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","South East (England)","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","HEO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","AA","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","AO","130","125","24350","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","EO","115","110","28280","27960"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","G6","10","10","65820","65660"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","G7","30","30","54060","53530"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","HEO","90","85","33350","33120"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","SEO","70","65","40140","39420"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","SEO","15","15","41190","38300"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","SEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","SEO","20","20","43610","38500"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","G7","10","10","50640","48370"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","SEO","20","20","36890","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","SEO","15","15","43040","39970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","G7","15","15","51260","49360"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","SEO","55","55","40250","37480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","SEO","30","25","38180","37110"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
