"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Project Delivery","Valuation Office Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Valuation Office Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Valuation Office Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Valuation Office Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Valuation Office Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wilton Park","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Female","Heterosexual / straight","30","[c]","36330","29360"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Male","Heterosexual / straight","30","[c]","46820","49860"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Transport (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Licensing Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Driver and Vehicle Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Female","Heterosexual / straight","30","[c]","41050","40000"
"New entrant CS","2022","Property","Government Property Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Government Property Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Maritime and Coastguard Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Met Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","45","[c]","29840","26350"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Female","Unknown","30","[c]","24110","21170"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","75","[c]","32490","33000"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Male","Unknown","30","[c]","29390","29680"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
