"Status","Year","Disability","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","AO","35","30","21880","22740"
"In post","2022","Declared disabled","Companies House","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","SEO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","AO","55","50","22080","21050"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","SEO","35","35","49920","52520"
"In post","2022","Declared disabled","Crown Prosecution Service","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","London","AO","40","35","23500","23770"
"In post","2022","Declared disabled","Crown Prosecution Service","London","EO","40","35","29260","30110"
"In post","2022","Declared disabled","Crown Prosecution Service","London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","London","G7","85","80","61900","62150"
"In post","2022","Declared disabled","Crown Prosecution Service","London","HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","London","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","AO","140","125","22470","22200"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","EO","130","120","27670","28430"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","G7","240","220","55360","55610"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","HEO","65","65","34220","34160"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","EO","255","235","23130","22630"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","G6","35","35","66860","66960"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","G7","105","105","51230","51700"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","HEO","315","305","30530","30880"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","SEO","320","305","40480","40610"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","G7","90","85","49920","47010"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","HEO","70","65","30480","29230"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","SEO","55","55","39510","38070"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","35","35","29140","27690"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","50","45","67310","65770"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","160","160","55060","53600"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","110","105","34450","33570"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","110","110","41460","40050"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","EO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","G7","40","40","53690","52000"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","HEO","60","60","35560","34020"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","EO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","G6","35","30","65860","64590"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","G7","45","45","55070","53760"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","HEO","30","30","34100","33460"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","SCS level","10","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","SEO","45","40","41450","40510"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","EO","55","55","25460","25000"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","G7","70","70","50860","50130"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","HEO","100","95","30370","29730"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","SEO","115","110","38050","36780"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","45","40","28410","28270"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","65","60","54440","54040"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","90","85","34120","32560"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","55","55","40890","39910"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","55","55","25720","25100"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","35","35","60430","59750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","110","105","49590","48370"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","110","110","30330","29700"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","135","125","37080","36520"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","EO","30","30","27810","27040"
"In post","2022","Declared disabled","Department for International Trade","London","G6","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","G7","55","55","53690","51970"
"In post","2022","Declared disabled","Department for International Trade","London","HEO","45","45","33160","31800"
"In post","2022","Declared disabled","Department for International Trade","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","SEO","30","30","40410","38350"
"In post","2022","Declared disabled","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
