"Status","Year","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Education (excl. agencies)","Westminster","London","155","[c]","43000","36660"
"Leaver CS","2022","Department for Education (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Lancashire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Peterborough","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Warrington","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","London","235","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Worcestershire CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","York","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Leeds","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Westminster","London","200","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Birmingham","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Bristol, City of","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Leeds","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Westminster","London","125","[c]","45460","40000"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Derby","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","East Sussex CC","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Leeds","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Westminster","London","205","[c]","45410","42890"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","25","[c]","26190","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Angus and Dundee City","Outside London","70","[c]","23420","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Barking & Dagenham and Havering","London","45","[c]","30200","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Barnet","London","40","[c]","30440","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","125","[c]","24320","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","45","[c]","26400","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bedford","Outside London","30","[c]","27640","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Berkshire","Outside London","65","[c]","29020","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bexley and Greenwich","London","45","[c]","30550","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Birmingham","Outside London","150","[c]","27080","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Blackburn with Darwen","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Blackpool","Outside London","405","[c]","26220","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bournemouth, Christchurch and Poole","Outside London","25","[c]","27500","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bradford","Outside London","85","[c]","25720","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Breckland and South Norfolk","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Brent","London","50","[c]","31010","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bridgend and Neath Port Talbot","Outside London","30","[c]","23610","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Brighton and Hove","Outside London","30","[c]","27600","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bristol, City of","Outside London","85","[c]","25470","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Bromley","London","35","[c]","30360","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Buckinghamshire","Outside London","30","[c]","28370","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Caithness and Sutherland, and Ross and Cromarty","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Calderdale and Kirklees","Outside London","80","[c]","28030","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Cambridgeshire CC","Outside London","45","[c]","27560","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Camden and City of London","London","15","[c]","30550","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","55","[c]","26560","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Central Bedfordshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Central Hampshire","Outside London","15","[c]","28940","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Central Valleys","Outside London","70","[c]","25790","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Cheshire East","Outside London","20","[c]","26770","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Cheshire West and Chester","Outside London","35","[c]","24310","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Chorley and West Lancashire","Outside London","10","[c]","28320","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","City of Edinburgh","Outside London","40","[c]","28600","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Clackmannanshire and Fife","Outside London","70","[c]","24710","24410"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Conwy and Denbighshire","Outside London","15","[c]","26940","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Outside London","90","[c]","24160","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Coventry","Outside London","40","[c]","26170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Croydon","London","40","[c]","29680","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Derby","Outside London","70","[c]","25050","24410"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Devon CC","Outside London","120","[c]","24640","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Dorset","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Dudley","Outside London","75","[c]","23240","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Dumfries and Galloway","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Durham","Outside London","60","[c]","26300","24350"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Ealing","London","45","[c]","31220","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","40","[c]","25040","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Cumbria","Outside London","10","[c]","26980","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Derbyshire","Outside London","40","[c]","25370","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","35","[c]","24040","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Kent","Outside London","70","[c]","27030","24520"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Lancashire","Outside London","20","[c]","25360","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Merseyside","Outside London","40","[c]","26160","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Riding of Yorkshire","Outside London","10","[c]","26980","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Surrey","Outside London","15","[c]","28750","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","East Sussex CC","Outside London","125","[c]","23690","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Enfield","London","30","[c]","30640","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Essex Haven Gateway","Outside London","40","[c]","30060","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Essex Thames Gateway","Outside London","75","[c]","27530","29170"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Falkirk","Outside London","80","[c]","22790","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Flintshire and Wrexham","Outside London","65","[c]","23170","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Glasgow City","Outside London","185","[c]","24520","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Gloucestershire CC","Outside London","40","[c]","27750","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester North East","Outside London","60","[c]","27870","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester North West","Outside London","100","[c]","24210","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester South East","Outside London","105","[c]","23580","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Greater Manchester South West","Outside London","50","[c]","25410","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Gwent Valleys","Outside London","30","[c]","26200","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Gwynedd","Outside London","25","[c]","21200","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Hackney and Newham","London","75","[c]","30270","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Haringey and Islington","London","50","[c]","30700","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Harrow and Hillingdon","London","55","[c]","30810","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Hartlepool and Stockton-on-Tees","Outside London","50","[c]","25130","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Heart of Essex","Outside London","25","[c]","29360","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Herefordshire, County of","Outside London","15","[c]","27570","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Hertfordshire CC","Outside London","85","[c]","28500","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Hounslow and Richmond upon Thames","London","35","[c]","29730","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","30","[c]","25050","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","30","[c]","25320","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Isle of Wight","Outside London","20","[c]","25590","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Kensington & Chelsea and Hammersmith & Fulham","London","30","[c]","30130","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Kent Thames Gateway","Outside London","30","[c]","29320","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Kingston upon Hull, City of","Outside London","55","[c]","24760","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Lambeth","London","65","[c]","30320","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Lancaster and Wyre","Outside London","30","[c]","24240","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Leeds","Outside London","260","[c]","31390","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Leicester","Outside London","100","[c]","23950","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Leicestershire CC and Rutland","Outside London","15","[c]","26530","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Lewisham and Southwark","London","55","[c]","30250","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Lincolnshire CC","Outside London","50","[c]","25930","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Liverpool","Outside London","70","[c]","26710","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Luton","Outside London","20","[c]","26290","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Manchester","Outside London","180","[c]","33420","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Medway","Outside London","25","[c]","29660","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Merton, Kingston upon Thames and Sutton","London","45","[c]","31260","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Mid Kent","Outside London","20","[c]","31650","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Mid Lancashire","Outside London","120","[c]","22830","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Milton Keynes","Outside London","40","[c]","26300","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Monmouthshire and Newport","Outside London","25","[c]","26260","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Na h-Eileanan Siar","Outside London","20","[c]","22580","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","Outside London","35","[c]","25760","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North and West Norfolk","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North Hampshire","Outside London","25","[c]","27600","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North Lanarkshire","Outside London","55","[c]","23530","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North Northamptonshire","Outside London","55","[c]","23820","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","Outside London","30","[c]","26790","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","North Yorkshire CC","Outside London","25","[c]","27230","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Northumberland","Outside London","20","[c]","27520","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","Outside London","45","[c]","25180","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Nottingham","Outside London","70","[c]","25130","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Oxfordshire CC","Outside London","35","[c]","28170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Perth and Kinross, and Stirling","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Peterborough","Outside London","35","[c]","26350","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Plymouth","Outside London","10","[c]","29980","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Portsmouth","Outside London","40","[c]","25000","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Powys","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Redbridge and Waltham Forest","London","75","[c]","29200","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Sandwell","Outside London","25","[c]","25800","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Scottish Borders","Outside London","10","[c]","27840","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Sefton","Outside London","65","[c]","25130","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Sheffield","Outside London","150","[c]","29190","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Shropshire","Outside London","15","[c]","27060","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Solihull","Outside London","25","[c]","26600","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Somerset CC","Outside London","40","[c]","24660","25410"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South and West Derbyshire","Outside London","30","[c]","27310","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South Ayrshire","Outside London","25","[c]","27210","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South Hampshire","Outside London","30","[c]","27670","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South Lanarkshire","Outside London","20","[c]","26980","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South Teesside","Outside London","45","[c]","24380","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","South West Wales","Outside London","45","[c]","24310","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Southampton","Outside London","30","[c]","26730","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Southend-on-Sea","Outside London","30","[c]","28980","29290"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Staffordshire CC","Outside London","50","[c]","26380","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Stoke-on-Trent","Outside London","50","[c]","24810","26840"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Suffolk CC","Outside London","105","[c]","24580","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Sunderland","Outside London","115","[c]","25470","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Swansea","Outside London","45","[c]","22900","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Swindon","Outside London","25","[c]","27670","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","Outside London","35","[c]","26690","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Thurrock","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Torbay","Outside London","20","[c]","23520","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Tower Hamlets","London","30","[c]","29770","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Tyneside","Outside London","585","[c]","26330","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","85","[c]","30280","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wakefield","Outside London","30","[c]","26880","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Walsall","Outside London","30","[c]","24110","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Wandsworth","London","20","[c]","28750","31060"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Warrington","Outside London","30","[c]","27820","27570"
