"Status","Year","Function_of_post","Parent_department","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","EO","30","30","28550","27680"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","G6/G7","75","70","61420","57850"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","SEO/HEO","140","140","37190","35640"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Greater Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","G6/G7","70","70","58050","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","SEO/HEO","55","55","38050","38020"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","38730","41990"
"In post","2022","Analysis","Department for Education","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Greater Manchester","SEO/HEO","15","15","36920","33190"
"In post","2022","Analysis","Department for Education","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Inner London - West","G6/G7","30","30","56950","54160"
"In post","2022","Analysis","Department for Education","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Inner London - West","SEO/HEO","35","35","41980","45250"
"In post","2022","Analysis","Department for Education","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","G6/G7","30","25","54050","50630"
"In post","2022","Analysis","Department for Education","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","South Yorkshire","SEO/HEO","25","25","35910","33190"
"In post","2022","Analysis","Department for Education","Tees Valley and Durham","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Tees Valley and Durham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","AA/AO","10","10","21510","21510"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","EO","30","30","25180","25010"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","G6/G7","20","20","54150","49970"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","SEO/HEO","60","60","32850","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","AA/AO","20","20","21080","21510"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","EO","60","55","25280","25010"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","G6/G7","60","60","51590","48080"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","SEO/HEO","180","170","33360","32110"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","EO","30","30","27030","26250"
"In post","2022","Analysis","Department for International Trade","Inner London - West","G6/G7","110","110","55950","51970"
"In post","2022","Analysis","Department for International Trade","Inner London - West","SCS level","10","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Inner London - West","SEO/HEO","100","100","33550","31800"
"In post","2022","Analysis","Department for International Trade","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","EO","20","20","28970","27850"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","G6/G7","105","100","57600","53870"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Inner London - West","SEO/HEO","70","70","35690","34000"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands","SEO/HEO","10","10","32370","30190"
"In post","2022","Analysis","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Inner London - West","EO","25","25","29910","29970"
"In post","2022","Analysis","Department for Transport","Inner London - West","G6/G7","150","145","57800","54760"
"In post","2022","Analysis","Department for Transport","Inner London - West","SCS level","15","15","77140","77340"
"In post","2022","Analysis","Department for Transport","Inner London - West","SEO/HEO","125","125","37830","35060"
"In post","2022","Analysis","Department for Transport","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Greater Manchester","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Greater Manchester","SEO/HEO","25","25","33550","31990"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","AA/AO","15","15","25110","25110"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","EO","10","10","31570","31060"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","G6/G7","80","75","62760","57760"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Inner London - West","SEO/HEO","140","135","38140","37380"
"In post","2022","Analysis","Department for Work and Pensions","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Merseyside","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","G6/G7","35","30","54590","52150"
"In post","2022","Analysis","Department for Work and Pensions","Northumberland, and Tyne and Wear","SEO/HEO","65","60","34980","35590"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","G6/G7","65","60","59190","58140"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","South Yorkshire","SEO/HEO","65","60","35860","35590"
"In post","2022","Analysis","Department for Work and Pensions","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Yorkshire","AA/AO","10","10","21260","21260"
"In post","2022","Analysis","Department for Work and Pensions","West Yorkshire","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Yorkshire","G6/G7","15","15","57600","52150"
"In post","2022","Analysis","Department for Work and Pensions","West Yorkshire","SEO/HEO","40","35","35010","35590"
"In post","2022","Analysis","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - East","G6/G7","20","15","55360","53830"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - East","SEO/HEO","20","20","37910","40450"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","EO","15","15","27860","27270"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","G6/G7","200","190","58340","53560"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","SCS level","15","15","84870","81010"
"In post","2022","Analysis","Department of Health and Social Care","Inner London - West","SEO/HEO","70","70","36450","32790"
"In post","2022","Analysis","Department of Health and Social Care","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","West Yorkshire","G6/G7","50","45","53710","51530"
"In post","2022","Analysis","Department of Health and Social Care","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","West Yorkshire","SEO/HEO","25","25","33420","32790"
"In post","2022","Analysis","Estyn","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
