"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Mixed","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Unknown","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AA","Unknown","200","[c]","20960","20920"
"New entrant CS","2022","40-49","Unknown","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","AO","Unknown","750","[c]","22350","21300"
"New entrant CS","2022","40-49","Unknown","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","EO","Unknown","565","[c]","27020","26820"
"New entrant CS","2022","40-49","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G6","Unknown","100","[c]","70500","66120"
"New entrant CS","2022","40-49","Unknown","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","G7","Unknown","250","[c]","55950","53480"
"New entrant CS","2022","40-49","Unknown","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","HEO","Unknown","290","[c]","32600","32390"
"New entrant CS","2022","40-49","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SCS level","Unknown","50","[c]","104290","94390"
"New entrant CS","2022","40-49","Unknown","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","SEO","Unknown","220","[c]","40540","40180"
"New entrant CS","2022","40-49","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Unknown","Unknown","655","[c]","29990","28200"
"New entrant CS","2022","40-49","White","AA","Heterosexual / straight","225","[c]","20930","20890"
"New entrant CS","2022","40-49","White","AA","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","AO","Heterosexual / straight","1325","[c]","22220","21260"
"New entrant CS","2022","40-49","White","AO","LGBO","95","[c]","22280","21260"
"New entrant CS","2022","40-49","White","AO","Undeclared","45","[c]","22080","21260"
"New entrant CS","2022","40-49","White","AO","Unknown","60","[c]","21810","21260"
"New entrant CS","2022","40-49","White","EO","Heterosexual / straight","1075","[c]","27150","27570"
"New entrant CS","2022","40-49","White","EO","LGBO","95","[c]","27230","27570"
"New entrant CS","2022","40-49","White","EO","Undeclared","50","[c]","27010","27570"
"New entrant CS","2022","40-49","White","EO","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","G6","Heterosexual / straight","170","[c]","66920","65280"
"New entrant CS","2022","40-49","White","G6","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","G7","Heterosexual / straight","560","[c]","53570","52290"
"New entrant CS","2022","40-49","White","G7","LGBO","40","[c]","55830","54110"
"New entrant CS","2022","40-49","White","G7","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","HEO","Heterosexual / straight","650","[c]","32480","32190"
"New entrant CS","2022","40-49","White","HEO","LGBO","50","[c]","31990","32000"
"New entrant CS","2022","40-49","White","HEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","SCS level","Heterosexual / straight","80","[c]","91510","88000"
"New entrant CS","2022","40-49","White","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","SEO","Heterosexual / straight","625","[c]","40760","40000"
"New entrant CS","2022","40-49","White","SEO","LGBO","40","[c]","40610","39750"
"New entrant CS","2022","40-49","White","SEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","White","Unknown","Heterosexual / straight","885","[c]","32470","28620"
"New entrant CS","2022","40-49","White","Unknown","LGBO","75","[c]","35630","29420"
"New entrant CS","2022","40-49","White","Unknown","Undeclared","35","[c]","32280","29200"
"New entrant CS","2022","40-49","White","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AO","Heterosexual / straight","55","[c]","22690","21260"
"New entrant CS","2022","50-59","Asian","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","EO","Heterosexual / straight","80","[c]","28330","27570"
"New entrant CS","2022","50-59","Asian","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","HEO","Heterosexual / straight","30","[c]","32710","32440"
"New entrant CS","2022","50-59","Asian","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","Unknown","Heterosexual / straight","40","[c]","31200","28200"
"New entrant CS","2022","50-59","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AO","Heterosexual / straight","65","[c]","22820","21840"
"New entrant CS","2022","50-59","Black","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","EO","Heterosexual / straight","95","[c]","28490","27760"
"New entrant CS","2022","50-59","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","Unknown","Heterosexual / straight","135","[c]","31070","29670"
"New entrant CS","2022","50-59","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other ethnicity","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
