"Status","Year","Region_london","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","G7","Female","Undeclared","905","875","56290","54700"
"In post","2022","London","G7","Female","Unknown","1870","1790","56780","55000"
"In post","2022","London","G7","Male","Heterosexual / straight","6220","6130","57240","56680"
"In post","2022","London","G7","Male","LGBO","820","815","56340","54700"
"In post","2022","London","G7","Male","Undeclared","1020","1000","57370","56730"
"In post","2022","London","G7","Male","Unknown","1765","1745","57880","56730"
"In post","2022","London","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","London","HEO","Female","Heterosexual / straight","7090","6870","35620","35070"
"In post","2022","London","HEO","Female","LGBO","535","525","34670","34020"
"In post","2022","London","HEO","Female","Undeclared","950","920","35340","35050"
"In post","2022","London","HEO","Female","Unknown","2505","2445","34120","34260"
"In post","2022","London","HEO","Male","Heterosexual / straight","5655","5590","36110","35440"
"In post","2022","London","HEO","Male","LGBO","630","625","35480","34710"
"In post","2022","London","HEO","Male","Undeclared","890","875","36360","35960"
"In post","2022","London","HEO","Male","Unknown","2240","2220","34910","34740"
"In post","2022","London","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","Female","Heterosexual / straight","1575","1485","87350","79930"
"In post","2022","London","SCS level","Female","LGBO","90","85","86570","77740"
"In post","2022","London","SCS level","Female","Undeclared","165","155","85040","80260"
"In post","2022","London","SCS level","Female","Unknown","345","330","94180","83600"
"In post","2022","London","SCS level","Male","Heterosexual / straight","1545","1525","93190","84050"
"In post","2022","London","SCS level","Male","LGBO","170","165","88890","80500"
"In post","2022","London","SCS level","Male","Undeclared","200","200","92050","83340"
"In post","2022","London","SCS level","Male","Unknown","390","380","99920","93000"
"In post","2022","London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO","Female","Heterosexual / straight","5455","5275","42930","41970"
"In post","2022","London","SEO","Female","LGBO","410","405","42590","41750"
"In post","2022","London","SEO","Female","Undeclared","725","700","42910","41950"
"In post","2022","London","SEO","Female","Unknown","1335","1300","42650","41950"
"In post","2022","London","SEO","Male","Heterosexual / straight","4625","4575","43650","42550"
"In post","2022","London","SEO","Male","LGBO","485","480","42540","41950"
"In post","2022","London","SEO","Male","Undeclared","740","725","43750","42840"
"In post","2022","London","SEO","Male","Unknown","1310","1290","43130","42340"
"In post","2022","London","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Female","Heterosexual / straight","1275","1215","34310","33740"
"In post","2022","London","Unknown","Female","LGBO","75","75","34500","27980"
"In post","2022","London","Unknown","Female","Undeclared","125","115","37190","34100"
"In post","2022","London","Unknown","Female","Unknown","255","235","32370","27980"
"In post","2022","London","Unknown","Male","Heterosexual / straight","465","460","35620","33950"
"In post","2022","London","Unknown","Male","LGBO","40","40","36770","36770"
"In post","2022","London","Unknown","Male","Undeclared","60","60","38490","35940"
"In post","2022","London","Unknown","Male","Unknown","135","125","34290","33700"
"In post","2022","London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","AA","Female","Heterosexual / straight","4975","4300","20210","19810"
"In post","2022","Outside London","AA","Female","LGBO","425","405","20750","20890"
"In post","2022","Outside London","AA","Female","Undeclared","725","570","19580","19200"
"In post","2022","Outside London","AA","Female","Unknown","2095","1780","20820","20950"
"In post","2022","Outside London","AA","Male","Heterosexual / straight","5805","5530","20380","19860"
"In post","2022","Outside London","AA","Male","LGBO","245","235","20400","20890"
"In post","2022","Outside London","AA","Male","Undeclared","690","650","20160","19810"
"In post","2022","Outside London","AA","Male","Unknown","2075","1940","21020","20890"
"In post","2022","Outside London","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","AO","Female","Heterosexual / straight","39720","34155","22110","21260"
"In post","2022","Outside London","AO","Female","LGBO","2365","2240","23410","21680"
"In post","2022","Outside London","AO","Female","Undeclared","5090","4270","22160","21360"
"In post","2022","Outside London","AO","Female","Unknown","15235","12860","22160","21260"
"In post","2022","Outside London","AO","Male","Heterosexual / straight","28190","27060","24200","21750"
"In post","2022","Outside London","AO","Male","LGBO","1950","1880","22950","21260"
"In post","2022","Outside London","AO","Male","Undeclared","3565","3365","24440","21680"
"In post","2022","Outside London","AO","Male","Unknown","11885","11310","23830","21680"
"In post","2022","Outside London","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","EO","Female","Heterosexual / straight","42845","38460","27250","27570"
"In post","2022","Outside London","EO","Female","LGBO","2280","2190","27430","27570"
"In post","2022","Outside London","EO","Female","Undeclared","4775","4215","27350","27570"
"In post","2022","Outside London","EO","Female","Unknown","12020","10620","27440","27570"
"In post","2022","Outside London","EO","Male","Heterosexual / straight","30845","29805","27830","27570"
"In post","2022","Outside London","EO","Male","LGBO","2295","2235","27370","27570"
"In post","2022","Outside London","EO","Male","Undeclared","4395","4155","28090","27570"
"In post","2022","Outside London","EO","Male","Unknown","9965","9535","28160","27570"
"In post","2022","Outside London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","G6","Female","Heterosexual / straight","3220","3065","68160","66990"
"In post","2022","Outside London","G6","Female","LGBO","120","120","67700","65480"
"In post","2022","Outside London","G6","Female","Undeclared","335","315","68700","67220"
"In post","2022","Outside London","G6","Female","Unknown","695","655","69280","67820"
"In post","2022","Outside London","G6","Male","Heterosexual / straight","3580","3490","68770","67840"
"In post","2022","Outside London","G6","Male","LGBO","215","215","68040","67430"
"In post","2022","Outside London","G6","Male","Undeclared","460","440","69360","67910"
"In post","2022","Outside London","G6","Male","Unknown","900","875","70430","67910"
"In post","2022","Outside London","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","G7","Female","Heterosexual / straight","9995","9460","53960","53360"
"In post","2022","Outside London","G7","Female","LGBO","470","455","53470","52070"
"In post","2022","Outside London","G7","Female","Undeclared","995","945","53860","53480"
"In post","2022","Outside London","G7","Female","Unknown","2505","2335","53950","53360"
"In post","2022","Outside London","G7","Male","Heterosexual / straight","9925","9730","54850","54320"
"In post","2022","Outside London","G7","Male","LGBO","580","575","54110","54160"
"In post","2022","Outside London","G7","Male","Undeclared","1335","1300","54980","54540"
"In post","2022","Outside London","G7","Male","Unknown","3310","3220","54310","54160"
"In post","2022","Outside London","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","HEO","Female","Heterosexual / straight","22730","21275","32870","33070"
"In post","2022","Outside London","HEO","Female","LGBO","1370","1330","32750","33000"
"In post","2022","Outside London","HEO","Female","Undeclared","2420","2250","33190","33300"
"In post","2022","Outside London","HEO","Female","Unknown","5200","4900","32830","33080"
"In post","2022","Outside London","HEO","Male","Heterosexual / straight","19515","19000","33710","33300"
"In post","2022","Outside London","HEO","Male","LGBO","1280","1255","32640","33000"
"In post","2022","Outside London","HEO","Male","Undeclared","2860","2770","34040","33370"
"In post","2022","Outside London","HEO","Male","Unknown","5615","5470","33340","33290"
"In post","2022","Outside London","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","SCS level","Female","Heterosexual / straight","815","790","87660","81570"
"In post","2022","Outside London","SCS level","Female","LGBO","35","35","85050","78470"
"In post","2022","Outside London","SCS level","Female","Undeclared","85","80","88920","82250"
"In post","2022","Outside London","SCS level","Female","Unknown","165","160","92850","83230"
"In post","2022","Outside London","SCS level","Male","Heterosexual / straight","945","925","91460","83830"
"In post","2022","Outside London","SCS level","Male","LGBO","55","55","84270","78770"
"In post","2022","Outside London","SCS level","Male","Undeclared","90","85","92800","85360"
"In post","2022","Outside London","SCS level","Male","Unknown","235","230","98070","87210"
"In post","2022","Outside London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","SEO","Female","Heterosexual / straight","15660","14770","41010","40180"
"In post","2022","Outside London","SEO","Female","LGBO","750","735","40900","40070"
"In post","2022","Outside London","SEO","Female","Undeclared","1865","1745","41240","40520"
"In post","2022","Outside London","SEO","Female","Unknown","2965","2790","40720","40180"
"In post","2022","Outside London","SEO","Male","Heterosexual / straight","14870","14540","42070","40520"
"In post","2022","Outside London","SEO","Male","LGBO","855","840","40440","40000"
"In post","2022","Outside London","SEO","Male","Undeclared","2195","2120","42440","40700"
"In post","2022","Outside London","SEO","Male","Unknown","3665","3555","41360","40520"
"In post","2022","Outside London","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","Unknown","Female","Heterosexual / straight","9770","8990","29970","28200"
"In post","2022","Outside London","Unknown","Female","LGBO","625","600","28980","25480"
"In post","2022","Outside London","Unknown","Female","Undeclared","710","645","31260","30210"
"In post","2022","Outside London","Unknown","Female","Unknown","2315","2080","27520","24800"
"In post","2022","Outside London","Unknown","Male","Heterosexual / straight","3770","3630","34270","31420"
"In post","2022","Outside London","Unknown","Male","LGBO","280","275","29570","26150"
"In post","2022","Outside London","Unknown","Male","Undeclared","445","425","36800","37170"
"In post","2022","Outside London","Unknown","Male","Unknown","1015","920","29520","28200"
"In post","2022","Outside London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outside London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Female","Heterosexual / straight","30","30","22280","21830"
"In post","2022","Overseas","AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Overseas","AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Female","Heterosexual / straight","95","95","27840","26930"
"In post","2022","Overseas","EO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Overseas","EO","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Overseas","EO","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Overseas","EO","Male","Heterosexual / straight","110","105","27500","26930"
"In post","2022","Overseas","EO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Overseas","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Overseas","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Overseas","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G6","Female","Heterosexual / straight","140","140","66510","65140"
"In post","2022","Overseas","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G6","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Overseas","G6","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Overseas","G6","Male","Heterosexual / straight","175","170","67080","65400"
"In post","2022","Overseas","G6","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Overseas","G6","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Overseas","G6","Male","Unknown","45","45","66680","64840"
"In post","2022","Overseas","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G7","Female","Heterosexual / straight","225","225","55580","55030"
"In post","2022","Overseas","G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Overseas","G7","Female","Undeclared","30","30","[c]","[c]"
"In post","2022","Overseas","G7","Female","Unknown","95","95","56120","55530"
"In post","2022","Overseas","G7","Male","Heterosexual / straight","305","300","56580","55060"
"In post","2022","Overseas","G7","Male","LGBO","40","40","54020","53750"
"In post","2022","Overseas","G7","Male","Undeclared","45","45","57520","55420"
"In post","2022","Overseas","G7","Male","Unknown","110","110","55600","54470"
"In post","2022","Overseas","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","HEO","Female","Heterosexual / straight","260","255","34150","33630"
"In post","2022","Overseas","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Overseas","HEO","Female","Undeclared","30","30","[c]","[c]"
"In post","2022","Overseas","HEO","Female","Unknown","140","140","41420","41600"
"In post","2022","Overseas","HEO","Male","Heterosexual / straight","425","425","35070","34220"
"In post","2022","Overseas","HEO","Male","LGBO","30","30","35200","34220"
"In post","2022","Overseas","HEO","Male","Undeclared","65","65","34810","33860"
"In post","2022","Overseas","HEO","Male","Unknown","100","100","39770","40120"
"In post","2022","Overseas","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS level","Female","Heterosexual / straight","95","95","87090","77070"
"In post","2022","Overseas","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Overseas","SCS level","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Overseas","SCS level","Male","Heterosexual / straight","125","120","85980","78030"
"In post","2022","Overseas","SCS level","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Overseas","SCS level","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Overseas","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Overseas","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SEO","Female","Heterosexual / straight","90","90","43720","41000"
"In post","2022","Overseas","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Overseas","SEO","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Overseas","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Overseas","SEO","Male","Heterosexual / straight","255","250","47860","42080"
"In post","2022","Overseas","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Overseas","SEO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Overseas","SEO","Male","Unknown","45","45","49820","43640"
"In post","2022","Overseas","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Female","Heterosexual / straight","55","55","[c]","[c]"
"In post","2022","Overseas","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Overseas","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Overseas","Unknown","Male","Heterosexual / straight","95","95","[c]","[c]"
"In post","2022","Overseas","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Overseas","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AO","Female","Heterosexual / straight","90","80","22680","21300"
"In post","2022","Unknown","AO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","AO","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","AO","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Unknown","AO","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Unknown","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","AO","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","AO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Female","Heterosexual / straight","180","165","28700","27570"
"In post","2022","Unknown","EO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","EO","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Unknown","EO","Female","Unknown","50","45","28420","27570"
"In post","2022","Unknown","EO","Male","Heterosexual / straight","110","105","28180","27570"
"In post","2022","Unknown","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","EO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","EO","Male","Unknown","35","30","27120","27570"
"In post","2022","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","G6","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Unknown","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G7","Female","Heterosexual / straight","40","35","51780","50440"
"In post","2022","Unknown","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","G7","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","G7","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Unknown","G7","Male","Heterosexual / straight","40","40","53730","53500"
"In post","2022","Unknown","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G7","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HEO","Female","Heterosexual / straight","90","90","34300","33300"
"In post","2022","Unknown","HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","HEO","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Unknown","HEO","Female","Unknown","150","150","31650","29250"
"In post","2022","Unknown","HEO","Male","Heterosexual / straight","80","80","36780","34820"
"In post","2022","Unknown","HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Unknown","HEO","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Unknown","HEO","Male","Unknown","125","125","31270","29250"
"In post","2022","Unknown","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO","Female","Heterosexual / straight","40","35","40880","40250"
"In post","2022","Unknown","SEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Unknown","SEO","Male","Heterosexual / straight","40","40","40430","40250"
"In post","2022","Unknown","SEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Unknown","SEO","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Unknown","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
