"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South East (England)","SEO","20","20","40770","40580"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","AO","40","35","21350","21170"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","EO","45","45","25130","26670"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","G6","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","G7","40","40","52170","52700"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","HEO","90","90","30970","31950"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","SEO","70","70","38940","39210"
"In post","2022","Ministry of Defence","Knowledge and Information Management","South West (England)","Unknown","35","30","34710","32500"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","West Midlands (England)","AO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Knowledge and Information Management","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South West (England)","G6","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South West (England)","G7","15","15","57360","51980"
"In post","2022","Ministry of Defence","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","AO","30","25","22730","22550"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","EO","25","25","31740","31530"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","G6","15","15","83110","89050"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","G7","15","15","59420","54760"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","HEO","45","40","37240","39030"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","East Midlands (England)","SEO","40","35","44490","45840"
"In post","2022","Ministry of Defence","Medicine","East of England","AO","20","20","23830","23280"
"In post","2022","Ministry of Defence","Medicine","East of England","EO","30","25","34490","31530"
"In post","2022","Ministry of Defence","Medicine","East of England","G6","25","20","83260","84080"
"In post","2022","Ministry of Defence","Medicine","East of England","G7","15","10","70030","71240"
"In post","2022","Ministry of Defence","Medicine","East of England","HEO","25","25","38890","39030"
"In post","2022","Ministry of Defence","Medicine","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","East of England","SEO","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","London","AO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","London","EO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","London","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","London","G7","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","London","HEO","10","10","42450","44000"
"In post","2022","Ministry of Defence","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North West (England)","G6","25","20","76200","74070"
"In post","2022","Ministry of Defence","Medicine","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North West (England)","HEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Northern Ireland","AO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Northern Ireland","EO","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Northern Ireland","G6","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Northern Ireland","HEO","10","10","39200","39780"
"In post","2022","Ministry of Defence","Medicine","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Overseas","G6","10","10","84740","84080"
"In post","2022","Ministry of Defence","Medicine","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Scotland","AO","15","15","23460","23280"
"In post","2022","Ministry of Defence","Medicine","Scotland","EO","20","20","32750","31530"
"In post","2022","Ministry of Defence","Medicine","Scotland","G6","20","15","82510","85050"
"In post","2022","Ministry of Defence","Medicine","Scotland","G7","10","10","67550","71240"
"In post","2022","Ministry of Defence","Medicine","Scotland","HEO","25","25","37580","39030"
"In post","2022","Ministry of Defence","Medicine","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Scotland","SEO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","South East (England)","AA","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","South East (England)","AO","55","50","23800","23280"
"In post","2022","Ministry of Defence","Medicine","South East (England)","EO","50","40","32120","31530"
"In post","2022","Ministry of Defence","Medicine","South East (England)","G6","65","55","85320","88540"
"In post","2022","Ministry of Defence","Medicine","South East (England)","G7","35","30","65050","68140"
"In post","2022","Ministry of Defence","Medicine","South East (England)","HEO","105","90","38730","39630"
"In post","2022","Ministry of Defence","Medicine","South East (England)","SCS level","15","10","102660","104580"
"In post","2022","Ministry of Defence","Medicine","South East (England)","SEO","35","30","45420","45840"
"In post","2022","Ministry of Defence","Medicine","South West (England)","AA","55","50","19050","19010"
"In post","2022","Ministry of Defence","Medicine","South West (England)","AO","70","65","22860","23280"
"In post","2022","Ministry of Defence","Medicine","South West (England)","EO","55","45","31820","31530"
"In post","2022","Ministry of Defence","Medicine","South West (England)","G6","60","45","85420","88030"
"In post","2022","Ministry of Defence","Medicine","South West (England)","G7","40","35","72880","75970"
"In post","2022","Ministry of Defence","Medicine","South West (England)","HEO","80","70","37870","39030"
"In post","2022","Ministry of Defence","Medicine","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","South West (England)","SEO","20","15","44800","45840"
"In post","2022","Ministry of Defence","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Unknown","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Unknown","HEO","15","15","37040","39030"
"In post","2022","Ministry of Defence","Medicine","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Unknown","SEO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Wales","AO","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Wales","EO","20","20","31490","31530"
"In post","2022","Ministry of Defence","Medicine","Wales","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Wales","HEO","10","10","37910","39030"
"In post","2022","Ministry of Defence","Medicine","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Wales","SEO","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","AO","15","15","22910","23280"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","EO","20","15","31310","31530"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","G6","20","15","85200","88040"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","G7","15","15","63220","59310"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","HEO","30","30","38250","39030"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","West Midlands (England)","SEO","20","20","44400","45840"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","AO","25","25","23590","23280"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","EO","25","25","31610","31530"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","G6","20","15","87320","89050"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","G7","15","15","64770","70530"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","HEO","35","35","37750","39030"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Medicine","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","North West (England)","Unknown","15","15","32840","29500"
"In post","2022","Ministry of Defence","Operational Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","Scotland","Unknown","25","25","25270","21380"
"In post","2022","Ministry of Defence","Operational Delivery","South East (England)","AO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","South East (England)","EO","30","25","24340","23490"
"In post","2022","Ministry of Defence","Operational Delivery","South East (England)","G6","10","10","70540","67840"
"In post","2022","Ministry of Defence","Operational Delivery","South East (England)","G7","35","35","52250","48990"
"In post","2022","Ministry of Defence","Operational Delivery","South East (England)","HEO","30","25","29710","29230"
"In post","2022","Ministry of Defence","Operational Delivery","South East (England)","SEO","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","AO","40","35","20040","20420"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","EO","80","80","26090","26740"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","G6","20","20","73220","67770"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","G7","90","85","53040","52920"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","HEO","80","75","31070","29230"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","SEO","50","50","40360","38070"
"In post","2022","Ministry of Defence","Operational Delivery","South West (England)","Unknown","275","260","34010","32710"
"In post","2022","Ministry of Defence","Operational Delivery","Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","Wales","AO","10","10","22330","22430"
"In post","2022","Ministry of Defence","Operational Delivery","Wales","EO","25","25","27740","28150"
"In post","2022","Ministry of Defence","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","Wales","HEO","15","15","37610","35100"
"In post","2022","Ministry of Defence","Operational Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Research","South East (England)","AO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Research","South East (England)","G6","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Research","South East (England)","G7","220","205","50560","47060"
"In post","2022","Ministry of Defence","Operational Research","South East (England)","HEO","95","95","31230","29230"
"In post","2022","Ministry of Defence","Operational Research","South East (England)","SEO","95","90","39650","38070"
"In post","2022","Ministry of Defence","Operational Research","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Research","South West (England)","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Operational Research","South West (England)","G7","45","40","50770","47760"
"In post","2022","Ministry of Defence","Operational Research","South West (England)","HEO","20","20","31610","29230"
"In post","2022","Ministry of Defence","Operational Research","South West (England)","SEO","15","15","40010","38950"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","AA","150","140","19410","19810"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","AO","405","390","21340","21170"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","EO","100","95","26610","26670"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","HEO","80","80","32480","33300"
"In post","2022","Ministry of Defence","Other","East Midlands (England)","SEO","40","40","42770","41300"
"In post","2022","Ministry of Defence","Other","East of England","AA","215","205","19350","19050"
"In post","2022","Ministry of Defence","Other","East of England","AO","515","495","21740","21380"
"In post","2022","Ministry of Defence","Other","East of England","EO","190","190","27760","26670"
"In post","2022","Ministry of Defence","Other","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","East of England","G7","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","East of England","HEO","105","105","33010","33300"
"In post","2022","Ministry of Defence","Other","East of England","SEO","40","35","41980","40580"
"In post","2022","Ministry of Defence","Other","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","London","AA","85","85","22310","22030"
"In post","2022","Ministry of Defence","Other","London","AO","240","230","24690","24840"
"In post","2022","Ministry of Defence","Other","London","EO","185","180","24270","22030"
"In post","2022","Ministry of Defence","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","London","HEO","75","75","32460","30680"
"In post","2022","Ministry of Defence","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","London","SEO","15","15","44900","44500"
"In post","2022","Ministry of Defence","Other","North East (England)","AA","25","25","19160","19050"
"In post","2022","Ministry of Defence","Other","North East (England)","AO","75","70","21460","21380"
"In post","2022","Ministry of Defence","Other","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","North East (England)","HEO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Other","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","North West (England)","AA","50","50","19410","19050"
"In post","2022","Ministry of Defence","Other","North West (England)","AO","280","260","21650","21380"
"In post","2022","Ministry of Defence","Other","North West (England)","EO","125","120","24110","25450"
"In post","2022","Ministry of Defence","Other","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","North West (England)","HEO","45","40","32090","33300"
"In post","2022","Ministry of Defence","Other","North West (England)","SEO","10","10","38790","40580"
"In post","2022","Ministry of Defence","Other","Northern Ireland","AA","100","95","19920","19800"
"In post","2022","Ministry of Defence","Other","Northern Ireland","AO","155","145","22280","22580"
"In post","2022","Ministry of Defence","Other","Northern Ireland","EO","30","25","29070","27680"
"In post","2022","Ministry of Defence","Other","Northern Ireland","HEO","10","10","34880","34380"
"In post","2022","Ministry of Defence","Other","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Overseas","AO","10","10","21790","21170"
"In post","2022","Ministry of Defence","Other","Overseas","EO","35","35","27630","26670"
"In post","2022","Ministry of Defence","Other","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Overseas","G7","20","20","63920","65560"
"In post","2022","Ministry of Defence","Other","Overseas","HEO","190","190","41960","41600"
"In post","2022","Ministry of Defence","Other","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Scotland","AA","160","150","19420","19050"
"In post","2022","Ministry of Defence","Other","Scotland","AO","365","350","21540","21170"
"In post","2022","Ministry of Defence","Other","Scotland","EO","290","280","23610","23650"
"In post","2022","Ministry of Defence","Other","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Scotland","G7","25","25","50710","48900"
"In post","2022","Ministry of Defence","Other","Scotland","HEO","160","160","32870","32560"
"In post","2022","Ministry of Defence","Other","Scotland","SEO","50","50","41780","40000"
"In post","2022","Ministry of Defence","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","South East (England)","AA","325","310","19370","19050"
"In post","2022","Ministry of Defence","Other","South East (England)","AO","850","805","21550","21380"
"In post","2022","Ministry of Defence","Other","South East (England)","EO","685","670","26680","26670"
"In post","2022","Ministry of Defence","Other","South East (England)","G6","10","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","South East (England)","G7","45","40","58490","56540"
"In post","2022","Ministry of Defence","Other","South East (England)","HEO","450","440","33630","33300"
"In post","2022","Ministry of Defence","Other","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","South East (England)","SEO","215","210","44080","40700"
"In post","2022","Ministry of Defence","Other","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","South West (England)","AA","295","280","19180","19050"
"In post","2022","Ministry of Defence","Other","South West (England)","AO","860","815","21470","21170"
"In post","2022","Ministry of Defence","Other","South West (England)","EO","1015","960","24970","26250"
"In post","2022","Ministry of Defence","Other","South West (England)","G6","100","95","67980","65610"
"In post","2022","Ministry of Defence","Other","South West (England)","G7","325","320","50640","50190"
"In post","2022","Ministry of Defence","Other","South West (England)","HEO","1080","1025","30350","31700"
"In post","2022","Ministry of Defence","Other","South West (England)","SCS level","35","35","110640","93430"
"In post","2022","Ministry of Defence","Other","South West (England)","SEO","810","790","39050","39860"
"In post","2022","Ministry of Defence","Other","South West (England)","Unknown","15","10","38380","31470"
"In post","2022","Ministry of Defence","Other","Unknown","AA","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Unknown","AO","20","20","22170","21380"
"In post","2022","Ministry of Defence","Other","Unknown","EO","25","20","27310","26670"
"In post","2022","Ministry of Defence","Other","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Unknown","HEO","25","25","39680","41600"
"In post","2022","Ministry of Defence","Other","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Unknown","Unknown","1760","1760","37450","34160"
"In post","2022","Ministry of Defence","Other","Wales","AA","60","55","19200","19050"
"In post","2022","Ministry of Defence","Other","Wales","AO","195","190","21380","21170"
"In post","2022","Ministry of Defence","Other","Wales","EO","80","80","27610","26820"
"In post","2022","Ministry of Defence","Other","Wales","HEO","30","30","34780","34320"
"In post","2022","Ministry of Defence","Other","Wales","SEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","AA","120","115","19280","19050"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","AO","340","320","21400","21170"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","EO","385","375","26600","26670"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","HEO","160","155","33130","33300"
"In post","2022","Ministry of Defence","Other","West Midlands (England)","SEO","40","40","42070","40580"
"In post","2022","Ministry of Defence","Other","Yorkshire and The Humber","AA","165","160","19190","19050"
"In post","2022","Ministry of Defence","Other","Yorkshire and The Humber","AO","420","400","21520","21170"
"In post","2022","Ministry of Defence","Other","Yorkshire and The Humber","EO","375","360","27230","26670"
"In post","2022","Ministry of Defence","Other","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Other","Yorkshire and The Humber","HEO","70","70","34450","33300"
"In post","2022","Ministry of Defence","Other","Yorkshire and The Humber","SEO","10","10","41640","40580"
"In post","2022","Ministry of Defence","Policy","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","East of England","EO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","East of England","G7","10","10","58110","58550"
"In post","2022","Ministry of Defence","Policy","East of England","HEO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","East of England","SEO","15","15","44660","44970"
"In post","2022","Ministry of Defence","Policy","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","London","AO","35","35","24620","25640"
"In post","2022","Ministry of Defence","Policy","London","EO","90","85","30440","30370"
"In post","2022","Ministry of Defence","Policy","London","G6","60","60","69050","68500"
"In post","2022","Ministry of Defence","Policy","London","G7","170","165","59290","58550"
"In post","2022","Ministry of Defence","Policy","London","HEO","110","110","36830","37000"
"In post","2022","Ministry of Defence","Policy","London","SCS level","65","60","85230","76480"
"In post","2022","Ministry of Defence","Policy","London","SEO","235","235","44620","44500"
"In post","2022","Ministry of Defence","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","North West (England)","EO","20","20","26730","26670"
"In post","2022","Ministry of Defence","Policy","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Overseas","G7","10","10","57480","57710"
"In post","2022","Ministry of Defence","Policy","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Overseas","SEO","10","10","41010","40620"
"In post","2022","Ministry of Defence","Policy","Scotland","AA","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Scotland","AO","40","35","21470","21170"
"In post","2022","Ministry of Defence","Policy","Scotland","EO","10","10","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","South East (England)","AO","10","10","22050","21830"
"In post","2022","Ministry of Defence","Policy","South East (England)","EO","30","30","27460","26670"
"In post","2022","Ministry of Defence","Policy","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","Ministry of Defence","Policy","South East (England)","G7","15","15","54620","54540"
