"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Communications","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","EO","40","40","27250","26260"
"In post","2022","Attorney General's Departments","Counter Fraud","London","G6","35","35","71230","69930"
"In post","2022","Attorney General's Departments","Counter Fraud","London","G7","40","40","60040","59220"
"In post","2022","Attorney General's Departments","Counter Fraud","London","HEO","50","50","33840","33100"
"In post","2022","Attorney General's Departments","Counter Fraud","London","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Counter Fraud","London","SEO","65","60","41430","40470"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","EO","15","15","29400","28980"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","G7","15","15","57670","55750"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","HEO","20","20","35400","35290"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","London","SEO","25","25","42370","40170"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","EO","15","10","26030","25920"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","HEO","15","15","31010","30370"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","SEO","10","10","40360","38780"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","AO","20","15","22200","22200"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","EO","10","10","25890","25480"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","AO","10","10","23750","23770"
"In post","2022","Attorney General's Departments","Finance","London","EO","20","15","27570","27160"
"In post","2022","Attorney General's Departments","Finance","London","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","G7","10","10","56000","54760"
"In post","2022","Attorney General's Departments","Finance","London","HEO","20","15","31840","31560"
"In post","2022","Attorney General's Departments","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","SEO","10","10","39970","39750"
"In post","2022","Attorney General's Departments","Finance","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","AO","20","15","22020","22200"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","EO","15","15","26080","25920"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","HEO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","AO","20","20","23380","23770"
"In post","2022","Attorney General's Departments","Human Resources","London","EO","25","25","27450","26970"
"In post","2022","Attorney General's Departments","Human Resources","London","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","G7","25","25","54460","53380"
"In post","2022","Attorney General's Departments","Human Resources","London","HEO","30","30","32580","31860"
"In post","2022","Attorney General's Departments","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","SEO","15","15","39760","39750"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","AO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","EO","15","15","25930","25480"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","HEO","15","15","30500","30130"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","HEO","10","10","31020","30610"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","SEO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","EO","10","10","27920","27760"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","G7","205","185","52830","51470"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","HEO","25","25","36740","38000"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","EO","10","10","27280","26970"
"In post","2022","Attorney General's Departments","Legal","East of England","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","G7","195","175","57950","55610"
"In post","2022","Attorney General's Departments","Legal","East of England","HEO","40","35","38420","40000"
"In post","2022","Attorney General's Departments","Legal","East of England","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","EO","105","105","30460","29280"
"In post","2022","Attorney General's Departments","Legal","London","G6","850","775","68150","66200"
"In post","2022","Attorney General's Departments","Legal","London","G7","1475","1375","55310","52930"
"In post","2022","Attorney General's Departments","Legal","London","HEO","130","125","42070","43920"
"In post","2022","Attorney General's Departments","Legal","London","SCS level","220","205","85020","80040"
"In post","2022","Attorney General's Departments","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","G7","130","120","53620","55610"
"In post","2022","Attorney General's Departments","Legal","North East (England)","HEO","15","15","35900","36130"
"In post","2022","Attorney General's Departments","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","EO","20","20","26370","25700"
"In post","2022","Attorney General's Departments","Legal","North West (England)","G6","30","30","71950","70350"
"In post","2022","Attorney General's Departments","Legal","North West (England)","G7","370","345","53850","55610"
"In post","2022","Attorney General's Departments","Legal","North West (England)","HEO","45","40","36760","38000"
"In post","2022","Attorney General's Departments","Legal","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","EO","20","20","26940","26970"
"In post","2022","Attorney General's Departments","Legal","South East (England)","G6","20","20","77140","74660"
"In post","2022","Attorney General's Departments","Legal","South East (England)","G7","285","265","58740","60710"
"In post","2022","Attorney General's Departments","Legal","South East (England)","HEO","35","35","39040","40000"
"In post","2022","Attorney General's Departments","Legal","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","G6","15","15","65300","64580"
"In post","2022","Attorney General's Departments","Legal","South West (England)","G7","160","145","53510","53880"
"In post","2022","Attorney General's Departments","Legal","South West (England)","HEO","20","20","36130","34480"
"In post","2022","Attorney General's Departments","Legal","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","G6","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","G7","170","155","53900","55610"
"In post","2022","Attorney General's Departments","Legal","Wales","HEO","20","20","37120","38000"
"In post","2022","Attorney General's Departments","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","EO","10","10","25620","25480"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","G6","20","20","75110","70490"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","G7","255","235","53510","53350"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","HEO","25","25","37130","38000"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","EO","15","15","27260","25480"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","G6","45","40","68880","66330"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","G7","305","280","53780","55140"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","HEO","45","45","37990","38000"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","SCS level","15","15","88580","88210"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","AO","85","80","21870","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","EO","75","70","26970","26220"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","HEO","10","10","31330","31000"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","AO","105","95","23020","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","EO","95","85","28290","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","SEO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","AO","330","310","23450","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","London","EO","300","280","28910","30110"
"In post","2022","Attorney General's Departments","Operational Delivery","London","G6","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","G7","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","HEO","65","65","32950","33120"
"In post","2022","Attorney General's Departments","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","SEO","25","25","40440","39750"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","AO","85","70","22340","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","EO","60","55","27200","28150"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","HEO","10","10","31870","32370"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","AO","200","185","22140","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","EO","175","160","27550","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","G7","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","HEO","35","30","31580","31270"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","SEO","20","20","38900","38180"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","AO","155","145","23630","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","EO","130","125","28530","28080"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","G7","5","5","[c]","[c]"
