"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Outside London","260","240","26430","24920"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Outside London","90","85","30640","27960"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","London","495","485","48850","49700"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Outside London","285","275","36450","33300"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Outside London","45","40","24710","22740"
"In post","2022","Declared disabled","Companies House","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","35","30","24330","25120"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Commercial","Outside London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Legal","Outside London","45","45","52440","53490"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","75","70","25950","23230"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Finance","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Human Resources","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Legal","London","95","90","62330","62590"
"In post","2022","Declared disabled","Crown Prosecution Service","Legal","Outside London","270","245","53620","55610"
"In post","2022","Declared disabled","Crown Prosecution Service","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Operational Delivery","London","85","75","29100","27760"
"In post","2022","Declared disabled","Crown Prosecution Service","Operational Delivery","Outside London","265","240","27200","25480"
"In post","2022","Declared disabled","Crown Prosecution Service","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Policy","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Science and Engineering","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Commercial","Outside London","85","85","38730","34420"
"In post","2022","Declared disabled","Defence Equipment and Support","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Digital, Data and Technology","Outside London","40","35","30700","29490"
"In post","2022","Declared disabled","Defence Equipment and Support","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Finance","Outside London","40","35","31940","28900"
"In post","2022","Declared disabled","Defence Equipment and Support","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Human Resources","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Knowledge and Information Management","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Other","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Other","Outside London","365","345","31360","28390"
"In post","2022","Declared disabled","Defence Equipment and Support","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Project Delivery","Outside London","195","190","39520","39100"
"In post","2022","Declared disabled","Defence Equipment and Support","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Science and Engineering","Outside London","260","255","38140","39080"
"In post","2022","Declared disabled","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Security","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Operational Delivery","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Operational Research","Outside London","30","30","42310","47010"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Project Delivery","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Science and Engineering","Outside London","130","125","39150","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","35","35","52150","44450"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","385","375","47670","44780"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","40","35","42200","36740"
