"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","No function","London","G7","230","[c]","53880","53600"
"Leaver CS","2022","30-39","No function","London","HEO","205","[c]","33500","33330"
"Leaver CS","2022","30-39","No function","London","SCS level","30","[c]","86070","88440"
"Leaver CS","2022","30-39","No function","London","SEO","190","[c]","40500","40230"
"Leaver CS","2022","30-39","No function","London","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Outside London","AA","220","[c]","18920","18830"
"Leaver CS","2022","30-39","No function","Outside London","AO","1475","[c]","21330","21260"
"Leaver CS","2022","30-39","No function","Outside London","EO","760","[c]","27370","27570"
"Leaver CS","2022","30-39","No function","Outside London","G6","15","[c]","68810","66240"
"Leaver CS","2022","30-39","No function","Outside London","G7","95","[c]","52850","50900"
"Leaver CS","2022","30-39","No function","Outside London","HEO","205","[c]","31440","30880"
"Leaver CS","2022","30-39","No function","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Outside London","SEO","210","[c]","39300","38200"
"Leaver CS","2022","30-39","No function","Outside London","Unknown","260","[c]","34650","27200"
"Leaver CS","2022","30-39","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","AA","20","[c]","18380","18310"
"Leaver CS","2022","30-39","No function","Unknown","AO","50","[c]","21690","21840"
"Leaver CS","2022","30-39","No function","Unknown","EO","20","[c]","27360","27570"
"Leaver CS","2022","30-39","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","G7","15","[c]","55470","54690"
"Leaver CS","2022","30-39","Project Delivery","London","HEO","15","[c]","36140","35690"
"Leaver CS","2022","30-39","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","EO","25","[c]","22230","21140"
"Leaver CS","2022","30-39","Project Delivery","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Outside London","G7","15","[c]","53790","54540"
"Leaver CS","2022","30-39","Project Delivery","Outside London","HEO","50","[c]","30930","31170"
"Leaver CS","2022","30-39","Project Delivery","Outside London","SEO","60","[c]","39840","40000"
"Leaver CS","2022","30-39","Project Delivery","Outside London","Unknown","35","[c]","36160","33000"
"Leaver CS","2022","30-39","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","AA","10","[c]","19580","19010"
"Leaver CS","2022","30-39","Property","Outside London","AO","25","[c]","21800","22040"
"Leaver CS","2022","30-39","Property","Outside London","EO","10","[c]","25400","26350"
"Leaver CS","2022","30-39","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Outside London","SEO","10","[c]","42000","41290"
"Leaver CS","2022","30-39","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","AA","25","[c]","21390","19810"
"Leaver CS","2022","30-39","Security","Outside London","AO","55","[c]","31850","28890"
"Leaver CS","2022","30-39","Security","Outside London","EO","10","[c]","31650","26670"
"Leaver CS","2022","30-39","Security","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","EO","60","[c]","29360","28810"
"Leaver CS","2022","30-39","Unknown","London","G6","15","[c]","70650","68720"
"Leaver CS","2022","30-39","Unknown","London","G7","50","[c]","58640","57570"
"Leaver CS","2022","30-39","Unknown","London","HEO","65","[c]","36160","35070"
"Leaver CS","2022","30-39","Unknown","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","SEO","40","[c]","43150","41970"
"Leaver CS","2022","30-39","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Outside London","AA","40","[c]","20080","19810"
"Leaver CS","2022","30-39","Unknown","Outside London","AO","645","[c]","21840","21260"
"Leaver CS","2022","30-39","Unknown","Outside London","EO","395","[c]","27020","27570"
"Leaver CS","2022","30-39","Unknown","Outside London","G6","20","[c]","70860","69870"
"Leaver CS","2022","30-39","Unknown","Outside London","G7","35","[c]","55100","54030"
"Leaver CS","2022","30-39","Unknown","Outside London","HEO","145","[c]","34510","33300"
"Leaver CS","2022","30-39","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Outside London","SEO","85","[c]","41260","40580"
"Leaver CS","2022","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","65","[c]","34070","32700"
"Leaver CS","2022","40-49","Analysis","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Outside London","SEO","10","[c]","41170","39430"
"Leaver CS","2022","40-49","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","G7","10","[c]","64770","65130"
"Leaver CS","2022","40-49","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","G6","10","[c]","78830","81500"
"Leaver CS","2022","40-49","Commercial","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","G7","15","[c]","56240","55190"
"Leaver CS","2022","40-49","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Outside London","AO","25","[c]","21160","21260"
"Leaver CS","2022","40-49","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","G6","20","[c]","68980","70310"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","G7","30","[c]","57950","57180"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","HEO","15","[c]","34360","34250"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","SCS level","10","[c]","109220","107820"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","EO","15","[c]","27410","27030"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","G6","15","[c]","67330","68000"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","G7","40","[c]","55280","56130"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","HEO","30","[c]","33350","33290"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Outside London","SEO","60","[c]","41260","39700"
"Leaver CS","2022","40-49","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","G7","10","[c]","54190","53570"
"Leaver CS","2022","40-49","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","SEO","10","[c]","40560","40000"
"Leaver CS","2022","40-49","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","AO","15","[c]","21790","21300"
"Leaver CS","2022","40-49","Human Resources","Outside London","EO","15","[c]","27840","27570"
"Leaver CS","2022","40-49","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Outside London","SEO","10","[c]","41900","41680"
"Leaver CS","2022","40-49","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","G6","20","[c]","68340","66230"
"Leaver CS","2022","40-49","Legal","London","G7","25","[c]","55400","55000"
"Leaver CS","2022","40-49","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","G7","25","[c]","53990","54330"
"Leaver CS","2022","40-49","Legal","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","London","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","London","AO","110","[c]","23880","23720"
"Leaver CS","2022","40-49","No function","London","EO","160","[c]","30180","31060"
"Leaver CS","2022","40-49","No function","London","G6","75","[c]","67150","66120"
"Leaver CS","2022","40-49","No function","London","G7","170","[c]","54710","53860"
"Leaver CS","2022","40-49","No function","London","HEO","75","[c]","34120","33210"
"Leaver CS","2022","40-49","No function","London","SCS level","75","[c]","89480","84340"
"Leaver CS","2022","40-49","No function","London","SEO","110","[c]","41050","40420"
"Leaver CS","2022","40-49","No function","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Outside London","AA","145","[c]","19180","19200"
"Leaver CS","2022","40-49","No function","Outside London","AO","845","[c]","21460","21260"
"Leaver CS","2022","40-49","No function","Outside London","EO","665","[c]","27470","27570"
"Leaver CS","2022","40-49","No function","Outside London","G6","30","[c]","68790","65470"
"Leaver CS","2022","40-49","No function","Outside London","G7","115","[c]","55100","53220"
"Leaver CS","2022","40-49","No function","Outside London","HEO","155","[c]","32050","31540"
"Leaver CS","2022","40-49","No function","Outside London","SCS level","30","[c]","93110","95140"
"Leaver CS","2022","40-49","No function","Outside London","SEO","210","[c]","41130","39390"
"Leaver CS","2022","40-49","No function","Outside London","Unknown","200","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","AA","10","[c]","18130","18190"
"Leaver CS","2022","40-49","No function","Unknown","AO","35","[c]","21880","21840"
"Leaver CS","2022","40-49","No function","Unknown","EO","15","[c]","27520","27570"
"Leaver CS","2022","40-49","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","EO","10","[c]","23830","24830"
"Leaver CS","2022","40-49","Project Delivery","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","G7","20","[c]","52820","53040"
"Leaver CS","2022","40-49","Project Delivery","Outside London","HEO","30","[c]","31320","30930"
"Leaver CS","2022","40-49","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","SEO","45","[c]","41210","40580"
"Leaver CS","2022","40-49","Project Delivery","Outside London","Unknown","15","[c]","44500","42960"
"Leaver CS","2022","40-49","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","AA","10","[c]","19970","19850"
"Leaver CS","2022","40-49","Property","Outside London","AO","15","[c]","22120","22010"
"Leaver CS","2022","40-49","Property","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","AA","25","[c]","21190","19810"
"Leaver CS","2022","40-49","Security","Outside London","AO","30","[c]","33870","39070"
"Leaver CS","2022","40-49","Security","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","AO","20","[c]","25450","25630"
"Leaver CS","2022","40-49","Unknown","London","EO","65","[c]","30070","30540"
"Leaver CS","2022","40-49","Unknown","London","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","G7","40","[c]","59840","59340"
"Leaver CS","2022","40-49","Unknown","London","HEO","15","[c]","36050","35330"
"Leaver CS","2022","40-49","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","SEO","25","[c]","43810","44220"
"Leaver CS","2022","40-49","Unknown","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Outside London","AA","45","[c]","20500","19810"
