"Status","Year","Ethnicity","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Transport (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","6385","5890","28350","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","LGBO","135","125","28750","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Undeclared","445","390","27030","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Unknown","1175","975","26830","27570"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","235","230","42950","40650"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Heterosexual / straight","80","75","26760","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Heterosexual / straight","115","110","28970","29730"
"In post","2022","Asian","Driver and Vehicle Standards Agency","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Heterosexual / straight","190","185","38830","36500"
"In post","2022","Asian","Education and Skills Funding Agency","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Heterosexual / straight","60","60","33750","29350"
"In post","2022","Asian","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Heterosexual / straight","40","40","36030","34830"
"In post","2022","Asian","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","365","350","43950","38070"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Heterosexual / straight","30","30","46570","36590"
"In post","2022","Asian","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Heterosexual / straight","55","55","47890","47980"
"In post","2022","Asian","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Heterosexual / straight","255","240","48150","50500"
"In post","2022","Asian","Government Legal Department","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Heterosexual / straight","70","65","49330","44430"
"In post","2022","Asian","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Heterosexual / straight","1335","1215","27050","23720"
"In post","2022","Asian","HM Courts and Tribunals Service","LGBO","35","30","25380","21450"
"In post","2022","Asian","HM Courts and Tribunals Service","Undeclared","125","115","26530","23720"
"In post","2022","Asian","HM Courts and Tribunals Service","Unknown","60","50","29090","23720"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Heterosexual / straight","170","155","31400","27130"
"In post","2022","Asian","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Unknown","40","35","27380","25850"
"In post","2022","Asian","HM Prison and Probation Service","Heterosexual / straight","1660","1560","30900","28920"
"In post","2022","Asian","HM Prison and Probation Service","LGBO","40","40","27370","25190"
"In post","2022","Asian","HM Prison and Probation Service","Undeclared","75","70","31230","31420"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","75","65","34790","31650"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","4360","4170","33060","31020"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","LGBO","120","110","30100","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Undeclared","245","225","31470","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Unknown","910","835","32100","28920"
"In post","2022","Asian","HM Treasury (excl. agencies)","Heterosexual / straight","195","190","45320","40050"
"In post","2022","Asian","HM Treasury (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","Undeclared","15","10","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","Heterosexual / straight","4045","3775","32100","28990"
"In post","2022","Asian","Home Office","LGBO","40","35","32270","28650"
"In post","2022","Asian","Home Office","Undeclared","370","330","29980","28670"
"In post","2022","Asian","Home Office","Unknown","35","35","30810","28650"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Heterosexual / straight","35","35","34710","34450"
"In post","2022","Asian","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Heterosexual / straight","65","60","27040","21490"
"In post","2022","Asian","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","Heterosexual / straight","55","55","49570","57040"
"In post","2022","Asian","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","170","165","40990","33680"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Unknown","75","70","49000","41060"
"In post","2022","Asian","Met Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Heterosexual / straight","870","840","35150","33000"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","LGBO","30","30","31930","27930"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Undeclared","60","55","32740","26760"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Unknown","35","35","34750","27200"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Heterosexual / straight","500","490","41380","37520"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Heterosexual / straight","265","255","37990","36740"
"In post","2022","Asian","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","95","95","40330","35010"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Heterosexual / straight","85","85","39110","33400"
"In post","2022","Asian","Office of Gas and Electricity Markets","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Unknown","45","45","47270","39980"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Heterosexual / straight","380","350","22610","20970"
"In post","2022","Asian","Office of the Public Guardian","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Heterosexual / straight","35","35","26480","21300"
"In post","2022","Asian","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
