"Status","Year","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Outside London","Heterosexual / straight","520","[c]","39160","35000"
"Leaver CS","2022","Scottish Government","Outside London","LGBO","40","[c]","33750","30760"
"Leaver CS","2022","Scottish Government","Outside London","Undeclared","35","[c]","35110","35000"
"Leaver CS","2022","Scottish Government","Outside London","Unknown","820","[c]","33220","30020"
"Leaver CS","2022","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","Heterosexual / straight","30","[c]","31110","28460"
"Leaver CS","2022","The National Archives","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","Heterosexual / straight","35","[c]","48970","47000"
"Leaver CS","2022","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","Heterosexual / straight","315","[c]","27160","23050"
"Leaver CS","2022","UK Statistics Authority","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Outside London","Unknown","160","[c]","27360","23050"
"Leaver CS","2022","UK Supreme Court","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","Heterosexual / straight","200","[c]","42130","37410"
"Leaver CS","2022","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","Heterosexual / straight","130","[c]","45510","40170"
"Leaver Dept.","2022","Attorney General's Departments","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","London","Unknown","55","[c]","48880","51220"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","Heterosexual / straight","45","[c]","29920","25560"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","London","Heterosexual / straight","620","[c]","48250","41530"
"Leaver Dept.","2022","Cabinet Office","London","LGBO","65","[c]","42850","35590"
"Leaver Dept.","2022","Cabinet Office","London","Undeclared","75","[c]","43840","35940"
"Leaver Dept.","2022","Cabinet Office","London","Unknown","560","[c]","39020","32000"
"Leaver Dept.","2022","Cabinet Office","Outside London","Heterosexual / straight","145","[c]","36470","33300"
"Leaver Dept.","2022","Cabinet Office","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Outside London","Unknown","100","[c]","34060","32000"
"Leaver Dept.","2022","Cabinet Office","Unknown","Heterosexual / straight","90","[c]","44820","35200"
"Leaver Dept.","2022","Cabinet Office","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Unknown","Unknown","175","[c]","37420","32000"
"Leaver Dept.","2022","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Heterosexual / straight","35","[c]","36220","31320"
"Leaver Dept.","2022","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","325","[c]","47070","40220"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","LGBO","60","[c]","44080","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","Undeclared","45","[c]","45710","41970"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","London","Unknown","60","[c]","45360","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","145","[c]","34930","30660"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","75","[c]","28320","24250"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","45","[c]","48960","51710"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","150","[c]","45110","38310"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","Heterosexual / straight","135","[c]","47390","45540"
"Leaver Dept.","2022","Department for Education","London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","London","Unknown","50","[c]","47980","41280"
"Leaver Dept.","2022","Department for Education","Outside London","Heterosexual / straight","210","[c]","38570","36640"
"Leaver Dept.","2022","Department for Education","Outside London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Outside London","Unknown","35","[c]","38820","36960"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","185","[c]","28070","24920"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","60","[c]","28010","25190"
"Leaver Dept.","2022","Department for International Trade","London","Heterosexual / straight","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","180","[c]","42060","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","London","Unknown","35","[c]","42610","34710"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","Heterosexual / straight","90","[c]","38920","34860"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","Heterosexual / straight","150","[c]","45590","42890"
"Leaver Dept.","2022","Department for Transport","London","LGBO","30","[c]","39630","35060"
"Leaver Dept.","2022","Department for Transport","London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","London","Unknown","90","[c]","41660","36160"
"Leaver Dept.","2022","Department for Transport","Outside London","Heterosexual / straight","140","[c]","32930","30730"
"Leaver Dept.","2022","Department for Transport","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Outside London","Unknown","50","[c]","29120","26580"
"Leaver Dept.","2022","Department for Transport","Unknown","Heterosexual / straight","100","[c]","29100","26470"
"Leaver Dept.","2022","Department for Transport","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","Heterosexual / straight","340","[c]","35210","31060"
"Leaver Dept.","2022","Department for Work and Pensions","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","London","Undeclared","30","[c]","39840","36650"
"Leaver Dept.","2022","Department for Work and Pensions","London","Unknown","85","[c]","41250","36650"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","Heterosexual / straight","1835","[c]","28540","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","LGBO","160","[c]","27960","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","Undeclared","190","[c]","29380","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Outside London","Unknown","405","[c]","29410","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","London","Heterosexual / straight","2170","[c]","43250","40070"
"Leaver Dept.","2022","Department of Health and Social Care","London","LGBO","190","[c]","43250","37630"
"Leaver Dept.","2022","Department of Health and Social Care","London","Undeclared","910","[c]","46410","40070"
"Leaver Dept.","2022","Department of Health and Social Care","London","Unknown","525","[c]","53570","48860"
"Leaver Dept.","2022","Department of Health and Social Care","Outside London","Heterosexual / straight","2545","[c]","39540","33770"
"Leaver Dept.","2022","Department of Health and Social Care","Outside London","LGBO","175","[c]","35830","28590"
"Leaver Dept.","2022","Department of Health and Social Care","Outside London","Undeclared","630","[c]","42350","36690"
"Leaver Dept.","2022","Department of Health and Social Care","Outside London","Unknown","530","[c]","48270","40650"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Undeclared","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","London","Unknown","285","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","50","[c]","41150","39630"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","London","Unknown","235","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Outside London","Heterosexual / straight","30","[c]","31820","26850"
"Leaver Dept.","2022","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Outside London","Unknown","1110","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","London","Heterosexual / straight","145","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","London","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","Heterosexual / straight","460","[c]","44990","41970"
"Leaver Dept.","2022","Home Office","London","LGBO","35","[c]","45360","41970"
"Leaver Dept.","2022","Home Office","London","Undeclared","60","[c]","42980","41970"
"Leaver Dept.","2022","Home Office","London","Unknown","120","[c]","38290","35050"
"Leaver Dept.","2022","Home Office","Outside London","Heterosexual / straight","545","[c]","27520","24890"
"Leaver Dept.","2022","Home Office","Outside London","LGBO","40","[c]","28310","24890"
"Leaver Dept.","2022","Home Office","Outside London","Undeclared","45","[c]","29260","25310"
"Leaver Dept.","2022","Home Office","Outside London","Unknown","80","[c]","29710","24880"
"Leaver Dept.","2022","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","London","Heterosexual / straight","120","[c]","45980","40640"
"Leaver Dept.","2022","Ministry of Defence","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","London","Unknown","30","[c]","46680","44500"
"Leaver Dept.","2022","Ministry of Defence","Outside London","Heterosexual / straight","690","[c]","34360","32720"
"Leaver Dept.","2022","Ministry of Defence","Outside London","LGBO","40","[c]","31860","29230"
"Leaver Dept.","2022","Ministry of Defence","Outside London","Undeclared","100","[c]","36730","35370"
"Leaver Dept.","2022","Ministry of Defence","Outside London","Unknown","85","[c]","35180","34000"
"Leaver Dept.","2022","Ministry of Defence","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","London","Heterosexual / straight","415","[c]","39460","36590"
"Leaver Dept.","2022","Ministry of Justice","London","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","London","Undeclared","55","[c]","41210","36800"
"Leaver Dept.","2022","Ministry of Justice","London","Unknown","130","[c]","34360","32000"
"Leaver Dept.","2022","Ministry of Justice","Outside London","Heterosexual / straight","815","[c]","26990","22720"
"Leaver Dept.","2022","Ministry of Justice","Outside London","LGBO","55","[c]","28370","21190"
"Leaver Dept.","2022","Ministry of Justice","Outside London","Undeclared","80","[c]","27130","22030"
"Leaver Dept.","2022","Ministry of Justice","Outside London","Unknown","160","[c]","24890","20970"
"Leaver Dept.","2022","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Outside London","Heterosexual / straight","55","[c]","39990","36740"
"Leaver Dept.","2022","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","30","[c]","38430","32010"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
