"Status","Year","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","AA/AO","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","AO","Female","Heterosexual / straight","3900","[c]","21670","21260"
"Leaver CS","2022","AA/AO","AO","Female","LGBO","330","[c]","21760","21260"
"Leaver CS","2022","AA/AO","AO","Female","Undeclared","505","[c]","21680","21260"
"Leaver CS","2022","AA/AO","AO","Female","Unknown","3255","[c]","21630","21260"
"Leaver CS","2022","AA/AO","AO","Male","Heterosexual / straight","3550","[c]","22800","21260"
"Leaver CS","2022","AA/AO","AO","Male","LGBO","255","[c]","21840","21260"
"Leaver CS","2022","AA/AO","AO","Male","Undeclared","365","[c]","23880","21300"
"Leaver CS","2022","AA/AO","AO","Male","Unknown","2485","[c]","22640","21260"
"Leaver CS","2022","AA/AO","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","EO","Female","Heterosexual / straight","3510","[c]","27640","27570"
"Leaver CS","2022","EO","EO","Female","LGBO","255","[c]","27530","27570"
"Leaver CS","2022","EO","EO","Female","Undeclared","515","[c]","27570","27570"
"Leaver CS","2022","EO","EO","Female","Unknown","1635","[c]","27460","27570"
"Leaver CS","2022","EO","EO","Male","Heterosexual / straight","2620","[c]","28060","27570"
"Leaver CS","2022","EO","EO","Male","LGBO","255","[c]","27590","27570"
"Leaver CS","2022","EO","EO","Male","Undeclared","405","[c]","28300","27570"
"Leaver CS","2022","EO","EO","Male","Unknown","1395","[c]","27580","27570"
"Leaver CS","2022","EO","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","G6","Female","Heterosexual / straight","335","[c]","69540","67930"
"Leaver CS","2022","G6/G7","G6","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","G6","Female","Undeclared","60","[c]","70800","68030"
"Leaver CS","2022","G6/G7","G6","Female","Unknown","160","[c]","70090","67140"
"Leaver CS","2022","G6/G7","G6","Male","Heterosexual / straight","370","[c]","70970","68720"
"Leaver CS","2022","G6/G7","G6","Male","LGBO","35","[c]","70770","68340"
"Leaver CS","2022","G6/G7","G6","Male","Undeclared","75","[c]","70080","68720"
"Leaver CS","2022","G6/G7","G6","Male","Unknown","215","[c]","71600","69470"
"Leaver CS","2022","G6/G7","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","G7","Female","Heterosexual / straight","880","[c]","55130","54170"
"Leaver CS","2022","G6/G7","G7","Female","LGBO","40","[c]","55570","53670"
"Leaver CS","2022","G6/G7","G7","Female","Undeclared","145","[c]","54400","53700"
"Leaver CS","2022","G6/G7","G7","Female","Unknown","370","[c]","55820","54230"
"Leaver CS","2022","G6/G7","G7","Male","Heterosexual / straight","825","[c]","56730","55000"
"Leaver CS","2022","G6/G7","G7","Male","LGBO","75","[c]","56820","54760"
"Leaver CS","2022","G6/G7","G7","Male","Undeclared","170","[c]","56950","55210"
"Leaver CS","2022","G6/G7","G7","Male","Unknown","525","[c]","56010","54840"
"Leaver CS","2022","G6/G7","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Female","Heterosexual / straight","190","[c]","94090","92440"
"Leaver CS","2022","SCS level","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Female","Unknown","100","[c]","105810","95430"
"Leaver CS","2022","SCS level","SCS level","Male","Heterosexual / straight","220","[c]","97630","94500"
"Leaver CS","2022","SCS level","SCS level","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Male","Unknown","115","[c]","101830","92100"
"Leaver CS","2022","SCS level","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS level","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HEO","Female","Heterosexual / straight","1400","[c]","33430","33300"
"Leaver CS","2022","SEO/HEO","HEO","Female","LGBO","115","[c]","32450","33000"
"Leaver CS","2022","SEO/HEO","HEO","Female","Undeclared","240","[c]","33910","33300"
"Leaver CS","2022","SEO/HEO","HEO","Female","Unknown","740","[c]","33370","33090"
"Leaver CS","2022","SEO/HEO","HEO","Male","Heterosexual / straight","1380","[c]","33970","33370"
"Leaver CS","2022","SEO/HEO","HEO","Male","LGBO","95","[c]","33450","33300"
"Leaver CS","2022","SEO/HEO","HEO","Male","Undeclared","270","[c]","35210","34290"
"Leaver CS","2022","SEO/HEO","HEO","Male","Unknown","840","[c]","34060","33840"
"Leaver CS","2022","SEO/HEO","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","SEO","Female","Heterosexual / straight","1165","[c]","41480","40560"
"Leaver CS","2022","SEO/HEO","SEO","Female","LGBO","75","[c]","40740","40070"
"Leaver CS","2022","SEO/HEO","SEO","Female","Undeclared","195","[c]","41910","41280"
"Leaver CS","2022","SEO/HEO","SEO","Female","Unknown","410","[c]","41460","40650"
"Leaver CS","2022","SEO/HEO","SEO","Male","Heterosexual / straight","1145","[c]","42570","40980"
"Leaver CS","2022","SEO/HEO","SEO","Male","LGBO","65","[c]","41470","40620"
"Leaver CS","2022","SEO/HEO","SEO","Male","Undeclared","225","[c]","42760","42040"
"Leaver CS","2022","SEO/HEO","SEO","Male","Unknown","525","[c]","42100","41190"
"Leaver CS","2022","SEO/HEO","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Heterosexual / straight","830","[c]","36480","29200"
"Leaver CS","2022","Unknown","Unknown","Female","LGBO","75","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Undeclared","105","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Unknown","485","[c]","36150","32700"
"Leaver CS","2022","Unknown","Unknown","Male","Heterosexual / straight","355","[c]","38020","39000"
"Leaver CS","2022","Unknown","Unknown","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Undeclared","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Unknown","395","[c]","36400","33570"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Female","Heterosexual / straight","110","[c]","20200","19520"
"Leaver Dept.","2022","AA/AO","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Female","Unknown","45","[c]","19540","19520"
"Leaver Dept.","2022","AA/AO","AA","Male","Heterosexual / straight","80","[c]","20030","19510"
"Leaver Dept.","2022","AA/AO","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AO","Female","Heterosexual / straight","1105","[c]","21590","21260"
"Leaver Dept.","2022","AA/AO","AO","Female","LGBO","75","[c]","21310","21260"
"Leaver Dept.","2022","AA/AO","AO","Female","Undeclared","110","[c]","21320","21260"
"Leaver Dept.","2022","AA/AO","AO","Female","Unknown","575","[c]","21950","21300"
"Leaver Dept.","2022","AA/AO","AO","Male","Heterosexual / straight","630","[c]","21740","21260"
"Leaver Dept.","2022","AA/AO","AO","Male","LGBO","65","[c]","21500","21260"
"Leaver Dept.","2022","AA/AO","AO","Male","Undeclared","85","[c]","22070","21260"
"Leaver Dept.","2022","AA/AO","AO","Male","Unknown","415","[c]","21400","21130"
"Leaver Dept.","2022","AA/AO","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","EO","Female","Heterosexual / straight","2200","[c]","26960","27570"
"Leaver Dept.","2022","EO","EO","Female","LGBO","155","[c]","27270","27570"
"Leaver Dept.","2022","EO","EO","Female","Undeclared","295","[c]","26860","27570"
"Leaver Dept.","2022","EO","EO","Female","Unknown","575","[c]","27430","27570"
"Leaver Dept.","2022","EO","EO","Male","Heterosexual / straight","1285","[c]","27040","27570"
"Leaver Dept.","2022","EO","EO","Male","LGBO","160","[c]","27270","27570"
"Leaver Dept.","2022","EO","EO","Male","Undeclared","185","[c]","26620","27500"
"Leaver Dept.","2022","EO","EO","Male","Unknown","395","[c]","27530","27570"
"Leaver Dept.","2022","EO","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","G6","Female","Heterosexual / straight","400","[c]","68350","66440"
"Leaver Dept.","2022","G6/G7","G6","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","G6","Female","Undeclared","125","[c]","71090","67700"
"Leaver Dept.","2022","G6/G7","G6","Female","Unknown","180","[c]","68550","66300"
"Leaver Dept.","2022","G6/G7","G6","Male","Heterosexual / straight","335","[c]","69090","66590"
"Leaver Dept.","2022","G6/G7","G6","Male","LGBO","35","[c]","66730","65310"
"Leaver Dept.","2022","G6/G7","G6","Male","Undeclared","110","[c]","68870","67610"
"Leaver Dept.","2022","G6/G7","G6","Male","Unknown","140","[c]","70280","68220"
"Leaver Dept.","2022","G6/G7","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","G7","Female","Heterosexual / straight","1170","[c]","53520","53380"
"Leaver Dept.","2022","G6/G7","G7","Female","LGBO","80","[c]","54190","53380"
"Leaver Dept.","2022","G6/G7","G7","Female","Undeclared","250","[c]","53480","53270"
"Leaver Dept.","2022","G6/G7","G7","Female","Unknown","425","[c]","53820","53640"
"Leaver Dept.","2022","G6/G7","G7","Male","Heterosexual / straight","795","[c]","54200","53820"
"Leaver Dept.","2022","G6/G7","G7","Male","LGBO","110","[c]","53780","53420"
"Leaver Dept.","2022","G6/G7","G7","Male","Undeclared","225","[c]","54040","53600"
"Leaver Dept.","2022","G6/G7","G7","Male","Unknown","385","[c]","54520","54290"
"Leaver Dept.","2022","G6/G7","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS level","SCS level","Female","Heterosexual / straight","275","[c]","95620","94490"
"Leaver Dept.","2022","SCS level","SCS level","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS level","SCS level","Female","Undeclared","55","[c]","93420","91500"
"Leaver Dept.","2022","SCS level","SCS level","Female","Unknown","110","[c]","106970","101430"
"Leaver Dept.","2022","SCS level","SCS level","Male","Heterosexual / straight","235","[c]","96450","93000"
"Leaver Dept.","2022","SCS level","SCS level","Male","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS level","SCS level","Male","Undeclared","70","[c]","103540","98750"
"Leaver Dept.","2022","SCS level","SCS level","Male","Unknown","90","[c]","103630","98550"
"Leaver Dept.","2022","SCS level","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS level","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HEO","Female","Heterosexual / straight","1840","[c]","32340","32330"
"Leaver Dept.","2022","SEO/HEO","HEO","Female","LGBO","140","[c]","32450","32560"
"Leaver Dept.","2022","SEO/HEO","HEO","Female","Undeclared","360","[c]","32390","32330"
"Leaver Dept.","2022","SEO/HEO","HEO","Female","Unknown","830","[c]","32400","32000"
"Leaver Dept.","2022","SEO/HEO","HEO","Male","Heterosexual / straight","1100","[c]","32810","32540"
"Leaver Dept.","2022","SEO/HEO","HEO","Male","LGBO","170","[c]","32810","32960"
"Leaver Dept.","2022","SEO/HEO","HEO","Male","Undeclared","270","[c]","32950","32640"
"Leaver Dept.","2022","SEO/HEO","HEO","Male","Unknown","685","[c]","32580","32000"
"Leaver Dept.","2022","SEO/HEO","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","SEO","Female","Heterosexual / straight","1455","[c]","40030","40070"
"Leaver Dept.","2022","SEO/HEO","SEO","Female","LGBO","110","[c]","39730","40070"
"Leaver Dept.","2022","SEO/HEO","SEO","Female","Undeclared","280","[c]","40010","40070"
"Leaver Dept.","2022","SEO/HEO","SEO","Female","Unknown","370","[c]","40350","40480"
"Leaver Dept.","2022","SEO/HEO","SEO","Male","Heterosexual / straight","830","[c]","40340","40220"
"Leaver Dept.","2022","SEO/HEO","SEO","Male","LGBO","105","[c]","40510","40150"
"Leaver Dept.","2022","SEO/HEO","SEO","Male","Undeclared","200","[c]","40740","40560"
"Leaver Dept.","2022","SEO/HEO","SEO","Male","Unknown","320","[c]","40980","40580"
"Leaver Dept.","2022","SEO/HEO","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","AA","Female","Heterosexual / straight","1000","[c]","20500","20890"
"New entrant CS","2022","AA/AO","AA","Female","LGBO","155","[c]","20710","20890"
"New entrant CS","2022","AA/AO","AA","Female","Undeclared","50","[c]","19930","20890"
"New entrant CS","2022","AA/AO","AA","Female","Unknown","870","[c]","20630","20890"
"New entrant CS","2022","AA/AO","AA","Male","Heterosexual / straight","805","[c]","20900","20890"
"New entrant CS","2022","AA/AO","AA","Male","LGBO","75","[c]","20410","20890"
"New entrant CS","2022","AA/AO","AA","Male","Undeclared","50","[c]","20070","19580"
"New entrant CS","2022","AA/AO","AA","Male","Unknown","735","[c]","20880","20890"
"New entrant CS","2022","AA/AO","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","AO","Female","Heterosexual / straight","6440","[c]","22010","21260"
"New entrant CS","2022","AA/AO","AO","Female","LGBO","745","[c]","22360","21260"
"New entrant CS","2022","AA/AO","AO","Female","Undeclared","415","[c]","22000","21260"
"New entrant CS","2022","AA/AO","AO","Female","Unknown","3885","[c]","22190","21260"
"New entrant CS","2022","AA/AO","AO","Male","Heterosexual / straight","5000","[c]","22630","21260"
"New entrant CS","2022","AA/AO","AO","Male","LGBO","520","[c]","21860","21260"
"New entrant CS","2022","AA/AO","AO","Male","Undeclared","285","[c]","22280","21260"
"New entrant CS","2022","AA/AO","AO","Male","Unknown","3095","[c]","22550","21300"
"New entrant CS","2022","AA/AO","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","EO","Female","Heterosexual / straight","5515","[c]","27230","27570"
"New entrant CS","2022","EO","EO","Female","LGBO","545","[c]","26890","27230"
"New entrant CS","2022","EO","EO","Female","Undeclared","470","[c]","26910","27270"
"New entrant CS","2022","EO","EO","Female","Unknown","2415","[c]","26950","27130"
"New entrant CS","2022","EO","EO","Male","Heterosexual / straight","4105","[c]","27250","27270"
"New entrant CS","2022","EO","EO","Male","LGBO","505","[c]","27130","27230"
"New entrant CS","2022","EO","EO","Male","Undeclared","340","[c]","27090","27230"
"New entrant CS","2022","EO","EO","Male","Unknown","2325","[c]","26880","26590"
"New entrant CS","2022","EO","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","G6","Female","Heterosexual / straight","225","[c]","67210","65310"
"New entrant CS","2022","G6/G7","G6","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","G6","Female","Undeclared","35","[c]","66580","65960"
"New entrant CS","2022","G6/G7","G6","Female","Unknown","140","[c]","68080","65280"
"New entrant CS","2022","G6/G7","G6","Male","Heterosexual / straight","270","[c]","67720","65440"
"New entrant CS","2022","G6/G7","G6","Male","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","G6","Male","Undeclared","30","[c]","[c]","[c]"
