"Status","Year","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","Undeclared","240","215","22820","21260"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","560","495","22520","21260"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","1235","1150","27580","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","LGBO","80","80","27870","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Undeclared","170","155","27640","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","Unknown","320","285","27720","27570"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","180","175","57980","55610"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","690","650","37410","36050"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","40","40","36820","33840"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Undeclared","95","90","37180","36050"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","110","105","36390","33840"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","400","370","29690","28200"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Undeclared","40","40","32820","32100"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","105","95","27900","24800"
"In post","2022","East Midlands (England)","Lincolnshire","AA/AO","Heterosexual / straight","1015","950","22510","21260"
"In post","2022","East Midlands (England)","Lincolnshire","AA/AO","LGBO","45","45","24160","21630"
"In post","2022","East Midlands (England)","Lincolnshire","AA/AO","Undeclared","115","105","22280","21260"
"In post","2022","East Midlands (England)","Lincolnshire","AA/AO","Unknown","135","125","22350","21260"
"In post","2022","East Midlands (England)","Lincolnshire","EO","Heterosexual / straight","550","515","27810","27570"
"In post","2022","East Midlands (England)","Lincolnshire","EO","LGBO","20","20","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","EO","Undeclared","80","75","27710","27570"
"In post","2022","East Midlands (England)","Lincolnshire","EO","Unknown","95","85","27290","27570"
"In post","2022","East Midlands (England)","Lincolnshire","G6/G7","Heterosexual / straight","90","85","59440","55920"
"In post","2022","East Midlands (England)","Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","G6/G7","Undeclared","10","5","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","SEO/HEO","Heterosexual / straight","485","470","36740","35630"
"In post","2022","East Midlands (England)","Lincolnshire","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","SEO/HEO","Undeclared","75","70","38420","36480"
"In post","2022","East Midlands (England)","Lincolnshire","SEO/HEO","Unknown","45","40","35260","34090"
"In post","2022","East Midlands (England)","Lincolnshire","Unknown","Heterosexual / straight","165","155","30650","28200"
"In post","2022","East Midlands (England)","Lincolnshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","East Midlands (England)","Lincolnshire","Unknown","Unknown","20","20","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","Heterosexual / straight","815","765","24740","23720"
"In post","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","LGBO","55","50","26080","25110"
"In post","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","Undeclared","90","80","24450","23230"
"In post","2022","East of England","Bedfordshire and Hertfordshire","AA/AO","Unknown","225","210","25100","23720"
"In post","2022","East of England","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","1185","1110","28900","29290"
"In post","2022","East of England","Bedfordshire and Hertfordshire","EO","LGBO","60","60","29090","29290"
"In post","2022","East of England","Bedfordshire and Hertfordshire","EO","Undeclared","135","125","29630","29290"
"In post","2022","East of England","Bedfordshire and Hertfordshire","EO","Unknown","225","200","29320","29290"
"In post","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","290","280","61580","59730"
"In post","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","Undeclared","30","25","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","G6/G7","Unknown","80","75","61630","60450"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SCS level","Heterosexual / straight","35","35","87820","82500"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","765","740","38750","37640"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","30","30","37820","36730"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","115","110","39200","38710"
"In post","2022","East of England","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","135","125","39340","39000"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","285","265","30330","28200"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Unknown","Unknown","80","70","27190","24800"
"In post","2022","East of England","East Anglia","AA/AO","Heterosexual / straight","3400","3140","23790","21680"
"In post","2022","East of England","East Anglia","AA/AO","LGBO","180","170","23780","21840"
"In post","2022","East of England","East Anglia","AA/AO","Undeclared","420","390","23920","21680"
"In post","2022","East of England","East Anglia","AA/AO","Unknown","815","725","23940","21680"
"In post","2022","East of England","East Anglia","EO","Heterosexual / straight","2285","2115","27770","27570"
"In post","2022","East of England","East Anglia","EO","LGBO","120","115","27130","27570"
"In post","2022","East of England","East Anglia","EO","Undeclared","325","300","28010","27570"
"In post","2022","East of England","East Anglia","EO","Unknown","565","515","27560","27570"
"In post","2022","East of England","East Anglia","G6/G7","Heterosexual / straight","500","480","58430","54540"
"In post","2022","East of England","East Anglia","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","East Anglia","G6/G7","Undeclared","75","70","56440","54540"
"In post","2022","East of England","East Anglia","G6/G7","Unknown","160","150","57160","55210"
"In post","2022","East of England","East Anglia","SCS level","Heterosexual / straight","40","40","101850","102040"
"In post","2022","East of England","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","East Anglia","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","East of England","East Anglia","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","East of England","East Anglia","SEO/HEO","Heterosexual / straight","2230","2135","36600","34600"
"In post","2022","East of England","East Anglia","SEO/HEO","LGBO","90","90","36260","35310"
"In post","2022","East of England","East Anglia","SEO/HEO","Undeclared","380","360","36910","34570"
"In post","2022","East of England","East Anglia","SEO/HEO","Unknown","425","405","35200","33950"
"In post","2022","East of England","East Anglia","Unknown","Heterosexual / straight","590","540","28810","28200"
"In post","2022","East of England","East Anglia","Unknown","LGBO","40","40","27810","24540"
"In post","2022","East of England","East Anglia","Unknown","Undeclared","65","55","29980","30880"
"In post","2022","East of England","East Anglia","Unknown","Unknown","175","155","26530","24800"
"In post","2022","East of England","Essex","AA/AO","Heterosexual / straight","895","820","23930","23550"
"In post","2022","East of England","Essex","AA/AO","LGBO","50","50","24420","24250"
"In post","2022","East of England","Essex","AA/AO","Undeclared","130","110","23170","22080"
"In post","2022","East of England","Essex","AA/AO","Unknown","340","310","23860","23230"
"In post","2022","East of England","Essex","EO","Heterosexual / straight","1450","1325","28750","29290"
"In post","2022","East of England","Essex","EO","LGBO","85","85","28840","29290"
"In post","2022","East of England","Essex","EO","Undeclared","200","180","28530","28060"
"In post","2022","East of England","Essex","EO","Unknown","320","285","28860","29290"
"In post","2022","East of England","Essex","G6/G7","Heterosexual / straight","220","210","59150","55210"
"In post","2022","East of England","Essex","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","East of England","Essex","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","East of England","Essex","G6/G7","Unknown","55","55","60480","55610"
"In post","2022","East of England","Essex","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","East of England","Essex","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Essex","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","East of England","Essex","SEO/HEO","Heterosexual / straight","725","685","36920","35840"
"In post","2022","East of England","Essex","SEO/HEO","LGBO","35","35","38070","35550"
"In post","2022","East of England","Essex","SEO/HEO","Undeclared","125","120","37200","36480"
"In post","2022","East of England","Essex","SEO/HEO","Unknown","160","150","37220","35980"
"In post","2022","East of England","Essex","Unknown","Heterosexual / straight","315","290","29990","26310"
"In post","2022","East of England","Essex","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","Essex","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2022","East of England","Essex","Unknown","Unknown","120","105","26310","24800"
"In post","2022","London","Inner London - East","AA/AO","Heterosexual / straight","1465","1360","26270","25110"
"In post","2022","London","Inner London - East","AA/AO","LGBO","100","95","26840","25110"
"In post","2022","London","Inner London - East","AA/AO","Undeclared","220","200","25350","25110"
"In post","2022","London","Inner London - East","AA/AO","Unknown","865","775","27070","25500"
"In post","2022","London","Inner London - East","EO","Heterosexual / straight","3165","3030","31270","31060"
"In post","2022","London","Inner London - East","EO","LGBO","215","210","31300","31060"
"In post","2022","London","Inner London - East","EO","Undeclared","415","400","31110","31060"
"In post","2022","London","Inner London - East","EO","Unknown","1155","1085","31210","31060"
"In post","2022","London","Inner London - East","G6/G7","Heterosexual / straight","2595","2505","62940","62120"
"In post","2022","London","Inner London - East","G6/G7","LGBO","240","235","62400","62060"
"In post","2022","London","Inner London - East","G6/G7","Undeclared","375","355","63660","62120"
"In post","2022","London","Inner London - East","G6/G7","Unknown","765","740","63690","62120"
"In post","2022","London","Inner London - East","SCS level","Heterosexual / straight","395","380","97820","95000"
"In post","2022","London","Inner London - East","SCS level","LGBO","25","25","[c]","[c]"
"In post","2022","London","Inner London - East","SCS level","Undeclared","55","50","91330","86970"
"In post","2022","London","Inner London - East","SCS level","Unknown","125","120","98420","88070"
"In post","2022","London","Inner London - East","SEO/HEO","Heterosexual / straight","3765","3665","40440","40170"
"In post","2022","London","Inner London - East","SEO/HEO","LGBO","285","285","39620","38390"
"In post","2022","London","Inner London - East","SEO/HEO","Undeclared","485","470","40450","40170"
"In post","2022","London","Inner London - East","SEO/HEO","Unknown","1310","1280","40010","38470"
"In post","2022","London","Inner London - East","Unknown","Heterosexual / straight","715","690","35300","34100"
"In post","2022","London","Inner London - East","Unknown","LGBO","55","55","38790","36580"
"In post","2022","London","Inner London - East","Unknown","Undeclared","90","85","38450","34100"
"In post","2022","London","Inner London - East","Unknown","Unknown","160","145","33750","32240"
"In post","2022","London","Inner London - West","AA/AO","Heterosexual / straight","2610","2485","26020","24370"
"In post","2022","London","Inner London - West","AA/AO","LGBO","165","165","26650","24900"
"In post","2022","London","Inner London - West","AA/AO","Undeclared","330","310","25450","24370"
"In post","2022","London","Inner London - West","AA/AO","Unknown","905","860","26160","24370"
"In post","2022","London","Inner London - West","EO","Heterosexual / straight","4740","4615","29410","29080"
"In post","2022","London","Inner London - West","EO","LGBO","415","405","28870","28310"
"In post","2022","London","Inner London - West","EO","Undeclared","670","650","29220","28500"
"In post","2022","London","Inner London - West","EO","Unknown","1275","1240","29320","28650"
"In post","2022","London","Inner London - West","G6/G7","Heterosexual / straight","14990","14475","59890","57680"
"In post","2022","London","Inner London - West","G6/G7","LGBO","1510","1485","58740","56610"
"In post","2022","London","Inner London - West","G6/G7","Undeclared","2185","2120","60190","57850"
"In post","2022","London","Inner London - West","G6/G7","Unknown","4085","3965","60680","58600"
"In post","2022","London","Inner London - West","SCS level","Heterosexual / straight","2615","2520","89070","79890"
"In post","2022","London","Inner London - West","SCS level","LGBO","230","225","86980","78580"
"In post","2022","London","Inner London - West","SCS level","Undeclared","300","290","87700","80000"
"In post","2022","London","Inner London - West","SCS level","Unknown","575","560","95590","85820"
"In post","2022","London","Inner London - West","SEO/HEO","Heterosexual / straight","14315","14055","38710","38540"
"In post","2022","London","Inner London - West","SEO/HEO","LGBO","1555","1540","38100","37930"
"In post","2022","London","Inner London - West","SEO/HEO","Undeclared","2090","2050","38680","38670"
"In post","2022","London","Inner London - West","SEO/HEO","Unknown","4930","4860","36430","35100"
"In post","2022","London","Inner London - West","Unknown","Heterosexual / straight","185","180","37090","36580"
"In post","2022","London","Inner London - West","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","London","Inner London - West","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2022","London","Inner London - West","Unknown","Unknown","55","55","34130","27060"
"In post","2022","London","Outer London - East and North East","AA/AO","Heterosexual / straight","900","840","26940","25110"
"In post","2022","London","Outer London - East and North East","AA/AO","LGBO","40","40","29670","30800"
"In post","2022","London","Outer London - East and North East","AA/AO","Undeclared","115","105","26200","24640"
"In post","2022","London","Outer London - East and North East","AA/AO","Unknown","405","370","27230","25110"
"In post","2022","London","Outer London - East and North East","EO","Heterosexual / straight","1170","1090","31320","31060"
"In post","2022","London","Outer London - East and North East","EO","LGBO","60","55","31630","31060"
"In post","2022","London","Outer London - East and North East","EO","Undeclared","155","140","31320","31060"
"In post","2022","London","Outer London - East and North East","EO","Unknown","360","325","31230","31060"
"In post","2022","London","Outer London - East and North East","G6/G7","Heterosexual / straight","55","55","64330","62360"
"In post","2022","London","Outer London - East and North East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","London","Outer London - East and North East","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - East and North East","SEO/HEO","Heterosexual / straight","300","290","40280","39000"
"In post","2022","London","Outer London - East and North East","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","London","Outer London - East and North East","SEO/HEO","Undeclared","30","30","39850","39000"
"In post","2022","London","Outer London - East and North East","SEO/HEO","Unknown","70","65","39360","39000"
"In post","2022","London","Outer London - East and North East","Unknown","Heterosexual / straight","300","290","33860","33950"
"In post","2022","London","Outer London - East and North East","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","London","Outer London - East and North East","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","London","Outer London - East and North East","Unknown","Unknown","45","40","32050","27980"
"In post","2022","London","Outer London - South","AA/AO","Heterosexual / straight","1305","1180","24840","25630"
"In post","2022","London","Outer London - South","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2022","London","Outer London - South","AA/AO","Undeclared","195","175","24970","25630"
"In post","2022","London","Outer London - South","AA/AO","Unknown","330","310","24850","25330"
"In post","2022","London","Outer London - South","EO","Heterosexual / straight","2290","2165","30180","30110"
"In post","2022","London","Outer London - South","EO","LGBO","110","110","30220","30750"
"In post","2022","London","Outer London - South","EO","Undeclared","330","305","30250","30050"
"In post","2022","London","Outer London - South","EO","Unknown","650","620","30420","30620"
"In post","2022","London","Outer London - South","G6/G7","Heterosexual / straight","1345","1300","64010","62120"
"In post","2022","London","Outer London - South","G6/G7","LGBO","75","75","63720","61940"
"In post","2022","London","Outer London - South","G6/G7","Undeclared","190","190","65150","62590"
"In post","2022","London","Outer London - South","G6/G7","Unknown","300","295","64580","62120"
"In post","2022","London","Outer London - South","SCS level","Heterosexual / straight","80","80","87130","82430"
"In post","2022","London","Outer London - South","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - South","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","London","Outer London - South","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","London","Outer London - South","SEO/HEO","Heterosexual / straight","2915","2815","39880","38450"
"In post","2022","London","Outer London - South","SEO/HEO","LGBO","115","110","39790","37930"
"In post","2022","London","Outer London - South","SEO/HEO","Undeclared","435","420","40180","39400"
"In post","2022","London","Outer London - South","SEO/HEO","Unknown","765","745","39290","37930"
"In post","2022","London","Outer London - South","Unknown","Heterosexual / straight","245","230","33610","32090"
"In post","2022","London","Outer London - South","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","London","Outer London - South","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","London","Outer London - South","Unknown","Unknown","55","50","32450","28690"
"In post","2022","London","Outer London - West and North West","AA/AO","Heterosexual / straight","1235","1115","25980","25110"
"In post","2022","London","Outer London - West and North West","AA/AO","LGBO","65","60","26260","25110"
"In post","2022","London","Outer London - West and North West","AA/AO","Undeclared","190","170","24830","24840"
"In post","2022","London","Outer London - West and North West","AA/AO","Unknown","395","370","26560","25110"
"In post","2022","London","Outer London - West and North West","EO","Heterosexual / straight","2780","2580","29840","30110"
"In post","2022","London","Outer London - West and North West","EO","LGBO","120","115","29600","30500"
"In post","2022","London","Outer London - West and North West","EO","Undeclared","420","375","30090","30410"
"In post","2022","London","Outer London - West and North West","EO","Unknown","620","575","29910","30330"
"In post","2022","London","Outer London - West and North West","G6/G7","Heterosexual / straight","380","365","60230","57740"
"In post","2022","London","Outer London - West and North West","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","London","Outer London - West and North West","G6/G7","Undeclared","80","75","61030","59750"
"In post","2022","London","Outer London - West and North West","G6/G7","Unknown","130","125","58880","55630"
"In post","2022","London","Outer London - West and North West","SCS level","Heterosexual / straight","30","30","99430","98000"
"In post","2022","London","Outer London - West and North West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Outer London - West and North West","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","London","Outer London - West and North West","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","London","Outer London - West and North West","SEO/HEO","Heterosexual / straight","1535","1480","37910","36650"
"In post","2022","London","Outer London - West and North West","SEO/HEO","LGBO","85","85","36380","35400"
"In post","2022","London","Outer London - West and North West","SEO/HEO","Undeclared","265","255","38870","37910"
"In post","2022","London","Outer London - West and North West","SEO/HEO","Unknown","320","305","38970","38370"
"In post","2022","London","Outer London - West and North West","Unknown","Heterosexual / straight","295","280","33260","32090"
"In post","2022","London","Outer London - West and North West","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","London","Outer London - West and North West","Unknown","Undeclared","35","35","35510","35290"
"In post","2022","London","Outer London - West and North West","Unknown","Unknown","75","70","31780","28690"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","Heterosexual / straight","5055","4320","21320","21260"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","LGBO","325","305","21280","21260"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","Undeclared","595","500","21400","21260"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","AA/AO","Unknown","2705","2240","21410","21260"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","EO","Heterosexual / straight","4025","3665","27020","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","EO","LGBO","240","230","26900","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","EO","Undeclared","360","325","27110","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","EO","Unknown","1350","1240","26770","26820"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","Heterosexual / straight","1575","1535","56330","55210"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","LGBO","85","85","54760","54160"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","Undeclared","155","150","57400","55210"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","G6/G7","Unknown","350","335","57310","55210"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","Heterosexual / straight","75","70","86240","77900"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","Heterosexual / straight","3960","3775","35530","33370"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","LGBO","245","240","34380","33370"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","Undeclared","375","355","36300","35060"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","Unknown","1170","1130","35250","33370"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","445","420","29420","28200"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","Unknown","80","75","28560","27810"
"In post","2022","North East (England)","Tees Valley and Durham","AA/AO","Heterosexual / straight","3005","2665","23210","21680"
"In post","2022","North East (England)","Tees Valley and Durham","AA/AO","LGBO","165","160","23420","21680"
"In post","2022","North East (England)","Tees Valley and Durham","AA/AO","Undeclared","315","270","23440","21680"
"In post","2022","North East (England)","Tees Valley and Durham","AA/AO","Unknown","1040","930","23800","22010"
"In post","2022","North East (England)","Tees Valley and Durham","EO","Heterosexual / straight","1745","1580","27460","27570"
"In post","2022","North East (England)","Tees Valley and Durham","EO","LGBO","80","75","27850","27570"
"In post","2022","North East (England)","Tees Valley and Durham","EO","Undeclared","210","190","27430","27570"
"In post","2022","North East (England)","Tees Valley and Durham","EO","Unknown","430","385","27660","27570"
"In post","2022","North East (England)","Tees Valley and Durham","G6/G7","Heterosexual / straight","405","395","55830","52050"
"In post","2022","North East (England)","Tees Valley and Durham","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","G6/G7","Undeclared","55","50","56020","52500"
"In post","2022","North East (England)","Tees Valley and Durham","G6/G7","Unknown","65","60","57630","55610"
"In post","2022","North East (England)","Tees Valley and Durham","SCS level","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","North East (England)","Tees Valley and Durham","SCS level","LGBO","[c]","[c]","[c]","[c]"
