"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","EO","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Office of the Secretary of State for Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","London","G6","15","15","65490","62040"
"In post","2022","No function","Planning Inspectorate","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Outside London","AA","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Outside London","AO","135","125","21620","21520"
"In post","2022","No function","Planning Inspectorate","Outside London","EO","75","70","26670","26050"
"In post","2022","No function","Planning Inspectorate","Outside London","G6","205","175","63880","58810"
"In post","2022","No function","Planning Inspectorate","Outside London","G7","155","145","47100","47660"
"In post","2022","No function","Planning Inspectorate","Outside London","HEO","70","70","32960","32780"
"In post","2022","No function","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectorate","Outside London","SEO","30","25","41090","40720"
"In post","2022","No function","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Outside London","AO","350","330","24750","25050"
"In post","2022","No function","Registers of Scotland","Outside London","EO","285","270","30800","30840"
"In post","2022","No function","Registers of Scotland","Outside London","G6","10","10","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Outside London","G7","15","15","57480","57960"
"In post","2022","No function","Registers of Scotland","Outside London","HEO","180","175","37360","37710"
"In post","2022","No function","Registers of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Registers of Scotland","Outside London","SEO","70","70","46480","47490"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","AA","340","290","20950","20950"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","AO","645","580","23210","23780"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","EO","445","415","29430","30450"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","G6","5","5","[c]","[c]"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","G7","30","30","55680","55980"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","HEO","165","155","34840","36360"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Scottish Courts and Tribunals Service","Outside London","SEO","75","70","43110","46100"
"In post","2022","No function","Scottish Prison Service","Outside London","AA","145","125","21740","21640"
"In post","2022","No function","Scottish Prison Service","Outside London","AO","1180","1135","24750","25420"
"In post","2022","No function","Scottish Prison Service","Outside London","EO","1995","1875","34290","35000"
"In post","2022","No function","Scottish Prison Service","Outside London","G6","35","35","76220","73320"
"In post","2022","No function","Scottish Prison Service","Outside London","G7","40","40","54070","54170"
"In post","2022","No function","Scottish Prison Service","Outside London","HEO","395","350","39960","40290"
"In post","2022","No function","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Scottish Prison Service","Outside London","SEO","145","115","46120","46020"
"In post","2022","No function","Serious Fraud Office","London","AO","10","10","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","London","EO","10","10","28480","28980"
"In post","2022","No function","Serious Fraud Office","London","G6","5","5","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","London","G7","10","10","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","London","HEO","10","10","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Serious Fraud Office","London","SEO","10","10","40670","41010"
"In post","2022","No function","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","G6","5","5","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","G7","5","5","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","London","SEO","20","15","44550","45250"
"In post","2022","No function","Standards and Testing Agency","Outside London","EO","15","15","25210","25000"
"In post","2022","No function","Standards and Testing Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","Outside London","G7","20","20","50670","49860"
"In post","2022","No function","Standards and Testing Agency","Outside London","HEO","20","20","30080","29730"
"In post","2022","No function","Standards and Testing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Standards and Testing Agency","Outside London","SEO","30","30","38270","36500"
"In post","2022","No function","Teaching Regulation Agency","Outside London","AO","15","15","21250","21250"
"In post","2022","No function","Teaching Regulation Agency","Outside London","EO","25","25","25260","25000"
"In post","2022","No function","Teaching Regulation Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","Outside London","G7","5","5","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","Outside London","HEO","20","20","29790","29730"
"In post","2022","No function","Teaching Regulation Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Teaching Regulation Agency","Outside London","SEO","15","10","37490","37000"
"In post","2022","No function","The Insolvency Service","London","AA","10","10","22040","22040"
"In post","2022","No function","The Insolvency Service","London","AO","60","55","25060","25060"
"In post","2022","No function","The Insolvency Service","London","EO","25","25","28840","29320"
"In post","2022","No function","The Insolvency Service","London","G6","10","10","[c]","[c]"
"In post","2022","No function","The Insolvency Service","London","G7","10","10","56570","56300"
"In post","2022","No function","The Insolvency Service","London","HEO","30","25","36710","35460"
"In post","2022","No function","The Insolvency Service","London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","The Insolvency Service","London","SEO","25","25","45890","45910"
"In post","2022","No function","The Insolvency Service","Outside London","AA","55","50","19260","19150"
"In post","2022","No function","The Insolvency Service","Outside London","AO","455","430","21200","21130"
"In post","2022","No function","The Insolvency Service","Outside London","EO","140","135","25320","26290"
"In post","2022","No function","The Insolvency Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","No function","The Insolvency Service","Outside London","G7","25","25","53920","54310"
"In post","2022","No function","The Insolvency Service","Outside London","HEO","205","195","32540","32060"
