"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Devon CC","Outside London","45","45","33170","28750"
"In post","2022","Asian","Dorset","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Dudley","Outside London","85","75","24840","21260"
"In post","2022","Asian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Durham","Outside London","55","45","26670","22080"
"In post","2022","Asian","Ealing","London","165","155","31910","31060"
"In post","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Cumbria","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","East Kent","Outside London","55","55","28350","27370"
"In post","2022","Asian","East Lancashire","Outside London","75","65","25640","27570"
"In post","2022","Asian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","East Riding of Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","East Surrey","Outside London","50","50","31480","29290"
"In post","2022","Asian","East Sussex CC","Outside London","20","15","[c]","[c]"
"In post","2022","Asian","Enfield","London","70","60","30900","31060"
"In post","2022","Asian","Essex Haven Gateway","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","Essex Thames Gateway","Outside London","45","40","26770","24250"
"In post","2022","Asian","Falkirk","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Glasgow City","Outside London","305","290","30550","27570"
"In post","2022","Asian","Gloucestershire CC","Outside London","40","35","31320","27130"
"In post","2022","Asian","Greater Manchester North East","Outside London","110","100","27640","27570"
"In post","2022","Asian","Greater Manchester North West","Outside London","110","95","24620","24110"
"In post","2022","Asian","Greater Manchester South East","Outside London","65","60","25140","22840"
"In post","2022","Asian","Greater Manchester South West","Outside London","740","705","29880","26820"
"In post","2022","Asian","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hackney and Newham","London","1375","1275","36330","31880"
"In post","2022","Asian","Haringey and Islington","London","180","170","30200","31060"
"In post","2022","Asian","Harrow and Hillingdon","London","1195","1095","30490","29080"
"In post","2022","Asian","Hartlepool and Stockton-on-Tees","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","Heart of Essex","Outside London","35","35","34810","29290"
"In post","2022","Asian","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hertfordshire CC","Outside London","375","355","35470","30680"
"In post","2022","Asian","Hounslow and Richmond upon Thames","London","650","600","30720","29080"
"In post","2022","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","120","115","33690","31060"
"In post","2022","Asian","Kent Thames Gateway","Outside London","45","40","29960","29290"
"In post","2022","Asian","Kingston upon Hull, City of","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Lambeth","London","370","360","40470","34060"
"In post","2022","Asian","Lancaster and Wyre","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Leeds","Outside London","1285","1215","31570","27570"
"In post","2022","Asian","Leicester","Outside London","820","735","25710","22600"
"In post","2022","Asian","Leicestershire CC and Rutland","Outside London","130","115","28100","26140"
"In post","2022","Asian","Lewisham and Southwark","London","135","130","31630","31060"
"In post","2022","Asian","Lincolnshire CC","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Liverpool","Outside London","150","140","31090","25210"
"In post","2022","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Luton","Outside London","110","100","26450","26410"
"In post","2022","Asian","Manchester","Outside London","830","795","31880","27570"
"In post","2022","Asian","Medway","Outside London","55","50","29270","29290"
"In post","2022","Asian","Merton, Kingston upon Thames and Sutton","London","90","85","32620","31060"
"In post","2022","Asian","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Mid Kent","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","Mid Lancashire","Outside London","660","590","25070","21260"
"In post","2022","Asian","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Milton Keynes","Outside London","125","115","31390","27570"
"In post","2022","Asian","Monmouthshire and Newport","Outside London","125","120","34020","30710"
"In post","2022","Asian","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North and North East Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","North and West Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","North Hampshire","Outside London","55","55","26850","26350"
"In post","2022","Asian","North Lanarkshire","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","North Northamptonshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","North Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","North Yorkshire CC","Outside London","35","35","30300","26750"
"In post","2022","Asian","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Norwich and East Norfolk","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Nottingham","Outside London","690","650","31560","27570"
"In post","2022","Asian","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","170","165","45170","38600"
"In post","2022","Asian","Oxfordshire CC","Outside London","90","85","32140","27570"
"In post","2022","Asian","Perth and Kinross, and Stirling","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Peterborough","Outside London","215","175","24300","21680"
"In post","2022","Asian","Plymouth","Outside London","20","15","[c]","[c]"
"In post","2022","Asian","Portsmouth","Outside London","60","55","29260","26930"
"In post","2022","Asian","Powys","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Redbridge and Waltham Forest","London","475","430","29210","30330"
"In post","2022","Asian","Sandwell","Outside London","110","100","27020","27570"
"In post","2022","Asian","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Sefton","Outside London","70","70","35650","27570"
"In post","2022","Asian","Sheffield","Outside London","445","415","29820","25040"
"In post","2022","Asian","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Shropshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Solihull","Outside London","290","270","26830","25490"
"In post","2022","Asian","Somerset CC","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","South and West Derbyshire","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South Hampshire","Outside London","100","85","30300","24250"
"In post","2022","Asian","South Lanarkshire","Outside London","55","50","32300","26120"
"In post","2022","Asian","South Nottinghamshire","Outside London","30","25","[c]","[c]"
"In post","2022","Asian","South Teesside","Outside London","30","30","27620","25810"
"In post","2022","Asian","South West Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Southampton","Outside London","55","50","33400","27570"
"In post","2022","Asian","Southend-on-Sea","Outside London","35","30","34390","33080"
"In post","2022","Asian","Staffordshire CC","Outside London","165","160","32620","27570"
"In post","2022","Asian","Stoke-on-Trent","Outside London","55","50","26450","25120"
"In post","2022","Asian","Suffolk CC","Outside London","55","55","29260","27570"
"In post","2022","Asian","Sunderland","Outside London","45","40","26070","26820"
"In post","2022","Asian","Swansea","Outside London","85","75","29850","21960"
"In post","2022","Asian","Swindon","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Telford and Wrekin","Outside London","100","100","37010","33080"
"In post","2022","Asian","Thurrock","Outside London","20","15","[c]","[c]"
"In post","2022","Asian","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Tower Hamlets","London","1050","1015","42520","36970"
"In post","2022","Asian","Tyneside","Outside London","410","385","30410","26820"
"In post","2022","Asian","Unknown","Unknown","170","150","29660","29290"
"In post","2022","Asian","Wakefield","Outside London","40","35","30990","29390"
"In post","2022","Asian","Walsall","Outside London","120","105","25600","27570"
"In post","2022","Asian","Wandsworth","London","95","90","29790","29280"
"In post","2022","Asian","Warrington","Outside London","45","45","32020","28840"
"In post","2022","Asian","Warwickshire CC","Outside London","150","135","27030","26670"
"In post","2022","Asian","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Essex","Outside London","60","50","38800","29290"
"In post","2022","Asian","West Kent","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Northamptonshire","Outside London","75","70","27820","27570"
"In post","2022","Asian","West Surrey","Outside London","165","155","32290","29290"
"In post","2022","Asian","West Sussex (North East)","Outside London","95","85","28100","27400"
"In post","2022","Asian","West Sussex (South West)","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Westminster","London","5795","5630","43470","40050"
"In post","2022","Asian","Wiltshire","Outside London","125","120","36950","33300"
"In post","2022","Asian","Wirral","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Wolverhampton","Outside London","220","205","26190","26220"
"In post","2022","Asian","Worcestershire CC","Outside London","60","55","29750","26610"
"In post","2022","Asian","York","Outside London","40","35","35080","30730"
"In post","2022","Black","Aberdeen City and Aberdeenshire","Outside London","20","15","[c]","[c]"
"In post","2022","Black","Angus and Dundee City","Outside London","15","10","[c]","[c]"
"In post","2022","Black","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Barking & Dagenham and Havering","London","135","125","32240","31060"
"In post","2022","Black","Barnet","London","230","215","34490","31060"
"In post","2022","Black","Barnsley, Doncaster and Rotherham","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","275","270","34400","34000"
"In post","2022","Black","Bedford","Outside London","35","35","28580","27570"
"In post","2022","Black","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Berkshire","Outside London","95","90","30910","29290"
"In post","2022","Black","Bexley and Greenwich","London","290","280","31550","31060"
"In post","2022","Black","Birmingham","Outside London","875","820","29060","27570"
"In post","2022","Black","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Blackpool","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Bournemouth, Christchurch and Poole","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Bradford","Outside London","35","35","27270","26820"
"In post","2022","Black","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Brent","London","130","125","30340","31060"
"In post","2022","Black","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Brighton and Hove","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Bristol, City of","Outside London","155","145","31300","28000"
"In post","2022","Black","Bromley","London","135","130","31120","31060"
"In post","2022","Black","Buckinghamshire","Outside London","55","55","30420","28140"
"In post","2022","Black","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Calderdale and Kirklees","Outside London","30","30","26170","27570"
"In post","2022","Black","Cambridgeshire CC","Outside London","45","45","35390","33000"
"In post","2022","Black","Camden and City of London","London","335","315","29340","27980"
"In post","2022","Black","Cardiff and Vale of Glamorgan","Outside London","105","100","30710","26820"
"In post","2022","Black","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Central Bedfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Central Hampshire","Outside London","50","45","33760","33000"
"In post","2022","Black","Central Valleys","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Cheshire East","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","City of Edinburgh","Outside London","105","100","32600","28990"
"In post","2022","Black","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Coventry","Outside London","90","90","33970","30140"
"In post","2022","Black","Croydon","London","1500","1435","34340","31020"
"In post","2022","Black","Darlington","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Derby","Outside London","45","40","26560","27570"
"In post","2022","Black","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Devon CC","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Dorset","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Dudley","Outside London","40","35","25600","24960"
"In post","2022","Black","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Durham","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Ealing","London","95","90","33050","31060"
"In post","2022","Black","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Derbyshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Kent","Outside London","45","45","31700","28670"
"In post","2022","Black","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Black","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","East Surrey","Outside London","110","110","32500","32280"
"In post","2022","Black","East Sussex CC","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Enfield","London","90","85","30650","31060"
"In post","2022","Black","Essex Haven Gateway","Outside London","20","15","[c]","[c]"
"In post","2022","Black","Essex Thames Gateway","Outside London","75","70","27260","24250"
"In post","2022","Black","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Glasgow City","Outside London","120","115","29370","26590"
"In post","2022","Black","Gloucestershire CC","Outside London","20","15","[c]","[c]"
"In post","2022","Black","Greater Manchester North East","Outside London","30","30","27710","27570"
"In post","2022","Black","Greater Manchester North West","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Greater Manchester South East","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Greater Manchester South West","Outside London","260","250","28510","26820"
"In post","2022","Black","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hackney and Newham","London","935","895","33900","31060"
"In post","2022","Black","Haringey and Islington","London","420","405","31220","31060"
"In post","2022","Black","Harrow and Hillingdon","London","250","235","30330","29130"
"In post","2022","Black","Hartlepool and Stockton-on-Tees","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Heart of Essex","Outside London","40","40","34500","29320"
"In post","2022","Black","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Hertfordshire CC","Outside London","165","160","32270","29290"
"In post","2022","Black","Hounslow and Richmond upon Thames","London","185","180","31530","31060"
"In post","2022","Black","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Kensington & Chelsea and Hammersmith & Fulham","London","215","205","31630","31060"
"In post","2022","Black","Kent Thames Gateway","Outside London","55","55","31500","29290"
"In post","2022","Black","Kingston upon Hull, City of","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Lambeth","London","480","465","34050","31880"
"In post","2022","Black","Lancaster and Wyre","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Leeds","Outside London","310","295","30420","27570"
"In post","2022","Black","Leicester","Outside London","75","70","27820","24260"
"In post","2022","Black","Leicestershire CC and Rutland","Outside London","35","30","28580","25550"
"In post","2022","Black","Lewisham and Southwark","London","405","390","32220","31060"
"In post","2022","Black","Lincolnshire CC","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Liverpool","Outside London","105","100","29200","25170"
"In post","2022","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Luton","Outside London","55","50","29320","27570"
"In post","2022","Black","Manchester","Outside London","335","320","31370","27570"
"In post","2022","Black","Medway","Outside London","60","60","31370","29290"
"In post","2022","Black","Merton, Kingston upon Thames and Sutton","London","85","85","31480","31060"
"In post","2022","Black","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Mid Kent","Outside London","30","30","[c]","[c]"
"In post","2022","Black","Mid Lancashire","Outside London","35","30","27980","27570"
"In post","2022","Black","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Milton Keynes","Outside London","105","105","29440","27570"
"In post","2022","Black","Monmouthshire and Newport","Outside London","60","60","33560","30710"
"In post","2022","Black","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","North and West Norfolk","Outside London","5","5","[c]","[c]"
"In post","2022","Black","North Hampshire","Outside London","25","20","[c]","[c]"
"In post","2022","Black","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","North Northamptonshire","Outside London","20","20","[c]","[c]"
"In post","2022","Black","North Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Black","North Yorkshire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Norwich and East Norfolk","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Nottingham","Outside London","305","290","28390","26600"
"In post","2022","Black","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","75","75","44130","38600"
"In post","2022","Black","Oxfordshire CC","Outside London","55","50","29930","27570"
"In post","2022","Black","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Peterborough","Outside London","35","30","26770","23170"
"In post","2022","Black","Plymouth","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Portsmouth","Outside London","25","20","[c]","[c]"
"In post","2022","Black","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Redbridge and Waltham Forest","London","230","220","31100","31060"
"In post","2022","Black","Sandwell","Outside London","55","50","27500","27570"
"In post","2022","Black","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Sefton","Outside London","35","35","29420","27570"
"In post","2022","Black","Sheffield","Outside London","150","145","28270","25310"
"In post","2022","Black","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Solihull","Outside London","40","40","29480","27570"
"In post","2022","Black","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2022","Black","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","South Hampshire","Outside London","60","50","28830","26290"
"In post","2022","Black","South Lanarkshire","Outside London","30","30","31820","27020"
"In post","2022","Black","South Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2022","Black","South Teesside","Outside London","5","5","[c]","[c]"
"In post","2022","Black","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Southampton","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Southend-on-Sea","Outside London","30","25","[c]","[c]"
"In post","2022","Black","Staffordshire CC","Outside London","80","80","30180","27570"
"In post","2022","Black","Stoke-on-Trent","Outside London","20","20","[c]","[c]"
"In post","2022","Black","Suffolk CC","Outside London","35","35","28160","27570"
"In post","2022","Black","Sunderland","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Swansea","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Swindon","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Telford and Wrekin","Outside London","25","20","[c]","[c]"
"In post","2022","Black","Thurrock","Outside London","30","30","32520","29290"
"In post","2022","Black","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Tower Hamlets","London","545","535","39190","34850"
"In post","2022","Black","Tyneside","Outside London","120","115","28910","26820"
"In post","2022","Black","Unknown","Unknown","60","60","33750","31060"
"In post","2022","Black","Wakefield","Outside London","25","25","[c]","[c]"
"In post","2022","Black","Walsall","Outside London","40","35","27510","27570"
"In post","2022","Black","Wandsworth","London","230","215","31850","31060"
"In post","2022","Black","Warrington","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Warwickshire CC","Outside London","35","30","26850","27570"
"In post","2022","Black","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Essex","Outside London","45","45","32030","29290"
"In post","2022","Black","West Kent","Outside London","5","5","[c]","[c]"
"In post","2022","Black","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Northamptonshire","Outside London","60","55","26900","26750"
"In post","2022","Black","West Surrey","Outside London","40","40","33470","29290"
"In post","2022","Black","West Sussex (North East)","Outside London","45","35","29810","27570"
"In post","2022","Black","West Sussex (South West)","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Westminster","London","3575","3505","39410","35070"
"In post","2022","Black","Wiltshire","Outside London","65","65","33030","32630"
"In post","2022","Black","Wirral","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Wolverhampton","Outside London","80","75","26240","25120"
"In post","2022","Black","Worcestershire CC","Outside London","35","35","32200","27570"
"In post","2022","Black","York","Outside London","20","20","[c]","[c]"
"In post","2022","Mixed","Aberdeen City and Aberdeenshire","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Angus and Dundee City","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Barking & Dagenham and Havering","London","20","20","[c]","[c]"
"In post","2022","Mixed","Barnet","London","90","80","34660","31060"
