"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Chorley and West Lancashire","Outside London","90","[c]","[c]","[c]"
"Leaver CS","2022","White","City of Edinburgh","Outside London","540","[c]","40920","36130"
"Leaver CS","2022","White","Clackmannanshire and Fife","Outside London","105","[c]","28760","27570"
"Leaver CS","2022","White","Conwy and Denbighshire","Outside London","45","[c]","35180","27570"
"Leaver CS","2022","White","Cornwall and Isles of Scilly","Outside London","145","[c]","26200","21260"
"Leaver CS","2022","White","Coventry","Outside London","110","[c]","41080","33840"
"Leaver CS","2022","White","Croydon","London","270","[c]","38350","31740"
"Leaver CS","2022","White","Darlington","Outside London","40","[c]","32670","28650"
"Leaver CS","2022","White","Derby","Outside London","75","[c]","25610","21260"
"Leaver CS","2022","White","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Devon CC","Outside London","365","[c]","29720","27200"
"Leaver CS","2022","White","Dorset","Outside London","170","[c]","30290","27130"
"Leaver CS","2022","White","Dudley","Outside London","50","[c]","24560","23600"
"Leaver CS","2022","White","Dumfries and Galloway","Outside London","35","[c]","34490","32040"
"Leaver CS","2022","White","Durham","Outside London","330","[c]","26260","22010"
"Leaver CS","2022","White","Ealing","London","15","[c]","[c]","[c]"
"Leaver CS","2022","White","East Ayrshire and North Ayrshire mainland","Outside London","60","[c]","26200","26470"
"Leaver CS","2022","White","East Cumbria","Outside London","70","[c]","28980","22570"
"Leaver CS","2022","White","East Derbyshire","Outside London","40","[c]","28950","27570"
"Leaver CS","2022","White","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","150","[c]","33010","28340"
"Leaver CS","2022","White","East Kent","Outside London","190","[c]","28900","26530"
"Leaver CS","2022","White","East Lancashire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","White","East Lothian and Midlothian","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","White","East Merseyside","Outside London","55","[c]","28470","27570"
"Leaver CS","2022","White","East Riding of Yorkshire","Outside London","170","[c]","29400","26930"
"Leaver CS","2022","White","East Surrey","Outside London","90","[c]","41050","39300"
"Leaver CS","2022","White","East Sussex CC","Outside London","175","[c]","24450","21260"
"Leaver CS","2022","White","Enfield","London","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Essex Haven Gateway","Outside London","105","[c]","30030","29290"
"Leaver CS","2022","White","Essex Thames Gateway","Outside London","75","[c]","27310","25110"
"Leaver CS","2022","White","Falkirk","Outside London","70","[c]","25090","21260"
"Leaver CS","2022","White","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Flintshire and Wrexham","Outside London","235","[c]","28460","21260"
"Leaver CS","2022","White","Glasgow City","Outside London","510","[c]","31270","26130"
"Leaver CS","2022","White","Gloucestershire CC","Outside London","110","[c]","32140","27570"
"Leaver CS","2022","White","Greater Manchester North East","Outside London","70","[c]","29930","27570"
"Leaver CS","2022","White","Greater Manchester North West","Outside London","135","[c]","24360","21260"
"Leaver CS","2022","White","Greater Manchester South East","Outside London","85","[c]","25070","21260"
"Leaver CS","2022","White","Greater Manchester South West","Outside London","295","[c]","30830","27570"
"Leaver CS","2022","White","Gwent Valleys","Outside London","45","[c]","29390","27570"
"Leaver CS","2022","White","Gwynedd","Outside London","40","[c]","22420","21260"
"Leaver CS","2022","White","Hackney and Newham","London","155","[c]","38370","31060"
"Leaver CS","2022","White","Haringey and Islington","London","70","[c]","28640","29690"
"Leaver CS","2022","White","Harrow and Hillingdon","London","105","[c]","32580","31520"
"Leaver CS","2022","White","Hartlepool and Stockton-on-Tees","Outside London","105","[c]","27590","23690"
"Leaver CS","2022","White","Heart of Essex","Outside London","115","[c]","36360","30850"
"Leaver CS","2022","White","Herefordshire, County of","Outside London","45","[c]","31450","27570"
"Leaver CS","2022","White","Hertfordshire CC","Outside London","195","[c]","35270","30750"
"Leaver CS","2022","White","Hounslow and Richmond upon Thames","London","140","[c]","31600","29250"
"Leaver CS","2022","White","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","40","[c]","32280","27570"
"Leaver CS","2022","White","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","90","[c]","28230","27070"
"Leaver CS","2022","White","Isle of Anglesey","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Isle of Wight","Outside London","85","[c]","[c]","[c]"
"Leaver CS","2022","White","Kensington & Chelsea and Hammersmith & Fulham","London","50","[c]","[c]","[c]"
"Leaver CS","2022","White","Kent Thames Gateway","Outside London","125","[c]","[c]","[c]"
"Leaver CS","2022","White","Kingston upon Hull, City of","Outside London","125","[c]","26500","26120"
"Leaver CS","2022","White","Lambeth","London","555","[c]","43760","38320"
"Leaver CS","2022","White","Lancaster and Wyre","Outside London","80","[c]","25280","21260"
"Leaver CS","2022","White","Leeds","Outside London","750","[c]","32460","27570"
"Leaver CS","2022","White","Leicester","Outside London","150","[c]","26830","23580"
"Leaver CS","2022","White","Leicestershire CC and Rutland","Outside London","200","[c]","36330","27570"
"Leaver CS","2022","White","Lewisham and Southwark","London","170","[c]","47290","42370"
"Leaver CS","2022","White","Lincolnshire CC","Outside London","240","[c]","28510","26780"
"Leaver CS","2022","White","Lisburn and Castlereagh","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Liverpool","Outside London","555","[c]","28130","24890"
"Leaver CS","2022","White","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Luton","Outside London","40","[c]","25300","25310"
"Leaver CS","2022","White","Manchester","Outside London","435","[c]","35210","27570"
"Leaver CS","2022","White","Medway","Outside London","115","[c]","31320","29290"
"Leaver CS","2022","White","Merton, Kingston upon Thames and Sutton","London","50","[c]","31790","31060"
"Leaver CS","2022","White","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Mid Kent","Outside London","105","[c]","37160","29290"
"Leaver CS","2022","White","Mid Lancashire","Outside London","280","[c]","26770","22140"
"Leaver CS","2022","White","Milton Keynes","Outside London","185","[c]","35630","27570"
"Leaver CS","2022","White","Monmouthshire and Newport","Outside London","240","[c]","32310","27570"
"Leaver CS","2022","White","Na h-Eileanan Siar","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","North and North East Lincolnshire","Outside London","45","[c]","27470","26760"
"Leaver CS","2022","White","North and West Norfolk","Outside London","75","[c]","27890","24960"
"Leaver CS","2022","White","North Hampshire","Outside London","65","[c]","29060","27570"
"Leaver CS","2022","White","North Lanarkshire","Outside London","155","[c]","25980","22080"
"Leaver CS","2022","White","North Northamptonshire","Outside London","50","[c]","26800","23440"
"Leaver CS","2022","White","North Nottinghamshire","Outside London","75","[c]","29640","27570"
"Leaver CS","2022","White","North Yorkshire CC","Outside London","160","[c]","30100","27570"
"Leaver CS","2022","White","Northumberland","Outside London","35","[c]","33150","27570"
"Leaver CS","2022","White","Norwich and East Norfolk","Outside London","165","[c]","28350","27570"
"Leaver CS","2022","White","Nottingham","Outside London","340","[c]","30020","26780"
"Leaver CS","2022","White","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Overseas","Overseas","90","[c]","51570","45840"
"Leaver CS","2022","White","Oxfordshire CC","Outside London","360","[c]","26910","21380"
"Leaver CS","2022","White","Perth and Kinross, and Stirling","Outside London","60","[c]","30190","27570"
"Leaver CS","2022","White","Peterborough","Outside London","80","[c]","28040","25310"
"Leaver CS","2022","White","Plymouth","Outside London","175","[c]","30770","27130"
"Leaver CS","2022","White","Portsmouth","Outside London","275","[c]","31800","27570"
"Leaver CS","2022","White","Powys","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Redbridge and Waltham Forest","London","35","[c]","30300","31060"
"Leaver CS","2022","White","Sandwell","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Borders","Outside London","35","[c]","29290","27570"
"Leaver CS","2022","White","Sefton","Outside London","285","[c]","29510","27380"
"Leaver CS","2022","White","Sheffield","Outside London","310","[c]","32460","27570"
"Leaver CS","2022","White","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Shropshire","Outside London","90","[c]","30810","27570"
"Leaver CS","2022","White","Solihull","Outside London","30","[c]","29970","27570"
"Leaver CS","2022","White","Somerset CC","Outside London","170","[c]","30950","27570"
"Leaver CS","2022","White","South and West Derbyshire","Outside London","100","[c]","33190","27570"
"Leaver CS","2022","White","South Ayrshire","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","White","South Hampshire","Outside London","365","[c]","27560","23630"
"Leaver CS","2022","White","South Lanarkshire","Outside London","210","[c]","33820","27570"
"Leaver CS","2022","White","South Nottinghamshire","Outside London","75","[c]","29290","26720"
"Leaver CS","2022","White","South Teesside","Outside London","70","[c]","27370","23660"
"Leaver CS","2022","White","South West Wales","Outside London","95","[c]","29290","22160"
"Leaver CS","2022","White","Southampton","Outside London","100","[c]","34460","27570"
"Leaver CS","2022","White","Southend-on-Sea","Outside London","75","[c]","29550","29290"
"Leaver CS","2022","White","Staffordshire CC","Outside London","285","[c]","32060","27570"
"Leaver CS","2022","White","Stoke-on-Trent","Outside London","105","[c]","23970","20970"
"Leaver CS","2022","White","Suffolk CC","Outside London","365","[c]","28280","24920"
"Leaver CS","2022","White","Sunderland","Outside London","280","[c]","25840","27570"
"Leaver CS","2022","White","Swansea","Outside London","130","[c]","30930","24980"
"Leaver CS","2022","White","Swindon","Outside London","35","[c]","27660","27570"
"Leaver CS","2022","White","Telford and Wrekin","Outside London","105","[c]","30040","27570"
"Leaver CS","2022","White","Thurrock","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Torbay","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Tower Hamlets","London","420","[c]","53790","52970"
"Leaver CS","2022","White","Tyneside","Outside London","985","[c]","28490","21260"
"Leaver CS","2022","White","Unknown","Unknown","460","[c]","27650","21840"
"Leaver CS","2022","White","Wakefield","Outside London","135","[c]","30460","27570"
"Leaver CS","2022","White","Walsall","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Wandsworth","London","45","[c]","[c]","[c]"
"Leaver CS","2022","White","Warrington","Outside London","140","[c]","36760","31990"
"Leaver CS","2022","White","Warwickshire CC","Outside London","100","[c]","24930","22080"
"Leaver CS","2022","White","West Cumbria","Outside London","95","[c]","31830","27570"
"Leaver CS","2022","White","West Essex","Outside London","45","[c]","29030","28980"
"Leaver CS","2022","White","West Kent","Outside London","50","[c]","34090","29360"
"Leaver CS","2022","White","West Lothian","Outside London","55","[c]","28370","23230"
"Leaver CS","2022","White","West Northamptonshire","Outside London","115","[c]","26640","27170"
"Leaver CS","2022","White","West Surrey","Outside London","180","[c]","34800","29290"
"Leaver CS","2022","White","West Sussex (North East)","Outside London","70","[c]","29830","27570"
"Leaver CS","2022","White","West Sussex (South West)","Outside London","85","[c]","27780","27570"
"Leaver CS","2022","White","Westminster","London","2060","[c]","48190","43630"
"Leaver CS","2022","White","Wiltshire","Outside London","565","[c]","33370","30160"
"Leaver CS","2022","White","Wirral","Outside London","125","[c]","26370","22600"
"Leaver CS","2022","White","Wolverhampton","Outside London","40","[c]","25660","24410"
"Leaver CS","2022","White","Worcestershire CC","Outside London","180","[c]","29400","27570"
"Leaver CS","2022","White","York","Outside London","140","[c]","35260","27570"
"Leaver Dept.","2022","Asian","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Angus and Dundee City","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Barking & Dagenham and Havering","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Barnet","London","290","[c]","39330","32650"
"Leaver Dept.","2022","Asian","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bedford","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Belfast","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Berkshire","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Birmingham","Outside London","215","[c]","28350","24830"
"Leaver Dept.","2022","Asian","Blackburn with Darwen","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Blackpool","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bradford","Outside London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Brent","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bristol, City of","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Bromley","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Calderdale and Kirklees","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cambridgeshire CC","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Camden and City of London","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cardiff and Vale of Glamorgan","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire East","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","City of Edinburgh","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Coventry","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Croydon","London","45","[c]","36850","35070"
"Leaver Dept.","2022","Asian","Darlington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Derby","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dorset","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dudley","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Ealing","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Enfield","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Glasgow City","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Greater Manchester North East","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Greater Manchester South West","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Hackney and Newham","London","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Haringey and Islington","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Harrow and Hillingdon","London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Hertfordshire CC","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Hounslow and Richmond upon Thames","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Lambeth","London","195","[c]","45350","36500"
"Leaver Dept.","2022","Asian","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Leeds","Outside London","90","[c]","32510","27570"
"Leaver Dept.","2022","Asian","Leicester","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Leicestershire CC and Rutland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Lewisham and Southwark","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Liverpool","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Luton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Manchester","Outside London","90","[c]","28600","25510"
"Leaver Dept.","2022","Asian","Medway","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Merton, Kingston upon Thames and Sutton","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Mid Lancashire","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Monmouthshire and Newport","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Nottingham","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Oxfordshire CC","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Powys","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Redbridge and Waltham Forest","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Sandwell","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Sefton","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Sheffield","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Solihull","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South Hampshire","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Southampton","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Staffordshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Swansea","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Swindon","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Torbay","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Tower Hamlets","London","65","[c]","37380","34080"
"Leaver Dept.","2022","Asian","Tyneside","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Walsall","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wandsworth","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Warrington","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Warwickshire CC","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Essex","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Surrey","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Sussex (North East)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Westminster","London","545","[c]","41740","36100"
"Leaver Dept.","2022","Asian","Wiltshire","Outside London","55","[c]","32910","28870"
"Leaver Dept.","2022","Asian","Wirral","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wolverhampton","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","York","Outside London","10","[c]","[c]","[c]"
