"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Unknown","Property","Other","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Property","Property","45","40","26400","19030"
"In post","2022","65+","Unknown","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Security","Security","25","20","[c]","[c]"
"In post","2022","65+","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Finance","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Medicine","15","10","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Operational Delivery","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Other","95","90","29050","24500"
"In post","2022","65+","Unknown","Unknown","Policy","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Science and Engineering","15","15","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Unknown","85","70","38400","31540"
"In post","2022","Unknown","Declared disabled","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared disabled","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Debt","Other","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","Operational Delivery","10","10","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Declared non-disabled","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Operational Delivery","55","[c]","21250","21260"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Declared non-disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Operational Delivery","35","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Communications","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Debt","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Operational Delivery","405","[c]","24450","22390"
"Leaver CS","2022","20-29","Declared disabled","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Policy","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Science and Engineering","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared disabled","Unknown","Unknown","90","[c]","25630","21260"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Economics","65","[c]","29260","27230"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Operational Research","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Statistics","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Commercial","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","Communications","50","[c]","32640","33300"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Debt","Other","30","[c]","21920","21260"
"Leaver CS","2022","20-29","Declared non-disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","120","[c]","30010","27070"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Finance","45","[c]","28940","26780"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Grants Management","Operational Delivery","45","[c]","21910","21300"
"Leaver CS","2022","20-29","Declared non-disabled","Human Resources","Human Resources","55","[c]","29030","26800"
"Leaver CS","2022","20-29","Declared non-disabled","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Legal","Legal","35","[c]","38670","37230"
"Leaver CS","2022","20-29","Declared non-disabled","Legal","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","Legal","Other","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Knowledge and Information Management","40","[c]","28460","28590"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Declared non-disabled","No function","Operational Delivery","2890","[c]","24940","23390"
