"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Policy","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SEO/HEO","Heterosexual / straight","35","[c]","38000","39250"
"Leaver CS","2022","40-49","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","G6/G7","Heterosexual / straight","40","[c]","57240","53220"
"Leaver CS","2022","40-49","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","SEO/HEO","Heterosexual / straight","80","[c]","38530","39310"
"Leaver CS","2022","40-49","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA/AO","Heterosexual / straight","35","[c]","28250","25000"
"Leaver CS","2022","40-49","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","Heterosexual / straight","50","[c]","21680","21260"
"Leaver CS","2022","40-49","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA/AO","Unknown","375","[c]","22330","21260"
"Leaver CS","2022","40-49","Unknown","EO","Heterosexual / straight","60","[c]","28320","27570"
"Leaver CS","2022","40-49","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","EO","Unknown","175","[c]","28520","27570"
"Leaver CS","2022","40-49","Unknown","G6/G7","Heterosexual / straight","55","[c]","61800","59550"
"Leaver CS","2022","40-49","Unknown","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","G6/G7","Unknown","80","[c]","66900","64500"
"Leaver CS","2022","40-49","Unknown","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Heterosexual / straight","55","[c]","39670","39660"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","SEO/HEO","Unknown","115","[c]","38480","38580"
"Leaver CS","2022","40-49","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","G6/G7","Heterosexual / straight","45","[c]","59820","58520"
"Leaver CS","2022","50-59","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","55","[c]","41040","40550"
"Leaver CS","2022","50-59","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
