"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","West Midlands (England)","Walsall","Outside London","15","[c]","22520","21260"
"New entrant CS","2022","30-39","West Midlands (England)","Warwickshire CC","Outside London","55","[c]","27100","27570"
"New entrant CS","2022","30-39","West Midlands (England)","Wolverhampton","Outside London","65","[c]","30700","27570"
"New entrant CS","2022","30-39","West Midlands (England)","Worcestershire CC","Outside London","90","[c]","26340","23140"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","100","[c]","25630","23170"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Bradford","Outside London","155","[c]","24320","21260"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","40","[c]","27230","27570"
"New entrant CS","2022","30-39","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","50","[c]","27190","23140"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","60","[c]","25060","23170"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Leeds","Outside London","600","[c]","32940","28000"
"New entrant CS","2022","30-39","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","20","[c]","28260","24880"
"New entrant CS","2022","30-39","Yorkshire and The Humber","North Yorkshire CC","Outside London","35","[c]","29950","26310"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Sheffield","Outside London","200","[c]","33920","29360"
"New entrant CS","2022","30-39","Yorkshire and The Humber","Wakefield","Outside London","60","[c]","25500","24090"
"New entrant CS","2022","30-39","Yorkshire and The Humber","York","Outside London","115","[c]","34390","30280"
"New entrant CS","2022","40-49","East Midlands (England)","Derby","Outside London","50","[c]","26740","24780"
"New entrant CS","2022","40-49","East Midlands (England)","East Derbyshire","Outside London","15","[c]","32520","27880"
"New entrant CS","2022","40-49","East Midlands (England)","Leicester","Outside London","70","[c]","26310","23170"
"New entrant CS","2022","40-49","East Midlands (England)","Leicestershire CC and Rutland","Outside London","40","[c]","30060","23160"
"New entrant CS","2022","40-49","East Midlands (England)","Lincolnshire CC","Outside London","80","[c]","31200","27570"
"New entrant CS","2022","40-49","East Midlands (England)","North Northamptonshire","Outside London","25","[c]","25360","21680"
"New entrant CS","2022","40-49","East Midlands (England)","North Nottinghamshire","Outside London","45","[c]","27810","26310"
"New entrant CS","2022","40-49","East Midlands (England)","Nottingham","Outside London","245","[c]","29310","26590"
"New entrant CS","2022","40-49","East Midlands (England)","South and West Derbyshire","Outside London","25","[c]","30510","27370"
"New entrant CS","2022","40-49","East Midlands (England)","South Nottinghamshire","Outside London","30","[c]","33380","29690"
"New entrant CS","2022","40-49","East Midlands (England)","West Northamptonshire","Outside London","35","[c]","29160","27570"
"New entrant CS","2022","40-49","East of England","Bedford","Outside London","30","[c]","30000","28140"
"New entrant CS","2022","40-49","East of England","Breckland and South Norfolk","Outside London","15","[c]","31300","23140"
"New entrant CS","2022","40-49","East of England","Cambridgeshire CC","Outside London","80","[c]","31100","26350"
"New entrant CS","2022","40-49","East of England","Central Bedfordshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","East of England","Essex Haven Gateway","Outside London","30","[c]","37000","28200"
"New entrant CS","2022","40-49","East of England","Essex Thames Gateway","Outside London","30","[c]","26930","24250"
"New entrant CS","2022","40-49","East of England","Heart of Essex","Outside London","50","[c]","30020","26140"
"New entrant CS","2022","40-49","East of England","Hertfordshire CC","Outside London","80","[c]","32880","29290"
"New entrant CS","2022","40-49","East of England","Luton","Outside London","15","[c]","28040","27570"
"New entrant CS","2022","40-49","East of England","North and West Norfolk","Outside London","25","[c]","24180","23140"
"New entrant CS","2022","40-49","East of England","Norwich and East Norfolk","Outside London","75","[c]","30260","27570"
"New entrant CS","2022","40-49","East of England","Peterborough","Outside London","35","[c]","28170","27130"
"New entrant CS","2022","40-49","East of England","Southend-on-Sea","Outside London","25","[c]","29840","29290"
"New entrant CS","2022","40-49","East of England","Suffolk CC","Outside London","100","[c]","30130","26440"
"New entrant CS","2022","40-49","East of England","Thurrock","Outside London","10","[c]","24510","24570"
"New entrant CS","2022","40-49","East of England","West Essex","Outside London","10","[c]","31140","29290"
"New entrant CS","2022","40-49","London","Barking & Dagenham and Havering","London","20","[c]","37280","31060"
"New entrant CS","2022","40-49","London","Barnet","London","55","[c]","37110","31060"
"New entrant CS","2022","40-49","London","Bexley and Greenwich","London","45","[c]","30960","30460"
"New entrant CS","2022","40-49","London","Brent","London","10","[c]","34930","31060"
"New entrant CS","2022","40-49","London","Bromley","London","25","[c]","33980","31060"
"New entrant CS","2022","40-49","London","Camden and City of London","London","45","[c]","44170","34260"
"New entrant CS","2022","40-49","London","Croydon","London","145","[c]","40080","36580"
"New entrant CS","2022","40-49","London","Ealing","London","20","[c]","33880","31060"
"New entrant CS","2022","40-49","London","Enfield","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","London","Hackney and Newham","London","70","[c]","36610","34090"
"New entrant CS","2022","40-49","London","Haringey and Islington","London","60","[c]","33950","31060"
"New entrant CS","2022","40-49","London","Harrow and Hillingdon","London","35","[c]","29830","28650"
"New entrant CS","2022","40-49","London","Hounslow and Richmond upon Thames","London","70","[c]","32400","28650"
"New entrant CS","2022","40-49","London","Kensington & Chelsea and Hammersmith & Fulham","London","30","[c]","30440","30520"
"New entrant CS","2022","40-49","London","Lambeth","London","150","[c]","45200","40070"
"New entrant CS","2022","40-49","London","Lewisham and Southwark","London","65","[c]","41300","38340"
"New entrant CS","2022","40-49","London","Merton, Kingston upon Thames and Sutton","London","25","[c]","35700","31060"
"New entrant CS","2022","40-49","London","Redbridge and Waltham Forest","London","35","[c]","29580","27510"
"New entrant CS","2022","40-49","London","Tower Hamlets","London","125","[c]","53050","46250"
"New entrant CS","2022","40-49","London","Wandsworth","London","25","[c]","30280","30520"
"New entrant CS","2022","40-49","London","Westminster","London","780","[c]","48500","45300"
"New entrant CS","2022","40-49","North East (England)","Darlington","Outside London","55","[c]","35230","30710"
"New entrant CS","2022","40-49","North East (England)","Durham","Outside London","95","[c]","25610","23140"
"New entrant CS","2022","40-49","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","50","[c]","27670","27570"
"New entrant CS","2022","40-49","North East (England)","Northumberland","Outside London","20","[c]","33590","28200"
"New entrant CS","2022","40-49","North East (England)","South Teesside","Outside London","30","[c]","29420","27570"
"New entrant CS","2022","40-49","North East (England)","Sunderland","Outside London","70","[c]","24650","21260"
"New entrant CS","2022","40-49","North East (England)","Tyneside","Outside London","415","[c]","28890","26310"
"New entrant CS","2022","40-49","North West (England)","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","North West (England)","Blackpool","Outside London","110","[c]","28150","27570"
"New entrant CS","2022","40-49","North West (England)","Cheshire East","Outside London","30","[c]","29070","24800"
"New entrant CS","2022","40-49","North West (England)","Cheshire West and Chester","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","North West (England)","Chorley and West Lancashire","Outside London","25","[c]","25480","23140"
"New entrant CS","2022","40-49","North West (England)","East Cumbria","Outside London","35","[c]","30280","27570"
"New entrant CS","2022","40-49","North West (England)","East Lancashire","Outside London","20","[c]","29680","27440"
"New entrant CS","2022","40-49","North West (England)","East Merseyside","Outside London","40","[c]","31110","27570"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester North East","Outside London","25","[c]","27090","25350"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester North West","Outside London","55","[c]","27540","26390"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester South East","Outside London","20","[c]","30280","27570"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester South West","Outside London","200","[c]","31360","26590"
"New entrant CS","2022","40-49","North West (England)","Lancaster and Wyre","Outside London","20","[c]","27030","23140"
"New entrant CS","2022","40-49","North West (England)","Liverpool","Outside London","240","[c]","28420","25480"
"New entrant CS","2022","40-49","North West (England)","Manchester","Outside London","225","[c]","36260","32880"
"New entrant CS","2022","40-49","North West (England)","Mid Lancashire","Outside London","85","[c]","29250","23170"
"New entrant CS","2022","40-49","North West (England)","Sefton","Outside London","115","[c]","29350","27570"
"New entrant CS","2022","40-49","North West (England)","Warrington","Outside London","45","[c]","33800","29180"
"New entrant CS","2022","40-49","North West (England)","West Cumbria","Outside London","45","[c]","26440","21300"
"New entrant CS","2022","40-49","North West (England)","Wirral","Outside London","60","[c]","27190","22510"
"New entrant CS","2022","40-49","Northern Ireland","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Ards and North Down","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Belfast","Outside London","90","[c]","30630","26590"
"New entrant CS","2022","40-49","Northern Ireland","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Lisburn and Castlereagh","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Overseas","Overseas","15","[c]","39940","39030"
"New entrant CS","2022","40-49","Scotland","Aberdeen City and Aberdeenshire","Outside London","50","[c]","33430","27570"
"New entrant CS","2022","40-49","Scotland","Angus and Dundee City","Outside London","155","[c]","26270","27230"
"New entrant CS","2022","40-49","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","City of Edinburgh","Outside London","355","[c]","37240","33070"
"New entrant CS","2022","40-49","Scotland","Clackmannanshire and Fife","Outside London","20","[c]","26070","26680"
"New entrant CS","2022","40-49","Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","25","[c]","25960","27230"
"New entrant CS","2022","40-49","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","35","[c]","27300","26130"
"New entrant CS","2022","40-49","Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
