"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Unknown","Scotland","West Central Scotland","60","60","41750","39660"
"In post","2022","Undeclared","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2022","Undeclared","Unknown","Yorkshire and The Humber","North Yorkshire","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","East of England","East Anglia","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","London","Inner London - East","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","London","Inner London - West","170","165","47600","42000"
"In post","2022","Unknown","Commercial","London","Outer London - South","20","20","[c]","[c]"
"In post","2022","Unknown","Commercial","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Unknown","Commercial","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","North West (England)","Greater Manchester","25","20","[c]","[c]"
"In post","2022","Unknown","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","North West (England)","Merseyside","35","35","33080","30940"
"In post","2022","Unknown","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Scotland","Eastern Scotland","40","40","29580","26900"
"In post","2022","Unknown","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Scotland","Southern Scotland","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","South West (England)","Devon","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2022","Unknown","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","115","110","35930","33000"
"In post","2022","Unknown","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Wales","East Wales","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Unknown","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Unknown","Commercial","West Midlands (England)","West Midlands","20","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Yorkshire and The Humber","South Yorkshire","20","15","[c]","[c]"
"In post","2022","Unknown","Commercial","Yorkshire and The Humber","West Yorkshire","50","45","44080","37380"
"In post","2022","Unknown","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","London","Inner London - East","20","20","[c]","[c]"
"In post","2022","Unknown","Communications","London","Inner London - West","485","475","45690","41750"
"In post","2022","Unknown","Communications","London","Outer London - South","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Wales","East Wales","30","25","[c]","[c]"
"In post","2022","Unknown","Communications","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Communications","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Unknown","Communications","Yorkshire and The Humber","West Yorkshire","20","20","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","London","Inner London - West","5","5","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","East of England","Essex","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Inner London - East","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Inner London - West","65","60","48160","40880"
"In post","2022","Unknown","Counter Fraud","London","Outer London - East and North East","30","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Outer London - South","10","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","25","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","North West (England)","Greater Manchester","25","20","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Scotland","Southern Scotland","10","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South East (England)","Kent","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Wales","East Wales","15","15","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Wales","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","West Midlands (England)","West Midlands","30","30","31240","31850"
"In post","2022","Unknown","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Yorkshire and The Humber","West Yorkshire","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","45","45","36320","33080"
"In post","2022","Unknown","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","East of England","East Anglia","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","East of England","Essex","50","45","35480","33370"
"In post","2022","Unknown","Digital, Data and Technology","London","Inner London - East","95","95","51090","47590"
"In post","2022","Unknown","Digital, Data and Technology","London","Inner London - West","380","380","48170","44500"
"In post","2022","Unknown","Digital, Data and Technology","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","London","Outer London - South","230","230","47020","41950"
"In post","2022","Unknown","Digital, Data and Technology","London","Outer London - West and North West","40","40","40880","38050"
"In post","2022","Unknown","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","295","295","41300","38080"
"In post","2022","Unknown","Digital, Data and Technology","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","North West (England)","Cheshire","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","North West (England)","Greater Manchester","205","200","42790","37450"
"In post","2022","Unknown","Digital, Data and Technology","North West (England)","Lancashire","70","65","42290","39540"
"In post","2022","Unknown","Digital, Data and Technology","North West (England)","Merseyside","65","65","36610","33220"
"In post","2022","Unknown","Digital, Data and Technology","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Scotland","Eastern Scotland","105","105","37480","33190"
"In post","2022","Unknown","Digital, Data and Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Scotland","Southern Scotland","85","85","40090","38500"
"In post","2022","Unknown","Digital, Data and Technology","Scotland","West Central Scotland","25","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","25","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","60","60","38840","36460"
"In post","2022","Unknown","Digital, Data and Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","35","30","43260","40180"
"In post","2022","Unknown","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","South West (England)","Devon","125","125","34400","33300"
"In post","2022","Unknown","Digital, Data and Technology","South West (England)","Dorset and Somerset","55","55","39680","38290"
"In post","2022","Unknown","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","135","135","38200","36890"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Wales","East Wales","200","195","39680","36840"
"In post","2022","Unknown","Digital, Data and Technology","Wales","West Wales and The Valleys","135","135","40110","38230"
"In post","2022","Unknown","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","45","45","43700","40520"
"In post","2022","Unknown","Digital, Data and Technology","West Midlands (England)","West Midlands","110","110","39130","36350"
"In post","2022","Unknown","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","110","105","47630","50430"
"In post","2022","Unknown","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","110","110","41880","39810"
"In post","2022","Unknown","Economics","London","Inner London - East","25","25","[c]","[c]"
"In post","2022","Unknown","Economics","London","Inner London - West","225","220","43830","37750"
"In post","2022","Unknown","Economics","London","Outer London - South","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Economics","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Wales","East Wales","25","25","[c]","[c]"
"In post","2022","Unknown","Economics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","East of England","East Anglia","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","East of England","Essex","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","London","Inner London - East","60","60","43650","41750"
"In post","2022","Unknown","Finance","London","Inner London - West","280","275","48800","43430"
"In post","2022","Unknown","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","London","Outer London - South","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","North East (England)","Northumberland, and Tyne and Wear","50","50","38600","35240"
"In post","2022","Unknown","Finance","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","North West (England)","Greater Manchester","35","35","40140","36500"
"In post","2022","Unknown","Finance","North West (England)","Lancashire","15","15","[c]","[c]"
"In post","2022","Unknown","Finance","North West (England)","Merseyside","25","25","[c]","[c]"
"In post","2022","Unknown","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Scotland","Eastern Scotland","55","55","35700","35000"
"In post","2022","Unknown","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Scotland","Southern Scotland","30","30","35500","33930"
"In post","2022","Unknown","Finance","Scotland","West Central Scotland","50","40","24690","21250"
"In post","2022","Unknown","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","35","35","35080","35000"
"In post","2022","Unknown","Finance","South East (England)","Hampshire and Isle of Wight","45","45","37400","33300"
"In post","2022","Unknown","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","South East (England)","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","South West (England)","Devon","10","5","[c]","[c]"
"In post","2022","Unknown","Finance","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Unknown","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","36200","33000"
"In post","2022","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Wales","East Wales","30","30","34250","27830"
"In post","2022","Unknown","Finance","Wales","West Wales and The Valleys","35","35","39010","36760"
"In post","2022","Unknown","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","West Midlands (England)","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2022","Unknown","Finance","West Midlands (England)","West Midlands","50","50","36660","36270"
"In post","2022","Unknown","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Unknown","Finance","Yorkshire and The Humber","South Yorkshire","25","20","[c]","[c]"
"In post","2022","Unknown","Finance","Yorkshire and The Humber","West Yorkshire","125","120","37670","35900"
"In post","2022","Unknown","Geography","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","South West (England)","Dorset and Somerset","120","115","30670","29290"
"In post","2022","Unknown","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","East of England","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","East of England","East Anglia","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","Inner London - East","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","Inner London - West","200","195","42980","37930"
"In post","2022","Unknown","Human Resources","London","Outer London - South","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","North East (England)","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","North West (England)","Cheshire","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","North West (England)","Greater Manchester","40","40","38570","33220"
"In post","2022","Unknown","Human Resources","North West (England)","Lancashire","20","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","North West (England)","Merseyside","35","30","31550","29650"
"In post","2022","Unknown","Human Resources","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Scotland","Eastern Scotland","35","35","32580","28030"
"In post","2022","Unknown","Human Resources","Scotland","Southern Scotland","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","Scotland","West Central Scotland","25","25","[c]","[c]"
"In post","2022","Unknown","Human Resources","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Unknown","Human Resources","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","South West (England)","Devon","10","5","[c]","[c]"
"In post","2022","Unknown","Human Resources","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","65","60","31670","27780"
"In post","2022","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Wales","East Wales","40","35","30970","25000"
"In post","2022","Unknown","Human Resources","Wales","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2022","Unknown","Human Resources","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","West Midlands (England)","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2022","Unknown","Human Resources","West Midlands (England)","West Midlands","20","20","[c]","[c]"
