"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Operational Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","London","Inner London - East","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","London","Outer London - East and North East","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","London","Outer London - West and North West","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North West (England)","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","West Midlands (England)","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Delivery","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Operational Research","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","London","Inner London - East","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Planning Inspectors","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Policy","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Project Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
