"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","SEO/HEO","50","50","37290","34290"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","65","60","29300","28200"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","65","60","22960","21320"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","270","250","24830","25820"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","175","175","56380","54640"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","685","655","36260","36360"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","190","180","37410","34010"
"In post","2022","Declared disabled","Bedford","AA/AO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Bedford","EO","35","30","27690","27570"
"In post","2022","Declared disabled","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Belfast","AA/AO","80","70","21560","21250"
"In post","2022","Declared disabled","Belfast","EO","70","65","26980","26820"
"In post","2022","Declared disabled","Belfast","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","SEO/HEO","90","85","35210","33370"
"In post","2022","Declared disabled","Berkshire","AA/AO","95","85","26870","25110"
"In post","2022","Declared disabled","Berkshire","EO","100","90","30320","29290"
"In post","2022","Declared disabled","Berkshire","G6/G7","30","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","SEO/HEO","65","65","37800","38040"
"In post","2022","Declared disabled","Berkshire","Unknown","45","45","29460","25900"
"In post","2022","Declared disabled","Bexley and Greenwich","AA/AO","75","70","27520","25110"
"In post","2022","Declared disabled","Bexley and Greenwich","EO","80","75","31920","31060"
"In post","2022","Declared disabled","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","AA/AO","405","365","21630","21250"
"In post","2022","Declared disabled","Birmingham","EO","455","405","27070","27570"
"In post","2022","Declared disabled","Birmingham","G6/G7","115","110","56720","55210"
"In post","2022","Declared disabled","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","SEO/HEO","360","345","35520","33370"
"In post","2022","Declared disabled","Birmingham","Unknown","120","110","30030","28200"
"In post","2022","Declared disabled","Blackburn with Darwen","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","EO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","AA/AO","335","295","21110","21260"
"In post","2022","Declared disabled","Blackpool","EO","280","250","27500","27570"
"In post","2022","Declared disabled","Blackpool","G6/G7","60","55","54310","49170"
"In post","2022","Declared disabled","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","SEO/HEO","155","145","34660","34290"
"In post","2022","Declared disabled","Blackpool","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","AA/AO","40","35","20690","20970"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","EO","65","55","27060","27570"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bradford","AA/AO","165","130","21250","21260"
"In post","2022","Declared disabled","Bradford","EO","100","85","27420","27570"
"In post","2022","Declared disabled","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Unknown","40","35","31640","30210"
"In post","2022","Declared disabled","Breckland and South Norfolk","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","EO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","AA/AO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Brent","EO","35","30","30550","31060"
"In post","2022","Declared disabled","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","AA/AO","35","30","21110","21260"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","EO","45","40","27650","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","EO","50","45","27560","27570"
"In post","2022","Declared disabled","Brighton and Hove","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","AA/AO","180","160","21680","21260"
"In post","2022","Declared disabled","Bristol, City of","EO","185","165","27160","27570"
"In post","2022","Declared disabled","Bristol, City of","G6/G7","105","100","55090","55210"
"In post","2022","Declared disabled","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","SEO/HEO","240","225","35840","35900"
"In post","2022","Declared disabled","Bristol, City of","Unknown","45","40","29810","28440"
"In post","2022","Declared disabled","Bromley","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bromley","EO","40","40","31200","31060"
"In post","2022","Declared disabled","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bromley","Unknown","30","30","35620","32090"
"In post","2022","Declared disabled","Buckinghamshire","AA/AO","60","55","25290","23380"
"In post","2022","Declared disabled","Buckinghamshire","EO","65","60","28450","27570"
"In post","2022","Declared disabled","Buckinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","SEO/HEO","45","45","37920","35300"
"In post","2022","Declared disabled","Buckinghamshire","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","AA/AO","35","25","20990","21260"
"In post","2022","Declared disabled","Calderdale and Kirklees","EO","110","95","27410","27570"
"In post","2022","Declared disabled","Calderdale and Kirklees","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","Unknown","35","35","29210","28200"
"In post","2022","Declared disabled","Cambridgeshire CC","AA/AO","110","100","25770","21860"
"In post","2022","Declared disabled","Cambridgeshire CC","EO","100","95","28250","27570"
"In post","2022","Declared disabled","Cambridgeshire CC","G6/G7","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","SEO/HEO","125","120","37420","34000"
"In post","2022","Declared disabled","Cambridgeshire CC","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","AA/AO","85","80","23730","23720"
"In post","2022","Declared disabled","Camden and City of London","EO","55","55","30360","30080"
"In post","2022","Declared disabled","Camden and City of London","G6/G7","30","25","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","SEO/HEO","30","30","38900","38000"
"In post","2022","Declared disabled","Camden and City of London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","AA/AO","315","280","21890","21260"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","EO","295","275","27300","26820"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","G6/G7","120","115","59190","58040"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","SCS level","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","SEO/HEO","295","280","36890","35010"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","50","45","30670","30210"
"In post","2022","Declared disabled","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","AA/AO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","AA/AO","70","65","22430","21170"
"In post","2022","Declared disabled","Central Hampshire","EO","80","80","27020","26670"
"In post","2022","Declared disabled","Central Hampshire","G6/G7","45","45","53820","53500"
"In post","2022","Declared disabled","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","SEO/HEO","160","150","36290","34900"
"In post","2022","Declared disabled","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","AA/AO","90","85","21370","21260"
"In post","2022","Declared disabled","Central Valleys","EO","160","145","27490","27570"
"In post","2022","Declared disabled","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","SEO/HEO","55","50","37560","38160"
"In post","2022","Declared disabled","Central Valleys","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","AA/AO","30","30","23040","21300"
"In post","2022","Declared disabled","Cheshire East","EO","50","45","27660","27570"
"In post","2022","Declared disabled","Cheshire East","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","EO","50","45","27240","27570"
"In post","2022","Declared disabled","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","AA/AO","65","60","26120","25700"
"In post","2022","Declared disabled","Chorley and West Lancashire","EO","35","30","28460","27570"
"In post","2022","Declared disabled","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","City of Edinburgh","AA/AO","275","255","23150","23230"
"In post","2022","Declared disabled","City of Edinburgh","EO","290","270","29340","28990"
"In post","2022","Declared disabled","City of Edinburgh","G6/G7","205","195","61300","62170"
"In post","2022","Declared disabled","City of Edinburgh","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","City of Edinburgh","SEO/HEO","440","425","38970","37960"
"In post","2022","Declared disabled","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","AA/AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","EO","90","80","29420","27570"
"In post","2022","Declared disabled","Clackmannanshire and Fife","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","SEO/HEO","30","30","36990","34290"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","EO","30","30","27700","27570"
"In post","2022","Declared disabled","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","105","90","21090","21260"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","80","75","27420","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","30","30","35140","33410"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Coventry","AA/AO","40","30","21370","21260"
"In post","2022","Declared disabled","Coventry","EO","80","65","26850","27130"
"In post","2022","Declared disabled","Coventry","G6/G7","45","45","52810","50440"
"In post","2022","Declared disabled","Coventry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Coventry","SEO/HEO","95","90","33970","33840"
"In post","2022","Declared disabled","Coventry","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Croydon","AA/AO","175","155","25170","25630"
"In post","2022","Declared disabled","Croydon","EO","295","270","29980","29370"
"In post","2022","Declared disabled","Croydon","G6/G7","145","140","65080","62120"
"In post","2022","Declared disabled","Croydon","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Croydon","SEO/HEO","385","365","40020","39000"
"In post","2022","Declared disabled","Croydon","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Darlington","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Darlington","EO","30","25","26460","26060"
"In post","2022","Declared disabled","Darlington","G6/G7","30","30","[c]","[c]"
"In post","2022","Declared disabled","Darlington","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Darlington","SEO/HEO","65","65","33620","33140"
"In post","2022","Declared disabled","Darlington","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Derby","AA/AO","85","75","21060","21260"
"In post","2022","Declared disabled","Derby","EO","45","40","27840","27570"
"In post","2022","Declared disabled","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derby","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derby","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Derby","Unknown","35","35","30440","28200"
"In post","2022","Declared disabled","Derry City and Strabane","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derry City and Strabane","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon CC","AA/AO","240","200","22060","21260"
"In post","2022","Declared disabled","Devon CC","EO","185","165","27670","27570"
"In post","2022","Declared disabled","Devon CC","G6/G7","40","40","55230","50510"
"In post","2022","Declared disabled","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon CC","SEO/HEO","130","125","36850","36160"
"In post","2022","Declared disabled","Devon CC","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Dorset","AA/AO","100","95","24100","22600"
"In post","2022","Declared disabled","Dorset","EO","75","65","28420","27570"
"In post","2022","Declared disabled","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset","SEO/HEO","65","65","38680","36460"
"In post","2022","Declared disabled","Dorset","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dudley","AA/AO","80","70","21070","21260"
"In post","2022","Declared disabled","Dudley","EO","65","55","27310","27570"
"In post","2022","Declared disabled","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dudley","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dudley","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Durham","AA/AO","305","260","22720","21680"
"In post","2022","Declared disabled","Durham","EO","185","165","27370","27570"
"In post","2022","Declared disabled","Durham","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Durham","SEO/HEO","70","70","36190","33840"
"In post","2022","Declared disabled","Durham","Unknown","30","30","[c]","[c]"
"In post","2022","Declared disabled","Ealing","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ealing","EO","55","50","31200","31060"
"In post","2022","Declared disabled","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ealing","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ealing","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","AA/AO","35","30","21930","21260"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","EO","55","45","26570","27570"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","AA/AO","35","30","21030","21300"
"In post","2022","Declared disabled","East Cumbria","EO","35","35","26350","26520"
"In post","2022","Declared disabled","East Cumbria","G6/G7","10","5","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","AA/AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","EO","40","35","27210","27570"
"In post","2022","Declared disabled","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","75","65","25550","21260"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","60","55","31050","27570"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Kent","AA/AO","140","130","23430","24250"
"In post","2022","Declared disabled","East Kent","EO","220","200","28310","28560"
"In post","2022","Declared disabled","East Kent","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Kent","SEO/HEO","75","70","35900","35120"
"In post","2022","Declared disabled","East Kent","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","EO","50","50","27480","27570"
"In post","2022","Declared disabled","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Lothian and Midlothian","EO","25","20","[c]","[c]"
