"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Communications","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Digital, Data and Technology","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Digital, Data and Technology","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Operational Delivery","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Operational Delivery","SEO/HEO","50","45","35430","36500"
"In post","2022","Undeclared","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Policy","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Policy","G6/G7","45","45","56810","54400"
"In post","2022","Undeclared","Department for Education","Policy","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Policy","SEO/HEO","60","60","35360","36500"
"In post","2022","Undeclared","Department for Education","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Property","G6/G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","30","30","52060","49820"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","45","40","21540","21300"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","50","45","25970","25320"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","55","50","33750","32160"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Policy","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Policy","G6/G7","50","45","54730","52610"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","85","80","35330","35900"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Property","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Property","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","International Trade","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Policy","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Policy","G6/G7","35","35","56890","53760"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","45","40","35420","34550"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Commercial","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Commercial","SEO/HEO","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Digital, Data and Technology","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Digital, Data and Technology","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Digital, Data and Technology","SEO/HEO","70","65","42090","41140"
"In post","2022","Undeclared","Department for Transport","Economics","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Finance","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Operational Delivery","AA/AO","330","290","21770","21840"
"In post","2022","Undeclared","Department for Transport","Operational Delivery","EO","185","175","28090","26780"
"In post","2022","Undeclared","Department for Transport","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Operational Delivery","SEO/HEO","65","65","37750","36040"
"In post","2022","Undeclared","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Policy","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Policy","G6/G7","45","45","58110","54760"
"In post","2022","Undeclared","Department for Transport","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Policy","SEO/HEO","65","60","37390","37660"
"In post","2022","Undeclared","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Project Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Science and Engineering","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Security","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Unknown","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Unknown","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Transport","Unknown","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Commercial","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Counter Fraud","AA/AO","50","40","22860","22950"
"In post","2022","Undeclared","Department for Work and Pensions","Counter Fraud","EO","165","150","28270","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Counter Fraud","SEO/HEO","40","40","34140","33270"
"In post","2022","Undeclared","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Digital, Data and Technology","EO","45","40","28270","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Digital, Data and Technology","G6/G7","60","60","61580","59590"
"In post","2022","Undeclared","Department for Work and Pensions","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","100","100","37680","36790"
"In post","2022","Undeclared","Department for Work and Pensions","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Finance","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Finance","SEO/HEO","40","35","36730","35310"
"In post","2022","Undeclared","Department for Work and Pensions","Human Resources","EO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Operational Delivery","AA/AO","1075","960","21350","21260"
"In post","2022","Undeclared","Department for Work and Pensions","Operational Delivery","EO","1800","1665","28090","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Operational Delivery","G6/G7","40","40","62650","53690"
"In post","2022","Undeclared","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Operational Delivery","SEO/HEO","175","170","38290","35310"
"In post","2022","Undeclared","Department for Work and Pensions","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Other","AA/AO","160","145","21300","21260"
"In post","2022","Undeclared","Department for Work and Pensions","Other","EO","175","165","28020","27570"
"In post","2022","Undeclared","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Other","SEO/HEO","30","30","33700","32590"
"In post","2022","Undeclared","Department for Work and Pensions","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Policy","G6/G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Policy","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Project Delivery","AA/AO","15","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Project Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Property","G6/G7","[c]","[c]","[c]","[c]"
