"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Department for Work and Pensions","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Science and Engineering","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department for Work and Pensions","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Medicine","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Operational Delivery","EO","10","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Operational Delivery","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Science and Engineering","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Department of Health and Social Care","Science and Engineering","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Counter Fraud","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Operational Delivery","EO","65","60","27110","26750"
"In post","2022","Undeclared","Food Standards Agency","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Operational Delivery","SEO/HEO","35","35","34150","31500"
"In post","2022","Undeclared","Food Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Policy","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Policy","SEO/HEO","50","45","35890","37350"
"In post","2022","Undeclared","Food Standards Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Science and Engineering","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Food Standards Agency","Veterinarian","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Foreign, Commonwealth and Development Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
