"Status","Year","Function_of_post","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Companies House","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","London","Heterosexual / straight","100","95","62330","56360"
"In post","2022","Analysis","Competition and Markets Authority","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Electronics and Components Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South East (England)","Heterosexual / straight","85","80","40440","38110"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South East (England)","Unknown","280","270","42450","47010"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","South West (England)","Unknown","90","85","37840","38070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","190","185","43810","37470"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","105","105","49130","55730"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","Heterosexual / straight","50","45","48750","46030"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","50","45","45750","44300"
"In post","2022","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Heterosexual / straight","175","170","45200","42220"
"In post","2022","Analysis","Department for International Trade","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","London","Unknown","50","50","41150","32730"
"In post","2022","Analysis","Department for International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","165","160","48500","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","Heterosexual / straight","205","200","49050","54110"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","London","Unknown","60","60","43530","39670"
"In post","2022","Analysis","Department for Transport (excl. agencies)","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","195","185","46400","38500"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","Heterosexual / straight","80","75","40650","36320"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","Heterosexual / straight","35","35","31450","31990"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","155","140","43930","37380"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Unknown","40","35","40840","37720"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","175","170","52970","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","Undeclared","110","105","51530","53360"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","65","65","48470","50620"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
