"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","Outside London","80","70","35210","27260"
"In post","2022","Attorney General's Departments","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","Outside London","35","30","40170","34480"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Outside London","225","210","40350","38180"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","Outside London","80","75","40300","38180"
"In post","2022","Attorney General's Departments","East Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","80","70","39670","38270"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","Outside London","200","185","42070","39880"
"In post","2022","Attorney General's Departments","Essex","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","35","30","53840","53850"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","175","165","42390","48080"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","10","10","36050","34480"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","Outside London","375","345","40470","38000"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Outside London","110","105","42130","33290"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Outside London","155","145","43390","39750"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","London","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","London","15","15","31230","24590"
"In post","2022","Attorney General's Departments","Inner London - West","Camden and City of London","London","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","London","4660","4385","50300","51250"
"In post","2022","Attorney General's Departments","Kent","East Kent","Outside London","125","120","39440","30110"
"In post","2022","Attorney General's Departments","Kent","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Mid Kent","Outside London","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","Outside London","180","170","39820","38000"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","135","125","39460","38000"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","15","15","43510","48080"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","Outside London","20","15","46930","55610"
"In post","2022","Attorney General's Departments","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","Outside London","380","360","37230","30130"
"In post","2022","Attorney General's Departments","Merseyside","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","York","Outside London","170","165","41790","38180"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Outside London","255","235","39120","34480"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","London","10","10","37230","24590"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Redbridge and Waltham Forest","London","15","15","34400","24590"
"In post","2022","Attorney General's Departments","Outer London - South","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - South","Croydon","London","60","55","36280","31180"
"In post","2022","Attorney General's Departments","Outer London - South","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - West and North West","Harrow and Hillingdon","London","10","10","41060","30110"
"In post","2022","Attorney General's Departments","Outer London - West and North West","Hounslow and Richmond upon Thames","London","10","10","31270","24590"
"In post","2022","Attorney General's Departments","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","60","55","42740","48080"
"In post","2022","Attorney General's Departments","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","South Yorkshire","Sheffield","Outside London","140","125","35150","28430"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","Brighton and Hove","Outside London","125","115","41250","31560"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","West Surrey","Outside London","65","65","45130","40800"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Surrey, East and West Sussex","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Tees Valley and Durham","South Teesside","Outside London","90","80","38730","32370"
"In post","2022","Attorney General's Departments","West Midlands","Birmingham","Outside London","505","475","40340","38000"
"In post","2022","Attorney General's Departments","West Midlands","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Midlands","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Wales and The Valleys","Swansea","Outside London","80","75","41380","38180"
"In post","2022","Attorney General's Departments","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","West Yorkshire","Leeds","Outside London","460","430","42870","48080"
"In post","2022","Attorney General's Departments","West Yorkshire","Wakefield","Outside London","70","70","35890","30130"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","35","35","39550","30630"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","10","10","52830","60920"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","90","85","34410","33300"
"In post","2022","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Cumbria","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","Nottingham","Outside London","55","50","52060","49700"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Devon","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Dorset and Somerset","Dorset","Outside London","10","10","37040","33630"
"In post","2022","Cabinet Office","East Anglia","Cambridgeshire CC","Outside London","15","15","47460","33300"
"In post","2022","Cabinet Office","East Anglia","Norwich and East Norfolk","Outside London","225","215","41950","38980"
"In post","2022","Cabinet Office","East Anglia","Peterborough","Outside London","10","10","63300","68150"
"In post","2022","Cabinet Office","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Wales","Cardiff and Vale of Glamorgan","Outside London","50","45","43110","37300"
"In post","2022","Cabinet Office","East Wales","Monmouthshire and Newport","Outside London","150","150","36680","31250"
"In post","2022","Cabinet Office","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Eastern Scotland","City of Edinburgh","Outside London","30","30","35390","32000"
"In post","2022","Cabinet Office","Eastern Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","55","55340","49700"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","135","130","50770","49700"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","15","15","44730","37300"
"In post","2022","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","60","60","66690","63750"
"In post","2022","Cabinet Office","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Greater Manchester","Greater Manchester South West","Outside London","245","240","43730","37300"
"In post","2022","Cabinet Office","Greater Manchester","Manchester","Outside London","165","160","48080","49700"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","Central Hampshire","Outside London","45","40","64070","64750"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","North Hampshire","Outside London","25","25","45390","40600"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","Portsmouth","Outside London","15","15","44500","33300"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","South Hampshire","Outside London","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Hampshire and Isle of Wight","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Lewisham and Southwark","London","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Inner London - East","Tower Hamlets","London","1085","1065","52140","54700"
"In post","2022","Cabinet Office","Inner London - West","Camden and City of London","London","70","70","56280","54700"
"In post","2022","Cabinet Office","Inner London - West","Westminster","London","5405","5340","49590","40600"
"In post","2022","Cabinet Office","Kent","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Kent","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Lancashire","Blackpool","Outside London","40","35","56170","58210"
"In post","2022","Cabinet Office","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Liverpool","Outside London","470","465","40210","38330"
"In post","2022","Cabinet Office","Merseyside","Sefton","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Merseyside","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","North Yorkshire","North Yorkshire CC","Outside London","20","20","46000","45420"
"In post","2022","Cabinet Office","North Yorkshire","York","Outside London","545","520","32540","32000"
"In post","2022","Cabinet Office","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Northumberland, and Tyne and Wear","Tyneside","Outside London","460","435","29460","25550"
"In post","2022","Cabinet Office","Outer London - South","Croydon","London","20","20","62640","65320"
"In post","2022","Cabinet Office","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - West and North West","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Outer London - West and North West","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Shropshire and Staffordshire","Telford and Wrekin","Outside London","20","20","69660","64500"
"In post","2022","Cabinet Office","South Yorkshire","Sheffield","Outside London","85","80","50370","49700"
"In post","2022","Cabinet Office","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Southern Scotland","South Lanarkshire","Outside London","10","10","70310","64860"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Surrey, East and West Sussex","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Tees Valley and Durham","Darlington","Outside London","15","15","62900","62010"
"In post","2022","Cabinet Office","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Central Scotland","Glasgow City","Outside London","250","245","42310","33130"
"In post","2022","Cabinet Office","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Central Scotland","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Birmingham","Outside London","205","205","48400","38310"
"In post","2022","Cabinet Office","West Midlands","Coventry","Outside London","10","10","66610","63110"
"In post","2022","Cabinet Office","West Midlands","Solihull","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Midlands","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office","West Wales and The Valleys","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Wales and The Valleys","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","West Yorkshire","Leeds","Outside London","270","260","47800","49700"
"In post","2022","Cabinet Office","West Yorkshire","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Eastern Scotland","City of Edinburgh","Outside London","10","10","73790","69690"
"In post","2022","Chancellor's other departments","Inner London - West","Camden and City of London","London","210","195","65470","57250"
"In post","2022","Chancellor's other departments","Inner London - West","Westminster","London","145","145","53320","47940"
"In post","2022","Chancellor's other departments","Lancashire","Mid Lancashire","Outside London","20","20","43160","40290"
"In post","2022","Chancellor's other departments","Tees Valley and Durham","Durham","Outside London","20","20","47120","47870"
"In post","2022","Chancellor's other departments","West Central Scotland","Glasgow City","Outside London","15","15","42130","41310"
"In post","2022","Charity Commission","Dorset and Somerset","Somerset CC","Outside London","35","35","31780","29540"
"In post","2022","Charity Commission","East Wales","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Westminster","London","80","80","44120","37910"
"In post","2022","Charity Commission","Merseyside","Sefton","Outside London","345","325","31850","29160"
"In post","2022","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","Outside London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","Outside London","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Inner London - East","Tower Hamlets","London","795","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Belfast","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Bedford","Outside London","10","10","36430","36190"
"In post","2022","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","35","35","40870","38510"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","50","45","41240","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","45","40","37170","33130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","Nottingham","Outside London","180","170","30530","29260"
"In post","2022","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","10","10","35020","35010"
"In post","2022","Department for Business, Energy and Industrial Strategy","Devon","Devon CC","Outside London","1810","1720","40230","39650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Devon","Plymouth","Outside London","55","55","29570","27720"
"In post","2022","Department for Business, Energy and Industrial Strategy","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Anglia","Cambridgeshire CC","Outside London","25","25","37240","36770"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Anglia","Suffolk CC","Outside London","110","105","30390","29940"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Wales","Cardiff and Vale of Glamorgan","Outside London","1320","1225","31280","27070"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","East Wales","Monmouthshire and Newport","Outside London","1655","1565","37990","31300"
"In post","2022","Department for Business, Energy and Industrial Strategy","Eastern Scotland","City of Edinburgh","Outside London","160","150","30270","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Eastern Scotland","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Essex","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Essex","Southend-on-Sea","Outside London","25","25","31790","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Essex","Thurrock","Outside London","[c]","[c]","[c]","[c]"
