"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Suffolk CC","25","[c]","23290","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Sunderland","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Telford and Wrekin","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Tyneside","120","[c]","26650","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Westminster","15","[c]","48110","43430"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Communications","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Economics","Darlington","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Economics","Westminster","35","[c]","38990","26400"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Finance","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Finance","Westminster","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Human Resources","Norwich and East Norfolk","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Human Resources","Westminster","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","Darlington","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","Norwich and East Norfolk","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","Westminster","20","[c]","26080","26750"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Policy","Darlington","40","[c]","36580","29320"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Policy","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Policy","Westminster","145","[c]","31500","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Statistics","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Statistics","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","Tax","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Commercial","Croydon","10","[c]","35460","35300"
"New entrant CS","2022","Home Office","Home Office","Commercial","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Commercial","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Commercial","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Communications","Westminster","15","[c]","37050","35820"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Barnet","15","[c]","32640","28650"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Croydon","125","[c]","46830","41950"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Greater Manchester South West","50","[c]","46380","52050"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Sefton","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Sheffield","30","[c]","48200","52050"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Digital, Data and Technology","Westminster","15","[c]","49140","41950"
"New entrant CS","2022","Home Office","Home Office","Economics","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Economics","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Economics","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Economics","Westminster","25","[c]","33260","32390"
"New entrant CS","2022","Home Office","Home Office","Finance","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Finance","Greater Manchester South West","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Finance","Liverpool","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Finance","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Finance","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Croydon","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","East Kent","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Intelligence Analysis","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Knowledge and Information Management","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Ards and North Down","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Barnsley, Doncaster and Rotherham","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Bedford","10","[c]","24590","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Belfast","15","[c]","25080","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Berkshire","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Birmingham","10","[c]","28370","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Bradford","5","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Cardiff and Vale of Glamorgan","30","[c]","24170","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","City of Edinburgh","25","[c]","27060","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Croydon","135","[c]","29150","28650"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","East Kent","170","[c]","24790","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Essex Haven Gateway","15","[c]","26540","21680"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Glasgow City","95","[c]","23940","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Greater Manchester South West","35","[c]","24710","24880"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Harrow and Hillingdon","80","[c]","30410","28650"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Hertfordshire CC","10","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Hounslow and Richmond upon Thames","50","[c]","28220","28650"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","20","[c]","31230","34630"
"New entrant CS","2022","Home Office","Home Office","Operational Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
