"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Lambeth","50","45","46410","41860"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Medway","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","Warrington","40","40","42510","39800"
"In post","2022","National Crime Agency","National Crime Agency","Human Resources","West Sussex (North East)","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Legal","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Legal","Lambeth","50","50","55400","60960"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","285","275","37080","35500"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Bedford","30","25","34570","36740"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Belfast","95","90","39960","39200"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Berkshire","115","110","40760","39820"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Birmingham","385","375","37790","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Bridgend and Neath Port Talbot","65","65","39080","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Central Hampshire","65","65","37530","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Chorley and West Lancashire","70","70","37480","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Coventry","35","35","39180","37680"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Devon CC","50","45","38570","36520"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","East Kent","70","70","36980","35010"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Gloucestershire CC","10","10","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Heart of Essex","35","35","35910","34140"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Hertfordshire CC","80","75","39730","37860"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","60","55","38640","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Lambeth","1235","1210","44080","40170"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Leicestershire CC and Rutland","45","40","39260","39050"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Lincolnshire CC","10","10","39220","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Liverpool","15","15","39010","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Medway","115","115","42600","41860"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Merton, Kingston upon Thames and Sutton","90","90","41900","39840"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","North Yorkshire CC","15","15","44580","43450"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Nottingham","50","45","37990","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Overseas","130","130","63040","61850"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Sheffield","95","90","35780","34140"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","South Nottinghamshire","25","25","40210","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Staffordshire CC","40","40","37170","36830"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Suffolk CC","15","15","41460","40090"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Sunderland","100","95","37730","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Unknown","45","45","46520","47130"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Wakefield","135","135","39170","36740"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Warrington","1065","1045","36670","36410"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Operational Delivery","West Sussex (North East)","60","55","40720","39840"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","20","20","46870","45480"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Birmingham","15","15","39570","36740"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Lambeth","25","25","51250","48900"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Medway","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","Warrington","20","20","40790","36740"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Project Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Birmingham","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Lambeth","10","10","47530","46240"
"In post","2022","National Crime Agency","National Crime Agency","Property","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","Warrington","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Property","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Lambeth","30","25","35420","33090"
"In post","2022","National Crime Agency","National Crime Agency","Security","Medway","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Security","Warrington","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Economics","Camden and City of London","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Operational Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","Policy","Camden and City of London","35","35","55140","52360"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","City of Edinburgh","440","415","36460","34040"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","Dumfries and Galloway","15","10","25300","23230"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Durham","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Commercial","Westminster","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Communications","Westminster","20","20","46150","44800"
"In post","2022","National Savings and Investments","Chancellor's other departments","Counter Fraud","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","Westminster","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Finance","Westminster","25","25","49490","45860"
"In post","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Human Resources","Westminster","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Knowledge and Information Management","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Delivery","Westminster","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Operational Research","Westminster","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Glasgow City","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Other","Westminster","45","45","62600","48580"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Mid Lancashire","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Project Delivery","Westminster","10","10","52500","54100"
"In post","2022","National Savings and Investments","Chancellor's other departments","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Security","Durham","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Security","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","Belfast","10","10","44100","36720"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Communications","Westminster","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Belfast","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Economics","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","Belfast","10","10","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Human Resources","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","Westminster","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Operational Delivery","Westminster","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","Belfast","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Other","Westminster","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Belfast","45","45","42680","36720"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Policy","Westminster","50","50","53130","54270"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","Belfast","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Economics","Westminster","35","35","52020","53590"
"In post","2022","Office for Budget Responsibility","HM Treasury","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","Operational Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","Manchester","15","15","37440","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Bristol, City of","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Manchester","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","Westminster","20","15","47640","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Birmingham","10","10","44750","39660"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Bristol, City of","10","10","36140","35740"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Manchester","25","25","45950","39660"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Westminster","20","20","51320","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Manchester","25","25","39980","31850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Bristol, City of","15","15","44100","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Manchester","40","40","36680","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Barnet","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Barnsley, Doncaster and Rotherham","10","10","55190","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","69170","73000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Berkshire","10","10","65720","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Birmingham","10","10","57080","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bradford","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Breckland and South Norfolk","10","10","60230","57930"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Brighton and Hove","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Bromley","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Calderdale and Kirklees","15","15","64990","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Cambridgeshire CC","15","15","66600","73000"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Central Hampshire","15","15","63430","63430"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Cheshire East","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Cornwall and Isles of Scilly","10","10","64070","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Coventry","10","10","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Croydon","5","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Devon CC","20","20","70330","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Dorset","10","5","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Durham","15","15","65810","70500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Ealing","5","5","[c]","[c]"
