"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","Female","35","35","35870","38330"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Female","90","80","34470","28460"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Male","45","40","37870","33070"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","London","Female","140","130","46160","40400"
"In post","2022","Declared disabled","Crown Prosecution Service","London","Male","65","65","48480","53050"
"In post","2022","Declared disabled","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","Female","425","380","38760","32050"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","Male","195","190","42490","42090"
"In post","2022","Declared disabled","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","Female","425","395","33830","31600"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","Male","610","595","36810","35560"
"In post","2022","Declared disabled","Defence Equipment and Support","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","Female","110","105","38880","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","Male","140","135","40480","38070"
"In post","2022","Declared disabled","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","275","265","47760","41780"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","225","225","48400","44780"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","40","35","37180","30360"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","Female","90","85","47260","38810"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","Male","60","60","47810","41660"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","Female","130","120","48780","45250"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","Male","60","60","47470","45040"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","Female","230","215","38210","36500"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","Male","145","140","38730","36500"
"In post","2022","Declared disabled","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","165","160","44300","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","130","130","42340","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","285","270","38740","35990"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","185","185","40470","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","Female","110","110","45380","40250"
"In post","2022","Declared disabled","Department for International Trade","London","Male","90","90","45990","38200"
"In post","2022","Declared disabled","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","125","125","44540","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","110","110","44160","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","90","85","37050","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","50","50","40270","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","London","Female","90","85","47570","46710"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","London","Male","80","80","50980","51670"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Female","1080","970","33050","31060"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Male","500","480","34220","31060"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Female","9425","7955","26490","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Male","4700","4400","26870","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Female","55","50","28870","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Male","30","30","34610","27570"
"In post","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Female","110","105","43600","40650"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Male","40","40","51460","40650"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Female","45","45","43850","45940"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","Female","460","360","23180","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","Male","190","175","26880","21840"
"In post","2022","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","London","Male","35","35","31870","30780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Outside London","Female","150","135","28930","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Outside London","Male","250","230","29510","26780"
"In post","2022","Declared disabled","Driver and Vehicle Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","London","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Outside London","Female","95","90","38300","36500"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Outside London","Male","60","60","39990","37030"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education and Skills Funding Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Education Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Outside London","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Outside London","Male","40","35","33400","29320"
"In post","2022","Declared disabled","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Outside London","Female","40","35","39690","37350"
"In post","2022","Declared disabled","Food Standards Agency","Outside London","Male","50","50","34940","30280"
"In post","2022","Declared disabled","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","215","205","46080","40380"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","170","170","48140","42780"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","85","80","36310","33930"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","55","50","34800","33930"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","75","75","50300","53000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","95","95","48990","52400"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","London","Female","110","100","54850","59940"
"In post","2022","Declared disabled","Government Legal Department","London","Male","90","90","50100","51250"
"In post","2022","Declared disabled","Government Legal Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","London","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Health and Safety Executive","Outside London","Female","185","165","36160","31710"
"In post","2022","Declared disabled","Health and Safety Executive","Outside London","Male","130","125","41990","41480"
"In post","2022","Declared disabled","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","London","Female","310","285","29930","24310"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","London","Male","145","140","30670","24310"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Outside London","Female","1185","1030","24410","20970"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Outside London","Male","440","415","24230","20970"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","London","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
