"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Commercial","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","London","AO","15","[c]","22500","22640"
"New entrant CS","2022","20-29","Commercial","London","EO","30","[c]","27050","27270"
"New entrant CS","2022","20-29","Commercial","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","London","HEO","25","[c]","32820","32790"
"New entrant CS","2022","20-29","Commercial","London","SEO","30","[c]","42360","41950"
"New entrant CS","2022","20-29","Commercial","North East (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","North West (England)","EO","15","[c]","25500","25520"
"New entrant CS","2022","20-29","Commercial","North West (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South East (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South East (England)","EO","15","[c]","25140","25970"
"New entrant CS","2022","20-29","Commercial","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South West (England)","EO","45","[c]","24190","24000"
"New entrant CS","2022","20-29","Commercial","South West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South West (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","South West (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Wales","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","West Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Yorkshire and The Humber","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Yorkshire and The Humber","EO","20","[c]","25610","25120"
"New entrant CS","2022","20-29","Commercial","Yorkshire and The Humber","HEO","20","[c]","29550","29360"
"New entrant CS","2022","20-29","Commercial","Yorkshire and The Humber","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","London","AO","20","[c]","22990","23170"
"New entrant CS","2022","20-29","Communications","London","EO","85","[c]","27530","27270"
"New entrant CS","2022","20-29","Communications","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","London","HEO","90","[c]","34480","34260"
"New entrant CS","2022","20-29","Communications","London","SEO","25","[c]","41660","41670"
"New entrant CS","2022","20-29","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","North West (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","East of England","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","London","AO","40","[c]","25090","25110"
"New entrant CS","2022","20-29","Counter Fraud","London","EO","15","[c]","30050","31060"
"New entrant CS","2022","20-29","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","North East (England)","EO","35","[c]","27570","27570"
"New entrant CS","2022","20-29","Counter Fraud","North West (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","North West (England)","EO","10","[c]","27570","27570"
"New entrant CS","2022","20-29","Counter Fraud","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Scotland","AO","25","[c]","21260","21260"
"New entrant CS","2022","20-29","Counter Fraud","Scotland","EO","15","[c]","27570","27570"
"New entrant CS","2022","20-29","Counter Fraud","South East (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","South East (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Wales","AO","15","[c]","21040","21260"
"New entrant CS","2022","20-29","Counter Fraud","Wales","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","West Midlands (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East Midlands (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East of England","EO","10","[c]","25510","25460"
"New entrant CS","2022","20-29","Digital, Data and Technology","East of England","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","London","EO","85","[c]","28210","28650"
"New entrant CS","2022","20-29","Digital, Data and Technology","London","G7","15","[c]","55080","53420"
"New entrant CS","2022","20-29","Digital, Data and Technology","London","HEO","100","[c]","34470","33210"
"New entrant CS","2022","20-29","Digital, Data and Technology","London","SEO","40","[c]","41810","41950"
"New entrant CS","2022","20-29","Digital, Data and Technology","North East (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","North East (England)","EO","15","[c]","26840","27570"
"New entrant CS","2022","20-29","Digital, Data and Technology","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","North East (England)","HEO","20","[c]","32830","33080"
"New entrant CS","2022","20-29","Digital, Data and Technology","North East (England)","SEO","15","[c]","37520","36940"
"New entrant CS","2022","20-29","Digital, Data and Technology","North West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","North West (England)","EO","70","[c]","26410","26480"
"New entrant CS","2022","20-29","Digital, Data and Technology","North West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","North West (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","North West (England)","HEO","45","[c]","32280","33040"
"New entrant CS","2022","20-29","Digital, Data and Technology","North West (England)","SEO","30","[c]","38180","37730"
"New entrant CS","2022","20-29","Digital, Data and Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Northern Ireland","HEO","15","[c]","33100","33080"
"New entrant CS","2022","20-29","Digital, Data and Technology","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Scotland","EO","10","[c]","26790","25550"
"New entrant CS","2022","20-29","Digital, Data and Technology","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Scotland","HEO","15","[c]","33150","33080"
"New entrant CS","2022","20-29","Digital, Data and Technology","Scotland","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South East (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South East (England)","EO","15","[c]","25140","23880"
"New entrant CS","2022","20-29","Digital, Data and Technology","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South East (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","AA","45","[c]","17950","17900"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","AO","10","[c]","21470","21470"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","EO","50","[c]","25030","24920"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","HEO","30","[c]","31150","31150"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Wales","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Wales","AO","15","[c]","20470","20970"
"New entrant CS","2022","20-29","Digital, Data and Technology","Wales","EO","30","[c]","25280","24270"
"New entrant CS","2022","20-29","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Wales","HEO","25","[c]","31490","30730"
"New entrant CS","2022","20-29","Digital, Data and Technology","Wales","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","West Midlands (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","West Midlands (England)","EO","20","[c]","26830","26590"
"New entrant CS","2022","20-29","Digital, Data and Technology","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","West Midlands (England)","HEO","15","[c]","31320","30530"
"New entrant CS","2022","20-29","Digital, Data and Technology","West Midlands (England)","SEO","15","[c]","37030","36050"
"New entrant CS","2022","20-29","Digital, Data and Technology","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Yorkshire and The Humber","EO","30","[c]","26820","26590"
"New entrant CS","2022","20-29","Digital, Data and Technology","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data and Technology","Yorkshire and The Humber","HEO","25","[c]","31760","32430"
"New entrant CS","2022","20-29","Digital, Data and Technology","Yorkshire and The Humber","SEO","15","[c]","38090","37000"
"New entrant CS","2022","20-29","Economics","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","London","AO","35","[c]","23020","22750"
"New entrant CS","2022","20-29","Economics","London","EO","40","[c]","27820","28000"
"New entrant CS","2022","20-29","Economics","London","G7","10","[c]","55940","54110"
"New entrant CS","2022","20-29","Economics","London","HEO","125","[c]","33290","33120"
"New entrant CS","2022","20-29","Economics","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","North East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","North West (England)","HEO","10","[c]","32610","33080"
"New entrant CS","2022","20-29","Economics","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","South East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Wales","AO","30","[c]","19860","19860"
"New entrant CS","2022","20-29","Economics","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Wales","HEO","15","[c]","31080","30710"
"New entrant CS","2022","20-29","Economics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Economics","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East of England","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","London","EO","40","[c]","27950","27270"
"New entrant CS","2022","20-29","Finance","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","London","G7","10","[c]","55300","54550"
"New entrant CS","2022","20-29","Finance","London","HEO","35","[c]","34590","34260"
"New entrant CS","2022","20-29","Finance","London","SEO","15","[c]","42740","40770"
"New entrant CS","2022","20-29","Finance","North East (England)","EO","10","[c]","25050","25000"
"New entrant CS","2022","20-29","Finance","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","North East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","North West (England)","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","North West (England)","EO","20","[c]","25980","26350"
"New entrant CS","2022","20-29","Finance","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","North West (England)","HEO","15","[c]","30400","29360"
"New entrant CS","2022","20-29","Finance","North West (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Scotland","AO","15","[c]","21340","21250"
"New entrant CS","2022","20-29","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South East (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South East (England)","EO","20","[c]","22410","26130"
"New entrant CS","2022","20-29","Finance","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South East (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South West (England)","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South West (England)","EO","40","[c]","23110","25000"
"New entrant CS","2022","20-29","Finance","South West (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Wales","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Wales","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","West Midlands (England)","EO","10","[c]","24430","25000"
"New entrant CS","2022","20-29","Finance","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","West Midlands (England)","HEO","10","[c]","30920","29360"
"New entrant CS","2022","20-29","Finance","West Midlands (England)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Yorkshire and The Humber","AO","10","[c]","21150","21250"
"New entrant CS","2022","20-29","Finance","Yorkshire and The Humber","EO","30","[c]","24380","23690"
"New entrant CS","2022","20-29","Finance","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Yorkshire and The Humber","HEO","15","[c]","31370","29360"
"New entrant CS","2022","20-29","Finance","Yorkshire and The Humber","SEO","10","[c]","37920","36910"
"New entrant CS","2022","20-29","Geography","South West (England)","AO","40","[c]","20420","20420"
"New entrant CS","2022","20-29","Geography","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Geography","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East of England","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","London","AO","20","[c]","23750","23780"
"New entrant CS","2022","20-29","Human Resources","London","EO","85","[c]","26450","27270"
"New entrant CS","2022","20-29","Human Resources","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","London","HEO","60","[c]","32840","32790"
"New entrant CS","2022","20-29","Human Resources","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","North East (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","North East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","North East (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","North West (England)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","North West (England)","AO","25","[c]","21640","21170"
"New entrant CS","2022","20-29","Human Resources","North West (England)","EO","15","[c]","25680","25520"
"New entrant CS","2022","20-29","Human Resources","North West (England)","HEO","10","[c]","30460","29450"
"New entrant CS","2022","20-29","Human Resources","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Scotland","AO","15","[c]","21530","21170"
"New entrant CS","2022","20-29","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","South East (England)","G7","[c]","[c]","[c]","[c]"
