"Status","Year","Age","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","East Riding of Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","East Riding of Yorkshire","SEO/HEO","HEO","35","35","34740","34230"
"In post","2022","40-49","East Riding of Yorkshire","SEO/HEO","SEO","20","20","47590","46420"
"In post","2022","40-49","East Riding of Yorkshire","Unknown","Unknown","15","15","32200","32100"
"In post","2022","40-49","East Surrey","AA/AO","AA","25","20","24230","24950"
"In post","2022","40-49","East Surrey","AA/AO","AO","75","75","32700","33890"
"In post","2022","40-49","East Surrey","EO","EO","45","45","32610","31340"
"In post","2022","40-49","East Surrey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","East Surrey","G6/G7","G7","10","10","63570","62230"
"In post","2022","40-49","East Surrey","SEO/HEO","HEO","30","30","37830","39670"
"In post","2022","40-49","East Surrey","SEO/HEO","SEO","15","15","51080","51770"
"In post","2022","40-49","East Surrey","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","East Sussex CC","AA/AO","AA","10","10","20510","20480"
"In post","2022","40-49","East Sussex CC","AA/AO","AO","155","135","23040","21260"
"In post","2022","40-49","East Sussex CC","EO","EO","165","150","27540","27570"
"In post","2022","40-49","East Sussex CC","G6/G7","G6","15","15","63300","60440"
"In post","2022","40-49","East Sussex CC","G6/G7","G7","15","15","55780","52100"
"In post","2022","40-49","East Sussex CC","SEO/HEO","HEO","50","45","32940","31990"
"In post","2022","40-49","East Sussex CC","SEO/HEO","SEO","30","30","41050","39470"
"In post","2022","40-49","East Sussex CC","Unknown","Unknown","25","20","30890","27540"
"In post","2022","40-49","Enfield","AA/AO","AO","10","10","24200","23770"
"In post","2022","40-49","Enfield","EO","EO","35","30","30970","31060"
"In post","2022","40-49","Enfield","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Enfield","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Enfield","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Enfield","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Enfield","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Essex Haven Gateway","AA/AO","AA","15","10","21070","19810"
"In post","2022","40-49","Essex Haven Gateway","AA/AO","AO","35","30","23050","22130"
"In post","2022","40-49","Essex Haven Gateway","EO","EO","95","90","29020","29290"
"In post","2022","40-49","Essex Haven Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Essex Haven Gateway","G6/G7","G7","10","10","61050","57260"
"In post","2022","40-49","Essex Haven Gateway","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Essex Haven Gateway","SEO/HEO","HEO","35","35","35370","34520"
"In post","2022","40-49","Essex Haven Gateway","SEO/HEO","SEO","15","15","42290","40000"
"In post","2022","40-49","Essex Haven Gateway","Unknown","Unknown","25","20","35750","28200"
"In post","2022","40-49","Essex Thames Gateway","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Essex Thames Gateway","AA/AO","AO","75","65","24020","24250"
"In post","2022","40-49","Essex Thames Gateway","EO","EO","95","85","29250","29290"
"In post","2022","40-49","Essex Thames Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Essex Thames Gateway","SEO/HEO","HEO","15","10","34660","35120"
"In post","2022","40-49","Essex Thames Gateway","SEO/HEO","SEO","10","10","40590","39660"
"In post","2022","40-49","Essex Thames Gateway","Unknown","Unknown","25","25","32610","32880"
"In post","2022","40-49","Falkirk","AA/AO","AA","10","10","21640","21640"
"In post","2022","40-49","Falkirk","AA/AO","AO","195","160","21860","21260"
"In post","2022","40-49","Falkirk","EO","EO","195","180","29470","27570"
"In post","2022","40-49","Falkirk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Falkirk","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","40-49","Falkirk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Falkirk","SEO/HEO","HEO","45","40","34920","32900"
"In post","2022","40-49","Falkirk","SEO/HEO","SEO","20","15","44440","44310"
"In post","2022","40-49","Fermanagh and Omagh","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Fermanagh and Omagh","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Fermanagh and Omagh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Flintshire and Wrexham","AA/AO","AA","15","15","20780","20890"
"In post","2022","40-49","Flintshire and Wrexham","AA/AO","AO","160","150","23060","21660"
"In post","2022","40-49","Flintshire and Wrexham","EO","EO","165","160","28260","27570"
"In post","2022","40-49","Flintshire and Wrexham","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","40-49","Flintshire and Wrexham","G6/G7","G7","20","15","54360","52150"
"In post","2022","40-49","Flintshire and Wrexham","SEO/HEO","HEO","45","45","34330","33000"
"In post","2022","40-49","Flintshire and Wrexham","SEO/HEO","SEO","30","30","43940","44230"
"In post","2022","40-49","Flintshire and Wrexham","Unknown","Unknown","40","40","32680","33030"
"In post","2022","40-49","Glasgow City","AA/AO","AA","135","130","21560","21050"
"In post","2022","40-49","Glasgow City","AA/AO","AO","615","560","21700","21260"
"In post","2022","40-49","Glasgow City","EO","EO","770","730","27740","27570"
"In post","2022","40-49","Glasgow City","G6/G7","G6","185","180","70500","70480"
"In post","2022","40-49","Glasgow City","G6/G7","G7","355","345","56970","56530"
"In post","2022","40-49","Glasgow City","SCS level","SCS level","30","30","83960","80290"
"In post","2022","40-49","Glasgow City","SEO/HEO","HEO","525","510","33230","33080"
"In post","2022","40-49","Glasgow City","SEO/HEO","SEO","450","435","43400","41750"
"In post","2022","40-49","Gloucestershire CC","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Gloucestershire CC","AA/AO","AO","70","65","25760","21830"
"In post","2022","40-49","Gloucestershire CC","EO","EO","115","100","27210","27570"
"In post","2022","40-49","Gloucestershire CC","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","40-49","Gloucestershire CC","G6/G7","G7","15","15","57110","57170"
"In post","2022","40-49","Gloucestershire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Gloucestershire CC","SEO/HEO","HEO","45","45","32840","33310"
"In post","2022","40-49","Gloucestershire CC","SEO/HEO","SEO","30","30","40990","40290"
"In post","2022","40-49","Gloucestershire CC","Unknown","Unknown","30","25","31460","31420"
"In post","2022","40-49","Greater Manchester North East","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","40-49","Greater Manchester North East","AA/AO","AO","50","45","24320","21840"
"In post","2022","40-49","Greater Manchester North East","EO","EO","125","120","27700","27570"
"In post","2022","40-49","Greater Manchester North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Greater Manchester North East","G6/G7","G7","10","10","55860","49170"
"In post","2022","40-49","Greater Manchester North East","SEO/HEO","HEO","20","20","34020","31990"
"In post","2022","40-49","Greater Manchester North East","SEO/HEO","SEO","15","15","45210","46000"
"In post","2022","40-49","Greater Manchester North East","Unknown","Unknown","50","50","30310","28760"
"In post","2022","40-49","Greater Manchester North West","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","40-49","Greater Manchester North West","AA/AO","AO","235","205","21940","21260"
"In post","2022","40-49","Greater Manchester North West","EO","EO","160","145","27570","27570"
"In post","2022","40-49","Greater Manchester North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Greater Manchester North West","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","40-49","Greater Manchester North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Greater Manchester North West","SEO/HEO","HEO","25","25","33080","31990"
"In post","2022","40-49","Greater Manchester North West","SEO/HEO","SEO","15","15","42910","38650"
"In post","2022","40-49","Greater Manchester North West","Unknown","Unknown","75","70","30930","29160"
"In post","2022","40-49","Greater Manchester South East","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Greater Manchester South East","AA/AO","AO","100","90","21300","21260"
"In post","2022","40-49","Greater Manchester South East","EO","EO","75","70","27370","27570"
"In post","2022","40-49","Greater Manchester South East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Greater Manchester South East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Greater Manchester South East","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","40-49","Greater Manchester South East","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Greater Manchester South East","Unknown","Unknown","35","30","35430","35760"
"In post","2022","40-49","Greater Manchester South West","AA/AO","AA","10","10","20420","21250"
"In post","2022","40-49","Greater Manchester South West","AA/AO","AO","290","255","21310","21250"
"In post","2022","40-49","Greater Manchester South West","EO","EO","350","335","26500","26820"
"In post","2022","40-49","Greater Manchester South West","G6/G7","G6","75","75","66780","67910"
"In post","2022","40-49","Greater Manchester South West","G6/G7","G7","185","180","54450","55210"
"In post","2022","40-49","Greater Manchester South West","SCS level","SCS level","20","20","92220","82100"
"In post","2022","40-49","Greater Manchester South West","SEO/HEO","HEO","330","325","32740","33080"
"In post","2022","40-49","Greater Manchester South West","SEO/HEO","SEO","215","215","39900","40520"
"In post","2022","40-49","Greater Manchester South West","Unknown","Unknown","50","45","32000","32690"
"In post","2022","40-49","Gwent Valleys","AA/AO","AO","55","45","21700","21260"
"In post","2022","40-49","Gwent Valleys","EO","EO","115","105","27610","27570"
"In post","2022","40-49","Gwent Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Gwent Valleys","G6/G7","G7","10","10","58290","61440"
"In post","2022","40-49","Gwent Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Gwent Valleys","SEO/HEO","HEO","30","30","35430","38160"
"In post","2022","40-49","Gwent Valleys","SEO/HEO","SEO","20","20","44440","47470"
"In post","2022","40-49","Gwent Valleys","Unknown","Unknown","20","20","32820","30210"
"In post","2022","40-49","Gwynedd","AA/AO","AO","85","75","21570","21260"
"In post","2022","40-49","Gwynedd","EO","EO","50","45","27510","27570"
"In post","2022","40-49","Gwynedd","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Gwynedd","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Gwynedd","SEO/HEO","HEO","20","20","35050","34730"
"In post","2022","40-49","Gwynedd","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","40-49","Gwynedd","Unknown","Unknown","20","20","31690","32690"
"In post","2022","40-49","Hackney and Newham","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Hackney and Newham","AA/AO","AO","190","155","24640","25110"
"In post","2022","40-49","Hackney and Newham","EO","EO","365","340","30930","31020"
"In post","2022","40-49","Hackney and Newham","G6/G7","G6","95","90","74200","74850"
"In post","2022","40-49","Hackney and Newham","G6/G7","G7","165","155","60740","62120"
"In post","2022","40-49","Hackney and Newham","SCS level","SCS level","25","25","87910","82340"
"In post","2022","40-49","Hackney and Newham","SEO/HEO","HEO","310","300","37760","37930"
"In post","2022","40-49","Hackney and Newham","SEO/HEO","SEO","170","170","43720","43810"
"In post","2022","40-49","Hackney and Newham","Unknown","Unknown","15","15","33500","32880"
"In post","2022","40-49","Haringey and Islington","AA/AO","AA","20","20","24530","25740"
"In post","2022","40-49","Haringey and Islington","AA/AO","AO","120","110","29220","25870"
"In post","2022","40-49","Haringey and Islington","EO","EO","115","110","31580","31060"
"In post","2022","40-49","Haringey and Islington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Haringey and Islington","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","40-49","Haringey and Islington","SEO/HEO","HEO","25","25","38200","36650"
"In post","2022","40-49","Haringey and Islington","SEO/HEO","SEO","15","15","48980","47590"
"In post","2022","40-49","Haringey and Islington","Unknown","Unknown","55","50","36160","38230"
"In post","2022","40-49","Harrow and Hillingdon","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Harrow and Hillingdon","AA/AO","AO","110","100","25600","25630"
"In post","2022","40-49","Harrow and Hillingdon","EO","EO","465","430","29340","29080"
"In post","2022","40-49","Harrow and Hillingdon","G6/G7","G6","15","10","78930","68940"
"In post","2022","40-49","Harrow and Hillingdon","G6/G7","G7","20","20","58640","57460"
"In post","2022","40-49","Harrow and Hillingdon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Harrow and Hillingdon","SEO/HEO","HEO","130","125","35320","35200"
"In post","2022","40-49","Harrow and Hillingdon","SEO/HEO","SEO","55","55","42340","42170"
"In post","2022","40-49","Harrow and Hillingdon","Unknown","Unknown","10","10","35090","38230"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","AA/AO","AA","20","20","20830","20890"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","AA/AO","AO","140","125","24010","23140"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","EO","EO","120","110","28370","27570"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","25","25","34200","31990"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","15","15","46610","48260"
"In post","2022","40-49","Hartlepool and Stockton-on-Tees","Unknown","Unknown","45","40","32660","32390"
"In post","2022","40-49","Heart of Essex","AA/AO","AA","10","10","20870","20890"
"In post","2022","40-49","Heart of Essex","AA/AO","AO","85","80","26590","26560"
"In post","2022","40-49","Heart of Essex","EO","EO","60","60","28870","29290"
"In post","2022","40-49","Heart of Essex","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","40-49","Heart of Essex","G6/G7","G7","25","25","58390","57290"
"In post","2022","40-49","Heart of Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Heart of Essex","SEO/HEO","HEO","30","30","34540","33300"
"In post","2022","40-49","Heart of Essex","SEO/HEO","SEO","25","25","45410","45290"
"In post","2022","40-49","Heart of Essex","Unknown","Unknown","40","35","30530","28200"
"In post","2022","40-49","Herefordshire, County of","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","40-49","Herefordshire, County of","AA/AO","AO","35","35","24080","21170"
"In post","2022","40-49","Herefordshire, County of","EO","EO","35","30","27770","27570"
"In post","2022","40-49","Herefordshire, County of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Herefordshire, County of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Herefordshire, County of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Herefordshire, County of","SEO/HEO","HEO","15","15","33170","33300"
"In post","2022","40-49","Herefordshire, County of","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Herefordshire, County of","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Hertfordshire CC","AA/AO","AA","25","20","21850","21790"
"In post","2022","40-49","Hertfordshire CC","AA/AO","AO","95","90","26210","25110"
"In post","2022","40-49","Hertfordshire CC","EO","EO","190","180","29950","29290"
"In post","2022","40-49","Hertfordshire CC","G6/G7","G6","25","25","66160","67000"
"In post","2022","40-49","Hertfordshire CC","G6/G7","G7","90","85","57510","54160"
"In post","2022","40-49","Hertfordshire CC","SCS level","SCS level","15","15","82790","78560"
"In post","2022","40-49","Hertfordshire CC","SEO/HEO","HEO","85","80","36710","37000"
"In post","2022","40-49","Hertfordshire CC","SEO/HEO","SEO","80","75","44370","42600"
"In post","2022","40-49","Hertfordshire CC","Unknown","Unknown","55","50","34110","34830"
"In post","2022","40-49","Hounslow and Richmond upon Thames","AA/AO","AA","25","25","23660","24940"
"In post","2022","40-49","Hounslow and Richmond upon Thames","AA/AO","AO","140","120","28390","25630"
"In post","2022","40-49","Hounslow and Richmond upon Thames","EO","EO","205","195","29880","29080"
"In post","2022","40-49","Hounslow and Richmond upon Thames","G6/G7","G6","20","20","63620","64700"
"In post","2022","40-49","Hounslow and Richmond upon Thames","G6/G7","G7","40","40","52360","51730"
"In post","2022","40-49","Hounslow and Richmond upon Thames","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Hounslow and Richmond upon Thames","SEO/HEO","HEO","115","110","35010","35200"
"In post","2022","40-49","Hounslow and Richmond upon Thames","SEO/HEO","SEO","105","105","43350","41970"
"In post","2022","40-49","Hounslow and Richmond upon Thames","Unknown","Unknown","20","20","33110","31150"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","50","45","22210","21260"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","105","95","28750","27570"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G7","15","10","63350","65940"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","30","30","33820","31540"
"In post","2022","40-49","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","30","25","49540","48250"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AA","20","20","19610","19810"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","65","60","22880","21300"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","95","90","28960","27570"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","10","10","54780","49860"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","50","45","35790","36130"
"In post","2022","40-49","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","30","30","44590","44530"
"In post","2022","40-49","Isle of Anglesey","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Anglesey","AA/AO","AO","15","15","22980","21380"
"In post","2022","40-49","Isle of Anglesey","EO","EO","30","30","26800","27460"
"In post","2022","40-49","Isle of Anglesey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Anglesey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Anglesey","SEO/HEO","HEO","10","10","33090","32730"
"In post","2022","40-49","Isle of Anglesey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Anglesey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Wight","AA/AO","AA","15","15","21300","20890"
"In post","2022","40-49","Isle of Wight","AA/AO","AO","90","85","26270","26080"
"In post","2022","40-49","Isle of Wight","EO","EO","40","40","27630","27570"
"In post","2022","40-49","Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Wight","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Isle of Wight","SEO/HEO","HEO","15","15","35040","35380"
"In post","2022","40-49","Isle of Wight","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Isle of Wight","Unknown","Unknown","10","10","37800","37850"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AA","15","15","25220","25740"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","65","65","32210","33550"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","50","50","32570","31060"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","15","10","41790","40830"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","40-49","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Unknown","20","20","32890","31150"
"In post","2022","40-49","Kent Thames Gateway","AA/AO","AA","20","20","21860","21790"
"In post","2022","40-49","Kent Thames Gateway","AA/AO","AO","130","125","28900","30700"
"In post","2022","40-49","Kent Thames Gateway","EO","EO","105","100","30250","29290"
"In post","2022","40-49","Kent Thames Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kent Thames Gateway","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","40-49","Kent Thames Gateway","SEO/HEO","HEO","30","30","35160","36340"
"In post","2022","40-49","Kent Thames Gateway","SEO/HEO","SEO","20","20","49190","48850"
"In post","2022","40-49","Kent Thames Gateway","Unknown","Unknown","15","15","32760","35270"
"In post","2022","40-49","Kingston upon Hull, City of","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","40-49","Kingston upon Hull, City of","AA/AO","AO","145","130","23590","21960"
"In post","2022","40-49","Kingston upon Hull, City of","EO","EO","145","130","27750","27570"
"In post","2022","40-49","Kingston upon Hull, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kingston upon Hull, City of","G6/G7","G7","15","15","55410","54200"
"In post","2022","40-49","Kingston upon Hull, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Kingston upon Hull, City of","SEO/HEO","HEO","45","40","33340","32820"
"In post","2022","40-49","Kingston upon Hull, City of","SEO/HEO","SEO","20","20","44030","43040"
"In post","2022","40-49","Kingston upon Hull, City of","Unknown","Unknown","55","55","33260","34340"
"In post","2022","40-49","Lambeth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Lambeth","AA/AO","AO","65","60","28820","28060"
"In post","2022","40-49","Lambeth","EO","EO","195","185","33540","32260"
"In post","2022","40-49","Lambeth","G6/G7","G6","65","65","71270","68890"
"In post","2022","40-49","Lambeth","G6/G7","G7","95","90","58040","57600"
"In post","2022","40-49","Lambeth","SCS level","SCS level","40","35","92510","91590"
"In post","2022","40-49","Lambeth","SEO/HEO","HEO","160","150","41630","42630"
"In post","2022","40-49","Lambeth","SEO/HEO","SEO","125","125","46750","48900"
"In post","2022","40-49","Lambeth","Unknown","Unknown","40","35","46610","41120"
"In post","2022","40-49","Lancaster and Wyre","AA/AO","AA","15","10","21190","20890"
"In post","2022","40-49","Lancaster and Wyre","AA/AO","AO","65","60","24370","21900"
"In post","2022","40-49","Lancaster and Wyre","EO","EO","85","80","27660","27170"
"In post","2022","40-49","Lancaster and Wyre","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Lancaster and Wyre","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","40-49","Lancaster and Wyre","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Lancaster and Wyre","SEO/HEO","HEO","35","35","34150","33300"
"In post","2022","40-49","Lancaster and Wyre","SEO/HEO","SEO","25","20","42040","40580"
"In post","2022","40-49","Lancaster and Wyre","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","40-49","Leeds","AA/AO","AA","35","30","20500","20890"
"In post","2022","40-49","Leeds","AA/AO","AO","415","375","22720","21260"
"In post","2022","40-49","Leeds","EO","EO","720","670","26910","26820"
"In post","2022","40-49","Leeds","G6/G7","G6","195","185","65150","63730"
"In post","2022","40-49","Leeds","G6/G7","G7","560","540","53040","51470"
"In post","2022","40-49","Leeds","SCS level","SCS level","50","50","83080","75500"
"In post","2022","40-49","Leeds","SEO/HEO","HEO","545","520","32700","33080"
"In post","2022","40-49","Leeds","SEO/HEO","SEO","535","515","39960","39800"
"In post","2022","40-49","Leeds","Unknown","Unknown","90","80","32870","34340"
"In post","2022","40-49","Leicester","AA/AO","AA","20","20","19640","19200"
"In post","2022","40-49","Leicester","AA/AO","AO","225","195","21870","21260"
"In post","2022","40-49","Leicester","EO","EO","175","160","27220","27570"
"In post","2022","40-49","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Leicester","G6/G7","G7","45","40","53360","53020"
"In post","2022","40-49","Leicester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Leicester","SEO/HEO","HEO","55","55","32880","33370"
"In post","2022","40-49","Leicester","SEO/HEO","SEO","35","35","41270","40180"
"In post","2022","40-49","Leicester","Unknown","Unknown","90","80","30880","28200"
"In post","2022","40-49","Leicestershire CC and Rutland","AA/AO","AA","20","20","20190","20680"
"In post","2022","40-49","Leicestershire CC and Rutland","AA/AO","AO","120","110","24650","23960"
"In post","2022","40-49","Leicestershire CC and Rutland","EO","EO","150","140","27640","27370"
"In post","2022","40-49","Leicestershire CC and Rutland","G6/G7","G6","10","10","75100","75490"
"In post","2022","40-49","Leicestershire CC and Rutland","G6/G7","G7","20","20","60430","59750"
"In post","2022","40-49","Leicestershire CC and Rutland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Leicestershire CC and Rutland","SEO/HEO","HEO","65","60","35880","36600"
"In post","2022","40-49","Leicestershire CC and Rutland","SEO/HEO","SEO","40","40","45160","45480"
"In post","2022","40-49","Leicestershire CC and Rutland","Unknown","Unknown","20","15","35870","37000"
"In post","2022","40-49","Lewisham and Southwark","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Lewisham and Southwark","AA/AO","AO","25","20","27080","25110"
"In post","2022","40-49","Lewisham and Southwark","EO","EO","105","100","30300","31060"
"In post","2022","40-49","Lewisham and Southwark","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","40-49","Lewisham and Southwark","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","40-49","Lewisham and Southwark","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Lewisham and Southwark","SEO/HEO","HEO","20","20","35270","35070"
"In post","2022","40-49","Lewisham and Southwark","SEO/HEO","SEO","15","15","43870","42410"
"In post","2022","40-49","Lewisham and Southwark","Unknown","Unknown","105","100","38140","38230"
"In post","2022","40-49","Lincolnshire CC","AA/AO","AA","55","50","20040","19810"
"In post","2022","40-49","Lincolnshire CC","AA/AO","AO","180","165","23370","21560"
"In post","2022","40-49","Lincolnshire CC","EO","EO","155","145","27640","27570"
"In post","2022","40-49","Lincolnshire CC","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","40-49","Lincolnshire CC","G6/G7","G7","25","20","54170","50450"
"In post","2022","40-49","Lincolnshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Lincolnshire CC","SEO/HEO","HEO","75","70","32810","33000"
"In post","2022","40-49","Lincolnshire CC","SEO/HEO","SEO","60","60","42790","41000"
