"Status","Year","Disability","Ethnicity","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","Female","100","95","38020","33400"
"In post","2022","Declared disabled","Other ethnicity","London","Male","75","75","42670","36650"
"In post","2022","Declared disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","Female","50","45","29890","27570"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","Male","60","60","27570","27130"
"In post","2022","Declared disabled","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","East of England","Female","50","45","29320","28920"
"In post","2022","Declared disabled","Undeclared","East of England","Male","60","55","30810","29290"
"In post","2022","Declared disabled","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","Female","215","195","35660","31080"
"In post","2022","Declared disabled","Undeclared","London","Male","195","190","43060","36650"
"In post","2022","Declared disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","North East (England)","Female","45","40","29700","27570"
"In post","2022","Declared disabled","Undeclared","North East (England)","Male","70","65","30440","27570"
"In post","2022","Declared disabled","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","North West (England)","Female","140","120","28570","27570"
"In post","2022","Declared disabled","Undeclared","North West (England)","Male","140","135","29530","27570"
"In post","2022","Declared disabled","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Scotland","Female","65","60","29900","27570"
"In post","2022","Declared disabled","Undeclared","Scotland","Male","70","65","33550","33930"
"In post","2022","Declared disabled","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South East (England)","Female","105","90","29460","27570"
"In post","2022","Declared disabled","Undeclared","South East (England)","Male","115","110","32300","29360"
"In post","2022","Declared disabled","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","South West (England)","Female","90","80","29930","27570"
"In post","2022","Declared disabled","Undeclared","South West (England)","Male","170","165","35660","33290"
"In post","2022","Declared disabled","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Wales","Female","55","50","28270","27130"
"In post","2022","Declared disabled","Undeclared","Wales","Male","55","50","31520","28200"
"In post","2022","Declared disabled","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Female","80","70","28870","26930"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Male","70","65","29770","27570"
"In post","2022","Declared disabled","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Female","80","65","28810","27570"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Male","85","80","32010","27570"
"In post","2022","Declared disabled","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","Female","130","125","39270","35180"
"In post","2022","Declared disabled","Unknown","London","Male","125","125","41380","37110"
"In post","2022","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North East (England)","Female","60","45","25470","22140"
"In post","2022","Declared disabled","Unknown","North East (England)","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","North West (England)","Female","95","85","28780","26820"
"In post","2022","Declared disabled","Unknown","North West (England)","Male","50","45","30850","27570"
"In post","2022","Declared disabled","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Scotland","Female","130","115","30990","29270"
"In post","2022","Declared disabled","Unknown","Scotland","Male","145","130","34640","35000"
"In post","2022","Declared disabled","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South East (England)","Female","55","45","30510","26820"
"In post","2022","Declared disabled","Unknown","South East (England)","Male","50","45","31990","30340"
"In post","2022","Declared disabled","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","South West (England)","Female","60","55","30810","26910"
"In post","2022","Declared disabled","Unknown","South West (England)","Male","50","50","37960","33020"
"In post","2022","Declared disabled","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","Female","35","30","27200","22080"
"In post","2022","Declared disabled","Unknown","Wales","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Female","45","40","31010","27570"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Male","30","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Female","35","30","29780","24880"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","East Midlands (England)","Female","1510","1355","29320","27570"
"In post","2022","Declared disabled","White","East Midlands (England)","Male","890","850","29690","27570"
"In post","2022","Declared disabled","White","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","East of England","Female","1390","1240","29650","27570"
"In post","2022","Declared disabled","White","East of England","Male","850","810","31310","29290"
"In post","2022","Declared disabled","White","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","London","Female","3255","3075","43610","38370"
"In post","2022","Declared disabled","White","London","Male","2605","2535","45030","40050"
"In post","2022","Declared disabled","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","North East (England)","Female","2210","1895","27740","26820"
"In post","2022","Declared disabled","White","North East (England)","Male","1295","1210","29000","26930"
"In post","2022","Declared disabled","White","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","North West (England)","Female","4215","3710","28880","27570"
"In post","2022","Declared disabled","White","North West (England)","Male","2455","2325","30130","27570"
"In post","2022","Declared disabled","White","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Northern Ireland","Female","180","160","30110","26820"
"In post","2022","Declared disabled","White","Northern Ireland","Male","145","135","28150","26820"
"In post","2022","Declared disabled","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","Female","70","70","49140","53000"
"In post","2022","Declared disabled","White","Overseas","Male","115","115","47960","43640"
"In post","2022","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Scotland","Female","2580","2300","30760","27570"
"In post","2022","Declared disabled","White","Scotland","Male","1720","1635","32240","27570"
"In post","2022","Declared disabled","White","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","South East (England)","Female","2345","2100","30090","27570"
"In post","2022","Declared disabled","White","South East (England)","Male","1700","1615","31510","28960"
"In post","2022","Declared disabled","White","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","South West (England)","Female","2475","2225","31090","27570"
"In post","2022","Declared disabled","White","South West (England)","Male","1925","1850","34130","31270"
"In post","2022","Declared disabled","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Female","60","55","29280","27570"
"In post","2022","Declared disabled","White","Unknown","Male","40","35","38970","27570"
"In post","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Wales","Female","2260","1965","28540","26780"
"In post","2022","Declared disabled","White","Wales","Male","1255","1190","30920","27570"
"In post","2022","Declared disabled","White","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","West Midlands (England)","Female","1905","1695","29490","27570"
"In post","2022","Declared disabled","White","West Midlands (England)","Male","1100","1035","31330","27570"
"In post","2022","Declared disabled","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","Female","2315","2040","30540","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","Male","1395","1320","31710","27570"
"In post","2022","Declared disabled","White","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","Female","860","755","27940","26650"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","Male","670","645","28820","27000"
"In post","2022","Declared non-disabled","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","East of England","Female","545","485","29520","27570"
"In post","2022","Declared non-disabled","Asian","East of England","Male","380","365","31680","27570"
"In post","2022","Declared non-disabled","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","London","Female","6860","6345","37320","32330"
"In post","2022","Declared non-disabled","Asian","London","Male","4640","4560","39040","34260"
"In post","2022","Declared non-disabled","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","North East (England)","Female","240","220","28250","26360"
"In post","2022","Declared non-disabled","Asian","North East (England)","Male","235","220","31270","27570"
"In post","2022","Declared non-disabled","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","North West (England)","Female","1105","970","27840","25620"
"In post","2022","Declared non-disabled","Asian","North West (England)","Male","1425","1380","29460","27570"
"In post","2022","Declared non-disabled","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","Female","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","Female","50","50","41770","34770"
"In post","2022","Declared non-disabled","Asian","Overseas","Male","70","70","46640","40660"
"In post","2022","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Scotland","Female","305","280","30180","27230"
"In post","2022","Declared non-disabled","Asian","Scotland","Male","260","255","35220","29840"
"In post","2022","Declared non-disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","South East (England)","Female","675","600","29610","28170"
"In post","2022","Declared non-disabled","Asian","South East (England)","Male","515","500","31800","28880"
"In post","2022","Declared non-disabled","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","South West (England)","Female","345","320","32940","28900"
"In post","2022","Declared non-disabled","Asian","South West (England)","Male","380","370","36580","33370"
"In post","2022","Declared non-disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","Female","95","80","28360","27570"
