"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Commercial","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Ministry of Defence","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Counter Fraud","40","[c]","26920","27570"
"Leaver CS","2022","Declared disabled","Counter Fraud","Department for Work and Pensions","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Department for Work and Pensions","Other","30","[c]","21980","21260"
"Leaver CS","2022","Declared disabled","Debt","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
