"Status","Year","Age","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","London","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","No function","Outside London","225","210","21440","21250"
"In post","2022","16-19","Unknown","Project Delivery","Outside London","50","50","17510","17140"
"In post","2022","16-19","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Outside London","60","60","22580","21680"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","White","Analysis","London","10","10","[c]","[c]"
"In post","2022","16-19","White","Analysis","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","London","5","5","[c]","[c]"
"In post","2022","16-19","White","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Debt","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","London","10","10","[c]","[c]"
"In post","2022","16-19","White","Legal","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","No function","London","20","20","[c]","[c]"
"In post","2022","16-19","White","No function","Outside London","325","310","21760","21260"
"In post","2022","16-19","White","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Outside London","55","55","19270","18030"
"In post","2022","16-19","White","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Outside London","45","45","21930","21050"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","London","180","180","37750","36620"
"In post","2022","20-29","Asian","Analysis","Outside London","80","80","32120","31000"
"In post","2022","20-29","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","London","50","50","36380","34710"
"In post","2022","20-29","Asian","Commercial","Outside London","30","25","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","London","40","40","32580","33210"
"In post","2022","20-29","Asian","Communications","Outside London","200","200","27700","26590"
"In post","2022","20-29","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","London","90","90","30080","30750"
"In post","2022","20-29","Asian","Counter Fraud","Outside London","115","110","27820","27570"
"In post","2022","20-29","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Debt","London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Debt","Outside London","180","170","21930","21250"
"In post","2022","20-29","Asian","Digital, Data & Technology","London","115","115","35970","34230"
"In post","2022","20-29","Asian","Digital, Data & Technology","Outside London","130","130","30950","30130"
"In post","2022","20-29","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","London","90","90","38280","36650"
"In post","2022","20-29","Asian","Finance","Outside London","135","130","28840","28350"
"In post","2022","20-29","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","London","65","65","33430","31040"
"In post","2022","20-29","Asian","Human Resources","Outside London","60","60","28940","27570"
"In post","2022","20-29","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Legal","London","115","115","32930","26970"
"In post","2022","20-29","Asian","Legal","Outside London","80","80","29320","25820"
"In post","2022","20-29","Asian","No function","London","1680","1655","34170","31060"
"In post","2022","20-29","Asian","No function","Outside London","2430","2365","25720","25240"
"In post","2022","20-29","Asian","No function","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Asian","No function","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","London","95","95","37390","35300"
"In post","2022","20-29","Asian","Project Delivery","Outside London","120","120","29710","28050"
"In post","2022","20-29","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Property","London","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Property","Outside London","45","45","29260","29100"
"In post","2022","20-29","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Security","London","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Security","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","London","340","335","33790","32790"
"In post","2022","20-29","Asian","Unknown","Outside London","315","300","25490","24880"
"In post","2022","20-29","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Analysis","London","55","55","35190","33940"
"In post","2022","20-29","Black","Analysis","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Commercial","London","20","20","[c]","[c]"
"In post","2022","20-29","Black","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Communications","London","30","30","[c]","[c]"
"In post","2022","20-29","Black","Communications","Outside London","30","30","[c]","[c]"
"In post","2022","20-29","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Counter Fraud","London","35","35","31400","30750"
"In post","2022","20-29","Black","Counter Fraud","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Debt","London","5","5","[c]","[c]"
"In post","2022","20-29","Black","Debt","Outside London","20","15","[c]","[c]"
"In post","2022","20-29","Black","Digital, Data & Technology","London","45","45","35990","33700"
"In post","2022","20-29","Black","Digital, Data & Technology","Outside London","30","30","32970","32150"
"In post","2022","20-29","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Finance","London","25","25","[c]","[c]"
"In post","2022","20-29","Black","Finance","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Human Resources","London","35","30","31670","29700"
"In post","2022","20-29","Black","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Legal","London","60","60","30360","26950"
"In post","2022","20-29","Black","Legal","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Black","No function","London","1045","1030","31750","31060"
"In post","2022","20-29","Black","No function","Outside London","530","515","26420","26820"
"In post","2022","20-29","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","No function","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Black","Project Delivery","London","35","35","40320","38600"
"In post","2022","20-29","Black","Project Delivery","Outside London","35","35","28310","27540"
"In post","2022","20-29","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Property","London","10","10","[c]","[c]"
"In post","2022","20-29","Black","Property","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Security","London","15","15","[c]","[c]"
"In post","2022","20-29","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","London","130","130","33300","31060"
"In post","2022","20-29","Black","Unknown","Outside London","50","50","26220","24880"
"In post","2022","20-29","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Analysis","London","65","65","36880","34710"
"In post","2022","20-29","Mixed","Analysis","Outside London","35","35","33030","30710"
"In post","2022","20-29","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Commercial","London","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Commercial","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Communications","London","35","35","35500","32710"
"In post","2022","20-29","Mixed","Communications","Outside London","30","30","28090","26820"
"In post","2022","20-29","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Counter Fraud","London","30","30","35120","31020"
"In post","2022","20-29","Mixed","Counter Fraud","Outside London","30","30","[c]","[c]"
"In post","2022","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Debt","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Digital, Data & Technology","London","35","35","35580","34550"
"In post","2022","20-29","Mixed","Digital, Data & Technology","Outside London","45","45","31860","32880"
"In post","2022","20-29","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Finance","London","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Finance","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Human Resources","London","55","50","34240","32000"
"In post","2022","20-29","Mixed","Human Resources","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Legal","London","35","35","35920","31020"
"In post","2022","20-29","Mixed","Legal","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","No function","London","660","650","36050","33570"
"In post","2022","20-29","Mixed","No function","Outside London","875","855","26000","25610"
"In post","2022","20-29","Mixed","No function","Overseas","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","No function","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Mixed","Project Delivery","London","30","30","39950","37930"
"In post","2022","20-29","Mixed","Project Delivery","Outside London","70","70","29210","28260"
"In post","2022","20-29","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Property","London","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Property","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Security","London","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Security","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","London","90","90","37760","35050"
"In post","2022","20-29","Mixed","Unknown","Outside London","105","100","29210","25980"
"In post","2022","20-29","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Analysis","London","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
