"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Wakefield","20","20","38230","34730"
"In post","2022","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","York","20","20","34430","32050"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East Midlands (England)","Nottingham","30","30","24560","22200"
"In post","2022","Attorney General's Departments","Finance","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","Hertfordshire CC","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","London","Westminster","75","75","38740","31560"
"In post","2022","Attorney General's Departments","Finance","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","Liverpool","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","Wakefield","25","25","25310","25480"
"In post","2022","Attorney General's Departments","Finance","Yorkshire and The Humber","York","20","20","36450","31730"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","London","Westminster","130","125","39530","32530"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Liverpool","45","45","31990","30130"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","West Midlands (England)","Birmingham","10","10","34180","30130"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","Wakefield","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Human Resources","Yorkshire and The Humber","York","30","30","37800","30930"
"In post","2022","Attorney General's Departments","Intelligence Analysis","London","Westminster","10","10","43120","41040"
"In post","2022","Attorney General's Departments","Internal Audit","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Internal Audit","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","London","Westminster","35","35","44350","38740"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Leicester","70","65","50670","49960"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Lincolnshire CC","15","15","53290","55610"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","Nottingham","130","125","51330","48830"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East Midlands (England)","West Northamptonshire","10","10","48820","48080"
"In post","2022","Attorney General's Departments","Legal","East of England","Cambridgeshire CC","10","10","43730","48080"
"In post","2022","Attorney General's Departments","Legal","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","Heart of Essex","105","95","54050","53050"
"In post","2022","Attorney General's Departments","Legal","East of England","Hertfordshire CC","100","90","56640","60710"
"In post","2022","Attorney General's Departments","Legal","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","Norwich and East Norfolk","20","20","54080","55610"
"In post","2022","Attorney General's Departments","Legal","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","East of England","Suffolk CC","20","15","51670","55610"
"In post","2022","Attorney General's Departments","Legal","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","London","Westminster","2755","2560","59960","60760"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North East (England)","South Teesside","40","40","52690","55610"
"In post","2022","Attorney General's Departments","Legal","North East (England)","Tyneside","110","105","52560","52650"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","East Cumbria","15","15","52480","52830"
"In post","2022","Attorney General's Departments","Legal","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Liverpool","150","140","51330","51470"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Manchester","185","175","53290","55610"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Mid Lancashire","90","85","52010","54200"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Warrington","15","10","67600","60930"
"In post","2022","Attorney General's Departments","Legal","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Berkshire","65","60","56340","54150"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Brighton and Hove","60","55","55870","56780"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","East Kent","55","50","54530","53050"
"In post","2022","Attorney General's Departments","Legal","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","Portsmouth","55","50","56600","60710"
"In post","2022","Attorney General's Departments","Legal","South East (England)","South Hampshire","75","70","56860","53360"
"In post","2022","Attorney General's Departments","Legal","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","West Surrey","40","35","55770","53910"
"In post","2022","Attorney General's Departments","Legal","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","30","25","56850","53870"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Bristol, City of","100","90","53700","52650"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Cornwall and Isles of Scilly","15","15","51110","52410"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Devon CC","55","50","50790","54200"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Swindon","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Cardiff and Vale of Glamorgan","110","100","53290","54200"
"In post","2022","Attorney General's Departments","Legal","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Flintshire and Wrexham","45","40","49840","49580"
"In post","2022","Attorney General's Departments","Legal","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Wales","Swansea","45","40","51570","53350"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Birmingham","265","250","52490","51470"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Stoke-on-Trent","35","30","54840","51470"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","West Midlands (England)","Worcestershire CC","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Kingston upon Hull, City of","35","35","54080","55610"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Leeds","280","265","52560","50540"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Sheffield","50","45","50010","48830"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","Wakefield","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Yorkshire and The Humber","York","35","35","65170","64570"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Leicester","55","50","25890","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","Nottingham","120","110","26020","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Heart of Essex","85","80","28110","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Hertfordshire CC","70","60","26330","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Norwich and East Norfolk","45","40","26750","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","East of England","Suffolk CC","15","15","27950","25820"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Bexley and Greenwich","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Croydon","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Haringey and Islington","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Harrow and Hillingdon","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Hounslow and Richmond upon Thames","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Lewisham and Southwark","15","15","25770","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Redbridge and Waltham Forest","10","10","23380","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","London","Westminster","675","630","28680","27050"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","South Teesside","40","35","25750","24600"
"In post","2022","Attorney General's Departments","Operational Delivery","North East (England)","Tyneside","115","105","26360","23720"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","East Cumbria","15","10","23340","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Liverpool","170","160","26100","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Manchester","160","145","26530","25820"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Mid Lancashire","80","75","26840","25950"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","Warrington","10","10","29850","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Berkshire","55","50","28270","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Brighton and Hove","60","55","27960","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","East Kent","70","65","27470","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Mid Kent","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","Portsmouth","50","50","26020","23770"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","South Hampshire","65","60","30360","26970"
"In post","2022","Attorney General's Departments","Operational Delivery","South East (England)","West Surrey","25","25","27740","27050"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Bristol, City of","65","60","26870","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","10","10","24280","22960"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Devon CC","35","35","26540","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","South West (England)","Swindon","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","100","90","26020","25480"
