"Status","Year","Profession_of_post","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Lambeth","London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leeds","Outside London","Female","170","160","41250","36820"
"In post","2022","Commercial","Leeds","Outside London","Male","125","120","41670","36820"
"In post","2022","Commercial","Leicester","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Leicester","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Liverpool","Outside London","Female","115","110","35030","31250"
"In post","2022","Commercial","Liverpool","Outside London","Male","80","80","36810","38330"
"In post","2022","Commercial","Manchester","Outside London","Female","85","85","39360","36780"
"In post","2022","Commercial","Manchester","Outside London","Male","65","65","38280","36500"
"In post","2022","Commercial","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Mid Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Milton Keynes","Outside London","Female","35","35","38980","34430"
"In post","2022","Commercial","Milton Keynes","Outside London","Male","30","30","48930","46870"
"In post","2022","Commercial","Monmouthshire and Newport","Outside London","Female","45","45","35490","31250"
"In post","2022","Commercial","Monmouthshire and Newport","Outside London","Male","55","55","37830","31860"
"In post","2022","Commercial","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and West Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North and West Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Lanarkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Nottinghamshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire CC","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Commercial","North Yorkshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Norwich and East Norfolk","Outside London","Female","30","30","35920","38330"
"In post","2022","Commercial","Norwich and East Norfolk","Outside London","Male","40","40","36790","33630"
"In post","2022","Commercial","Nottingham","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Commercial","Nottingham","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Male","30","30","52140","51040"
"In post","2022","Commercial","Oxfordshire CC","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Oxfordshire CC","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Perth and Kinross, and Stirling","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Perth and Kinross, and Stirling","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Peterborough","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Peterborough","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Plymouth","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Plymouth","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Portsmouth","Outside London","Female","40","40","34310","34500"
"In post","2022","Commercial","Portsmouth","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Powys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Powys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Sandwell","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Sandwell","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Sefton","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Sefton","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Sheffield","Outside London","Female","130","120","35330","33170"
"In post","2022","Commercial","Sheffield","Outside London","Male","110","110","35770","35310"
"In post","2022","Commercial","Shropshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Shropshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Solihull","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Solihull","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Somerset CC","Outside London","Female","65","60","38880","33780"
"In post","2022","Commercial","Somerset CC","Outside London","Male","55","55","42470","42510"
"In post","2022","Commercial","South and West Derbyshire","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Commercial","South and West Derbyshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","South Hampshire","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Commercial","South Hampshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","South Lanarkshire","Outside London","Female","30","30","39420","39630"
"In post","2022","Commercial","South Lanarkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Southampton","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Southampton","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Staffordshire CC","Outside London","Female","50","50","37310","33300"
"In post","2022","Commercial","Staffordshire CC","Outside London","Male","30","30","38310","32600"
"In post","2022","Commercial","Stoke-on-Trent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Stoke-on-Trent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Suffolk CC","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Suffolk CC","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Sunderland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Sunderland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Swansea","Outside London","Female","95","85","33020","31040"
"In post","2022","Commercial","Swansea","Outside London","Male","95","90","33090","30730"
"In post","2022","Commercial","Swindon","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Telford and Wrekin","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Telford and Wrekin","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Torbay","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Torbay","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tower Hamlets","London","Female","30","25","[c]","[c]"
"In post","2022","Commercial","Tower Hamlets","London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Tyneside","Outside London","Female","40","35","35930","36130"
"In post","2022","Commercial","Tyneside","Outside London","Male","35","35","38570","36500"
"In post","2022","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wakefield","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Wakefield","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Walsall","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Walsall","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Warrington","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Warrington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Warwickshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Cumbria","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","West Cumbria","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","West Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Lothian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Lothian","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","West Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Surrey","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","West Surrey","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","West Sussex (North East)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Westminster","London","Female","430","420","45940","41750"
"In post","2022","Commercial","Westminster","London","Male","375","370","50070","45600"
"In post","2022","Commercial","Wiltshire","Outside London","Female","120","115","34070","34500"
"In post","2022","Commercial","Wiltshire","Outside London","Male","80","80","35560","34650"
"In post","2022","Commercial","Wirral","Outside London","Female","30","25","25800","21260"
"In post","2022","Commercial","Wirral","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Wolverhampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wolverhampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Worcestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Worcestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","York","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","York","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Antrim and Newtownabbey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Antrim and Newtownabbey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ards and North Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Ards and North Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Barnet","London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Barnet","London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Barnsley, Doncaster and Rotherham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Barnsley, Doncaster and Rotherham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","30","30","[c]","[c]"
"In post","2022","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Belfast","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Communications","Belfast","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Berkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Berkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Bexley and Greenwich","London","Female","[c]","[c]","[c]","[c]"
