"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Policy","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Outside London","Heterosexual / straight","45","[c]","45010","41210"
"Leaver CS","2022","40-49","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","Heterosexual / straight","60","[c]","42860","40580"
"Leaver CS","2022","40-49","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","London","Heterosexual / straight","35","[c]","47550","42060"
"Leaver CS","2022","40-49","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Outside London","Heterosexual / straight","95","[c]","41670","40060"
"Leaver CS","2022","40-49","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Outside London","Unknown","30","[c]","37380","36140"
"Leaver CS","2022","40-49","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","Heterosexual / straight","40","[c]","31090","26610"
"Leaver CS","2022","40-49","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Statistics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","Heterosexual / straight","95","[c]","61190","57870"
"Leaver CS","2022","40-49","Unknown","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","London","Unknown","100","[c]","56910","56780"
"Leaver CS","2022","40-49","Unknown","Outside London","Heterosexual / straight","165","[c]","32740","27570"
"Leaver CS","2022","40-49","Unknown","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Outside London","Unknown","640","[c]","32800","27570"
"Leaver CS","2022","40-49","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Outside London","Heterosexual / straight","50","[c]","44790","40510"
"Leaver CS","2022","50-59","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","Outside London","Heterosexual / straight","100","[c]","46440","45480"
"Leaver CS","2022","50-59","Digital, Data and Technology","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Outside London","Heterosexual / straight","80","[c]","40500","33630"
"Leaver CS","2022","50-59","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Outside London","Heterosexual / straight","60","[c]","39120","35100"
"Leaver CS","2022","50-59","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inspector of Education and Training","Outside London","Heterosexual / straight","40","[c]","65690","75500"
"Leaver CS","2022","50-59","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
