"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","London","Heterosexual / straight","145","125","60580","62590"
"In post","2022","60-64","Legal","London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Legal","London","Undeclared","25","20","[c]","[c]"
"In post","2022","60-64","Legal","London","Unknown","70","60","58620","62120"
"In post","2022","60-64","Legal","Outside London","Heterosexual / straight","300","245","48820","50410"
"In post","2022","60-64","Legal","Outside London","LGBO","15","10","[c]","[c]"
"In post","2022","60-64","Legal","Outside London","Undeclared","55","40","43100","44780"
"In post","2022","60-64","Legal","Outside London","Unknown","100","80","49090","55610"
"In post","2022","60-64","Medicine","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","60-64","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","London","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Medicine","Outside London","Heterosexual / straight","130","110","55980","39330"
"In post","2022","60-64","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","60-64","Medicine","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","London","Heterosexual / straight","1925","1705","33150","30410"
"In post","2022","60-64","Operational Delivery","London","LGBO","65","55","33140","30910"
"In post","2022","60-64","Operational Delivery","London","Undeclared","355","310","31880","30330"
"In post","2022","60-64","Operational Delivery","London","Unknown","535","460","34040","31060"
"In post","2022","60-64","Operational Delivery","Outside London","Heterosexual / straight","13745","10905","27280","26420"
"In post","2022","60-64","Operational Delivery","Outside London","LGBO","380","310","27870","27380"
"In post","2022","60-64","Operational Delivery","Outside London","Undeclared","2275","1740","26850","26130"
"In post","2022","60-64","Operational Delivery","Outside London","Unknown","4350","3300","26370","24730"
"In post","2022","60-64","Operational Delivery","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Unknown","Heterosexual / straight","40","35","31370","29390"
"In post","2022","60-64","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Delivery","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Operational Research","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Operational Research","Outside London","Unknown","20","15","[c]","[c]"
"In post","2022","60-64","Other","London","Heterosexual / straight","260","245","35870","28850"
"In post","2022","60-64","Other","London","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Other","London","Undeclared","35","35","40420","28990"
"In post","2022","60-64","Other","London","Unknown","40","35","45600","35920"
"In post","2022","60-64","Other","Outside London","Heterosexual / straight","2285","2065","27480","22800"
"In post","2022","60-64","Other","Outside London","LGBO","45","40","27150","26670"
"In post","2022","60-64","Other","Outside London","Undeclared","380","340","27680","26120"
"In post","2022","60-64","Other","Outside London","Unknown","270","230","29140","26120"
"In post","2022","60-64","Other","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Other","Unknown","Unknown","120","120","39340","35380"
"In post","2022","60-64","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","London","Heterosexual / straight","450","420","51650","47570"
"In post","2022","60-64","Policy","London","LGBO","20","20","[c]","[c]"
"In post","2022","60-64","Policy","London","Undeclared","95","90","50400","45730"
"In post","2022","60-64","Policy","London","Unknown","80","75","50410","47960"
"In post","2022","60-64","Policy","Outside London","Heterosexual / straight","320","280","44840","38160"
"In post","2022","60-64","Policy","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Policy","Outside London","Undeclared","55","45","41940","36940"
"In post","2022","60-64","Policy","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","60-64","Policy","Overseas","Heterosexual / straight","45","45","73050","69590"
"In post","2022","60-64","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","Heterosexual / straight","130","120","48790","43500"
"In post","2022","60-64","Project Delivery","London","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","Undeclared","20","15","[c]","[c]"
"In post","2022","60-64","Project Delivery","London","Unknown","30","25","[c]","[c]"
"In post","2022","60-64","Project Delivery","Outside London","Heterosexual / straight","630","530","42230","40470"
"In post","2022","60-64","Project Delivery","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Project Delivery","Outside London","Undeclared","105","85","41420","40520"
"In post","2022","60-64","Project Delivery","Outside London","Unknown","105","90","40430","39110"
"In post","2022","60-64","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","London","Heterosexual / straight","90","80","46330","39930"
"In post","2022","60-64","Property","London","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Property","London","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Property","London","Unknown","30","25","[c]","[c]"
"In post","2022","60-64","Property","Outside London","Heterosexual / straight","520","470","36310","33370"
"In post","2022","60-64","Property","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Property","Outside London","Undeclared","80","65","35450","33440"
"In post","2022","60-64","Property","Outside London","Unknown","110","95","33360","28920"
"In post","2022","60-64","Property","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","Heterosexual / straight","30","30","52180","45480"
"In post","2022","60-64","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","London","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Outside London","Heterosexual / straight","650","595","38750","37980"
"In post","2022","60-64","Science and Engineering","Outside London","LGBO","10","5","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Outside London","Undeclared","170","150","37490","34280"
"In post","2022","60-64","Science and Engineering","Outside London","Unknown","200","175","46890","47010"
"In post","2022","60-64","Science and Engineering","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","London","Heterosexual / straight","85","80","35430","28670"
"In post","2022","60-64","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","London","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Security","London","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Security","Outside London","Heterosexual / straight","580","520","26480","21060"
"In post","2022","60-64","Security","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Security","Outside London","Undeclared","95","80","30610","27170"
"In post","2022","60-64","Security","Outside London","Unknown","55","50","31650","27570"
"In post","2022","60-64","Security","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","60-64","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Tax","London","Heterosexual / straight","155","130","47980","40910"
"In post","2022","60-64","Tax","London","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Tax","London","Undeclared","35","30","46300","40910"
"In post","2022","60-64","Tax","London","Unknown","85","70","45410","40910"
"In post","2022","60-64","Tax","Outside London","Heterosexual / straight","595","460","36820","33370"
"In post","2022","60-64","Tax","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","60-64","Tax","Outside London","Undeclared","125","90","41390","35690"
"In post","2022","60-64","Tax","Outside London","Unknown","255","195","33340","28920"
"In post","2022","60-64","Tax","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Tax","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Tax","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","London","Heterosexual / straight","125","115","61700","47300"
"In post","2022","60-64","Unknown","London","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Unknown","London","Undeclared","20","20","[c]","[c]"
"In post","2022","60-64","Unknown","London","Unknown","55","55","55430","54700"
"In post","2022","60-64","Unknown","Outside London","Heterosexual / straight","585","520","40640","34600"
"In post","2022","60-64","Unknown","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","60-64","Unknown","Outside London","Undeclared","50","45","44500","36130"
"In post","2022","60-64","Unknown","Outside London","Unknown","475","425","38810","31540"
"In post","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","Heterosexual / straight","50","40","39230","37100"
"In post","2022","65+","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","65+","Commercial","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Communications","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","65+","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","Heterosexual / straight","35","25","33140","31700"
"In post","2022","65+","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","London","Unknown","25","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","Outside London","Heterosexual / straight","145","100","28300","27570"
"In post","2022","65+","Counter Fraud","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","65+","Counter Fraud","Outside London","Unknown","60","40","27670","27570"
"In post","2022","65+","Digital, Data and Technology","London","Heterosexual / straight","45","40","46300","45140"
"In post","2022","65+","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","Outside London","Heterosexual / straight","185","155","37650","33730"
"In post","2022","65+","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","Outside London","Undeclared","30","25","36180","34910"
"In post","2022","65+","Digital, Data and Technology","Outside London","Unknown","40","30","35560","33980"
"In post","2022","65+","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","Heterosexual / straight","50","45","39000","37600"
"In post","2022","65+","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","London","Undeclared","15","15","[c]","[c]"
"In post","2022","65+","Finance","London","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Finance","Outside London","Heterosexual / straight","160","140","35730","33300"
"In post","2022","65+","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","65+","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","Heterosexual / straight","30","25","47240","46030"
"In post","2022","65+","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","Heterosexual / straight","85","65","32800","30810"
"In post","2022","65+","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","65+","Human Resources","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Inspector of Education and Training","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Outside London","Heterosexual / straight","30","25","30800","27570"
"In post","2022","65+","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","Heterosexual / straight","55","45","59290","61010"
"In post","2022","65+","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","London","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Legal","London","Unknown","30","25","[c]","[c]"
"In post","2022","65+","Legal","Outside London","Heterosexual / straight","105","70","45450","47100"
"In post","2022","65+","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","65+","Legal","Outside London","Unknown","35","25","47620","47020"
"In post","2022","65+","Medicine","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Medicine","London","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Medicine","Outside London","Heterosexual / straight","40","35","61290","72300"
"In post","2022","65+","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","London","Heterosexual / straight","795","650","30740","28310"
"In post","2022","65+","Operational Delivery","London","LGBO","25","20","[c]","[c]"
"In post","2022","65+","Operational Delivery","London","Undeclared","170","130","31430","29410"
"In post","2022","65+","Operational Delivery","London","Unknown","265","215","30900","28200"
"In post","2022","65+","Operational Delivery","Outside London","Heterosexual / straight","3945","2905","26250","24090"
"In post","2022","65+","Operational Delivery","Outside London","LGBO","105","85","25940","25310"
"In post","2022","65+","Operational Delivery","Outside London","Undeclared","695","490","26510","25000"
"In post","2022","65+","Operational Delivery","Outside London","Unknown","1320","915","26100","24050"
"In post","2022","65+","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Operational Research","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Other","London","Heterosexual / straight","90","80","30490","24840"
"In post","2022","65+","Other","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other","London","Undeclared","15","15","[c]","[c]"
