"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Camden and City of London","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Camden and City of London","EO","20","20","28620","28230"
"In post","2022","Analysis","Camden and City of London","G6/G7","135","120","85100","80360"
"In post","2022","Analysis","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Camden and City of London","SEO/HEO","65","60","41640","41210"
"In post","2022","Analysis","Cardiff and Vale of Glamorgan","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cardiff and Vale of Glamorgan","SEO/HEO","25","25","38000","36600"
"In post","2022","Analysis","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Central Hampshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Central Hampshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Central Hampshire","G6/G7","170","160","50690","47060"
"In post","2022","Analysis","Central Hampshire","SEO/HEO","215","210","34970","38070"
"In post","2022","Analysis","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Central Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","EO","10","10","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","G6/G7","25","20","67460","59740"
"In post","2022","Analysis","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","City of Edinburgh","SEO/HEO","35","30","40920","39570"
"In post","2022","Analysis","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Coventry","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Croydon","G6/G7","25","25","66190","62380"
"In post","2022","Analysis","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Croydon","SEO/HEO","25","25","41080","37930"
"In post","2022","Analysis","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Darlington","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Darlington","SEO/HEO","25","20","32640","30710"
"In post","2022","Analysis","Devon CC","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","AA/AO","10","10","21510","21510"
"In post","2022","Analysis","Dorset","EO","30","30","25180","25010"
"In post","2022","Analysis","Dorset","G6/G7","20","20","54410","49970"
"In post","2022","Analysis","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset","SEO/HEO","60","60","32850","30220"
"In post","2022","Analysis","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Flintshire and Wrexham","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Glasgow City","EO","15","15","25750","24650"
"In post","2022","Analysis","Glasgow City","G6/G7","20","20","57730","58960"
"In post","2022","Analysis","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Glasgow City","SEO/HEO","35","35","35600","35000"
"In post","2022","Analysis","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester South West","SEO/HEO","15","15","35790","33510"
"In post","2022","Analysis","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","G6/G7","50","45","62590","62120"
"In post","2022","Analysis","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hackney and Newham","SEO/HEO","105","100","39980","37930"
"In post","2022","Analysis","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hertfordshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","AA/AO","20","20","21520","21260"
"In post","2022","Analysis","Leeds","EO","40","40","25700","25120"
"In post","2022","Analysis","Leeds","G6/G7","90","85","54720","52150"
"In post","2022","Analysis","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leeds","SEO/HEO","105","100","34980","35590"
"In post","2022","Analysis","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Liverpool","G6/G7","25","25","55920","55210"
"In post","2022","Analysis","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Liverpool","SEO/HEO","60","55","36320","33370"
"In post","2022","Analysis","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Manchester","AA/AO","10","10","21260","21260"
"In post","2022","Analysis","Manchester","EO","15","15","26530","26820"
"In post","2022","Analysis","Manchester","G6/G7","65","60","55740","55210"
"In post","2022","Analysis","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Manchester","SEO/HEO","190","190","35580","33370"
"In post","2022","Analysis","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Monmouthshire and Newport","AA/AO","60","55","20080","19860"
"In post","2022","Analysis","Monmouthshire and Newport","EO","145","130","24660","23880"
"In post","2022","Analysis","Monmouthshire and Newport","G6/G7","260","255","53400","51210"
"In post","2022","Analysis","Monmouthshire and Newport","SCS level","15","15","80890","72160"
"In post","2022","Analysis","Monmouthshire and Newport","SEO/HEO","775","745","34390","32810"
"In post","2022","Analysis","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","EO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Nottingham","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Nottingham","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Nottingham","SEO/HEO","20","20","36990","36730"
"In post","2022","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Plymouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Plymouth","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Portsmouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Portsmouth","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Sefton","G6/G7","10","10","57430","57510"
"In post","2022","Analysis","Sefton","SEO/HEO","10","10","37910","39390"
"In post","2022","Analysis","Sheffield","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","Sheffield","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Sheffield","G6/G7","95","85","57410","53030"
"In post","2022","Analysis","Sheffield","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Sheffield","SEO/HEO","95","90","35880","35590"
"In post","2022","Analysis","Somerset CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","South and West Derbyshire","SEO/HEO","10","10","34390","32010"
"In post","2022","Analysis","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Hampshire","AA/AO","10","10","20010","19860"
"In post","2022","Analysis","South Hampshire","EO","55","50","24480","23880"
"In post","2022","Analysis","South Hampshire","G6/G7","120","115","53470","51210"
"In post","2022","Analysis","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","South Hampshire","SEO/HEO","335","320","34300","32810"
"In post","2022","Analysis","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southend-on-Sea","SEO/HEO","10","10","38700","40520"
"In post","2022","Analysis","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Staffordshire CC","SEO/HEO","15","15","35630","33300"
"In post","2022","Analysis","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Suffolk CC","AA/AO","25","20","20610","21510"
"In post","2022","Analysis","Suffolk CC","EO","60","60","25300","25010"
"In post","2022","Analysis","Suffolk CC","G6/G7","65","60","51650","48080"
"In post","2022","Analysis","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Suffolk CC","SEO/HEO","180","175","33360","32770"
"In post","2022","Analysis","Sunderland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swindon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Swindon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Tower Hamlets","EO","80","80","28670","28410"
"In post","2022","Analysis","Tower Hamlets","G6/G7","325","310","62070","60280"
"In post","2022","Analysis","Tower Hamlets","SCS level","35","35","99160","95700"
"In post","2022","Analysis","Tower Hamlets","SEO/HEO","275","275","39030","40450"
"In post","2022","Analysis","Tyneside","AA/AO","10","10","[c]","[c]"
"In post","2022","Analysis","Tyneside","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Tyneside","G6/G7","50","45","54830","52150"
"In post","2022","Analysis","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tyneside","SEO/HEO","85","80","34460","33860"
"In post","2022","Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Westminster","AA/AO","55","50","24580","24900"
"In post","2022","Analysis","Westminster","EO","190","185","28790","27850"
"In post","2022","Analysis","Westminster","G6/G7","1080","1040","59430","57230"
"In post","2022","Analysis","Westminster","SCS level","95","90","86570","78840"
"In post","2022","Analysis","Westminster","SEO/HEO","1145","1130","37830","37610"
"In post","2022","Analysis","Wiltshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Wiltshire","G6/G7","35","35","50530","47040"
"In post","2022","Analysis","Wiltshire","SEO/HEO","90","85","35090","38070"
"In post","2022","Analysis","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wirral","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wolverhampton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Wolverhampton","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","York","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Barnet","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","80","75","25630","26670"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","165","160","58490","55080"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","20","20","109920","109540"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","375","360","37070","38020"
"In post","2022","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","130","125","40600","37530"
"In post","2022","Commercial","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Berkshire","SEO/HEO","10","10","38900","38940"
"In post","2022","Commercial","Birmingham","EO","10","10","26690","25520"
"In post","2022","Commercial","Birmingham","G6/G7","25","25","70370","68330"
"In post","2022","Commercial","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Birmingham","SEO/HEO","30","30","37170","38330"
"In post","2022","Commercial","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Blackpool","G6/G7","30","30","60570","64150"
"In post","2022","Commercial","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Blackpool","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Brent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Bristol, City of","G6/G7","20","20","60360","57650"
"In post","2022","Commercial","Bristol, City of","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Bristol, City of","SEO/HEO","40","40","36570","36800"
"In post","2022","Commercial","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Buckinghamshire","EO","10","10","26700","25970"
"In post","2022","Commercial","Buckinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2022","Commercial","Buckinghamshire","SEO/HEO","45","40","39470","42000"
"In post","2022","Commercial","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cambridgeshire CC","EO","10","10","26520","26670"
"In post","2022","Commercial","Cambridgeshire CC","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","Cambridgeshire CC","SEO/HEO","35","30","37500","34800"
"In post","2022","Commercial","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Camden and City of London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","G6/G7","10","10","[c]","[c]"
"In post","2022","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","EO","40","40","25930","26350"
"In post","2022","Commercial","Central Hampshire","G6/G7","35","30","67570","66990"
"In post","2022","Commercial","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Central Hampshire","SEO/HEO","95","90","37980","40000"
"In post","2022","Commercial","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
