"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","Unknown","Unknown","305","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","Unknown","1320","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Digital, Data and Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Human Resources","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Intelligence Analysis","Heterosexual / straight","30","[c]","30320","28780"
"Leaver Dept.","2022","Unknown","Home Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","Heterosexual / straight","570","[c]","27770","25040"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","Undeclared","50","[c]","29420","26160"
"Leaver Dept.","2022","Unknown","Home Office","Operational Delivery","Unknown","70","[c]","28470","24890"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Operational Research","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Other","Heterosexual / straight","55","[c]","40190","35200"
"Leaver Dept.","2022","Unknown","Home Office","Other","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Other","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Policy","Heterosexual / straight","165","[c]","48890","42170"
"Leaver Dept.","2022","Unknown","Home Office","Policy","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Policy","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Policy","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","Heterosexual / straight","45","[c]","41330","37660"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Social Research","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","Heterosexual / straight","30","[c]","38030","33300"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","Heterosexual / straight","85","[c]","24230","21270"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","Heterosexual / straight","40","[c]","45100","37640"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","Unknown","Heterosexual / straight","40","[c]","39550","34600"
"Leaver Dept.","2022","Unknown","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","Unknown","Unknown","30","[c]","46760","41910"
"Leaver Dept.","2022","Unknown","Welsh Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","Other","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Digital, Data and Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","40","[c]","27800","27970"
"New entrant CS","2022","Analysis","Department for International Trade","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Economics","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for International Trade","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Economics","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Social Research","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Statistics","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Work and Pensions","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
