"Status","Year","Age","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Asian","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Black","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Devon","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","East Wales","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Eastern Scotland","Outside London","30","30","22210","21250"
"In post","2022","16-19","Unknown","Essex","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","50","50","18490","17140"
"In post","2022","16-19","Unknown","Greater Manchester","Outside London","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - East","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - West","London","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Kent","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Merseyside","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northumberland, and Tyne and Wear","Outside London","30","30","21420","21250"
"In post","2022","16-19","Unknown","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Outer London - South","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Southern Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","West Central Scotland","Outside London","20","15","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","West Wales and The Valleys","Outside London","45","35","19280","18310"
"In post","2022","16-19","Unknown","West Yorkshire","Outside London","30","25","[c]","[c]"
"In post","2022","16-19","White","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","[c]","[c]"
"In post","2022","16-19","White","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Derbyshire and Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Devon","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","East Anglia","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","East Wales","Outside London","35","35","20700","20380"
"In post","2022","16-19","White","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","White","Eastern Scotland","Outside London","30","30","22120","21150"
"In post","2022","16-19","White","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","80","80","19730","19460"
"In post","2022","16-19","White","Greater Manchester","Outside London","25","25","[c]","[c]"
"In post","2022","16-19","White","Hampshire and Isle of Wight","Outside London","20","20","[c]","[c]"
"In post","2022","16-19","White","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Inner London - East","London","5","5","[c]","[c]"
"In post","2022","16-19","White","Inner London - West","London","45","45","24860","24300"
"In post","2022","16-19","White","Kent","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Lancashire","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Merseyside","Outside London","35","35","21930","21250"
"In post","2022","16-19","White","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Northumberland, and Tyne and Wear","Outside London","25","25","[c]","[c]"
"In post","2022","16-19","White","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Surrey, East and West Sussex","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","West Central Scotland","Outside London","30","25","[c]","[c]"
"In post","2022","16-19","White","West Midlands","Outside London","15","15","[c]","[c]"
"In post","2022","16-19","White","West Wales and The Valleys","Outside London","40","35","20390","18310"
"In post","2022","16-19","White","West Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Bedfordshire and Hertfordshire","Outside London","90","90","28150","27570"
"In post","2022","20-29","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","85","80","27950","27700"
"In post","2022","20-29","Asian","Cheshire","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Derbyshire and Nottinghamshire","Outside London","180","180","27520","26820"
"In post","2022","20-29","Asian","Devon","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","East Anglia","Outside London","65","60","25980","24580"
"In post","2022","20-29","Asian","East Wales","Outside London","105","105","26780","25210"
"In post","2022","20-29","Asian","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Eastern Scotland","Outside London","55","55","26390","23510"
"In post","2022","20-29","Asian","Essex","Outside London","30","30","27770","28240"
"In post","2022","20-29","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","165","27880","27000"
"In post","2022","20-29","Asian","Greater Manchester","Outside London","515","510","27270","26820"
"In post","2022","20-29","Asian","Hampshire and Isle of Wight","Outside London","75","75","28490","27570"
"In post","2022","20-29","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Inner London - East","London","630","625","33520","31060"
"In post","2022","20-29","Asian","Inner London - West","London","1580","1570","36370","34020"
"In post","2022","20-29","Asian","Kent","Outside London","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Lancashire","Outside London","190","185","24180","21260"
"In post","2022","20-29","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","170","165","23970","22600"
"In post","2022","20-29","Asian","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Merseyside","Outside London","45","40","26800","24890"
"In post","2022","20-29","Asian","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","North Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Northumberland, and Tyne and Wear","Outside London","110","105","26300","26030"
"In post","2022","20-29","Asian","Outer London - East and North East","London","185","185","28960","31060"
"In post","2022","20-29","Asian","Outer London - South","London","220","220","34260","31060"
"In post","2022","20-29","Asian","Outer London - West and North West","London","310","300","29720","28810"
"In post","2022","20-29","Asian","Overseas","Overseas","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Shropshire and Staffordshire","Outside London","55","55","26470","26590"
"In post","2022","20-29","Asian","South Yorkshire","Outside London","110","110","25490","24880"
"In post","2022","20-29","Asian","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Surrey, East and West Sussex","Outside London","50","50","28830","28590"
"In post","2022","20-29","Asian","Tees Valley and Durham","Outside London","30","25","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Asian","West Central Scotland","Outside London","65","60","27310","26590"
"In post","2022","20-29","Asian","West Midlands","Outside London","890","870","26180","25480"
"In post","2022","20-29","Asian","West Wales and The Valleys","Outside London","30","30","[c]","[c]"
"In post","2022","20-29","Asian","West Yorkshire","Outside London","695","675","25860","26590"
"In post","2022","20-29","Black","Bedfordshire and Hertfordshire","Outside London","35","35","27460","27570"
"In post","2022","20-29","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","40","40","27070","27570"
