"Status","Year","Age","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","SEO/HEO","HEO","Undeclared","1125","1125","32980","32790"
"In post","2022","20-29","SEO/HEO","HEO","Unknown","5505","5485","32060","32000"
"In post","2022","20-29","SEO/HEO","SEO","Heterosexual / straight","4230","4215","40240","40180"
"In post","2022","20-29","SEO/HEO","SEO","LGBO","620","615","40280","40160"
"In post","2022","20-29","SEO/HEO","SEO","Undeclared","485","480","40250","40520"
"In post","2022","20-29","SEO/HEO","SEO","Unknown","1480","1470","40430","40460"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","2605","2565","26210","24270"
"In post","2022","20-29","Unknown","Unknown","LGBO","310","305","24900","23170"
"In post","2022","20-29","Unknown","Unknown","Undeclared","135","135","26250","24540"
"In post","2022","20-29","Unknown","Unknown","Unknown","1200","1175","25740","24090"
"In post","2022","30-39","AA/AO","AA","Heterosexual / straight","1560","1440","20710","20890"
"In post","2022","30-39","AA/AO","AA","LGBO","135","135","20720","20890"
"In post","2022","30-39","AA/AO","AA","Undeclared","160","145","20350","19810"
"In post","2022","30-39","AA/AO","AA","Unknown","685","625","21100","20890"
"In post","2022","30-39","AA/AO","AO","Heterosexual / straight","14695","13455","23630","21680"
"In post","2022","30-39","AA/AO","AO","LGBO","1175","1135","23930","21680"
"In post","2022","30-39","AA/AO","AO","Undeclared","1305","1200","23710","21680"
"In post","2022","30-39","AA/AO","AO","Unknown","5650","5130","23370","21300"
"In post","2022","30-39","EO","EO","Heterosexual / straight","18025","17075","27740","27570"
"In post","2022","30-39","EO","EO","LGBO","1560","1535","27840","27570"
"In post","2022","30-39","EO","EO","Undeclared","1590","1525","27970","27570"
"In post","2022","30-39","EO","EO","Unknown","5475","5205","27940","27570"
"In post","2022","30-39","G6/G7","G6","Heterosexual / straight","2975","2885","66900","65630"
"In post","2022","30-39","G6/G7","G6","LGBO","290","285","66180","65440"
"In post","2022","30-39","G6/G7","G6","Undeclared","355","350","66820","66230"
"In post","2022","30-39","G6/G7","G6","Unknown","785","765","67590","65790"
"In post","2022","30-39","G6/G7","G7","Heterosexual / straight","9430","9160","54320","54080"
"In post","2022","30-39","G6/G7","G7","LGBO","960","950","54410","54070"
"In post","2022","30-39","G6/G7","G7","Undeclared","1085","1065","54420","53760"
"In post","2022","30-39","G6/G7","G7","Unknown","2745","2685","54730","54160"
"In post","2022","30-39","SCS level","SCS level","Heterosexual / straight","735","710","79890","75500"
"In post","2022","30-39","SCS level","SCS level","LGBO","85","85","78900","74700"
"In post","2022","30-39","SCS level","SCS level","Undeclared","75","70","78080","74370"
"In post","2022","30-39","SCS level","SCS level","Unknown","180","175","81630","77060"
"In post","2022","30-39","SEO/HEO","HEO","Heterosexual / straight","13485","13050","33450","33120"
"In post","2022","30-39","SEO/HEO","HEO","LGBO","1125","1110","33260","33080"
"In post","2022","30-39","SEO/HEO","HEO","Undeclared","1315","1285","33690","33300"
"In post","2022","30-39","SEO/HEO","HEO","Unknown","3705","3610","33510","33370"
"In post","2022","30-39","SEO/HEO","SEO","Heterosexual / straight","10255","9970","41180","40520"
"In post","2022","30-39","SEO/HEO","SEO","LGBO","900","890","40680","40180"
"In post","2022","30-39","SEO/HEO","SEO","Undeclared","1135","1105","41240","40520"
"In post","2022","30-39","SEO/HEO","SEO","Unknown","2565","2505","40710","40230"
"In post","2022","30-39","Unknown","Unknown","Heterosexual / straight","3530","3290","30640","30210"
"In post","2022","30-39","Unknown","Unknown","LGBO","280","275","28660","25620"
"In post","2022","30-39","Unknown","Unknown","Undeclared","235","225","31790","31420"
"In post","2022","30-39","Unknown","Unknown","Unknown","1285","1200","30510","28200"
"In post","2022","40-49","AA/AO","AA","Heterosexual / straight","1805","1675","20620","20560"
"In post","2022","40-49","AA/AO","AA","LGBO","115","110","20800","20890"
"In post","2022","40-49","AA/AO","AA","Undeclared","280","250","19910","19550"
"In post","2022","40-49","AA/AO","AA","Unknown","675","615","21220","20950"
"In post","2022","40-49","AA/AO","AO","Heterosexual / straight","14650","13115","23320","21550"
"In post","2022","40-49","AA/AO","AO","LGBO","695","660","23790","21300"
"In post","2022","40-49","AA/AO","AO","Undeclared","2025","1810","23510","21680"
"In post","2022","40-49","AA/AO","AO","Unknown","5585","4890","23130","21300"
"In post","2022","40-49","EO","EO","Heterosexual / straight","19220","17950","27900","27570"
"In post","2022","40-49","EO","EO","LGBO","1025","990","27900","27570"
"In post","2022","40-49","EO","EO","Undeclared","2290","2150","28050","27570"
"In post","2022","40-49","EO","EO","Unknown","5380","4920","28140","27570"
"In post","2022","40-49","G6/G7","G6","Heterosexual / straight","4570","4380","68380","67000"
"In post","2022","40-49","G6/G7","G6","LGBO","315","310","68330","67180"
"In post","2022","40-49","G6/G7","G6","Undeclared","560","540","68980","67810"
"In post","2022","40-49","G6/G7","G6","Unknown","1150","1105","69630","67680"
"In post","2022","40-49","G6/G7","G7","Heterosexual / straight","10175","9795","55390","54700"
"In post","2022","40-49","G6/G7","G7","LGBO","580","570","55450","54600"
"In post","2022","40-49","G6/G7","G7","Undeclared","1190","1150","55220","54540"
"In post","2022","40-49","G6/G7","G7","Unknown","2850","2730","55240","54680"
"In post","2022","40-49","SCS level","SCS level","Heterosexual / straight","2110","2035","87200","80000"
"In post","2022","40-49","SCS level","SCS level","LGBO","180","175","86490","79330"
"In post","2022","40-49","SCS level","SCS level","Undeclared","195","185","85040","80000"
"In post","2022","40-49","SCS level","SCS level","Unknown","480","465","92870","84680"
"In post","2022","40-49","SEO/HEO","HEO","Heterosexual / straight","12355","11860","33960","33370"
"In post","2022","40-49","SEO/HEO","HEO","LGBO","645","625","33990","33370"
"In post","2022","40-49","SEO/HEO","HEO","Undeclared","1565","1510","33990","33370"
"In post","2022","40-49","SEO/HEO","HEO","Unknown","2850","2735","34300","33370"
"In post","2022","40-49","SEO/HEO","SEO","Heterosexual / straight","11220","10835","42060","40580"
"In post","2022","40-49","SEO/HEO","SEO","LGBO","515","505","42110","40580"
"In post","2022","40-49","SEO/HEO","SEO","Undeclared","1395","1345","42190","40650"
"In post","2022","40-49","SEO/HEO","SEO","Unknown","2305","2220","41700","40520"
"In post","2022","40-49","Unknown","Unknown","Heterosexual / straight","3820","3560","33970","33920"
"In post","2022","40-49","Unknown","Unknown","LGBO","215","210","34110","31420"
"In post","2022","40-49","Unknown","Unknown","Undeclared","375","350","35150","37170"
"In post","2022","40-49","Unknown","Unknown","Unknown","1135","1050","34110","32250"
"In post","2022","50-59","AA/AO","AA","Heterosexual / straight","3820","3585","20500","20310"
"In post","2022","50-59","AA/AO","AA","LGBO","140","135","20940","20890"
"In post","2022","50-59","AA/AO","AA","Undeclared","515","465","20130","19810"
"In post","2022","50-59","AA/AO","AA","Unknown","1200","1070","21420","21250"
"In post","2022","50-59","AA/AO","AO","Heterosexual / straight","20870","18805","23290","21680"
"In post","2022","50-59","AA/AO","AO","LGBO","755","705","23890","21680"
"In post","2022","50-59","AA/AO","AO","Undeclared","3550","3170","23440","21680"
"In post","2022","50-59","AA/AO","AO","Unknown","7570","6640","23490","21840"
"In post","2022","50-59","EO","EO","Heterosexual / straight","26130","24375","28250","27570"
"In post","2022","50-59","EO","EO","LGBO","930","890","28500","27570"
"In post","2022","50-59","EO","EO","Undeclared","4360","4055","28350","27570"
"In post","2022","50-59","EO","EO","Unknown","7210","6600","28850","27570"
"In post","2022","50-59","G6/G7","G6","Heterosexual / straight","4465","4375","70030","68370"
"In post","2022","50-59","G6/G7","G6","LGBO","210","210","69880","68280"
"In post","2022","50-59","G6/G7","G6","Undeclared","640","620","70700","68730"
"In post","2022","50-59","G6/G7","G6","Unknown","1060","1030","71510","69500"
"In post","2022","50-59","G6/G7","G7","Heterosexual / straight","9360","9135","56180","55210"
"In post","2022","50-59","G6/G7","G7","LGBO","355","345","56640","55520"
"In post","2022","50-59","G6/G7","G7","Undeclared","1355","1330","56710","55350"
"In post","2022","50-59","G6/G7","G7","Unknown","2530","2455","56120","55310"
"In post","2022","50-59","SCS level","SCS level","Heterosexual / straight","1910","1880","94300","85970"
"In post","2022","50-59","SCS level","SCS level","LGBO","85","85","95700","83970"
"In post","2022","50-59","SCS level","SCS level","Undeclared","225","220","92260","84760"
"In post","2022","50-59","SCS level","SCS level","Unknown","415","405","103100","94900"
"In post","2022","50-59","SEO/HEO","HEO","Heterosexual / straight","14805","14275","34480","33430"
"In post","2022","50-59","SEO/HEO","HEO","LGBO","535","515","34470","33610"
"In post","2022","50-59","SEO/HEO","HEO","Undeclared","2385","2300","34890","33840"
"In post","2022","50-59","SEO/HEO","HEO","Unknown","3055","2935","35180","33840"
"In post","2022","50-59","SEO/HEO","SEO","Heterosexual / straight","12215","11890","42800","41100"
"In post","2022","50-59","SEO/HEO","SEO","LGBO","410","400","42910","41720"
"In post","2022","50-59","SEO/HEO","SEO","Undeclared","1975","1910","43040","41970"
"In post","2022","50-59","SEO/HEO","SEO","Unknown","2310","2235","42620","40940"
"In post","2022","50-59","Unknown","Unknown","Heterosexual / straight","3800","3605","33600","30200"
"In post","2022","50-59","Unknown","Unknown","LGBO","170","160","34930","37170"
"In post","2022","50-59","Unknown","Unknown","Undeclared","425","405","35910","37170"
"In post","2022","50-59","Unknown","Unknown","Unknown","1300","1210","35330","32690"
"In post","2022","60-64","AA/AO","AA","Heterosexual / straight","2015","1725","20390","19810"
"In post","2022","60-64","AA/AO","AA","LGBO","40","35","20590","19830"
"In post","2022","60-64","AA/AO","AA","Undeclared","330","260","19860","19200"
"In post","2022","60-64","AA/AO","AA","Unknown","610","495","21290","21050"
"In post","2022","60-64","AA/AO","AO","Heterosexual / straight","7630","6230","22800","21410"
"In post","2022","60-64","AA/AO","AO","LGBO","195","165","23140","21490"
"In post","2022","60-64","AA/AO","AO","Undeclared","1305","1035","22780","21680"
"In post","2022","60-64","AA/AO","AO","Unknown","2650","2060","23160","21840"
"In post","2022","60-64","EO","EO","Heterosexual / straight","7640","6185","28290","27570"
"In post","2022","60-64","EO","EO","LGBO","230","190","28260","27570"
"In post","2022","60-64","EO","EO","Undeclared","1375","1090","28210","27570"
"In post","2022","60-64","EO","EO","Unknown","2060","1585","28950","27570"
"In post","2022","60-64","G6/G7","G6","Heterosexual / straight","735","665","71750","70530"
"In post","2022","60-64","G6/G7","G6","LGBO","25","20","[c]","[c]"
"In post","2022","60-64","G6/G7","G6","Undeclared","120","100","72540","70760"
"In post","2022","60-64","G6/G7","G6","Unknown","185","165","73060","72200"
"In post","2022","60-64","G6/G7","G7","Heterosexual / straight","1610","1425","57530","56340"
"In post","2022","60-64","G6/G7","G7","LGBO","50","45","58600","58280"
"In post","2022","60-64","G6/G7","G7","Undeclared","250","220","57630","56840"
"In post","2022","60-64","G6/G7","G7","Unknown","515","450","56520","55610"
"In post","2022","60-64","SCS level","SCS level","Heterosexual / straight","295","275","102540","94500"
"In post","2022","60-64","SCS level","SCS level","LGBO","15","10","[c]","[c]"
"In post","2022","60-64","SCS level","SCS level","Undeclared","45","45","103980","99320"
"In post","2022","60-64","SCS level","SCS level","Unknown","80","75","108230","96650"
"In post","2022","60-64","SEO/HEO","HEO","Heterosexual / straight","3605","3055","34920","34290"
"In post","2022","60-64","SEO/HEO","HEO","LGBO","90","75","34680","34290"
"In post","2022","60-64","SEO/HEO","HEO","Undeclared","665","565","35030","34260"
"In post","2022","60-64","SEO/HEO","HEO","Unknown","740","605","35480","34330"
"In post","2022","60-64","SEO/HEO","SEO","Heterosexual / straight","2495","2170","43420","42220"
"In post","2022","60-64","SEO/HEO","SEO","LGBO","60","55","43660","43000"
"In post","2022","60-64","SEO/HEO","SEO","Undeclared","465","405","43480","42260"
"In post","2022","60-64","SEO/HEO","SEO","Unknown","530","455","43960","43000"
"In post","2022","60-64","Unknown","Unknown","Heterosexual / straight","1295","1130","32130","28200"
"In post","2022","60-64","Unknown","Unknown","LGBO","45","40","32690","33390"
"In post","2022","60-64","Unknown","Unknown","Undeclared","150","130","34970","34630"
"In post","2022","60-64","Unknown","Unknown","Unknown","425","375","33210","31520"
"In post","2022","65+","AA/AO","AA","Heterosexual / straight","920","725","20290","19810"
"In post","2022","65+","AA/AO","AA","LGBO","20","20","[c]","[c]"
"In post","2022","65+","AA/AO","AA","Undeclared","150","110","20090","19810"
"In post","2022","65+","AA/AO","AA","Unknown","300","225","21430","21250"
"In post","2022","65+","AA/AO","AO","Heterosexual / straight","2570","2010","22720","21680"
"In post","2022","65+","AA/AO","AO","LGBO","65","50","22900","21680"
"In post","2022","65+","AA/AO","AO","Undeclared","435","330","22830","21830"
"In post","2022","65+","AA/AO","AO","Unknown","860","640","23550","22080"
"In post","2022","65+","EO","EO","Heterosexual / straight","2170","1650","28350","27570"
"In post","2022","65+","EO","EO","LGBO","60","50","28260","27570"
"In post","2022","65+","EO","EO","Undeclared","445","330","28760","27580"
"In post","2022","65+","EO","EO","Unknown","625","435","28820","27570"
"In post","2022","65+","G6/G7","G6","Heterosexual / straight","185","140","73500","72780"
"In post","2022","65+","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","G6/G7","G6","Undeclared","35","25","72780","71910"
"In post","2022","65+","G6/G7","G6","Unknown","75","55","72500","74250"
"In post","2022","65+","G6/G7","G7","Heterosexual / straight","415","330","58750","58410"
"In post","2022","65+","G6/G7","G7","LGBO","10","5","[c]","[c]"
"In post","2022","65+","G6/G7","G7","Undeclared","65","55","58820","58630"
"In post","2022","65+","G6/G7","G7","Unknown","140","105","58040","58710"
"In post","2022","65+","SCS level","SCS level","Heterosexual / straight","55","45","109230","99320"
"In post","2022","65+","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","SCS level","SCS level","Undeclared","20","15","[c]","[c]"
"In post","2022","65+","SCS level","SCS level","Unknown","25","15","[c]","[c]"
"In post","2022","65+","SEO/HEO","HEO","Heterosexual / straight","955","760","35270","34290"
"In post","2022","65+","SEO/HEO","HEO","LGBO","20","15","[c]","[c]"
"In post","2022","65+","SEO/HEO","HEO","Undeclared","190","150","36010","35980"
"In post","2022","65+","SEO/HEO","HEO","Unknown","225","170","35880","35980"
"In post","2022","65+","SEO/HEO","SEO","Heterosexual / straight","615","495","44570","43710"
"In post","2022","65+","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","65+","SEO/HEO","SEO","Undeclared","120","95","44610","43700"
"In post","2022","65+","SEO/HEO","SEO","Unknown","165","120","44580","43710"
"In post","2022","65+","Unknown","Unknown","Heterosexual / straight","430","340","31740","28200"
"In post","2022","65+","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Undeclared","60","45","36930","37170"
"In post","2022","65+","Unknown","Unknown","Unknown","135","100","31690","28850"
"In post","2022","Unknown","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Unknown","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AO","Heterosexual / straight","60","[c]","21340","21260"
"Leaver CS","2022","16-19","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","AA/AO","AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","EO","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","AA/AO","AA","Heterosexual / straight","350","[c]","19530","19100"
"Leaver CS","2022","20-29","AA/AO","AA","LGBO","65","[c]","19360","18310"
"Leaver CS","2022","20-29","AA/AO","AA","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","AA/AO","AA","Unknown","315","[c]","19690","19060"
"Leaver CS","2022","20-29","AA/AO","AO","Heterosexual / straight","2300","[c]","21740","21260"
"Leaver CS","2022","20-29","AA/AO","AO","LGBO","300","[c]","21540","21260"
"Leaver CS","2022","20-29","AA/AO","AO","Undeclared","190","[c]","21750","21260"
"Leaver CS","2022","20-29","AA/AO","AO","Unknown","2000","[c]","21760","21260"
"Leaver CS","2022","20-29","EO","EO","Heterosexual / straight","1410","[c]","27070","27570"
"Leaver CS","2022","20-29","EO","EO","LGBO","205","[c]","27060","27570"
"Leaver CS","2022","20-29","EO","EO","Undeclared","170","[c]","27030","27570"
"Leaver CS","2022","20-29","EO","EO","Unknown","750","[c]","25900","27230"
"Leaver CS","2022","20-29","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","G7","Heterosexual / straight","110","[c]","53300","53420"
"Leaver CS","2022","20-29","G6/G7","G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","G6/G7","G7","Unknown","70","[c]","53670","53360"
"Leaver CS","2022","20-29","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","SEO/HEO","HEO","Heterosexual / straight","660","[c]","32330","32520"
"Leaver CS","2022","20-29","SEO/HEO","HEO","LGBO","85","[c]","32350","33250"
"Leaver CS","2022","20-29","SEO/HEO","HEO","Undeclared","140","[c]","33510","33300"
"Leaver CS","2022","20-29","SEO/HEO","HEO","Unknown","455","[c]","32340","32290"
"Leaver CS","2022","20-29","SEO/HEO","SEO","Heterosexual / straight","240","[c]","40200","40070"
"Leaver CS","2022","20-29","SEO/HEO","SEO","LGBO","35","[c]","39580","40050"
"Leaver CS","2022","20-29","SEO/HEO","SEO","Undeclared","60","[c]","40030","40230"
"Leaver CS","2022","20-29","SEO/HEO","SEO","Unknown","105","[c]","39980","39980"
"Leaver CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","260","[c]","27040","26880"
"Leaver CS","2022","20-29","Unknown","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Unknown","245","[c]","27590","28980"
"Leaver CS","2022","30-39","AA/AO","AA","Heterosexual / straight","180","[c]","19820","19560"
"Leaver CS","2022","30-39","AA/AO","AA","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","AA/AO","AA","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","AA/AO","AA","Unknown","125","[c]","19910","19200"
"Leaver CS","2022","30-39","AA/AO","AO","Heterosexual / straight","1365","[c]","22190","21260"
"Leaver CS","2022","30-39","AA/AO","AO","LGBO","130","[c]","21840","21260"
"Leaver CS","2022","30-39","AA/AO","AO","Undeclared","105","[c]","22590","21260"
"Leaver CS","2022","30-39","AA/AO","AO","Unknown","935","[c]","22260","21260"
"Leaver CS","2022","30-39","EO","EO","Heterosexual / straight","1010","[c]","27770","27570"
"Leaver CS","2022","30-39","EO","EO","LGBO","115","[c]","27650","27570"
"Leaver CS","2022","30-39","EO","EO","Undeclared","110","[c]","27910","27570"
"Leaver CS","2022","30-39","EO","EO","Unknown","485","[c]","27640","27570"
"Leaver CS","2022","30-39","G6/G7","G6","Heterosexual / straight","130","[c]","67390","66230"
"Leaver CS","2022","30-39","G6/G7","G6","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","G6/G7","G6","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","G6/G7","G6","Unknown","55","[c]","69960","66570"
"Leaver CS","2022","30-39","G6/G7","G7","Heterosexual / straight","420","[c]","54320","53860"
"Leaver CS","2022","30-39","G6/G7","G7","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","G6/G7","G7","Undeclared","95","[c]","54200","53610"
"Leaver CS","2022","30-39","G6/G7","G7","Unknown","215","[c]","55120","54030"
"Leaver CS","2022","30-39","SCS level","SCS level","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","SEO/HEO","HEO","Heterosexual / straight","550","[c]","33260","33090"
"Leaver CS","2022","30-39","SEO/HEO","HEO","LGBO","60","[c]","33160","33180"
"Leaver CS","2022","30-39","SEO/HEO","HEO","Undeclared","85","[c]","33680","32720"
"Leaver CS","2022","30-39","SEO/HEO","HEO","Unknown","305","[c]","33630","33100"
"Leaver CS","2022","30-39","SEO/HEO","SEO","Heterosexual / straight","550","[c]","40420","40060"
"Leaver CS","2022","30-39","SEO/HEO","SEO","LGBO","50","[c]","41360","40060"
"Leaver CS","2022","30-39","SEO/HEO","SEO","Undeclared","80","[c]","40830","40580"
"Leaver CS","2022","30-39","SEO/HEO","SEO","Unknown","215","[c]","40930","40600"
"Leaver CS","2022","30-39","Unknown","Unknown","Heterosexual / straight","255","[c]","37430","33950"
"Leaver CS","2022","30-39","Unknown","Unknown","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","195","[c]","34910","32700"
"Leaver CS","2022","40-49","AA/AO","AA","Heterosexual / straight","130","[c]","19810","19250"
