"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","West Midlands (England)","West Midlands","Solihull","35","[c]","28890","27570"
"New entrant CS","2022","30-39","West Midlands (England)","West Midlands","Walsall","15","[c]","22520","21260"
"New entrant CS","2022","30-39","West Midlands (England)","West Midlands","Wolverhampton","65","[c]","30700","27570"
"New entrant CS","2022","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","50","[c]","27190","23140"
"New entrant CS","2022","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","60","[c]","25060","23170"
"New entrant CS","2022","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","20","[c]","28260","24880"
"New entrant CS","2022","30-39","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","35","[c]","29950","26310"
"New entrant CS","2022","30-39","Yorkshire and The Humber","North Yorkshire","York","115","[c]","34390","30280"
"New entrant CS","2022","30-39","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","100","[c]","25630","23170"
"New entrant CS","2022","30-39","Yorkshire and The Humber","South Yorkshire","Sheffield","200","[c]","33920","29360"
"New entrant CS","2022","30-39","Yorkshire and The Humber","West Yorkshire","Bradford","155","[c]","24320","21260"
"New entrant CS","2022","30-39","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","40","[c]","27230","27570"
"New entrant CS","2022","30-39","Yorkshire and The Humber","West Yorkshire","Leeds","600","[c]","32940","28000"
"New entrant CS","2022","30-39","Yorkshire and The Humber","West Yorkshire","Wakefield","60","[c]","25500","24090"
"New entrant CS","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","50","[c]","26740","24780"
"New entrant CS","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","15","[c]","32520","27880"
"New entrant CS","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","45","[c]","27810","26310"
"New entrant CS","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","245","[c]","29310","26590"
"New entrant CS","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","25","[c]","30510","27370"
"New entrant CS","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","30","[c]","33380","29690"
"New entrant CS","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","70","[c]","26310","23170"
"New entrant CS","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","40","[c]","30060","23160"
"New entrant CS","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","25","[c]","25360","21680"
"New entrant CS","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","35","[c]","29160","27570"
"New entrant CS","2022","40-49","East Midlands (England)","Lincolnshire","Lincolnshire CC","80","[c]","31200","27570"
"New entrant CS","2022","40-49","East of England","Bedfordshire and Hertfordshire","Bedford","30","[c]","30000","28140"
"New entrant CS","2022","40-49","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","80","[c]","32880","29290"
"New entrant CS","2022","40-49","East of England","Bedfordshire and Hertfordshire","Luton","15","[c]","28040","27570"
"New entrant CS","2022","40-49","East of England","East Anglia","Breckland and South Norfolk","15","[c]","31300","23140"
"New entrant CS","2022","40-49","East of England","East Anglia","Cambridgeshire CC","80","[c]","31100","26350"
"New entrant CS","2022","40-49","East of England","East Anglia","North and West Norfolk","25","[c]","24180","23140"
"New entrant CS","2022","40-49","East of England","East Anglia","Norwich and East Norfolk","75","[c]","30260","27570"
"New entrant CS","2022","40-49","East of England","East Anglia","Peterborough","35","[c]","28170","27130"
"New entrant CS","2022","40-49","East of England","East Anglia","Suffolk CC","100","[c]","30130","26440"
"New entrant CS","2022","40-49","East of England","Essex","Essex Haven Gateway","30","[c]","37000","28200"
"New entrant CS","2022","40-49","East of England","Essex","Essex Thames Gateway","30","[c]","26930","24250"
"New entrant CS","2022","40-49","East of England","Essex","Heart of Essex","50","[c]","30020","26140"
"New entrant CS","2022","40-49","East of England","Essex","Southend-on-Sea","25","[c]","29840","29290"
"New entrant CS","2022","40-49","East of England","Essex","Thurrock","10","[c]","24510","24570"
"New entrant CS","2022","40-49","East of England","Essex","West Essex","10","[c]","31140","29290"
"New entrant CS","2022","40-49","London","Inner London - East","Hackney and Newham","70","[c]","36610","34090"
"New entrant CS","2022","40-49","London","Inner London - East","Haringey and Islington","60","[c]","33950","31060"
"New entrant CS","2022","40-49","London","Inner London - East","Lambeth","150","[c]","45200","40070"
"New entrant CS","2022","40-49","London","Inner London - East","Lewisham and Southwark","65","[c]","41300","38340"
"New entrant CS","2022","40-49","London","Inner London - East","Tower Hamlets","125","[c]","53050","46250"
"New entrant CS","2022","40-49","London","Inner London - West","Camden and City of London","45","[c]","44170","34260"
"New entrant CS","2022","40-49","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","30","[c]","30440","30520"
"New entrant CS","2022","40-49","London","Inner London - West","Wandsworth","25","[c]","30280","30520"
"New entrant CS","2022","40-49","London","Inner London - West","Westminster","780","[c]","48500","45300"
"New entrant CS","2022","40-49","London","Outer London - East and North East","Barking & Dagenham and Havering","20","[c]","37280","31060"
"New entrant CS","2022","40-49","London","Outer London - East and North East","Bexley and Greenwich","45","[c]","30960","30460"
"New entrant CS","2022","40-49","London","Outer London - East and North East","Enfield","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","London","Outer London - East and North East","Redbridge and Waltham Forest","35","[c]","29580","27510"
"New entrant CS","2022","40-49","London","Outer London - South","Bromley","25","[c]","33980","31060"
"New entrant CS","2022","40-49","London","Outer London - South","Croydon","145","[c]","40080","36580"
"New entrant CS","2022","40-49","London","Outer London - South","Merton, Kingston upon Thames and Sutton","25","[c]","35700","31060"
"New entrant CS","2022","40-49","London","Outer London - West and North West","Barnet","55","[c]","37110","31060"
"New entrant CS","2022","40-49","London","Outer London - West and North West","Brent","10","[c]","34930","31060"
"New entrant CS","2022","40-49","London","Outer London - West and North West","Ealing","20","[c]","33880","31060"
"New entrant CS","2022","40-49","London","Outer London - West and North West","Harrow and Hillingdon","35","[c]","29830","28650"
"New entrant CS","2022","40-49","London","Outer London - West and North West","Hounslow and Richmond upon Thames","70","[c]","32400","28650"
"New entrant CS","2022","40-49","North East (England)","Northumberland, and Tyne and Wear","Northumberland","20","[c]","33590","28200"
"New entrant CS","2022","40-49","North East (England)","Northumberland, and Tyne and Wear","Sunderland","70","[c]","24650","21260"
"New entrant CS","2022","40-49","North East (England)","Northumberland, and Tyne and Wear","Tyneside","415","[c]","28890","26310"
"New entrant CS","2022","40-49","North East (England)","Tees Valley and Durham","Darlington","55","[c]","35230","30710"
"New entrant CS","2022","40-49","North East (England)","Tees Valley and Durham","Durham","95","[c]","25610","23140"
"New entrant CS","2022","40-49","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","50","[c]","27670","27570"
"New entrant CS","2022","40-49","North East (England)","Tees Valley and Durham","South Teesside","30","[c]","29420","27570"
"New entrant CS","2022","40-49","North West (England)","Cheshire","Cheshire East","30","[c]","29070","24800"
"New entrant CS","2022","40-49","North West (England)","Cheshire","Cheshire West and Chester","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","North West (England)","Cheshire","Warrington","45","[c]","33800","29180"
"New entrant CS","2022","40-49","North West (England)","Cumbria","East Cumbria","35","[c]","30280","27570"
"New entrant CS","2022","40-49","North West (England)","Cumbria","West Cumbria","45","[c]","26440","21300"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester","Greater Manchester North East","25","[c]","27090","25350"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester","Greater Manchester North West","55","[c]","27540","26390"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester","Greater Manchester South East","20","[c]","30280","27570"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester","Greater Manchester South West","200","[c]","31360","26590"
"New entrant CS","2022","40-49","North West (England)","Greater Manchester","Manchester","225","[c]","36260","32880"
"New entrant CS","2022","40-49","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","North West (England)","Lancashire","Blackpool","110","[c]","28150","27570"
"New entrant CS","2022","40-49","North West (England)","Lancashire","Chorley and West Lancashire","25","[c]","25480","23140"
"New entrant CS","2022","40-49","North West (England)","Lancashire","East Lancashire","20","[c]","29680","27440"
"New entrant CS","2022","40-49","North West (England)","Lancashire","Lancaster and Wyre","20","[c]","27030","23140"
"New entrant CS","2022","40-49","North West (England)","Lancashire","Mid Lancashire","85","[c]","29250","23170"
"New entrant CS","2022","40-49","North West (England)","Merseyside","East Merseyside","40","[c]","31110","27570"
"New entrant CS","2022","40-49","North West (England)","Merseyside","Liverpool","240","[c]","28420","25480"
"New entrant CS","2022","40-49","North West (England)","Merseyside","Sefton","115","[c]","29350","27570"
"New entrant CS","2022","40-49","North West (England)","Merseyside","Wirral","60","[c]","27190","22510"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Ards and North Down","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Belfast","90","[c]","30630","26590"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Overseas","Overseas","15","[c]","39940","39030"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","Angus and Dundee City","155","[c]","26270","27230"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","City of Edinburgh","355","[c]","37240","33070"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","Clackmannanshire and Fife","20","[c]","26070","26680"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","Falkirk","25","[c]","25200","22000"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","20","[c]","27970","27230"
"New entrant CS","2022","40-49","Scotland","Eastern Scotland","West Lothian","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","35","[c]","29340","27230"
"New entrant CS","2022","40-49","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","50","[c]","33430","27570"
"New entrant CS","2022","40-49","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","25","[c]","25960","27230"
"New entrant CS","2022","40-49","Scotland","Southern Scotland","Scottish Borders","15","[c]","24420","24400"
"New entrant CS","2022","40-49","Scotland","Southern Scotland","South Ayrshire","10","[c]","24940","27230"
"New entrant CS","2022","40-49","Scotland","Southern Scotland","South Lanarkshire","50","[c]","25620","21250"
"New entrant CS","2022","40-49","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","35","[c]","27300","26130"
"New entrant CS","2022","40-49","Scotland","West Central Scotland","Glasgow City","465","[c]","34100","31540"
"New entrant CS","2022","40-49","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","20","[c]","28620","27230"
"New entrant CS","2022","40-49","Scotland","West Central Scotland","North Lanarkshire","35","[c]","25370","27230"
"New entrant CS","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","75","[c]","34150","29290"
"New entrant CS","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","40","[c]","32680","28140"
"New entrant CS","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","35","[c]","29060","27570"
"New entrant CS","2022","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","70","[c]","31890","28140"
"New entrant CS","2022","40-49","South East (England)","Hampshire and Isle of Wight","Central Hampshire","75","[c]","35980","31110"
"New entrant CS","2022","40-49","South East (England)","Hampshire and Isle of Wight","Isle of Wight","20","[c]","26140","24430"
"New entrant CS","2022","40-49","South East (England)","Hampshire and Isle of Wight","North Hampshire","30","[c]","35890","31600"
"New entrant CS","2022","40-49","South East (England)","Hampshire and Isle of Wight","Portsmouth","50","[c]","31670","27080"
"New entrant CS","2022","40-49","South East (England)","Hampshire and Isle of Wight","South Hampshire","95","[c]","29330","26060"
"New entrant CS","2022","40-49","South East (England)","Hampshire and Isle of Wight","Southampton","40","[c]","31800","28200"
"New entrant CS","2022","40-49","South East (England)","Kent","East Kent","70","[c]","27010","24880"
"New entrant CS","2022","40-49","South East (England)","Kent","Kent Thames Gateway","25","[c]","27750","28140"
"New entrant CS","2022","40-49","South East (England)","Kent","Medway","30","[c]","27580","27900"
"New entrant CS","2022","40-49","South East (England)","Kent","Mid Kent","35","[c]","33280","30350"
"New entrant CS","2022","40-49","South East (England)","Kent","West Kent","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","South East (England)","Surrey, East and West Sussex","Brighton and Hove","15","[c]","33620","30460"
"New entrant CS","2022","40-49","South East (England)","Surrey, East and West Sussex","East Surrey","35","[c]","29720","29290"
"New entrant CS","2022","40-49","South East (England)","Surrey, East and West Sussex","East Sussex CC","45","[c]","27270","25000"
"New entrant CS","2022","40-49","South East (England)","Surrey, East and West Sussex","West Surrey","80","[c]","37790","31530"
"New entrant CS","2022","40-49","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","35","[c]","31760","25770"
"New entrant CS","2022","40-49","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","40","[c]","31860","27570"
"New entrant CS","2022","40-49","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","50","[c]","26810","24800"
"New entrant CS","2022","40-49","South West (England)","Devon","Devon CC","90","[c]","32720","29590"
"New entrant CS","2022","40-49","South West (England)","Devon","Plymouth","70","[c]","31010","26590"
"New entrant CS","2022","40-49","South West (England)","Devon","Torbay","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","30","[c]","28150","27570"
"New entrant CS","2022","40-49","South West (England)","Dorset and Somerset","Dorset","55","[c]","26290","24820"
"New entrant CS","2022","40-49","South West (England)","Dorset and Somerset","Somerset CC","55","[c]","29130","25000"
"New entrant CS","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","205","[c]","37930","33000"
"New entrant CS","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","175","[c]","39560","35970"
"New entrant CS","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","30","[c]","31120","26740"
"New entrant CS","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","20","[c]","34880","27570"
"New entrant CS","2022","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","170","[c]","34530","30020"
"New entrant CS","2022","40-49","Unknown","Unknown","Unknown","145","[c]","36970","29290"
"New entrant CS","2022","40-49","Wales","East Wales","Cardiff and Vale of Glamorgan","215","[c]","32490","26590"
"New entrant CS","2022","40-49","Wales","East Wales","Flintshire and Wrexham","45","[c]","25090","23140"
"New entrant CS","2022","40-49","Wales","East Wales","Monmouthshire and Newport","155","[c]","34840","30740"
"New entrant CS","2022","40-49","Wales","East Wales","Powys","15","[c]","27850","26350"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","20","[c]","28140","24800"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Central Valleys","55","[c]","29600","27570"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Conwy and Denbighshire","15","[c]","38530","40100"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Gwent Valleys","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Gwynedd","15","[c]","24920","21260"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","South West Wales","40","[c]","28300","24900"
"New entrant CS","2022","40-49","Wales","West Wales and The Valleys","Swansea","125","[c]","26100","21840"
"New entrant CS","2022","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","20","[c]","27950","27570"
"New entrant CS","2022","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","40","[c]","33210","27570"
"New entrant CS","2022","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","85","[c]","28310","23140"
"New entrant CS","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Shropshire","30","[c]","27070","27570"
"New entrant CS","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","110","[c]","30780","24770"
"New entrant CS","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","45","[c]","28990","26850"
"New entrant CS","2022","40-49","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","40","[c]","37370","33080"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Birmingham","400","[c]","32680","27570"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Coventry","70","[c]","38180","36500"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Dudley","20","[c]","25290","21260"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Sandwell","25","[c]","27440","27570"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Solihull","25","[c]","26670","24880"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Walsall","15","[c]","28650","25830"
"New entrant CS","2022","40-49","West Midlands (England)","West Midlands","Wolverhampton","65","[c]","32540","28200"
"New entrant CS","2022","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","45","[c]","25690","23140"
"New entrant CS","2022","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","45","[c]","28800","26220"
"New entrant CS","2022","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","25","[c]","29950","27570"
"New entrant CS","2022","40-49","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","45","[c]","36880","33670"
"New entrant CS","2022","40-49","Yorkshire and The Humber","North Yorkshire","York","80","[c]","35670","32000"
"New entrant CS","2022","40-49","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","70","[c]","28280","27570"
"New entrant CS","2022","40-49","Yorkshire and The Humber","South Yorkshire","Sheffield","130","[c]","35310","29360"
"New entrant CS","2022","40-49","Yorkshire and The Humber","West Yorkshire","Bradford","65","[c]","25580","21260"
"New entrant CS","2022","40-49","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","50","[c]","28300","27570"
"New entrant CS","2022","40-49","Yorkshire and The Humber","West Yorkshire","Leeds","365","[c]","36380","29270"
"New entrant CS","2022","40-49","Yorkshire and The Humber","West Yorkshire","Wakefield","60","[c]","30090","27570"
"New entrant CS","2022","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","30","[c]","25160","24090"
"New entrant CS","2022","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","15","[c]","27890","27570"
"New entrant CS","2022","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","40","[c]","26620","25630"
"New entrant CS","2022","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","160","[c]","29640","26590"
"New entrant CS","2022","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","20","[c]","29070","24620"
"New entrant CS","2022","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","20","[c]","29580","26130"
"New entrant CS","2022","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","60","[c]","27760","23680"
"New entrant CS","2022","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","55","[c]","27430","23140"
"New entrant CS","2022","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","35","[c]","25210","21680"
"New entrant CS","2022","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","35","[c]","28390","26310"
"New entrant CS","2022","50-59","East Midlands (England)","Lincolnshire","Lincolnshire CC","85","[c]","28470","27570"
"New entrant CS","2022","50-59","East of England","Bedfordshire and Hertfordshire","Bedford","30","[c]","29920","27350"
"New entrant CS","2022","50-59","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","10","[c]","25030","22630"
"New entrant CS","2022","50-59","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","95","[c]","31640","29290"
"New entrant CS","2022","50-59","East of England","Bedfordshire and Hertfordshire","Luton","35","[c]","30330","34340"
"New entrant CS","2022","50-59","East of England","East Anglia","Breckland and South Norfolk","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East of England","East Anglia","Cambridgeshire CC","60","[c]","31790","27570"
"New entrant CS","2022","50-59","East of England","East Anglia","North and West Norfolk","25","[c]","26400","24960"
"New entrant CS","2022","50-59","East of England","East Anglia","Norwich and East Norfolk","70","[c]","24560","21260"
"New entrant CS","2022","50-59","East of England","East Anglia","Peterborough","30","[c]","33240","28030"
"New entrant CS","2022","50-59","East of England","East Anglia","Suffolk CC","85","[c]","28600","26130"
"New entrant CS","2022","50-59","East of England","Essex","Essex Haven Gateway","20","[c]","28730","29290"
"New entrant CS","2022","50-59","East of England","Essex","Essex Thames Gateway","25","[c]","25220","24250"
"New entrant CS","2022","50-59","East of England","Essex","Heart of Essex","40","[c]","32260","29290"
"New entrant CS","2022","50-59","East of England","Essex","Southend-on-Sea","25","[c]","29200","27390"
"New entrant CS","2022","50-59","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","East of England","Essex","West Essex","20","[c]","31170","34630"
"New entrant CS","2022","50-59","London","Inner London - East","Hackney and Newham","45","[c]","39410","37610"
"New entrant CS","2022","50-59","London","Inner London - East","Haringey and Islington","40","[c]","32260","31060"
"New entrant CS","2022","50-59","London","Inner London - East","Lambeth","110","[c]","44480","36200"
"New entrant CS","2022","50-59","London","Inner London - East","Lewisham and Southwark","50","[c]","37590","35340"
"New entrant CS","2022","50-59","London","Inner London - East","Tower Hamlets","75","[c]","53860","54270"
"New entrant CS","2022","50-59","London","Inner London - West","Camden and City of London","30","[c]","39440","39000"
"New entrant CS","2022","50-59","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","25","[c]","33310","31060"
"New entrant CS","2022","50-59","London","Inner London - West","Wandsworth","20","[c]","29350","30520"
"New entrant CS","2022","50-59","London","Inner London - West","Westminster","455","[c]","51960","44500"
"New entrant CS","2022","50-59","London","Outer London - East and North East","Barking & Dagenham and Havering","15","[c]","32700","32380"
"New entrant CS","2022","50-59","London","Outer London - East and North East","Bexley and Greenwich","25","[c]","30000","30130"
"New entrant CS","2022","50-59","London","Outer London - East and North East","Enfield","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","London","Outer London - East and North East","Redbridge and Waltham Forest","45","[c]","32150","30160"
"New entrant CS","2022","50-59","London","Outer London - South","Bromley","45","[c]","32880","31060"
"New entrant CS","2022","50-59","London","Outer London - South","Croydon","115","[c]","38240","31580"
"New entrant CS","2022","50-59","London","Outer London - South","Merton, Kingston upon Thames and Sutton","35","[c]","31770","31060"
"New entrant CS","2022","50-59","London","Outer London - West and North West","Barnet","40","[c]","33950","31060"
"New entrant CS","2022","50-59","London","Outer London - West and North West","Brent","10","[c]","30770","31060"
"New entrant CS","2022","50-59","London","Outer London - West and North West","Ealing","20","[c]","35520","34190"
"New entrant CS","2022","50-59","London","Outer London - West and North West","Harrow and Hillingdon","55","[c]","30750","31060"
"New entrant CS","2022","50-59","London","Outer London - West and North West","Hounslow and Richmond upon Thames","45","[c]","33570","31020"
"New entrant CS","2022","50-59","North East (England)","Northumberland, and Tyne and Wear","Northumberland","20","[c]","29990","27880"
"New entrant CS","2022","50-59","North East (England)","Northumberland, and Tyne and Wear","Sunderland","65","[c]","25120","21260"
"New entrant CS","2022","50-59","North East (England)","Northumberland, and Tyne and Wear","Tyneside","350","[c]","27690","22510"
"New entrant CS","2022","50-59","North East (England)","Tees Valley and Durham","Darlington","30","[c]","32840","29340"
"New entrant CS","2022","50-59","North East (England)","Tees Valley and Durham","Durham","95","[c]","26770","23140"
"New entrant CS","2022","50-59","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","50","[c]","30300","28200"
"New entrant CS","2022","50-59","North East (England)","Tees Valley and Durham","South Teesside","20","[c]","28360","28200"
"New entrant CS","2022","50-59","North West (England)","Cheshire","Cheshire East","40","[c]","26210","23170"
"New entrant CS","2022","50-59","North West (England)","Cheshire","Cheshire West and Chester","20","[c]","31630","28200"
"New entrant CS","2022","50-59","North West (England)","Cheshire","Warrington","50","[c]","33230","32770"
"New entrant CS","2022","50-59","North West (England)","Cumbria","East Cumbria","30","[c]","27300","25620"
"New entrant CS","2022","50-59","North West (England)","Cumbria","West Cumbria","35","[c]","31560","27570"
"New entrant CS","2022","50-59","North West (England)","Greater Manchester","Greater Manchester North East","35","[c]","27560","27570"
"New entrant CS","2022","50-59","North West (England)","Greater Manchester","Greater Manchester North West","40","[c]","26150","25120"
"New entrant CS","2022","50-59","North West (England)","Greater Manchester","Greater Manchester South East","10","[c]","28360","27570"
"New entrant CS","2022","50-59","North West (England)","Greater Manchester","Greater Manchester South West","125","[c]","30280","26310"
"New entrant CS","2022","50-59","North West (England)","Greater Manchester","Manchester","155","[c]","34270","31470"
"New entrant CS","2022","50-59","North West (England)","Lancashire","Blackburn with Darwen","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","North West (England)","Lancashire","Blackpool","95","[c]","29290","21260"
"New entrant CS","2022","50-59","North West (England)","Lancashire","Chorley and West Lancashire","20","[c]","28780","26940"
"New entrant CS","2022","50-59","North West (England)","Lancashire","East Lancashire","10","[c]","32450","28200"
"New entrant CS","2022","50-59","North West (England)","Lancashire","Lancaster and Wyre","20","[c]","26320","21260"
"New entrant CS","2022","50-59","North West (England)","Lancashire","Mid Lancashire","75","[c]","29810","26750"
"New entrant CS","2022","50-59","North West (England)","Merseyside","East Merseyside","30","[c]","34190","27570"
