"Status","Year","Disability","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Digital, Data & Technology","London","Female","55","[c]","43270","38210"
"Leaver CS","2022","Unknown","Digital, Data & Technology","London","Male","85","[c]","44490","41030"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Outside London","Female","65","[c]","34510","32030"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Outside London","Male","185","[c]","38860","36500"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Outside London","Female","50","[c]","28960","26350"
"Leaver CS","2022","Unknown","Human Resources","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","London","Female","50","[c]","48300","52780"
"Leaver CS","2022","Unknown","Legal","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Outside London","Female","70","[c]","34350","26230"
"Leaver CS","2022","Unknown","Legal","Outside London","Male","45","[c]","41720","46100"
"Leaver CS","2022","Unknown","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","London","Female","940","[c]","38590","31060"
"Leaver CS","2022","Unknown","No function","London","Male","705","[c]","41770","33570"
"Leaver CS","2022","Unknown","No function","Outside London","Female","1800","[c]","29000","23780"
"Leaver CS","2022","Unknown","No function","Outside London","Male","1750","[c]","29750","26640"
"Leaver CS","2022","Unknown","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","No function","Unknown","Female","220","[c]","23840","21840"
"Leaver CS","2022","Unknown","No function","Unknown","Male","90","[c]","25920","21840"
"Leaver CS","2022","Unknown","Project Delivery","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","London","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","Female","60","[c]","35350","33000"
"Leaver CS","2022","Unknown","Project Delivery","Outside London","Male","105","[c]","35530","31950"
"Leaver CS","2022","Unknown","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Outside London","Female","60","[c]","23230","22010"
"Leaver CS","2022","Unknown","Property","Outside London","Male","90","[c]","28650","25000"
"Leaver CS","2022","Unknown","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Outside London","Male","170","[c]","30480","26750"
"Leaver CS","2022","Unknown","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","London","Female","270","[c]","30600","28650"
"Leaver CS","2022","Unknown","Unknown","London","Male","250","[c]","38660","35050"
"Leaver CS","2022","Unknown","Unknown","Outside London","Female","1425","[c]","29210","27230"
"Leaver CS","2022","Unknown","Unknown","Outside London","Male","1340","[c]","30810","26350"
"Leaver CS","2022","Unknown","Unknown","Overseas","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","55","[c]","30820","28980"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","240","[c]","36490","33570"
"Leaver Dept.","2022","Declared disabled","Analysis","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","London","Female","300","[c]","39680","34630"
"Leaver Dept.","2022","Declared disabled","No function","London","Male","175","[c]","42140","34550"
"Leaver Dept.","2022","Declared disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Outside London","Female","415","[c]","30950","27570"
"Leaver Dept.","2022","Declared disabled","No function","Outside London","Male","255","[c]","30820","27570"
"Leaver Dept.","2022","Declared disabled","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Outside London","Male","35","[c]","35480","33050"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","London","Female","60","[c]","44970","37150"
"Leaver Dept.","2022","Declared disabled","Unknown","London","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Outside London","Female","90","[c]","29360","25240"
"Leaver Dept.","2022","Declared disabled","Unknown","Outside London","Male","80","[c]","28650","25260"
"Leaver Dept.","2022","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","London","Female","85","[c]","44310","42980"
"Leaver Dept.","2022","Declared non-disabled","Analysis","London","Male","95","[c]","45840","39880"
"Leaver Dept.","2022","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Outside London","Female","40","[c]","39420","38070"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Outside London","Male","45","[c]","41870","42220"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","London","Female","35","[c]","47710","46000"
"Leaver Dept.","2022","Declared non-disabled","Commercial","London","Male","40","[c]","51450","53860"
"Leaver Dept.","2022","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Outside London","Female","70","[c]","37890","36780"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Outside London","Male","50","[c]","42250","40290"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","London","Female","105","[c]","43330","38440"
"Leaver Dept.","2022","Declared non-disabled","Communications","London","Male","65","[c]","46790","40680"
"Leaver Dept.","2022","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Outside London","Female","45","[c]","36880","34290"
"Leaver Dept.","2022","Declared non-disabled","Communications","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Outside London","Female","35","[c]","28740","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Outside London","Male","35","[c]","31090","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","London","Female","90","[c]","46950","40270"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","London","Male","75","[c]","44790","40770"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Female","90","[c]","38990","36530"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Male","160","[c]","41520","36960"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","London","Female","65","[c]","48710","43810"
"Leaver Dept.","2022","Declared non-disabled","Finance","London","Male","55","[c]","45180","40540"
"Leaver Dept.","2022","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Outside London","Female","100","[c]","36420","34970"
"Leaver Dept.","2022","Declared non-disabled","Finance","Outside London","Male","95","[c]","41330","37150"
"Leaver Dept.","2022","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Outside London","Female","35","[c]","24630","21300"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","London","Female","165","[c]","40780","33790"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","London","Male","65","[c]","40470","34550"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Outside London","Female","175","[c]","35350","30730"
