"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Analysis","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Food Standards Agency","Food Standards Agency","SEO/HEO","10","[c]","34800","32350"
"New entrant CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","G6/G7","15","[c]","67450","69690"
"New entrant CS","2022","Analysis","Government Actuary's Department","Chancellor's other departments","SEO/HEO","15","[c]","39340","39720"
"New entrant CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","90","[c]","35560","33370"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","20","[c]","27520","27850"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","30","[c]","35660","34250"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","30","[c]","27250","28310"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","35","[c]","34360","34260"
"New entrant CS","2022","Analysis","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","35","[c]","27390","26500"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","20","[c]","36890","36620"
"New entrant CS","2022","Analysis","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Rail and Road","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Debt Management Office","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","AA/AO","55","[c]","20070","19860"
"New entrant CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","EO","30","[c]","23860","23880"
"New entrant CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","G6/G7","25","[c]","53340","50210"
"New entrant CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","UK Statistics Authority","SEO/HEO","285","[c]","32860","30710"
"New entrant CS","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","EO","10","[c]","28000","28000"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","EO","10","[c]","26400","27500"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","190","[c]","70080","70000"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","15","[c]","132340","126500"
"New entrant CS","2022","Commercial","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","25","[c]","34900","34550"
"New entrant CS","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Commercial Service","Cabinet Office","EO","15","[c]","26330","25520"
"New entrant CS","2022","Commercial","Crown Commercial Service","Cabinet Office","SEO/HEO","35","[c]","33450","30420"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","EO","15","[c]","25480","26670"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Equipment and Support","Ministry of Defence","SEO/HEO","15","[c]","35430","35000"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","EO","10","[c]","23350","23490"
"New entrant CS","2022","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","EO","25","[c]","25000","25000"
"New entrant CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","SEO/HEO","50","[c]","33860","36500"
"New entrant CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","30","[c]","33760","35900"
"New entrant CS","2022","Commercial","Department for International Trade","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for International Trade","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Transport (excl. agencies)","Department for Transport","EO","10","[c]","[c]","[c]"
