"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","45","45","62750","60440"
"In post","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","160","160","39900","38160"
"In post","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","140","125","29460","28200"
"In post","2022","Derbyshire and Nottinghamshire","Nottingham","AA/AO","2145","1960","22060","21250"
"In post","2022","Derbyshire and Nottinghamshire","Nottingham","EO","2350","2200","26850","26820"
"In post","2022","Derbyshire and Nottinghamshire","Nottingham","G6/G7","1040","1005","56720","55210"
"In post","2022","Derbyshire and Nottinghamshire","Nottingham","SCS level","55","55","92810","83370"
"In post","2022","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","2965","2835","35570","33370"
"In post","2022","Derbyshire and Nottinghamshire","Nottingham","Unknown","270","240","28800","28200"
"In post","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","325","300","24750","23140"
"In post","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","360","320","27710","27570"
"In post","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","140","130","60890","58810"
"In post","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","SCS level","5","5","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","320","300","38040","36480"
"In post","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","45","35","31530","32690"
"In post","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","420","395","23690","21960"
"In post","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","230","215","28360","27570"
"In post","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","75","75","62090","59830"
"In post","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","SCS level","10","10","93400","91370"
"In post","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","295","285","38250","37640"
"In post","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","10","10","35290","37850"
"In post","2022","Devon","Devon CC","AA/AO","1870","1665","22480","21260"
"In post","2022","Devon","Devon CC","EO","1260","1140","27290","27570"
"In post","2022","Devon","Devon CC","G6/G7","820","775","53840","49860"
"In post","2022","Devon","Devon CC","SCS level","25","25","92570","88460"
"In post","2022","Devon","Devon CC","SEO/HEO","1555","1470","37210","37420"
"In post","2022","Devon","Devon CC","Unknown","150","135","29770","28200"
"In post","2022","Devon","Plymouth","AA/AO","1020","950","23480","22010"
"In post","2022","Devon","Plymouth","EO","875","800","27680","27130"
"In post","2022","Devon","Plymouth","G6/G7","180","170","60210","56750"
"In post","2022","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Plymouth","SEO/HEO","915","865","38430","38450"
"In post","2022","Devon","Plymouth","Unknown","280","265","32060","28660"
"In post","2022","Devon","Torbay","AA/AO","145","115","21000","21260"
"In post","2022","Devon","Torbay","EO","110","90","27430","27570"
"In post","2022","Devon","Torbay","G6/G7","10","10","[c]","[c]"
"In post","2022","Devon","Torbay","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Devon","Torbay","SEO/HEO","35","30","35030","34290"
"In post","2022","Devon","Torbay","Unknown","60","60","29790","28760"
"In post","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","190","175","21070","20970"
"In post","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","325","290","27130","27570"
"In post","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6/G7","25","25","58440","52280"
"In post","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","90","85","36130","33900"
"In post","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","150","135","28920","26810"
"In post","2022","Dorset and Somerset","Dorset","AA/AO","955","900","24150","22600"
"In post","2022","Dorset and Somerset","Dorset","EO","590","550","27950","27130"
"In post","2022","Dorset and Somerset","Dorset","G6/G7","85","80","61390","59460"
"In post","2022","Dorset and Somerset","Dorset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","Dorset","SEO/HEO","505","475","37240","36360"
"In post","2022","Dorset and Somerset","Dorset","Unknown","70","60","28440","24800"
"In post","2022","Dorset and Somerset","Somerset CC","AA/AO","530","485","21030","21170"
"In post","2022","Dorset and Somerset","Somerset CC","EO","710","645","27120","27570"
"In post","2022","Dorset and Somerset","Somerset CC","G6/G7","155","150","59110","54750"
"In post","2022","Dorset and Somerset","Somerset CC","SCS level","5","5","[c]","[c]"
"In post","2022","Dorset and Somerset","Somerset CC","SEO/HEO","925","890","37050","34660"
"In post","2022","Dorset and Somerset","Somerset CC","Unknown","145","130","28880","26310"
"In post","2022","East Anglia","Breckland and South Norfolk","AA/AO","280","260","24340","23140"
"In post","2022","East Anglia","Breckland and South Norfolk","EO","125","115","28640","27570"
"In post","2022","East Anglia","Breckland and South Norfolk","G6/G7","20","20","63170","60650"
"In post","2022","East Anglia","Breckland and South Norfolk","SEO/HEO","90","85","39570","38160"
"In post","2022","East Anglia","Breckland and South Norfolk","Unknown","5","5","[c]","[c]"
"In post","2022","East Anglia","Cambridgeshire CC","AA/AO","1170","1095","25970","24210"
"In post","2022","East Anglia","Cambridgeshire CC","EO","740","710","28540","27380"
"In post","2022","East Anglia","Cambridgeshire CC","G6/G7","255","250","58650","54540"
"In post","2022","East Anglia","Cambridgeshire CC","SCS level","35","35","104410","101430"
"In post","2022","East Anglia","Cambridgeshire CC","SEO/HEO","1120","1085","37310","35630"
"In post","2022","East Anglia","Cambridgeshire CC","Unknown","165","155","29330","28200"
"In post","2022","East Anglia","North and West Norfolk","AA/AO","495","465","24480","21620"
"In post","2022","East Anglia","North and West Norfolk","EO","205","185","28260","27570"
"In post","2022","East Anglia","North and West Norfolk","G6/G7","15","15","63140","61840"
"In post","2022","East Anglia","North and West Norfolk","SEO/HEO","180","170","35940","33790"
"In post","2022","East Anglia","North and West Norfolk","Unknown","45","45","30420","28200"
"In post","2022","East Anglia","Norwich and East Norfolk","AA/AO","625","560","22600","21260"
"In post","2022","East Anglia","Norwich and East Norfolk","EO","595","525","27470","27570"
"In post","2022","East Anglia","Norwich and East Norfolk","G6/G7","125","120","56490","53460"
"In post","2022","East Anglia","Norwich and East Norfolk","SCS level","10","10","94910","92750"
"In post","2022","East Anglia","Norwich and East Norfolk","SEO/HEO","365","350","36430","34440"
"In post","2022","East Anglia","Norwich and East Norfolk","Unknown","280","265","25950","24090"
"In post","2022","East Anglia","Peterborough","AA/AO","630","550","21320","21680"
"In post","2022","East Anglia","Peterborough","EO","415","375","26980","27130"
"In post","2022","East Anglia","Peterborough","G6/G7","100","95","58110","54730"
"In post","2022","East Anglia","Peterborough","SCS level","5","5","[c]","[c]"
"In post","2022","East Anglia","Peterborough","SEO/HEO","355","335","35460","33840"
"In post","2022","East Anglia","Peterborough","Unknown","130","120","29470","28200"
"In post","2022","East Anglia","Suffolk CC","AA/AO","1615","1495","23440","21680"
"In post","2022","East Anglia","Suffolk CC","EO","1215","1135","27460","27570"
"In post","2022","East Anglia","Suffolk CC","G6/G7","235","225","56880","54330"
"In post","2022","East Anglia","Suffolk CC","SCS level","10","10","95050","97420"
"In post","2022","East Anglia","Suffolk CC","SEO/HEO","1015","965","35640","33900"
"In post","2022","East Anglia","Suffolk CC","Unknown","240","210","29360","26440"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","AA/AO","3030","2735","22090","21250"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","EO","2975","2805","27250","26820"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","G6/G7","1495","1440","59480","61440"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","SCS level","215","205","87970","81120"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","3885","3715","37550","37480"
"In post","2022","East Wales","Cardiff and Vale of Glamorgan","Unknown","330","315","30170","28200"
"In post","2022","East Wales","Flintshire and Wrexham","AA/AO","995","940","22580","21260"
"In post","2022","East Wales","Flintshire and Wrexham","EO","685","640","28300","27570"
"In post","2022","East Wales","Flintshire and Wrexham","G6/G7","95","90","57880","55610"
"In post","2022","East Wales","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Flintshire and Wrexham","SEO/HEO","335","325","38020","36440"
"In post","2022","East Wales","Flintshire and Wrexham","Unknown","140","135","28900","28200"
"In post","2022","East Wales","Monmouthshire and Newport","AA/AO","1115","990","21510","20970"
"In post","2022","East Wales","Monmouthshire and Newport","EO","1310","1210","25980","24880"
"In post","2022","East Wales","Monmouthshire and Newport","G6/G7","1115","1075","56200","56450"
"In post","2022","East Wales","Monmouthshire and Newport","SCS level","60","60","78980","74190"
"In post","2022","East Wales","Monmouthshire and Newport","SEO/HEO","2350","2255","35680","36840"
"In post","2022","East Wales","Monmouthshire and Newport","Unknown","120","110","29370","28550"
"In post","2022","East Wales","Powys","AA/AO","210","200","21550","21170"
"In post","2022","East Wales","Powys","EO","170","160","27710","27570"
"In post","2022","East Wales","Powys","G6/G7","40","35","63090","61440"
"In post","2022","East Wales","Powys","SEO/HEO","150","140","38930","38160"
"In post","2022","East Wales","Powys","Unknown","30","30","28000","24800"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","1000","935","25330","24610"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","605","575","28540","26930"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","45","45","63360","60620"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","260","250","38980","36970"
"In post","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","70","60","30740","30880"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","850","760","23600","22040"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","695","620","27460","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","75","70","57070","55610"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","290","270","36060","33840"
"In post","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","200","180","29790","28200"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","AA/AO","285","245","21210","21260"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","EO","340","305","27190","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G6/G7","15","15","54890","51300"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO/HEO","85","80","33740","32550"
"In post","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","130","120","29970","28200"
"In post","2022","Eastern Scotland","Angus and Dundee City","AA/AO","1070","995","21620","21260"
"In post","2022","Eastern Scotland","Angus and Dundee City","EO","625","585","27640","27570"
"In post","2022","Eastern Scotland","Angus and Dundee City","G6/G7","80","75","63570","62170"
"In post","2022","Eastern Scotland","Angus and Dundee City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Angus and Dundee City","SEO/HEO","305","295","37020","34600"
"In post","2022","Eastern Scotland","City of Edinburgh","AA/AO","3015","2865","23090","22140"
"In post","2022","Eastern Scotland","City of Edinburgh","EO","2775","2635","29070","27940"
"In post","2022","Eastern Scotland","City of Edinburgh","G6/G7","2580","2465","62660","62170"
"In post","2022","Eastern Scotland","City of Edinburgh","SCS level","235","230","89890","83230"
"In post","2022","Eastern Scotland","City of Edinburgh","SEO/HEO","5095","4895","39200","39520"
"In post","2022","Eastern Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","AA/AO","455","425","22980","21640"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","EO","530","490","30030","27570"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","G6/G7","45","40","63260","60740"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","270","250","38130","37240"
"In post","2022","Eastern Scotland","Clackmannanshire and Fife","Unknown","25","25","44630","44410"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","AA/AO","10","10","21150","21260"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","EO","80","70","27320","27570"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","G6/G7","10","10","60060","59940"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","East Lothian and Midlothian","SEO/HEO","20","20","34360","33070"
"In post","2022","Eastern Scotland","Falkirk","AA/AO","840","720","22030","21260"
"In post","2022","Eastern Scotland","Falkirk","EO","760","685","29860","27570"
"In post","2022","Eastern Scotland","Falkirk","G6/G7","55","50","62300","63110"
"In post","2022","Eastern Scotland","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Falkirk","SEO/HEO","220","205","38520","38220"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","AA/AO","510","480","24080","23330"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","EO","565","535","31580","31060"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","G6/G7","70","70","58670","56170"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","SEO/HEO","285","270","39910","40290"
"In post","2022","Eastern Scotland","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","West Lothian","AA/AO","140","125","23230","23020"
"In post","2022","Eastern Scotland","West Lothian","EO","155","140","28410","27570"
"In post","2022","Eastern Scotland","West Lothian","G6/G7","60","55","63740","62170"
"In post","2022","Eastern Scotland","West Lothian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","West Lothian","SEO/HEO","85","80","39460","39660"
"In post","2022","Essex","Essex Haven Gateway","AA/AO","205","190","23760","21760"
"In post","2022","Essex","Essex Haven Gateway","EO","440","405","29040","29290"
"In post","2022","Essex","Essex Haven Gateway","G6/G7","40","35","63730","59390"
"In post","2022","Essex","Essex Haven Gateway","SCS level","5","5","[c]","[c]"
"In post","2022","Essex","Essex Haven Gateway","SEO/HEO","180","175","38620","36460"
"In post","2022","Essex","Essex Haven Gateway","Unknown","85","80","30670","26310"
"In post","2022","Essex","Essex Thames Gateway","AA/AO","390","350","23870","24250"
"In post","2022","Essex","Essex Thames Gateway","EO","370","330","29660","29290"
"In post","2022","Essex","Essex Thames Gateway","G6/G7","10","10","56650","54400"
"In post","2022","Essex","Essex Thames Gateway","SEO/HEO","75","70","37210","36670"
"In post","2022","Essex","Essex Thames Gateway","Unknown","110","100","27750","24090"
"In post","2022","Essex","Heart of Essex","AA/AO","450","425","25420","23770"
"In post","2022","Essex","Heart of Essex","EO","325","310","29260","29290"
"In post","2022","Essex","Heart of Essex","G6/G7","115","105","60280","58810"
"In post","2022","Essex","Heart of Essex","SCS level","5","5","[c]","[c]"
"In post","2022","Essex","Heart of Essex","SEO/HEO","195","185","38270","37280"
"In post","2022","Essex","Heart of Essex","Unknown","155","145","29200","26310"
"In post","2022","Essex","Southend-on-Sea","AA/AO","210","175","22180","22080"
"In post","2022","Essex","Southend-on-Sea","EO","310","280","28500","28920"
"In post","2022","Essex","Southend-on-Sea","G6/G7","110","105","58080","55210"
"In post","2022","Essex","Southend-on-Sea","SCS level","10","10","[c]","[c]"
"In post","2022","Essex","Southend-on-Sea","SEO/HEO","390","365","37110","35980"
"In post","2022","Essex","Southend-on-Sea","Unknown","75","65","28400","26310"
"In post","2022","Essex","Thurrock","AA/AO","90","90","22110","21680"
"In post","2022","Essex","Thurrock","EO","225","210","27270","27330"
"In post","2022","Essex","Thurrock","G6/G7","10","10","[c]","[c]"
"In post","2022","Essex","Thurrock","SEO/HEO","45","45","33350","31690"
"In post","2022","Essex","West Essex","AA/AO","75","65","21600","21680"
"In post","2022","Essex","West Essex","EO","385","335","28170","27370"
"In post","2022","Essex","West Essex","G6/G7","30","30","59750","56660"
"In post","2022","Essex","West Essex","SCS level","10","10","[c]","[c]"
"In post","2022","Essex","West Essex","SEO/HEO","160","145","34540","32310"
"In post","2022","Essex","West Essex","Unknown","35","30","28750","26310"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","730","665","23350","21380"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","2400","2270","25220","25920"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","2135","2080","56990","55000"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","150","145","99230","91340"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","6690","6430","36330","36410"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","1640","1585","40400","37530"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AA/AO","1350","1230","21920","21270"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","1395","1280","26930","27000"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","1245","1190","55570","54890"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","90","90","94210","85850"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","2375","2255","35550","34290"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","270","245","28680","26810"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","AA/AO","405","365","23130","21300"
