"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","HM Revenue and Customs","55","[c]","28340","22040"
"Leaver CS","2022","50-59","Property","Ministry of Defence","45","[c]","35040","33430"
"Leaver CS","2022","50-59","Property","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Cabinet Office","25","[c]","34250","33300"
"Leaver CS","2022","50-59","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","Ministry of Defence","175","[c]","34010","39070"
"Leaver CS","2022","50-59","Security","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions","250","[c]","27430","27570"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs","945","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","440","[c]","34320","28650"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence","445","[c]","31400","26670"
"Leaver CS","2022","50-59","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Scottish Government","135","[c]","44840","39520"
"Leaver CS","2022","50-59","Unknown","Welsh Government","45","[c]","47160","38740"
"Leaver CS","2022","60-64","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Cabinet Office","20","[c]","67750","64500"
"Leaver CS","2022","60-64","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","Ministry of Defence","30","[c]","43150","42080"
"Leaver CS","2022","60-64","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Commercial","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Counter Fraud","Department for Work and Pensions","80","[c]","27080","27570"
"Leaver CS","2022","60-64","Counter Fraud","HM Revenue and Customs","20","[c]","43200","35980"
"Leaver CS","2022","60-64","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Debt","Department for Work and Pensions","30","[c]","23510","21260"
"Leaver CS","2022","60-64","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","15","[c]","43830","42830"
"Leaver CS","2022","60-64","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Department for Work and Pensions","25","[c]","44310","40670"
"Leaver CS","2022","60-64","Digital, Data & Technology","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Ministry of Defence","50","[c]","36960","33370"
"Leaver CS","2022","60-64","Digital, Data & Technology","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Digital, Data & Technology","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Department for Education","10","[c]","57530","51190"
"Leaver CS","2022","60-64","Finance","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Department for Work and Pensions","25","[c]","41470","38440"
"Leaver CS","2022","60-64","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Ministry of Defence","25","[c]","34900","33300"
"Leaver CS","2022","60-64","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Department for Environment, Food and Rural Affairs","30","[c]","26900","26080"
"Leaver CS","2022","60-64","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Department for Work and Pensions","25","[c]","39140","33080"
"Leaver CS","2022","60-64","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Ministry of Defence","30","[c]","35610","36460"
"Leaver CS","2022","60-64","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Attorney General's Departments","85","[c]","49650","55610"
"Leaver CS","2022","60-64","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Cabinet Office","15","[c]","56930","51100"
"Leaver CS","2022","60-64","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Department for Business, Energy and Industrial Strategy","40","[c]","41170","39170"
"Leaver CS","2022","60-64","No function","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Department for Education","30","[c]","48550","52130"
"Leaver CS","2022","60-64","No function","Department for Environment, Food and Rural Affairs","50","[c]","37380","30620"
"Leaver CS","2022","60-64","No function","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Department for Levelling Up, Housing and Communities","20","[c]","46980","46490"
"Leaver CS","2022","60-64","No function","Department for Transport","160","[c]","31990","26780"
"Leaver CS","2022","60-64","No function","Department for Work and Pensions","990","[c]","27880","27570"
"Leaver CS","2022","60-64","No function","Department of Health and Social Care","185","[c]","54630","45840"
"Leaver CS","2022","60-64","No function","Food Standards Agency","15","[c]","37980","30810"
"Leaver CS","2022","60-64","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","HM Land Registry","50","[c]","31380","33840"
"Leaver CS","2022","60-64","No function","HM Revenue and Customs","40","[c]","30640","28920"
"Leaver CS","2022","60-64","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Ministry of Defence","85","[c]","43480","40410"
"Leaver CS","2022","60-64","No function","Ministry of Justice","935","[c]","29810","21490"
"Leaver CS","2022","60-64","No function","National Crime Agency","50","[c]","40530","41170"
"Leaver CS","2022","60-64","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Office for Standards in Education, Children's Services and Skills","35","[c]","62780","51360"
"Leaver CS","2022","60-64","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
