"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","SEO","Female","50","[c]","42730","41750"
"New entrant CS","2022","Communications","London","SEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","AO","Female","60","[c]","21130","21250"
"New entrant CS","2022","Communications","Outside London","AO","Male","60","[c]","21190","21250"
"New entrant CS","2022","Communications","Outside London","EO","Female","320","[c]","26570","26590"
"New entrant CS","2022","Communications","Outside London","EO","Male","355","[c]","26560","26590"
"New entrant CS","2022","Communications","Outside London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","HEO","Female","100","[c]","32300","33080"
"New entrant CS","2022","Communications","Outside London","HEO","Male","95","[c]","32780","33080"
"New entrant CS","2022","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","SEO","Female","35","[c]","38130","37420"
"New entrant CS","2022","Communications","Outside London","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","AO","Female","60","[c]","25120","25110"
"New entrant CS","2022","Counter Fraud","London","AO","Male","40","[c]","25110","25110"
"New entrant CS","2022","Counter Fraud","London","EO","Female","80","[c]","30060","30750"
"New entrant CS","2022","Counter Fraud","London","EO","Male","80","[c]","30620","30750"
"New entrant CS","2022","Counter Fraud","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","AO","Female","235","[c]","21600","21260"
"New entrant CS","2022","Counter Fraud","Outside London","AO","Male","200","[c]","21600","21260"
"New entrant CS","2022","Counter Fraud","Outside London","EO","Female","380","[c]","27090","27570"
"New entrant CS","2022","Counter Fraud","Outside London","EO","Male","305","[c]","26990","26590"
"New entrant CS","2022","Counter Fraud","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","HEO","Female","35","[c]","32980","33080"
"New entrant CS","2022","Counter Fraud","Outside London","HEO","Male","70","[c]","32860","33080"
"New entrant CS","2022","Counter Fraud","Outside London","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Outside London","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","AO","Female","585","[c]","21290","21250"
"New entrant CS","2022","Debt","Outside London","AO","Male","385","[c]","21280","21250"
"New entrant CS","2022","Debt","Outside London","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","EO","Female","50","[c]","27990","27590"
"New entrant CS","2022","Digital, Data & Technology","London","EO","Male","60","[c]","28190","28310"
"New entrant CS","2022","Digital, Data & Technology","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","G6","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","G7","Female","75","[c]","55420","54700"
"New entrant CS","2022","Digital, Data & Technology","London","G7","Male","105","[c]","57640","54700"
"New entrant CS","2022","Digital, Data & Technology","London","HEO","Female","85","[c]","34310","33760"
"New entrant CS","2022","Digital, Data & Technology","London","HEO","Male","95","[c]","34060","33570"
"New entrant CS","2022","Digital, Data & Technology","London","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","SEO","Female","75","[c]","41720","41750"
"New entrant CS","2022","Digital, Data & Technology","London","SEO","Male","90","[c]","42780","41750"
"New entrant CS","2022","Digital, Data & Technology","Outside London","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","AA","Male","40","[c]","18450","17900"
"New entrant CS","2022","Digital, Data & Technology","Outside London","AO","Female","75","[c]","21230","21170"
"New entrant CS","2022","Digital, Data & Technology","Outside London","AO","Male","90","[c]","21110","21210"
"New entrant CS","2022","Digital, Data & Technology","Outside London","EO","Female","160","[c]","26070","26350"
"New entrant CS","2022","Digital, Data & Technology","Outside London","EO","Male","315","[c]","26220","26350"
"New entrant CS","2022","Digital, Data & Technology","Outside London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","G6","Male","40","[c]","64420","64050"
"New entrant CS","2022","Digital, Data & Technology","Outside London","G7","Female","125","[c]","50850","49860"
"New entrant CS","2022","Digital, Data & Technology","Outside London","G7","Male","270","[c]","52830","52080"
"New entrant CS","2022","Digital, Data & Technology","Outside London","HEO","Female","210","[c]","31920","32760"
"New entrant CS","2022","Digital, Data & Technology","Outside London","HEO","Male","305","[c]","32190","33000"
"New entrant CS","2022","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","SEO","Female","160","[c]","38450","37300"
"New entrant CS","2022","Digital, Data & Technology","Outside London","SEO","Male","280","[c]","39250","38650"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","EO","Female","35","[c]","27990","27270"
"New entrant CS","2022","Finance","London","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","HEO","Female","45","[c]","33890","32790"
"New entrant CS","2022","Finance","London","HEO","Male","35","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","SEO","Female","35","[c]","42320","41750"
"New entrant CS","2022","Finance","London","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","AO","Female","90","[c]","21180","21250"
"New entrant CS","2022","Finance","Outside London","AO","Male","70","[c]","21140","21250"
"New entrant CS","2022","Finance","Outside London","EO","Female","140","[c]","24840","25000"
"New entrant CS","2022","Finance","Outside London","EO","Male","125","[c]","24650","25000"
"New entrant CS","2022","Finance","Outside London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","G7","Female","45","[c]","51930","50210"
"New entrant CS","2022","Finance","Outside London","G7","Male","35","[c]","51620","49860"
"New entrant CS","2022","Finance","Outside London","HEO","Female","100","[c]","31630","30980"
"New entrant CS","2022","Finance","Outside London","HEO","Male","75","[c]","31380","31990"
"New entrant CS","2022","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","SEO","Female","95","[c]","39020","37700"
"New entrant CS","2022","Finance","Outside London","SEO","Male","90","[c]","39420","39780"
"New entrant CS","2022","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","AO","Female","275","[c]","21240","21300"
"New entrant CS","2022","Grants Management","Outside London","AO","Male","200","[c]","21190","21300"
"New entrant CS","2022","Grants Management","Outside London","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","EO","Female","95","[c]","27440","27270"
"New entrant CS","2022","Human Resources","London","EO","Male","45","[c]","26420","27040"
"New entrant CS","2022","Human Resources","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","HEO","Female","75","[c]","32410","32790"
"New entrant CS","2022","Human Resources","London","HEO","Male","35","[c]","33230","32790"
"New entrant CS","2022","Human Resources","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","SEO","Female","35","[c]","42030","40650"
"New entrant CS","2022","Human Resources","London","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","AO","Female","185","[c]","21250","21170"
"New entrant CS","2022","Human Resources","Outside London","AO","Male","65","[c]","21230","21170"
"New entrant CS","2022","Human Resources","Outside London","EO","Female","180","[c]","25520","25940"
"New entrant CS","2022","Human Resources","Outside London","EO","Male","65","[c]","26170","26590"
"New entrant CS","2022","Human Resources","Outside London","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","G7","Female","65","[c]","51080","49780"
"New entrant CS","2022","Human Resources","Outside London","G7","Male","30","[c]","53440","54150"
"New entrant CS","2022","Human Resources","Outside London","HEO","Female","135","[c]","31210","30730"
"New entrant CS","2022","Human Resources","Outside London","HEO","Male","65","[c]","31580","32000"
"New entrant CS","2022","Human Resources","Outside London","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","SEO","Female","70","[c]","39010","38600"
"New entrant CS","2022","Human Resources","Outside London","SEO","Male","35","[c]","39540","39340"
"New entrant CS","2022","Human Resources","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AO","Female","70","[c]","22140","21250"
"New entrant CS","2022","Legal","London","AO","Male","30","[c]","22210","21250"
"New entrant CS","2022","Legal","London","EO","Female","120","[c]","27830","26950"
"New entrant CS","2022","Legal","London","EO","Male","55","[c]","27820","26950"
"New entrant CS","2022","Legal","London","G6","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","G7","Female","130","[c]","53230","50500"
"New entrant CS","2022","Legal","London","G7","Male","65","[c]","53500","51320"
"New entrant CS","2022","Legal","London","HEO","Female","50","[c]","40980","43920"
"New entrant CS","2022","Legal","London","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AO","Female","170","[c]","21190","21250"
"New entrant CS","2022","Legal","Outside London","AO","Male","50","[c]","20840","21120"
"New entrant CS","2022","Legal","Outside London","EO","Female","100","[c]","26330","26590"
"New entrant CS","2022","Legal","Outside London","EO","Male","35","[c]","26580","26590"
"New entrant CS","2022","Legal","Outside London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G7","Female","95","[c]","50760","48990"
"New entrant CS","2022","Legal","Outside London","G7","Male","45","[c]","51290","48080"
"New entrant CS","2022","Legal","Outside London","HEO","Female","55","[c]","38130","38000"
"New entrant CS","2022","Legal","Outside London","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","SEO","Female","40","[c]","41810","41750"
"New entrant CS","2022","Legal","Outside London","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","London","AA","Female","130","[c]","23050","24080"
"New entrant CS","2022","No function","London","AA","Male","80","[c]","23490","24080"
"New entrant CS","2022","No function","London","AO","Female","620","[c]","26060","25110"
"New entrant CS","2022","No function","London","AO","Male","480","[c]","27060","26870"
"New entrant CS","2022","No function","London","EO","Female","1310","[c]","29010","28500"
"New entrant CS","2022","No function","London","EO","Male","790","[c]","29430","30330"
"New entrant CS","2022","No function","London","G6","Female","95","[c]","66850","65440"
"New entrant CS","2022","No function","London","G6","Male","85","[c]","67250","65440"
"New entrant CS","2022","No function","London","G7","Female","320","[c]","53850","53360"
"New entrant CS","2022","No function","London","G7","Male","245","[c]","54470","53380"
"New entrant CS","2022","No function","London","HEO","Female","1265","[c]","32430","32790"
"New entrant CS","2022","No function","London","HEO","Male","935","[c]","32780","32940"
"New entrant CS","2022","No function","London","SCS level","Female","60","[c]","97120","89860"
"New entrant CS","2022","No function","London","SCS level","Male","55","[c]","100660","90000"
"New entrant CS","2022","No function","London","SEO","Female","460","[c]","40850","40070"
"New entrant CS","2022","No function","London","SEO","Male","290","[c]","41080","40350"
"New entrant CS","2022","No function","London","Unknown","Female","765","[c]","33410","29100"
"New entrant CS","2022","No function","London","Unknown","Male","305","[c]","36380","33700"
"New entrant CS","2022","No function","Outside London","AA","Female","1265","[c]","20190","20890"
"New entrant CS","2022","No function","Outside London","AA","Male","855","[c]","20130","20890"
"New entrant CS","2022","No function","Outside London","AO","Female","7220","[c]","21900","21260"
"New entrant CS","2022","No function","Outside London","AO","Male","5750","[c]","22370","21260"
"New entrant CS","2022","No function","Outside London","EO","Female","3300","[c]","26890","27570"
"New entrant CS","2022","No function","Outside London","EO","Male","2605","[c]","27030","27570"
"New entrant CS","2022","No function","Outside London","G6","Female","70","[c]","66570","63000"
"New entrant CS","2022","No function","Outside London","G6","Male","55","[c]","64070","62400"
"New entrant CS","2022","No function","Outside London","G7","Female","345","[c]","52400","49530"
"New entrant CS","2022","No function","Outside London","G7","Male","310","[c]","52780","49860"
"New entrant CS","2022","No function","Outside London","HEO","Female","1375","[c]","30920","30450"
"New entrant CS","2022","No function","Outside London","HEO","Male","1230","[c]","31330","31660"
"New entrant CS","2022","No function","Outside London","SCS level","Female","35","[c]","90360","88790"
"New entrant CS","2022","No function","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","No function","Outside London","SEO","Female","675","[c]","39080","37350"
"New entrant CS","2022","No function","Outside London","SEO","Male","475","[c]","39810","38070"
"New entrant CS","2022","No function","Outside London","Unknown","Female","5510","[c]","27240","24800"
"New entrant CS","2022","No function","Outside London","Unknown","Male","2005","[c]","29030","26930"
"New entrant CS","2022","No function","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","AO","Female","40","[c]","21390","21300"
"New entrant CS","2022","No function","Unknown","AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","EO","Female","35","[c]","28720","29290"
"New entrant CS","2022","No function","Unknown","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","HEO","Female","40","[c]","29440","28000"
"New entrant CS","2022","No function","Unknown","HEO","Male","40","[c]","29130","28000"
"New entrant CS","2022","No function","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
