"Status","Year","Age","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","North East (England)","Tees Valley and Durham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","North East (England)","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester","Heterosexual / straight","30","30","22500","21260"
"In post","2022","16-19","North West (England)","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester","Unknown","25","25","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancashire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Merseyside","Heterosexual / straight","30","30","22040","21250"
"In post","2022","16-19","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Merseyside","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Eastern Scotland","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","16-19","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Eastern Scotland","Unknown","30","30","22210","21250"
"In post","2022","16-19","Scotland","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Southern Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Southern Scotland","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Scotland","West Central Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","West Central Scotland","Unknown","20","15","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Hampshire and Isle of Wight","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Kent","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Kent","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Surrey, East and West Sussex","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","South West (England)","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","75","75","19880","19460"
"In post","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","60","60","18570","17140"
"In post","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wales","East Wales","Heterosexual / straight","35","35","20830","20890"
"In post","2022","16-19","Wales","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","East Wales","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Wales","West Wales and The Valleys","Heterosexual / straight","35","30","20170","18310"
"In post","2022","16-19","Wales","West Wales and The Valleys","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","Wales","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","West Wales and The Valleys","Unknown","45","35","19280","18310"
"In post","2022","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","West Midlands","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","West Midlands","Unknown","20","20","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","South Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","40","40","22350","21250"
"In post","2022","16-19","Yorkshire and The Humber","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","West Yorkshire","Unknown","30","25","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","1340","1320","27340","26590"
"In post","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","165","165","26860","26590"
"In post","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","95","90","28140","26820"
"In post","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","605","595","26280","26590"
"In post","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","670","660","24570","24090"
"In post","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","65","65","24130","22870"
"In post","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","40","40","25110","25300"
"In post","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","200","190","23350","22600"
"In post","2022","20-29","East Midlands (England)","Lincolnshire","Heterosexual / straight","240","240","25600","25700"
"In post","2022","20-29","East Midlands (England)","Lincolnshire","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Lincolnshire","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Lincolnshire","Unknown","35","35","23560","23140"
"In post","2022","20-29","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","500","500","28700","28140"
"In post","2022","20-29","East of England","Bedfordshire and Hertfordshire","LGBO","55","55","28660","28140"
"In post","2022","20-29","East of England","Bedfordshire and Hertfordshire","Undeclared","30","25","[c]","[c]"
"In post","2022","20-29","East of England","Bedfordshire and Hertfordshire","Unknown","115","115","26980","25030"
"In post","2022","20-29","East of England","East Anglia","Heterosexual / straight","1090","1070","26330","26140"
"In post","2022","20-29","East of England","East Anglia","LGBO","115","115","25100","24260"
"In post","2022","20-29","East of England","East Anglia","Undeclared","95","90","25960","26330"
"In post","2022","20-29","East of England","East Anglia","Unknown","370","365","25640","25010"
"In post","2022","20-29","East of England","Essex","Heterosexual / straight","425","420","27380","25400"
"In post","2022","20-29","East of England","Essex","LGBO","45","45","26290","25010"
"In post","2022","20-29","East of England","Essex","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","East of England","Essex","Unknown","180","180","25430","24800"
"In post","2022","20-29","London","Inner London - East","Heterosexual / straight","2140","2125","34950","32260"
"In post","2022","20-29","London","Inner London - East","LGBO","255","255","36560","33400"
"In post","2022","20-29","London","Inner London - East","Undeclared","225","220","35290","32330"
"In post","2022","20-29","London","Inner London - East","Unknown","755","750","34670","32040"
"In post","2022","20-29","London","Inner London - West","Heterosexual / straight","9610","9570","38600","35240"
"In post","2022","20-29","London","Inner London - West","LGBO","1525","1520","39540","36650"
"In post","2022","20-29","London","Inner London - West","Undeclared","1350","1340","38950","35050"
"In post","2022","20-29","London","Inner London - West","Unknown","4310","4295","36450","33250"
"In post","2022","20-29","London","Outer London - East and North East","Heterosexual / straight","505","495","29230","31060"
"In post","2022","20-29","London","Outer London - East and North East","LGBO","40","40","30300","31060"
"In post","2022","20-29","London","Outer London - East and North East","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","London","Outer London - East and North East","Unknown","180","180","28670","29020"
"In post","2022","20-29","London","Outer London - South","Heterosexual / straight","885","875","34000","31060"
"In post","2022","20-29","London","Outer London - South","LGBO","70","70","34640","31020"
"In post","2022","20-29","London","Outer London - South","Undeclared","70","70","34930","31060"
"In post","2022","20-29","London","Outer London - South","Unknown","580","575","32670","30600"
"In post","2022","20-29","London","Outer London - West and North West","Heterosexual / straight","970","945","30200","30110"
"In post","2022","20-29","London","Outer London - West and North West","LGBO","95","90","29070","29250"
"In post","2022","20-29","London","Outer London - West and North West","Undeclared","85","75","29960","29250"
"In post","2022","20-29","London","Outer London - West and North West","Unknown","290","290","29380","28700"
"In post","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","1850","1820","26990","26590"
"In post","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","LGBO","290","285","26160","24890"
"In post","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","Undeclared","110","110","28540","26820"
"In post","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","Unknown","970","945","26180","26130"
"In post","2022","20-29","North East (England)","Tees Valley and Durham","Heterosexual / straight","905","880","25460","24620"
"In post","2022","20-29","North East (England)","Tees Valley and Durham","LGBO","95","95","25680","24260"
"In post","2022","20-29","North East (England)","Tees Valley and Durham","Undeclared","55","55","27790","25000"
"In post","2022","20-29","North East (England)","Tees Valley and Durham","Unknown","325","320","24500","23140"
"In post","2022","20-29","North West (England)","Cheshire","Heterosexual / straight","445","440","27550","27570"
"In post","2022","20-29","North West (England)","Cheshire","LGBO","60","60","26880","26610"
"In post","2022","20-29","North West (England)","Cheshire","Undeclared","40","40","28770","28840"
"In post","2022","20-29","North West (England)","Cheshire","Unknown","130","125","24690","23720"
"In post","2022","20-29","North West (England)","Cumbria","Heterosexual / straight","120","115","25650","24920"
"In post","2022","20-29","North West (England)","Cumbria","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","North West (England)","Cumbria","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","North West (England)","Cumbria","Unknown","95","95","22800","21300"
"In post","2022","20-29","North West (England)","Greater Manchester","Heterosexual / straight","2300","2275","28590","26820"
"In post","2022","20-29","North West (England)","Greater Manchester","LGBO","340","340","28180","26820"
"In post","2022","20-29","North West (England)","Greater Manchester","Undeclared","155","155","27710","26590"
"In post","2022","20-29","North West (England)","Greater Manchester","Unknown","1135","1120","27650","26590"
"In post","2022","20-29","North West (England)","Lancashire","Heterosexual / straight","1145","1115","24860","23170"
"In post","2022","20-29","North West (England)","Lancashire","LGBO","120","120","24090","23140"
"In post","2022","20-29","North West (England)","Lancashire","Undeclared","65","65","25670","25220"
"In post","2022","20-29","North West (England)","Lancashire","Unknown","385","375","24490","23140"
"In post","2022","20-29","North West (England)","Merseyside","Heterosexual / straight","2005","1970","26010","24890"
"In post","2022","20-29","North West (England)","Merseyside","LGBO","220","220","25790","24880"
"In post","2022","20-29","North West (England)","Merseyside","Undeclared","120","115","25810","24880"
"In post","2022","20-29","North West (England)","Merseyside","Unknown","850","835","24980","24440"
"In post","2022","20-29","Northern Ireland","Northern Ireland","Heterosexual / straight","270","265","26530","26590"
"In post","2022","20-29","Northern Ireland","Northern Ireland","LGBO","30","30","26330","23500"
"In post","2022","20-29","Northern Ireland","Northern Ireland","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Northern Ireland","Northern Ireland","Unknown","240","235","24100","21250"
"In post","2022","20-29","Overseas","Overseas","Heterosexual / straight","205","205","34300","32800"
"In post","2022","20-29","Overseas","Overseas","LGBO","30","30","37950","33930"
"In post","2022","20-29","Overseas","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Overseas","Overseas","Unknown","70","70","38710","38300"
"In post","2022","20-29","Scotland","Eastern Scotland","Heterosexual / straight","1715","1690","29100","27230"
"In post","2022","20-29","Scotland","Eastern Scotland","LGBO","315","310","28510","27230"
"In post","2022","20-29","Scotland","Eastern Scotland","Undeclared","115","115","28940","27230"
"In post","2022","20-29","Scotland","Eastern Scotland","Unknown","1215","1185","27160","25270"
"In post","2022","20-29","Scotland","Highlands and Islands","Heterosexual / straight","115","115","25450","24920"
"In post","2022","20-29","Scotland","Highlands and Islands","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Scotland","Highlands and Islands","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Scotland","Highlands and Islands","Unknown","50","50","25950","24020"
"In post","2022","20-29","Scotland","North Eastern Scotland","Heterosexual / straight","135","135","28430","27230"
"In post","2022","20-29","Scotland","North Eastern Scotland","LGBO","30","30","[c]","[c]"
"In post","2022","20-29","Scotland","North Eastern Scotland","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Scotland","North Eastern Scotland","Unknown","75","75","27840","27230"
"In post","2022","20-29","Scotland","Southern Scotland","Heterosexual / straight","425","415","26630","26120"
"In post","2022","20-29","Scotland","Southern Scotland","LGBO","35","35","25140","22000"
"In post","2022","20-29","Scotland","Southern Scotland","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Scotland","Southern Scotland","Unknown","330","320","25380","23780"
"In post","2022","20-29","Scotland","West Central Scotland","Heterosexual / straight","1630","1605","27720","26670"
"In post","2022","20-29","Scotland","West Central Scotland","LGBO","250","250","26680","24890"
"In post","2022","20-29","Scotland","West Central Scotland","Undeclared","110","110","27740","26590"
"In post","2022","20-29","Scotland","West Central Scotland","Unknown","965","940","25920","24400"
"In post","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","970","960","27800","27570"
"In post","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","115","115","27870","27680"
"In post","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","90","90","28410","27570"
"In post","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","290","290","27080","27570"
"In post","2022","20-29","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","1175","1160","28170","26820"
"In post","2022","20-29","South East (England)","Hampshire and Isle of Wight","LGBO","150","145","27730","27570"
"In post","2022","20-29","South East (England)","Hampshire and Isle of Wight","Undeclared","85","85","27770","26840"
"In post","2022","20-29","South East (England)","Hampshire and Isle of Wight","Unknown","580","570","28750","29230"
"In post","2022","20-29","South East (England)","Kent","Heterosexual / straight","775","765","26920","25220"
"In post","2022","20-29","South East (England)","Kent","LGBO","85","85","27720","28140"
"In post","2022","20-29","South East (England)","Kent","Undeclared","50","45","27820","27790"
"In post","2022","20-29","South East (England)","Kent","Unknown","325","325","25290","24880"
"In post","2022","20-29","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","770","760","27820","27570"
"In post","2022","20-29","South East (England)","Surrey, East and West Sussex","LGBO","135","135","26360","26250"
"In post","2022","20-29","South East (England)","Surrey, East and West Sussex","Undeclared","85","85","28160","27570"
"In post","2022","20-29","South East (England)","Surrey, East and West Sussex","Unknown","205","200","27710","25770"
"In post","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","105","105","24170","21260"
"In post","2022","20-29","South West (England)","Cornwall and Isles of Scilly","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","South West (England)","Devon","Heterosexual / straight","705","695","26210","25000"
"In post","2022","20-29","South West (England)","Devon","LGBO","100","100","25150","24260"
"In post","2022","20-29","South West (England)","Devon","Undeclared","65","65","26810","24920"
"In post","2022","20-29","South West (England)","Devon","Unknown","215","210","25380","23140"
"In post","2022","20-29","South West (England)","Dorset and Somerset","Heterosexual / straight","380","370","25920","26140"
"In post","2022","20-29","South West (England)","Dorset and Somerset","LGBO","55","55","24930","24180"
"In post","2022","20-29","South West (England)","Dorset and Somerset","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","South West (England)","Dorset and Somerset","Unknown","140","135","24930","23170"
"In post","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","3565","3530","28360","27540"
"In post","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","415","410","28530","27570"
"In post","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","320","310","28790","27690"
"In post","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1230","1215","28450","27540"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","155","155","30150","28000"
"In post","2022","20-29","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","600","600","29060","28980"
"In post","2022","20-29","Wales","East Wales","Heterosexual / straight","2110","2085","27750","26590"
"In post","2022","20-29","Wales","East Wales","LGBO","320","315","27550","26590"
"In post","2022","20-29","Wales","East Wales","Undeclared","165","160","28910","26820"
"In post","2022","20-29","Wales","East Wales","Unknown","930","920","26780","24880"
"In post","2022","20-29","Wales","West Wales and The Valleys","Heterosexual / straight","1315","1270","24570","22970"
"In post","2022","20-29","Wales","West Wales and The Valleys","LGBO","125","125","23370","21840"
"In post","2022","20-29","Wales","West Wales and The Valleys","Undeclared","70","65","24830","22780"
"In post","2022","20-29","Wales","West Wales and The Valleys","Unknown","470","455","23760","21840"
"In post","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","340","340","24790","24260"
"In post","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","45","45","24750","24090"
"In post","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","115","115","24070","23140"
"In post","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","815","795","25830","25120"
"In post","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","LGBO","90","90","25370","25120"
