"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Human Resources","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","SEO/HEO","Female","35","35","35150","34570"
"In post","2022","Analysis","Intelligence Analysis","SEO/HEO","Male","40","40","36380","37350"
"In post","2022","Analysis","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AA/AO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","EO","Female","135","115","25800","24870"
"In post","2022","Analysis","Operational Delivery","EO","Male","105","100","25620","24920"
"In post","2022","Analysis","Operational Delivery","G6/G7","Female","70","65","54790","52870"
"In post","2022","Analysis","Operational Delivery","G6/G7","Male","60","60","58240","53760"
"In post","2022","Analysis","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","SEO/HEO","Female","205","195","34750","34790"
"In post","2022","Analysis","Operational Delivery","SEO/HEO","Male","240","235","34920","35900"
"In post","2022","Analysis","Operational Research","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Research","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","EO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Research","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","G6/G7","Female","85","75","57840","58540"
"In post","2022","Analysis","Operational Research","G6/G7","Male","210","205","55500","55210"
"In post","2022","Analysis","Operational Research","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","SEO/HEO","Female","140","135","37020","37930"
"In post","2022","Analysis","Operational Research","SEO/HEO","Male","210","205","37410","38070"
"In post","2022","Analysis","Other","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Other","EO","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Other","EO","Male","30","30","28180","28230"
"In post","2022","Analysis","Other","G6/G7","Female","75","65","72260","65470"
"In post","2022","Analysis","Other","G6/G7","Male","110","105","78670","69690"
"In post","2022","Analysis","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Other","SEO/HEO","Female","50","50","40110","39490"
"In post","2022","Analysis","Other","SEO/HEO","Male","80","80","37840","36590"
"In post","2022","Analysis","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","EO","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Policy","EO","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Policy","G6/G7","Female","155","140","58200","55700"
"In post","2022","Analysis","Policy","G6/G7","Male","140","140","58660","57230"
"In post","2022","Analysis","Policy","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","SEO/HEO","Female","115","105","38500","37500"
"In post","2022","Analysis","Policy","SEO/HEO","Male","100","100","37940","36660"
"In post","2022","Analysis","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","EO","Female","60","55","25210","25010"
"In post","2022","Analysis","Science and Engineering","EO","Male","45","45","25390","25010"
"In post","2022","Analysis","Science and Engineering","G6/G7","Female","45","40","53570","49080"
"In post","2022","Analysis","Science and Engineering","G6/G7","Male","120","115","53850","49970"
"In post","2022","Analysis","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","SEO/HEO","Female","175","160","33800","31170"
"In post","2022","Analysis","Science and Engineering","SEO/HEO","Male","210","210","34290","35900"
"In post","2022","Analysis","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","EO","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","EO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","G6/G7","Female","200","185","56540","55210"
"In post","2022","Analysis","Social Research","G6/G7","Male","95","95","56870","55300"
"In post","2022","Analysis","Social Research","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","SEO/HEO","Female","535","510","35740","36840"
"In post","2022","Analysis","Social Research","SEO/HEO","Male","220","215","35600","36840"
"In post","2022","Analysis","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Statistics","AA/AO","Male","15","10","[c]","[c]"
"In post","2022","Analysis","Statistics","EO","Female","80","75","27850","27850"
"In post","2022","Analysis","Statistics","EO","Male","115","115","27700","27850"
"In post","2022","Analysis","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","G6/G7","Female","325","300","57560","56320"
"In post","2022","Analysis","Statistics","G6/G7","Male","335","330","58640","58340"
"In post","2022","Analysis","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Statistics","SCS level","Male","30","30","86970","77960"
"In post","2022","Analysis","Statistics","SEO/HEO","Female","500","475","36940","36980"
"In post","2022","Analysis","Statistics","SEO/HEO","Male","625","615","37390","37830"
"In post","2022","Analysis","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Unknown","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Unknown","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Unknown","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Commercial","AA/AO","Female","115","105","22640","21840"
"In post","2022","Commercial","Commercial","AA/AO","Male","115","110","22630","21840"
"In post","2022","Commercial","Commercial","EO","Female","375","355","26540","26350"
"In post","2022","Commercial","Commercial","EO","Male","240","235","26800","26620"
"In post","2022","Commercial","Commercial","G6/G7","Female","380","360","55440","53430"
"In post","2022","Commercial","Commercial","G6/G7","Male","410","405","57770","54720"
"In post","2022","Commercial","Commercial","SCS level","Female","30","30","84490","76170"
"In post","2022","Commercial","Commercial","SCS level","Male","45","40","85350","79350"
"In post","2022","Commercial","Commercial","SEO/HEO","Female","1240","1185","36830","36800"
"In post","2022","Commercial","Commercial","SEO/HEO","Male","965","955","37560","38070"
"In post","2022","Commercial","Commercial","Unknown","Female","75","75","37500","37280"
"In post","2022","Commercial","Commercial","Unknown","Male","90","90","42140","39860"
"In post","2022","Commercial","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Communications","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Digital, Data and Technology","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Finance","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Finance","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Human Resources","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","AA/AO","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","EO","Female","40","35","27500","26820"
"In post","2022","Commercial","Operational Delivery","EO","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","G6/G7","Female","30","30","61220","60380"
"In post","2022","Commercial","Operational Delivery","G6/G7","Male","60","60","64320","60930"
"In post","2022","Commercial","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Operational Delivery","SEO/HEO","Female","85","85","38230","38650"
"In post","2022","Commercial","Operational Delivery","SEO/HEO","Male","95","95","40780","41000"
"In post","2022","Commercial","Other","EO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Other","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other","SEO/HEO","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Other","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Policy","G6/G7","Female","15","10","[c]","[c]"
"In post","2022","Commercial","Policy","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Policy","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Project Delivery","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Project Delivery","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Project Delivery","SEO/HEO","Male","35","30","37670","38330"
"In post","2022","Commercial","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","EO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Science and Engineering","SEO/HEO","Male","70","70","38560","40680"
"In post","2022","Commercial","Tax","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Tax","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Unknown","G6/G7","Female","610","600","63790","64480"
"In post","2022","Commercial","Unknown","G6/G7","Male","625","620","66010","64500"
"In post","2022","Commercial","Unknown","SCS level","Female","90","90","110290","104800"
"In post","2022","Commercial","Unknown","SCS level","Male","150","145","124140","120390"
"In post","2022","Commercial","Unknown","SEO/HEO","Female","90","90","37750","37480"
"In post","2022","Commercial","Unknown","SEO/HEO","Male","70","70","38220","38870"
"In post","2022","Commercial","Veterinarian","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Communications","AA/AO","Female","100","95","22030","21380"
"In post","2022","Communications","Communications","AA/AO","Male","85","85","22250","21780"
"In post","2022","Communications","Communications","EO","Female","290","280","27670","27270"
"In post","2022","Communications","Communications","EO","Male","215","210","27830","27270"
"In post","2022","Communications","Communications","G6/G7","Female","545","515","58400","56450"
"In post","2022","Communications","Communications","G6/G7","Male","350","345","59230","57600"
"In post","2022","Communications","Communications","SCS level","Female","55","50","87820","84900"
"In post","2022","Communications","Communications","SCS level","Male","50","50","90900","85000"
"In post","2022","Communications","Communications","SEO/HEO","Female","1030","985","37700","37420"
"In post","2022","Communications","Communications","SEO/HEO","Male","710","705","38000","37780"
"In post","2022","Communications","Communications","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Communications","Communications","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Communications","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Human Resources","EO","Female","5","5","[c]","[c]"
"In post","2022","Communications","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
