"Status","Year","Organisation","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Greater Manchester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Tees Valley and Durham","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Tees Valley and Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","West Midlands","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Eastern Scotland","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Eastern Scotland","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","North Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Southern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","West Central Scotland","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","East Wales","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Wales and The Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","50","[c]","41090","33390"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Derbyshire and Nottinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Devon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Dorset and Somerset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Anglia","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Greater Manchester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Inner London - West","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North Yorkshire","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","North Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - East and North East","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - East and North East","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - West and North West","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Shropshire and Staffordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","South Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Surrey, East and West Sussex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Surrey, East and West Sussex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Wales and The Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Eastern Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","North Eastern Scotland","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","North Eastern Scotland","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","West Central Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","London","Unknown","210","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Eastern Scotland","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Eastern Scotland","Outside London","Unknown","30","[c]","28480","25940"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Highlands and Islands","Outside London","Unknown","30","[c]","30740","27360"
"Leaver CS","2022","Forestry and Land Scotland","North Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","North Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","North Eastern Scotland","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Southern Scotland","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","West Central Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","West Central Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Anglia","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Anglia","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","East Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Eastern Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Eastern Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Greater Manchester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Northumberland, and Tyne and Wear","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Outer London - South","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","South Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","South Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Midlands","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Midlands","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Wales and The Valleys","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","West Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Greater Manchester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Inner London - West","London","Heterosexual / straight","135","[c]","48790","50500"
"Leaver CS","2022","Government Legal Department","Inner London - West","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Inner London - West","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Inner London - West","London","Unknown","30","[c]","63080","65650"
"Leaver CS","2022","Government Legal Department","Outer London - South","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Outer London - South","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","West Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","West Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Greater Manchester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Greater Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Midlands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Midlands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Yorkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","West Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cheshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
